X (nmi), Y(nmi),MCI_2010 POP,MCI_2010 HU
4.96,-3.84,1.5125,0.60498
5.04,-3.84,1.0007,0.3743
5.12,-3.84,0.85629,0.30922
5.2,-3.84,0.85629,0.30922
5.28,-3.84,0.85629,0.30922
5.36,-3.84,0.85629,0.30922
5.44,-3.84,0.85629,0.30922
5.52,-3.84,0.85629,0.30922
5.6,-3.84,0.85629,0.30922
5.68,-3.84,0.85629,0.30922
5.76,-3.84,0.85629,0.30922
5.84,-3.84,0.85629,0.30922
5.92,-3.84,0.85629,0.30922
6,-3.84,0.85629,0.30922
-6,-3.76,0,0
-5.92,-3.76,0,0
-5.84,-3.76,1.8528,0.60848
-5.76,-3.76,6.29,2.0656
-5.68,-3.76,8.4902,2.7882
-5.6,-3.76,4.0537,1.3312
-5.52,-3.76,5.1863,1.7032
-5.44,-3.76,17.621,5.3111
-5.36,-3.76,18.458,5.9634
-5.28,-3.76,34.974,11.116
-5.2,-3.76,36.788,11.643
-5.12,-3.76,32.982,10.466
-5.04,-3.76,22.431,6.7133
-4.96,-3.76,20.957,6.5895
-4.88,-3.76,21.78,6.3046
-4.8,-3.76,20.826,6.5927
-4.72,-3.76,20.523,6.7399
-4.64,-3.76,20.523,6.7399
-4.56,-3.76,9.4833,3.1143
-4.48,-3.76,0,0
-4.4,-3.76,1.155,0.43157
-4.32,-3.76,14.397,5.3993
-4.24,-3.76,12.88,4.8699
-4.16,-3.76,16.387,5.7688
-4.08,-3.76,19.902,7.76
-4,-3.76,24.059,9.6407
-3.92,-3.76,26.521,11.404
-3.84,-3.76,25.334,11.912
-3.76,-3.76,35.484,14.16
-3.68,-3.76,23.745,10.172
-3.6,-3.76,8.1805,3.351
-3.52,-3.76,5.8347,2.312
-3.44,-3.76,5.2567,2.057
-3.36,-3.76,5.3828,2.1685
-3.28,-3.76,6.3152,3.0972
-3.2,-3.76,1.8381,0.94691
-3.12,-3.76,6.0576,5.1312
-3.04,-3.76,59.97,50.558
-2.96,-3.76,66.575,54.768
-2.88,-3.76,41.983,32.581
-2.8,-3.76,15.94,11.798
-2.72,-3.76,15.582,11.59
-2.64,-3.76,15.582,11.59
-2.56,-3.76,15.582,11.59
-2.48,-3.76,15.582,11.59
-2.4,-3.76,9.1798,6.7932
-2.32,-3.76,9.9735,4.71
-2.24,-3.76,0,0
-2.16,-3.76,0,0
-2.08,-3.76,0,0
-2,-3.76,27.059,12.776
-1.92,-3.76,5.1628,2.4376
-1.84,-3.76,8.4832,3.0264
-1.76,-3.76,13.808,4.9259
-1.68,-3.76,13.808,4.9259
-1.6,-3.76,13.808,4.9259
-1.52,-3.76,12.547,4.4712
-1.44,-3.76,2.485,0.8417
-1.36,-3.76,2.485,0.8417
-1.28,-3.76,2.485,0.8417
-1.2,-3.76,2.485,0.8417
-1.12,-3.76,6.8193,2.9815
-1.04,-3.76,11.188,5.1302
-0.96,-3.76,11.454,5.2397
-0.88,-3.76,11.451,5.2694
-0.8,-3.76,3.8843,1.4471
-0.72,-3.76,3.6607,1.3253
-0.64,-3.76,0.94747,0.42174
-0.56,-3.76,18.725,7.2513
-0.48,-3.76,20.421,7.9029
-0.4,-3.76,0.94747,0.42174
-0.32,-3.76,11.953,4.3544
-0.24,-3.76,18.879,7.4004
-0.16,-3.76,14.727,6.2688
-0.08,-3.76,6.6703,2.7146
0,-3.76,5.1125,2.0274
0.08,-3.76,4.9662,2.8164
0.16,-3.76,3.2077,2.3326
0.24,-3.76,0.16738,0.046847
0.32,-3.76,0.15303,0.038256
0.4,-3.76,0.15303,0.038256
0.48,-3.76,0.15303,0.038256
0.56,-3.76,0.15303,0.038256
0.64,-3.76,0.15303,0.038256
0.72,-3.76,0.15303,0.038256
0.8,-3.76,0.15303,0.038256
0.88,-3.76,0.15303,0.038256
0.96,-3.76,0.15303,0.038256
1.04,-3.76,0.15303,0.038256
1.12,-3.76,0.15303,0.038256
1.2,-3.76,0.15303,0.038256
1.28,-3.76,0.072124,0.018031
1.36,-3.76,0.30626,0.15313
1.44,-3.76,0.76542,0.38271
1.52,-3.76,0.48749,0.2301
1.6,-3.76,0.26466,0.10898
1.68,-3.76,0.26466,0.10898
1.76,-3.76,0.26466,0.10898
1.84,-3.76,0.26466,0.10898
1.92,-3.76,0.26466,0.10898
2,-3.76,0.26466,0.10898
2.08,-3.76,0.26466,0.10898
2.16,-3.76,0.26466,0.10898
2.24,-3.76,0.25904,0.10996
2.32,-3.76,0.13224,0.13206
2.4,-3.76,0.10603,0.083251
2.48,-3.76,0.090623,0.054374
2.56,-3.76,0.090623,0.054374
2.64,-3.76,0.090623,0.054374
2.72,-3.76,0.090623,0.054374
2.8,-3.76,0.090623,0.054374
2.88,-3.76,0.089415,0.046421
2.96,-3.76,0.0881,0.037757
3.04,-3.76,0.0881,0.037757
3.12,-3.76,0.0881,0.037757
3.2,-3.76,0.0881,0.037757
3.28,-3.76,0.0881,0.037757
3.36,-3.76,0.10001,0.042456
3.44,-3.76,0.23427,0.095419
3.52,-3.76,0.4008,0.16111
3.6,-3.76,0.51917,0.20781
3.68,-3.76,0.5046,0.20206
3.76,-3.76,0.45426,0.1822
3.84,-3.76,0.40536,0.16291
3.92,-3.76,0.35662,0.14368
4,-3.76,0.30796,0.12449
4.08,-3.76,0.34582,0.13943
4.16,-3.76,1.2168,0.48673
4.24,-3.76,1.5125,0.60498
4.32,-3.76,1.5125,0.60498
4.4,-3.76,1.5125,0.60498
4.48,-3.76,1.5125,0.60498
4.56,-3.76,1.5125,0.60498
4.64,-3.76,1.5125,0.60498
4.72,-3.76,1.5125,0.60498
4.8,-3.76,1.5125,0.60498
4.88,-3.76,1.5125,0.60498
4.96,-3.76,1.5125,0.60498
5.04,-3.76,0.92661,0.34091
5.12,-3.76,0.85629,0.30922
5.2,-3.76,0.85629,0.30922
5.28,-3.76,0.85629,0.30922
5.36,-3.76,0.85629,0.30922
5.44,-3.76,0.85629,0.30922
5.52,-3.76,0.85629,0.30922
5.6,-3.76,0.85629,0.30922
5.68,-3.76,0.85629,0.30922
5.76,-3.76,0.85629,0.30922
5.84,-3.76,0.85629,0.30922
5.92,-3.76,0.85629,0.30922
6,-3.76,0.85629,0.30922
-6,-3.68,0,0
-5.92,-3.68,0,0
-5.84,-3.68,0,0
-5.76,-3.68,0,0
-5.68,-3.68,0,0
-5.6,-3.68,0,0
-5.52,-3.68,0.56717,0.048813
-5.44,-3.68,14.854,1.2784
-5.36,-3.68,16.262,4.4747
-5.28,-3.68,18.118,5.979
-5.2,-3.68,27.741,8.8905
-5.12,-3.68,40.692,12.737
-5.04,-3.68,33.467,10.547
-4.96,-3.68,21.312,6.616
-4.88,-3.68,20.463,6.3641
-4.8,-3.68,19.742,6.5123
-4.72,-3.68,20.016,6.5936
-4.64,-3.68,20.462,6.7224
-4.56,-3.68,7.6244,2.5142
-4.48,-3.68,2.6755,0.99809
-4.4,-3.68,11.446,4.27
-4.32,-3.68,15.496,5.7809
-4.24,-3.68,29.095,9.1354
-4.16,-3.68,34.821,10.548
-4.08,-3.68,15.496,5.7809
-4,-3.68,16.223,6.0953
-3.92,-3.68,25.781,10.232
-3.84,-3.68,24.029,9.4742
-3.76,-3.68,38.678,13.957
-3.68,-3.68,31.16,13.301
-3.6,-3.68,22.543,12.287
-3.52,-3.68,24.149,10.972
-3.44,-3.68,22.518,9.7285
-3.36,-3.68,20.35,8.7289
-3.28,-3.68,17.521,6.8197
-3.2,-3.68,17.331,6.6822
-3.12,-3.68,11.755,4.5212
-3.04,-3.68,9.8095,4.384
-2.96,-3.68,12.133,7.5977
-2.88,-3.68,19.617,14.995
-2.8,-3.68,9.4151,6.9993
-2.72,-3.68,9.847,7.3248
-2.64,-3.68,8.52,6.3377
-2.56,-3.68,7.1798,5.3407
-2.48,-3.68,5.5654,4.1399
-2.4,-3.68,1.8566,0.90586
-2.32,-3.68,27.226,12.854
-2.24,-3.68,8.8917,4.1981
-2.16,-3.68,2.8204,1.3316
-2.08,-3.68,15.574,7.3533
-2,-3.68,7.3856,3.4871
-1.92,-3.68,0,0
-1.84,-3.68,1.6639,0.59361
-1.76,-3.68,13.439,4.7946
-1.68,-3.68,13.808,4.9259
-1.6,-3.68,13.808,4.9259
-1.52,-3.68,11.38,4.0504
-1.44,-3.68,2.485,0.8417
-1.36,-3.68,2.485,0.8417
-1.28,-3.68,2.485,0.8417
-1.2,-3.68,2.485,0.8417
-1.12,-3.68,7.8836,3.507
-1.04,-3.68,11.491,5.2877
-0.96,-3.68,11.491,5.2877
-0.88,-3.68,11.491,5.2877
-0.8,-3.68,5.3867,2.2984
-0.72,-3.68,1.2539,0.47594
-0.64,-3.68,0.94747,0.42174
-0.56,-3.68,0.94747,0.42174
-0.48,-3.68,0.94747,0.42174
-0.4,-3.68,0.94747,0.42174
-0.32,-3.68,24.305,8.3102
-0.24,-3.68,29.601,10.208
-0.16,-3.68,13.161,5.5779
-0.08,-3.68,5.1515,2.0446
0,-3.68,5.5107,3.0472
0.08,-3.68,4.0537,3.0531
0.16,-3.68,1.7981,1.057
0.24,-3.68,0.15303,0.038256
0.32,-3.68,0.15303,0.038256
0.4,-3.68,0.15303,0.038256
0.48,-3.68,0.15303,0.038256
0.56,-3.68,0.15303,0.038256
0.64,-3.68,0.13845,0.037227
0.72,-3.68,0.089701,0.033785
0.8,-3.68,0.099083,0.034447
0.88,-3.68,0.11485,0.03556
0.96,-3.68,0.13061,0.036673
1.04,-3.68,0.14632,0.037783
1.12,-3.68,0.15303,0.038256
1.2,-3.68,0.15112,0.037781
1.28,-3.68,0.012146,0.0030365
1.36,-3.68,0.45429,0.22715
1.44,-3.68,0.80072,0.40036
1.52,-3.68,0.42157,0.19427
1.6,-3.68,0.26466,0.10898
1.68,-3.68,0.26466,0.10898
1.76,-3.68,0.26466,0.10898
1.84,-3.68,0.26466,0.10898
1.92,-3.68,0.26466,0.10898
2,-3.68,0.26466,0.10898
2.08,-3.68,0.26466,0.10898
2.16,-3.68,0.26466,0.10898
2.24,-3.68,0.24394,0.11259
2.32,-3.68,0.13208,0.13208
2.4,-3.68,0.1011,0.074006
2.48,-3.68,0.090623,0.054374
2.56,-3.68,0.090623,0.054374
2.64,-3.68,0.090623,0.054374
2.72,-3.68,0.090623,0.054374
2.8,-3.68,0.090623,0.054374
2.88,-3.68,0.089211,0.045076
2.96,-3.68,0.0881,0.037757
3.04,-3.68,0.0881,0.037757
3.12,-3.68,0.0881,0.037757
3.2,-3.68,0.0881,0.037757
3.28,-3.68,0.25588,0.10394
3.36,-3.68,0.51183,0.20491
3.44,-3.68,0.54457,0.21783
3.52,-3.68,0.54457,0.21783
3.6,-3.68,0.54457,0.21783
3.68,-3.68,0.54457,0.21783
3.76,-3.68,0.54457,0.21783
3.84,-3.68,0.54457,0.21783
3.92,-3.68,0.54457,0.21783
4,-3.68,0.54457,0.21783
4.08,-3.68,0.49097,0.19639
4.16,-3.68,1.3726,0.54905
4.24,-3.68,1.5125,0.60498
4.32,-3.68,1.5125,0.60498
4.4,-3.68,1.5125,0.60498
4.48,-3.68,1.5125,0.60498
4.56,-3.68,1.5125,0.60498
4.64,-3.68,1.5125,0.60498
4.72,-3.68,1.5125,0.60498
4.8,-3.68,1.5125,0.60498
4.88,-3.68,1.5125,0.60498
4.96,-3.68,1.4997,0.59925
5.04,-3.68,0.86387,0.31263
5.12,-3.68,0.85629,0.30922
5.2,-3.68,0.85629,0.30922
5.28,-3.68,0.85629,0.30922
5.36,-3.68,0.85629,0.30922
5.44,-3.68,0.85629,0.30922
5.52,-3.68,0.85629,0.30922
5.6,-3.68,0.85629,0.30922
5.68,-3.68,0.85629,0.30922
5.76,-3.68,0.85629,0.30922
5.84,-3.68,0.85629,0.30922
5.92,-3.68,0.85629,0.30922
6,-3.68,0.85629,0.30922
-6,-3.6,0,0
-5.92,-3.6,0,0
-5.84,-3.6,0,0
-5.76,-3.6,0,0
-5.68,-3.6,0,0
-5.6,-3.6,0,0
-5.52,-3.6,3.323,0.28599
-5.44,-3.6,16.064,1.3826
-5.36,-3.6,18.548,4.8554
-5.28,-3.6,16.08,5.3064
-5.2,-3.6,16.98,5.6033
-5.12,-3.6,26.003,8.3742
-5.04,-3.6,42.194,13.183
-4.96,-3.6,30.6,9.7394
-4.88,-3.6,19.734,6.5121
-4.8,-3.6,19.734,6.5121
-4.72,-3.6,19.734,6.5121
-4.64,-3.6,19.91,6.5631
-4.56,-3.6,12.131,4.2509
-4.48,-3.6,15.299,5.7073
-4.4,-3.6,15.496,5.7809
-4.32,-3.6,19.156,6.8039
-4.24,-3.6,33.771,10.889
-4.16,-3.6,23.782,8.0969
-4.08,-3.6,15.496,5.7809
-4,-3.6,16.661,6.2867
-3.92,-3.6,25.465,10.715
-3.84,-3.6,32.624,14.623
-3.76,-3.6,30.583,14.102
-3.68,-3.6,30.583,14.102
-3.6,-3.6,36.095,16.233
-3.52,-3.6,37.135,13.66
-3.44,-3.6,33.675,13.819
-3.36,-3.6,29.474,12.859
-3.28,-3.6,30.32,14.665
-3.2,-3.6,39.499,16.04
-3.12,-3.6,55.643,19.521
-3.04,-3.6,55.962,21.281
-2.96,-3.6,50.099,20.361
-2.88,-3.6,58.456,23.16
-2.8,-3.6,66.705,34.506
-2.72,-3.6,51.497,31.243
-2.64,-3.6,28.267,16.083
-2.56,-3.6,16.731,9.5192
-2.48,-3.6,0,0
-2.4,-3.6,0.2124,0.075521
-2.32,-3.6,0.12209,0.04341
-2.24,-3.6,1.7494,0.82597
-2.16,-3.6,8.5975,4.0592
-2.08,-3.6,2.6034,1.2292
-2,-3.6,0,0
-1.92,-3.6,0,0
-1.84,-3.6,0,0
-1.76,-3.6,7.9087,2.8215
-1.68,-3.6,13.808,4.9259
-1.6,-3.6,13.808,4.9259
-1.52,-3.6,10.277,3.6525
-1.44,-3.6,2.485,0.8417
-1.36,-3.6,2.485,0.8417
-1.28,-3.6,2.3576,0.79855
-1.2,-3.6,1.6652,0.56403
-1.12,-3.6,2.8197,1.253
-1.04,-3.6,2.3881,1.0989
-0.96,-3.6,2.637,1.2135
-0.88,-3.6,2.9022,1.3355
-0.8,-3.6,0.30419,0.13356
-0.72,-3.6,2.4213,0.80844
-0.64,-3.6,4.8694,1.6289
-0.56,-3.6,4.7433,1.5901
-0.48,-3.6,4.7079,1.5788
-0.4,-3.6,6.3236,2.0699
-0.32,-3.6,9.3792,3.6138
-0.24,-3.6,9.6968,3.7671
-0.16,-3.6,9.8786,3.8626
-0.08,-3.6,5.126,1.8973
0,-3.6,4.333,1.7637
0.08,-3.6,4.0009,1.5776
0.16,-3.6,2.6717,1.0921
0.24,-3.6,0.094011,0.034089
0.32,-3.6,0.089501,0.033771
0.4,-3.6,0.085045,0.033456
0.48,-3.6,0.080588,0.033141
0.56,-3.6,0.066069,0.032116
0.64,-3.6,0.01471,0.028489
0.72,-3.6,0.0093708,0.028112
0.8,-3.6,0.0093708,0.028112
0.88,-3.6,0.0093708,0.028112
0.96,-3.6,0.0093708,0.028112
1.04,-3.6,0.0094181,0.028116
1.12,-3.6,0.018284,0.028742
1.2,-3.6,0.030076,0.026131
1.28,-3.6,0,0
1.36,-3.6,0.26308,0.13877
1.44,-3.6,0.53583,0.27895
1.52,-3.6,0.418,0.19745
1.6,-3.6,0.34459,0.15446
1.68,-3.6,0.31299,0.13648
1.76,-3.6,0.28139,0.1185
1.84,-3.6,0.26467,0.10898
1.92,-3.6,0.26466,0.10898
2,-3.6,0.26466,0.10898
2.08,-3.6,0.26466,0.10898
2.16,-3.6,0.26466,0.10898
2.24,-3.6,0.2287,0.11524
2.32,-3.6,0.13208,0.13208
2.4,-3.6,0.096164,0.06476
2.48,-3.6,0.090623,0.054374
2.56,-3.6,0.090623,0.054374
2.64,-3.6,0.090623,0.054374
2.72,-3.6,0.090623,0.054374
2.8,-3.6,0.090623,0.054374
2.88,-3.6,0.089007,0.043732
2.96,-3.6,0.0881,0.037757
3.04,-3.6,0.0881,0.037757
3.12,-3.6,0.0881,0.037757
3.2,-3.6,0.0881,0.037757
3.28,-3.6,0.49818,0.19953
3.36,-3.6,0.54457,0.21783
3.44,-3.6,0.54457,0.21783
3.52,-3.6,0.54457,0.21783
3.6,-3.6,0.54457,0.21783
3.68,-3.6,0.54457,0.21783
3.76,-3.6,0.54457,0.21783
3.84,-3.6,0.54457,0.21783
3.92,-3.6,0.54457,0.21783
4,-3.6,0.54457,0.21783
4.08,-3.6,0.47266,0.18907
4.16,-3.6,1.5116,0.60466
4.24,-3.6,1.5125,0.60498
4.32,-3.6,1.5125,0.60498
4.4,-3.6,1.5125,0.60498
4.48,-3.6,1.5125,0.60498
4.56,-3.6,1.5125,0.60498
4.64,-3.6,1.5125,0.60498
4.72,-3.6,1.5125,0.60498
4.8,-3.6,1.5125,0.60498
4.88,-3.6,1.5125,0.60498
4.96,-3.6,1.4213,0.56391
5.04,-3.6,0.85629,0.30922
5.12,-3.6,0.85629,0.30922
5.2,-3.6,0.85629,0.30922
5.28,-3.6,0.85629,0.30922
5.36,-3.6,0.85629,0.30922
5.44,-3.6,0.85629,0.30922
5.52,-3.6,0.85629,0.30922
5.6,-3.6,0.85629,0.30922
5.68,-3.6,0.85629,0.30922
5.76,-3.6,0.85629,0.30922
5.84,-3.6,0.85629,0.30922
5.92,-3.6,0.85629,0.30922
6,-3.6,0.85629,0.30922
-6,-3.52,0,0
-5.92,-3.52,0,0
-5.84,-3.52,0,0
-5.76,-3.52,0,0
-5.68,-3.52,0,0
-5.6,-3.52,0.49501,0.042603
-5.52,-3.52,12.4,1.0672
-5.44,-3.52,16.154,1.509
-5.36,-3.52,19.584,6.3027
-5.28,-3.52,19.734,6.5121
-5.2,-3.52,19.701,6.5015
-5.12,-3.52,19.734,6.5121
-5.04,-3.52,30.812,9.8022
-4.96,-3.52,22.608,7.3657
-4.88,-3.52,19.734,6.5121
-4.8,-3.52,19.734,6.5121
-4.72,-3.52,19.734,6.5121
-4.64,-3.52,19.734,6.5121
-4.56,-3.52,11.816,4.2284
-4.48,-3.52,15.496,5.7809
-4.4,-3.52,15.496,5.7809
-4.32,-3.52,15.687,5.8342
-4.24,-3.52,20.332,7.1324
-4.16,-3.52,19.132,6.7972
-4.08,-3.52,15.496,5.7809
-4,-3.52,23.313,11.14
-3.92,-3.52,31.122,16.3
-3.84,-3.52,81.529,44.999
-3.76,-3.52,40.216,20.517
-3.68,-3.52,29.866,13.707
-3.6,-3.52,41.3,17.255
-3.52,-3.52,44.636,16.205
-3.44,-3.52,33.845,13.178
-3.36,-3.52,40.361,15.599
-3.28,-3.52,44.605,17.134
-3.2,-3.52,59.358,21.296
-3.12,-3.52,58.566,21.559
-3.04,-3.52,59.52,21.921
-2.96,-3.52,54.124,21.103
-2.88,-3.52,68.39,27.787
-2.8,-3.52,59.723,32.045
-2.72,-3.52,43.793,25.341
-2.64,-3.52,38.741,22.042
-2.56,-3.52,23.92,13.61
-2.48,-3.52,0,0
-2.4,-3.52,1.8726,0.66582
-2.32,-3.52,5.3603,1.9059
-2.24,-3.52,4.1862,1.4884
-2.16,-3.52,3.7446,1.3314
-2.08,-3.52,0.68958,0.24518
-2,-3.52,0,0
-1.92,-3.52,0,0
-1.84,-3.52,0,0
-1.76,-3.52,0.93153,0.33233
-1.68,-3.52,9.955,3.5515
-1.6,-3.52,13.236,4.722
-1.52,-3.52,6.8728,2.4392
-1.44,-3.52,1.4166,0.4798
-1.36,-3.52,0.67688,0.22927
-1.28,-3.52,0.063366,0.021463
-1.2,-3.52,0,0
-1.12,-3.52,0,0
-1.04,-3.52,0,0
-0.96,-3.52,0,0
-0.88,-3.52,0,0
-0.8,-3.52,0.22996,0.076652
-0.72,-3.52,3.7413,1.2309
-0.64,-3.52,6.2075,2.0408
-0.56,-3.52,6.2075,2.0408
-0.48,-3.52,14.732,4.6347
-0.4,-3.52,27.964,8.6607
-0.32,-3.52,6.2075,2.0408
-0.24,-3.52,6.2075,2.0408
-0.16,-3.52,6.2075,2.0408
-0.08,-3.52,6.2075,2.0408
0,-3.52,6.2075,2.0408
0.08,-3.52,6.2075,2.0408
0.16,-3.52,3.7847,1.2541
0.24,-3.52,0.0093708,0.028112
0.32,-3.52,0.0093708,0.028112
0.4,-3.52,0.0093708,0.028112
0.48,-3.52,0.0093708,0.028112
0.56,-3.52,0.0093708,0.028112
0.64,-3.52,0.0093708,0.028112
0.72,-3.52,0.0093708,0.028112
0.8,-3.52,0.0093708,0.028112
0.88,-3.52,0.0093708,0.028112
0.96,-3.52,0.0093708,0.028112
1.04,-3.52,0.0093708,0.028112
1.12,-3.52,0.0093708,0.028112
1.2,-3.52,0.0078816,0.023645
1.28,-3.52,0.0001499,8.5658e-05
1.36,-3.52,0.23359,0.13348
1.44,-3.52,0.29524,0.16864
1.52,-3.52,0.52198,0.2573
1.6,-3.52,0.53256,0.26144
1.68,-3.52,0.53256,0.26144
1.76,-3.52,0.53256,0.26144
1.84,-3.52,0.51835,0.25335
1.92,-3.52,0.4893,0.23682
2,-3.52,0.45965,0.21995
2.08,-3.52,0.42999,0.20306
2.16,-3.52,0.40032,0.18618
2.24,-3.52,0.33976,0.17468
2.32,-3.52,0.24305,0.16723
2.4,-3.52,0.098239,0.054886
2.48,-3.52,0.092974,0.05392
2.56,-3.52,0.090627,0.054373
2.64,-3.52,0.090623,0.054374
2.72,-3.52,0.090623,0.054374
2.8,-3.52,0.090623,0.054374
2.88,-3.52,0.088803,0.042387
2.96,-3.52,0.0881,0.037757
3.04,-3.52,0.0881,0.037757
3.12,-3.52,0.0881,0.037757
3.2,-3.52,0.10403,0.044043
3.28,-3.52,0.54292,0.21718
3.36,-3.52,0.54457,0.21783
3.44,-3.52,0.54457,0.21783
3.52,-3.52,0.54457,0.21783
3.6,-3.52,0.54457,0.21783
3.68,-3.52,0.54457,0.21783
3.76,-3.52,0.54457,0.21783
3.84,-3.52,0.54457,0.21783
3.92,-3.52,0.54457,0.21783
4,-3.52,0.54457,0.21783
4.08,-3.52,0.70234,0.28094
4.16,-3.52,1.5125,0.60498
4.24,-3.52,1.5125,0.60498
4.32,-3.52,1.5125,0.60498
4.4,-3.52,1.5125,0.60498
4.48,-3.52,1.5125,0.60498
4.56,-3.52,1.5125,0.60498
4.64,-3.52,1.5125,0.60498
4.72,-3.52,1.5125,0.60498
4.8,-3.52,1.5125,0.60498
4.88,-3.52,1.5125,0.60498
4.96,-3.52,1.3336,0.52434
5.04,-3.52,0.85629,0.30922
5.12,-3.52,0.85629,0.30922
5.2,-3.52,0.85629,0.30922
5.28,-3.52,0.85629,0.30922
5.36,-3.52,0.85629,0.30922
5.44,-3.52,0.85629,0.30922
5.52,-3.52,0.85629,0.30922
5.6,-3.52,0.85629,0.30922
5.68,-3.52,0.85629,0.30922
5.76,-3.52,0.85629,0.30922
5.84,-3.52,0.85629,0.30922
5.92,-3.52,0.85629,0.30922
6,-3.52,0.85629,0.30922
-6,-3.44,0,0
-5.92,-3.44,0,0
-5.84,-3.44,0,0
-5.76,-3.44,0,0
-5.68,-3.44,0.25417,0.021875
-5.6,-3.44,10.515,0.90502
-5.52,-3.44,16.064,1.3826
-5.44,-3.44,16.309,1.7256
-5.36,-3.44,19.321,5.9346
-5.28,-3.44,19.734,6.5121
-5.2,-3.44,19.734,6.5121
-5.12,-3.44,17.927,5.9159
-5.04,-3.44,12.41,4.0954
-4.96,-3.44,16.893,5.5749
-4.88,-3.44,19.734,6.5121
-4.8,-3.44,19.734,6.5121
-4.72,-3.44,19.734,6.5121
-4.64,-3.44,19.734,6.5121
-4.56,-3.44,11.457,4.1859
-4.48,-3.44,15.496,5.7809
-4.4,-3.44,15.496,5.7809
-4.32,-3.44,15.496,5.7809
-4.24,-3.44,15.496,5.7809
-4.16,-3.44,14.383,5.4576
-4.08,-3.44,10.843,4.6713
-4,-3.44,46.985,26.193
-3.92,-3.44,15.047,8.3295
-3.84,-3.44,59.576,25.494
-3.76,-3.44,22.879,9.6461
-3.68,-3.44,20.631,8.7598
-3.6,-3.44,34.287,13.43
-3.52,-3.44,32.456,12.946
-3.44,-3.44,31.55,12.669
-3.36,-3.44,36.684,16.271
-3.28,-3.44,37.687,14.252
-3.2,-3.44,48.03,17.151
-3.12,-3.44,49.267,18.182
-3.04,-3.44,48.865,17.769
-2.96,-3.44,48.318,17.984
-2.88,-3.44,51.1,19.225
-2.8,-3.44,48.338,27.048
-2.72,-3.44,38.741,22.042
-2.64,-3.44,38.741,22.042
-2.56,-3.44,19.362,11.016
-2.48,-3.44,0,0
-2.4,-3.44,2.5436,0.90438
-2.32,-3.44,5.5993,1.9909
-2.24,-3.44,5.5993,1.9909
-2.16,-3.44,7.6334,4.2138
-2.08,-3.44,4.9509,1.7603
-2,-3.44,0.60017,0.2134
-1.92,-3.44,0,0
-1.84,-3.44,1.66,1.2697
-1.76,-3.44,26.174,20.021
-1.68,-3.44,14.926,11.417
-1.6,-3.44,1.375,0.49055
-1.52,-3.44,0,0
-1.44,-3.44,0,0
-1.36,-3.44,0,0
-1.28,-3.44,0,0
-1.2,-3.44,0,0
-1.12,-3.44,0,0
-1.04,-3.44,0,0
-0.96,-3.44,0,0
-0.88,-3.44,0,0
-0.8,-3.44,0.35291,0.11764
-0.72,-3.44,4.4107,1.4508
-0.64,-3.44,6.2075,2.0408
-0.56,-3.44,6.2075,2.0408
-0.48,-3.44,9.0378,2.902
-0.4,-3.44,15.824,4.9668
-0.32,-3.44,6.2075,2.0408
-0.24,-3.44,6.2075,2.0408
-0.16,-3.44,6.2075,2.0408
-0.08,-3.44,6.2075,2.0408
0,-3.44,6.2075,2.0408
0.08,-3.44,6.2075,2.0408
0.16,-3.44,3.0398,1.0122
0.24,-3.44,0.0093708,0.028112
0.32,-3.44,0.0093708,0.028112
0.4,-3.44,0.0093708,0.028112
0.48,-3.44,0.0093708,0.028112
0.56,-3.44,0.0093708,0.028112
0.64,-3.44,0.0093708,0.028112
0.72,-3.44,0.0093708,0.028112
0.8,-3.44,0.0093708,0.028112
0.88,-3.44,0.0093708,0.028112
0.96,-3.44,0.0093708,0.028112
1.04,-3.44,0.0093708,0.028112
1.12,-3.44,0.0093708,0.028112
1.2,-3.44,0.0084391,0.025317
1.28,-3.44,0.081296,0.046455
1.36,-3.44,0.29485,0.16849
1.44,-3.44,0.3147,0.17625
1.52,-3.44,0.53256,0.26144
1.6,-3.44,0.53256,0.26144
1.68,-3.44,0.53256,0.26144
1.76,-3.44,0.53256,0.26144
1.84,-3.44,0.53256,0.26144
1.92,-3.44,0.53256,0.26144
2,-3.44,0.53256,0.26144
2.08,-3.44,0.53256,0.26144
2.16,-3.44,0.53256,0.26144
2.24,-3.44,0.53256,0.26144
2.32,-3.44,0.48909,0.23833
2.4,-3.44,0.12911,0.046948
2.48,-3.44,0.12911,0.046948
2.56,-3.44,0.12715,0.047326
2.64,-3.44,0.12284,0.048156
2.72,-3.44,0.11854,0.048987
2.8,-3.44,0.11423,0.049819
2.88,-3.44,0.17466,0.060411
2.96,-3.44,0.16719,0.05707
3.04,-3.44,0.14451,0.051531
3.12,-3.44,0.12326,0.046343
3.2,-3.44,0.2218,0.0804
3.28,-3.44,0.54457,0.21783
3.36,-3.44,0.54457,0.21783
3.44,-3.44,0.54457,0.21783
3.52,-3.44,0.54457,0.21783
3.6,-3.44,0.54457,0.21783
3.68,-3.44,0.54457,0.21783
3.76,-3.44,0.54457,0.21783
3.84,-3.44,0.54457,0.21783
3.92,-3.44,0.54457,0.21783
4,-3.44,0.54457,0.21783
4.08,-3.44,0.90026,0.3601
4.16,-3.44,1.5125,0.60498
4.24,-3.44,1.5125,0.60498
4.32,-3.44,1.5125,0.60498
4.4,-3.44,1.5125,0.60498
4.48,-3.44,1.5125,0.60498
4.56,-3.44,1.5125,0.60498
