X (nmi), Y(nmi),MCI_2010 POP,MCI_2010 HU
-6,-6,37.283,13.224
-5.92,-6,23.816,8.9654
-5.84,-6,26.318,10.947
-5.76,-6,21.04,8.5085
-5.68,-6,10.424,3.6328
-5.6,-6,4.2448,1.4792
-5.52,-6,0,0
-5.44,-6,0.76427,0.3222
-5.36,-6,5.1606,2.4161
-5.28,-6,10.198,4.2999
-5.2,-6,20.102,7.5137
-5.12,-6,18.627,7.3291
-5.04,-6,13.788,5.6023
-4.96,-6,18.128,6.8843
-4.88,-6,12.2,5.13
-4.8,-6,12.626,5.2336
-4.72,-6,12.212,5.1255
-4.64,-6,12.211,5.1252
-4.56,-6,12.211,5.1252
-4.48,-6,9.5269,4.1878
-4.4,-6,2.5431,1.7476
-4.32,-6,4.1984,2.6814
-4.24,-6,12.013,7.4895
-4.16,-6,12.022,6.2805
-4.08,-6,8.1293,4.154
-4,-6,5.4324,2.7545
-3.92,-6,5.4324,2.7545
-3.84,-6,26.265,10.46
-3.76,-6,20.939,8.206
-3.68,-6,15.009,5.8226
-3.6,-6,4.7548,1.7006
-3.52,-6,4.7548,1.7006
-3.44,-6,2.0303,0.73484
-3.36,-6,0.023408,0.023408
-3.28,-6,0.023408,0.023408
-3.2,-6,0.023408,0.023408
-3.12,-6,0.023369,0.023369
-3.04,-6,0.96893,0.4982
-2.96,-6,6.4573,2.9565
-2.88,-6,6.4603,2.9579
-2.8,-6,6.4603,2.9579
-2.72,-6,6.4603,2.9579
-2.64,-6,6.4603,2.9579
-2.56,-6,6.4603,2.9579
-2.48,-6,12.727,5.1961
-2.4,-6,37.978,13.744
-2.32,-6,23.602,8.156
-2.24,-6,7.1474,3.2429
-2.16,-6,7.4551,3.3556
-2.08,-6,13.977,5.7689
-2,-6,13.613,5.413
-1.92,-6,13.58,5.3809
-1.84,-6,12.24,5.0191
-1.76,-6,6.0129,2.7648
-1.68,-6,0.40947,0.18975
-1.6,-6,1.4838,0.66769
-1.52,-6,2.3504,1.0577
-1.44,-6,2.3504,1.0577
-1.36,-6,2.3504,1.0577
-1.28,-6,2.3504,1.0577
-1.2,-6,2.3504,1.0577
-1.12,-6,2.3504,1.0577
-1.04,-6,2.3504,1.0577
-0.96,-6,2.3504,1.0577
-0.88,-6,2.1386,0.96349
-0.8,-6,0.10904,0.061314
-0.72,-6,0.10919,0.060752
-0.64,-6,0.10771,0.059117
-0.56,-6,0.10623,0.057481
-0.48,-6,0.10475,0.055846
-0.4,-6,0.10058,0.052145
-0.32,-6,0.098436,0.050012
-0.24,-6,0.098714,0.049752
-0.16,-6,0.098956,0.049526
-0.08,-6,0.098989,0.049495
0,-6,0.098989,0.049495
0.08,-6,0.09668,0.04834
0.16,-6,0.089955,0.044977
0.24,-6,0.083118,0.041559
0.32,-6,0.076467,0.038234
0.4,-6,0.069747,0.034873
0.48,-6,3.2809,1.1523
0.56,-6,6.6832,2.3391
0.64,-6,7.7206,2.702
0.72,-6,8.5993,3.0097
0.8,-6,8.8605,3.1012
0.88,-6,5.7652,2.0083
0.96,-6,9.2884,3.1198
1.04,-6,9.2884,3.1198
1.12,-6,9.2884,3.1198
1.2,-6,9.2884,3.1198
1.28,-6,9.2884,3.1198
1.36,-6,3.9606,1.3303
1.44,-6,0,0
1.52,-6,0,0
1.6,-6,0.00044544,8.9087e-05
1.68,-6,0.61641,0.12328
1.76,-6,0.3325,0.0665
1.84,-6,0,0
1.92,-6,0,0
2,-6,0,0
2.08,-6,0,0
2.16,-6,0,0
2.24,-6,0,0
2.32,-6,0,0
2.4,-6,0,0
2.48,-6,0,0
2.56,-6,0,0
2.64,-6,0,0.0054822
2.72,-6,0,0.018205
2.8,-6,0,0.018205
2.88,-6,0,0.018205
2.96,-6,0,0.018205
3.04,-6,0,0.018205
3.12,-6,0,0.041427
3.2,-6,0,0.062738
3.28,-6,0.048316,0.076938
3.36,-6,0.46582,0.19964
3.44,-6,0.46582,0.19964
3.52,-6,0.46582,0.19964
3.6,-6,0.46582,0.19964
3.68,-6,0.46582,0.19964
3.76,-6,0.46582,0.19964
3.84,-6,0.46582,0.19964
3.92,-6,0.46582,0.19964
4,-6,0.46582,0.19964
4.08,-6,0.46582,0.19964
4.16,-6,0.46582,0.19964
4.24,-6,1.3583,0.64568
4.32,-6,3.8146,1.8557
4.4,-6,1.7689,0.86083
4.48,-6,0.038424,0.019212
4.56,-6,0.038424,0.019212
4.64,-6,0.038249,0.019608
4.72,-6,0.037646,0.020973
4.8,-6,0.035328,0.026221
4.88,-6,0.032537,0.032537
4.96,-6,0.032537,0.032537
5.04,-6,0.034559,0.02796
5.12,-6,0.038424,0.019212
5.2,-6,0.038895,0.019448
5.28,-6,0.051772,0.025886
5.36,-6,0.051917,0.025958
5.44,-6,0.051917,0.025958
5.52,-6,0.051917,0.025958
5.6,-6,0.051917,0.025958
5.68,-6,0.051917,0.025958
5.76,-6,0.051917,0.025958
5.84,-6,0.051917,0.025958
5.92,-6,0.051917,0.025958
6,-6,0.051917,0.025958
-6,-5.92,9.8043,5.0919
-5.92,-5.92,8.5114,4.4628
-5.84,-5.92,9.1485,4.1936
-5.76,-5.92,7.8306,3.2527
-5.68,-5.92,0.84513,0.29451
-5.6,-5.92,1.594,0.56569
-5.52,-5.92,0.91603,0.43788
-5.44,-5.92,1.432,0.79674
-5.36,-5.92,3.3329,1.3566
-5.28,-5.92,21.186,8.2947
-5.2,-5.92,30.848,11.736
-5.12,-5.92,44.145,16.095
-5.04,-5.92,50.383,17.05
-4.96,-5.92,20.069,7.4613
-4.88,-5.92,27.874,9.6476
-4.8,-5.92,12.211,5.1252
-4.72,-5.92,12.211,5.1252
-4.64,-5.92,12.211,5.1252
-4.56,-5.92,12.211,5.1252
-4.48,-5.92,12.211,5.1252
-4.4,-5.92,10.867,4.6557
-4.32,-5.92,5.9732,3.0044
-4.24,-5.92,4.41,2.3104
-4.16,-5.92,6.9227,3.5457
-4.08,-5.92,6.0724,3.0911
-4,-5.92,5.4324,2.7545
-3.92,-5.92,5.2669,2.6705
-3.84,-5.92,14.882,5.7881
-3.76,-5.92,21.13,8.2829
-3.68,-5.92,14.098,5.4564
-3.6,-5.92,4.7548,1.7006
-3.52,-5.92,4.7548,1.7006
-3.44,-5.92,1.3618,0.49785
-3.36,-5.92,0.023408,0.023408
-3.28,-5.92,0.023408,0.023408
-3.2,-5.92,0.023408,0.023408
-3.12,-5.92,0.025652,0.025652
-3.04,-5.92,1.5798,0.78171
-2.96,-5.92,6.4603,2.9579
-2.88,-5.92,6.4603,2.9579
-2.8,-5.92,6.4603,2.9579
-2.72,-5.92,6.4603,2.9579
-2.64,-5.92,22.057,11.197
-2.56,-5.92,12.064,5.3041
-2.48,-5.92,11.197,4.9231
-2.4,-5.92,23.441,9.1906
-2.32,-5.92,21.685,7.9523
-2.24,-5.92,11.718,5.1393
-2.16,-5.92,13.098,6.0843
-2.08,-5.92,18.544,10.238
-2,-5.92,23.928,11.275
-1.92,-5.92,25.508,9.776
-1.84,-5.92,19.815,10.13
-1.76,-5.92,22.667,10.493
-1.68,-5.92,4.5082,2.457
-1.6,-5.92,2.3373,1.0518
-1.52,-5.92,2.3504,1.0577
-1.44,-5.92,2.3504,1.0577
-1.36,-5.92,2.3504,1.0577
-1.28,-5.92,2.3504,1.0577
-1.2,-5.92,2.3504,1.0577
-1.12,-5.92,2.3504,1.0577
-1.04,-5.92,2.35,1.06
-0.96,-5.92,2.3504,1.0577
-0.88,-5.92,1.8691,0.84404
-0.8,-5.92,0.11228,0.064162
-0.72,-5.92,0.11228,0.064162
-0.64,-5.92,0.11228,0.064162
-0.56,-5.92,0.11228,0.064162
-0.48,-5.92,0.11228,0.064162
-0.4,-5.92,0.10195,0.056186
-0.32,-5.92,0.096403,0.051909
-0.24,-5.92,0.096403,0.051909
-0.16,-5.92,0.09644,0.051875
-0.08,-5.92,0.096684,0.051647
0,-5.92,0.096962,0.051387
0.08,-5.92,0.09724,0.051128
0.16,-5.92,0.097519,0.050868
0.24,-5.92,0.097797,0.050608
0.32,-5.92,0.098075,0.050349
0.4,-5.92,0.09802,0.0504
0.48,-5.92,0.087379,0.0346
0.56,-5.92,0.10689,0.035631
0.64,-5.92,0.11334,0.037781
0.72,-5.92,0.13849,0.046588
0.8,-5.92,0.91876,0.31985
0.88,-5.92,1.1114,0.3856
0.96,-5.92,3.3171,1.1139
1.04,-5.92,4.7314,1.5472
1.12,-5.92,5.9237,1.9534
1.2,-5.92,7.0992,2.3609
1.28,-5.92,8.2119,2.7579
1.36,-5.92,6.276,2.108
1.44,-5.92,0,0
1.52,-5.92,0,0
1.6,-5.92,0.041588,0.0083177
1.68,-5.92,0.6875,0.1375
1.76,-5.92,0.24153,0.048306
1.84,-5.92,0,0
1.92,-5.92,0,0
2,-5.92,0,0
2.08,-5.92,0,0
2.16,-5.92,0,0
2.24,-5.92,0,0
2.32,-5.92,0,0
2.4,-5.92,0,0
2.48,-5.92,0,0
2.56,-5.92,0,0
2.64,-5.92,0,0.0075275
2.72,-5.92,0,0.018205
2.8,-5.92,0,0.018205
2.88,-5.92,0,0.018205
2.96,-5.92,0,0.018205
3.04,-5.92,0,0.018205
3.12,-5.92,0,0.047166
3.2,-5.92,0,0.062738
3.28,-5.92,0.099369,0.091942
3.36,-5.92,0.46582,0.19964
3.44,-5.92,0.46582,0.19964
3.52,-5.92,0.46582,0.19964
3.6,-5.92,0.46582,0.19964
3.68,-5.92,0.46582,0.19964
3.76,-5.92,0.46582,0.19964
3.84,-5.92,0.46582,0.19964
3.92,-5.92,0.46582,0.19964
4,-5.92,0.46582,0.19964
4.08,-5.92,0.46582,0.19964
4.16,-5.92,0.46582,0.19964
4.24,-5.92,2.0115,0.96677
4.32,-5.92,4.1133,2.0011
4.4,-5.92,1.3477,0.65598
4.48,-5.92,0.038424,0.019212
4.56,-5.92,0.038424,0.019212
4.64,-5.92,0.038424,0.019212
4.72,-5.92,0.038424,0.019212
4.8,-5.92,0.035633,0.025529
4.88,-5.92,0.032537,0.032537
4.96,-5.92,0.032537,0.032537
5.04,-5.92,0.035305,0.026272
5.12,-5.92,0.038424,0.019212
5.2,-5.92,0.038424,0.019212
5.28,-5.92,0.049376,0.024688
5.36,-5.92,0.051917,0.025958
5.44,-5.92,0.051917,0.025958
5.52,-5.92,0.31841,0.31354
5.6,-5.92,0.30022,0.29133
5.68,-5.92,1.7367,0.7305
5.76,-5.92,3.6299,1.5302
5.84,-5.92,3.0938,1.3619
5.92,-5.92,0.49212,0.29161
6,-5.92,0.39149,0.23088
-6,-5.84,8.1683,4.6078
-5.92,-5.84,8.1683,4.6078
-5.84,-5.84,8.1683,4.6078
-5.76,-5.84,7.6653,4.324
-5.68,-5.84,1.0961,0.48491
-5.6,-5.84,5.1531,2.0897
-5.52,-5.84,2.842,1.3642
-5.44,-5.84,8.5585,4.7619
-5.36,-5.84,10.085,6.3071
-5.28,-5.84,9.6679,5.2415
-5.2,-5.84,17.59,8.1901
-5.12,-5.84,18.409,7.2746
-5.04,-5.84,23.421,8.5968
-4.96,-5.84,12.211,5.1252
-4.88,-5.84,26.696,9.3076
-4.8,-5.84,12.211,5.1252
-4.72,-5.84,12.211,5.1252
-4.64,-5.84,16.208,6.3614
-4.56,-5.84,14.662,5.8835
-4.48,-5.84,12.211,5.1252
-4.4,-5.84,12.211,5.1252
-4.32,-5.84,6.0885,3.0277
-4.24,-5.84,2.9288,1.6234
-4.16,-5.84,5.7143,2.9284
-4.08,-5.84,5.7498,2.9449
-4,-5.84,5.6424,2.8802
-3.92,-5.84,5.0097,2.5091
-3.84,-5.84,4.7544,1.7005
-3.76,-5.84,4.7548,1.7006
-3.68,-5.84,4.7548,1.7006
-3.6,-5.84,4.7548,1.7006
-3.52,-5.84,4.7548,1.7006
-3.44,-5.84,0.69324,0.26085
-3.36,-5.84,0.023408,0.023408
-3.28,-5.84,0.023408,0.023408
-3.2,-5.84,0.023408,0.023408
-3.12,-5.84,0.037944,0.037944
-3.04,-5.84,2.2229,1.0691
-2.96,-5.84,6.4603,2.9579
-2.88,-5.84,6.4603,2.9579
-2.8,-5.84,6.4603,2.9579
-2.72,-5.84,6.4603,2.9579
-2.64,-5.84,18.619,9.2401
-2.56,-5.84,13.205,5.7559
-2.48,-5.84,10.356,4.5739
-2.4,-5.84,9.0914,4.0494
-2.32,-5.84,9.8101,4.3476
-2.24,-5.84,10.526,4.6446
-2.16,-5.84,12.335,6.0074
-2.08,-5.84,18.544,10.238
-2,-5.84,23.512,11.258
-1.92,-5.84,24.541,10.067
-1.84,-5.84,18.544,10.238
-1.76,-5.84,24.033,11.394
-1.68,-5.84,9.4518,5.1003
-1.6,-5.84,2.3504,1.0577
-1.52,-5.84,2.3504,1.0577
-1.44,-5.84,2.3504,1.0577
-1.36,-5.84,2.3504,1.0577
-1.28,-5.84,2.3504,1.0577
-1.2,-5.84,2.3504,1.0577
-1.12,-5.84,2.3504,1.0577
-1.04,-5.84,2.3504,1.0577
-0.96,-5.84,2.3504,1.0577
-0.88,-5.84,1.587,0.71878
-0.8,-5.84,0.11228,0.064162
-0.72,-5.84,0.11228,0.064162
-0.64,-5.84,0.11228,0.064162
-0.56,-5.84,0.11228,0.064162
-0.48,-5.84,0.11228,0.064162
-0.4,-5.84,0.099947,0.054643
-0.32,-5.84,0.096403,0.051909
-0.24,-5.84,0.096403,0.051909
-0.16,-5.84,0.096403,0.051909
-0.08,-5.84,0.096403,0.051909
0,-5.84,0.096403,0.051909
0.08,-5.84,0.096403,0.051909
0.16,-5.84,0.096403,0.051909
0.24,-5.84,0.096403,0.051909
0.32,-5.84,0.096403,0.051909
0.4,-5.84,0.096403,0.051909
0.48,-5.84,0.11037,0.04026
0.56,-5.84,0.11334,0.037781
0.64,-5.84,0.11334,0.037781
0.72,-5.84,0.11334,0.037781
0.8,-5.84,0.11334,0.037781
0.88,-5.84,0.11334,0.037781
0.96,-5.84,0.11593,0.038102
1.04,-5.84,0.54227,0.090977
1.12,-5.84,0.55631,0.092719
1.2,-5.84,0.52716,0.087859
1.28,-5.84,9.8732e-05,1.6455e-05
1.36,-5.84,0,0
1.44,-5.84,0,0
1.52,-5.84,0,0
1.6,-5.84,0.011626,0.0023253
1.68,-5.84,0.40055,0.080111
1.76,-5.84,0.11238,0.022477
1.84,-5.84,0,0
1.92,-5.84,0,0
2,-5.84,0,0
2.08,-5.84,0,0
2.16,-5.84,0,0
2.24,-5.84,0,0
2.32,-5.84,0,0
2.4,-5.84,0,0
2.48,-5.84,0,0
2.56,-5.84,0,0
2.64,-5.84,0,0.0095794
2.72,-5.84,0,0.018205
2.8,-5.84,0,0.018205
2.88,-5.84,0,0.018205
2.96,-5.84,0,0.018205
3.04,-5.84,0,0.018205
3.12,-5.84,0,0.0058211
3.2,-5.84,0,0.0065817
3.28,-5.84,0.1884,0.088081
3.36,-5.84,0.46582,0.19964
3.44,-5.84,0.46582,0.19964
3.52,-5.84,0.46582,0.19964
3.6,-5.84,0.46582,0.19964
3.68,-5.84,0.46582,0.19964
3.76,-5.84,0.46582,0.19964
3.84,-5.84,0.46582,0.19964
3.92,-5.84,0.46582,0.19964
4,-5.84,0.46582,0.19964
4.08,-5.84,0.46582,0.19964
4.16,-5.84,0.46582,0.19964
4.24,-5.84,2.3828,1.1506
4.32,-5.84,4.1133,2.0011
4.4,-5.84,0.9109,0.44355
4.48,-5.84,0.038424,0.019212
4.56,-5.84,0.038424,0.019212
4.64,-5.84,0.038424,0.019212
4.72,-5.84,0.038424,0.019212
4.8,-5.84,0.035116,0.0267
4.88,-5.84,0.032537,0.032537
4.96,-5.84,0.032537,0.032537
5.04,-5.84,0.036051,0.024585
5.12,-5.84,0.038424,0.019212
5.2,-5.84,0.038424,0.019212
5.28,-5.84,0.039173,0.019586
5.36,-5.84,0.051917,0.025958
5.44,-5.84,0.065007,0.040106
5.52,-5.84,0.18946,0.18944
5.6,-5.84,0.39761,0.24319
5.68,-5.84,0.73479,0.36739
5.76,-5.84,1.7464,0.80754
5.84,-5.84,4.6869,2.1663
5.92,-5.84,3.34,1.6875
6,-5.84,1.5503,0.9302
-6,-5.76,6.0649,3.1859
-5.92,-5.76,6.1211,3.2374
-5.84,-5.76,5.6848,2.8596
-5.76,-5.76,4.8387,2.093
-5.68,-5.76,7.5191,3.3262
-5.6,-5.76,9.6189,4.8879
-5.52,-5.76,12.919,6.3256
-5.44,-5.76,9.3931,5.2262
-5.36,-5.76,23.877,10.944
-5.28,-5.76,25.265,7.9303
-5.2,-5.76,10.199,4.3788
-5.12,-5.76,20.345,8.4854
-5.04,-5.76,26.394,10.678
-4.96,-5.76,28.582,11.34
-4.88,-5.76,19.209,7.7816
-4.8,-5.76,12.211,5.1252
-4.72,-5.76,12.211,5.1252
-4.64,-5.76,16.929,6.5845
-4.56,-5.76,16.905,6.5768
-4.48,-5.76,12.211,5.1252
-4.4,-5.76,12.211,5.1252
-4.32,-5.76,5.3724,2.6817
-4.24,-5.76,3.2308,1.774
-4.16,-5.76,1.8225,1.0935
-4.08,-5.76,3.4471,1.855
-4,-5.76,2.8296,1.5602
-3.92,-5.76,4.8878,2.3999
-3.84,-5.76,4.7548,1.7006
-3.76,-5.76,4.7548,1.7006
-3.68,-5.76,4.7548,1.7006
-3.6,-5.76,4.7548,1.7006
-3.52,-5.76,4.6718,1.6712
-3.44,-5.76,0.10762,0.053261
-3.36,-5.76,0.023408,0.023408
-3.28,-5.76,0.023408,0.023408
-3.2,-5.76,0.023408,0.023408
-3.12,-5.76,0.051448,0.051448
-3.04,-5.76,2.8637,1.3547
-2.96,-5.76,6.4603,2.9579
-2.88,-5.76,6.4603,2.9579
-2.8,-5.76,6.4603,2.9579
-2.72,-5.76,6.4603,2.9579
-2.64,-5.76,7.2451,3.2834
-2.56,-5.76,9.3423,4.1535
-2.48,-5.76,7.5594,3.4138
-2.4,-5.76,6.4603,2.9579
-2.32,-5.76,6.4603,2.9579
-2.24,-5.76,6.4603,2.9579
-2.16,-5.76,10.518,5.4857
-2.08,-5.76,18.544,10.238
-2,-5.76,18.544,10.238
-1.92,-5.76,18.544,10.238
-1.84,-5.76,19.638,10.468
-1.76,-5.76,25.325,11.667
-1.68,-5.76,27.826,17.605
-1.6,-5.76,8.577,5.2535
-1.52,-5.76,2.3504,1.0577
-1.44,-5.76,2.3504,1.0577
-1.36,-5.76,2.3504,1.0577
-1.28,-5.76,2.3504,1.0577
-1.2,-5.76,2.3504,1.0577
-1.12,-5.76,2.3504,1.0577
-1.04,-5.76,2.3504,1.0577
-0.96,-5.76,2.3504,1.0577
-0.88,-5.76,1.3048,0.59353
-0.8,-5.76,0.11228,0.064162
-0.72,-5.76,0.11228,0.064162
-0.64,-5.76,0.11228,0.064162
-0.56,-5.76,0.11228,0.064162
-0.48,-5.76,0.11228,0.064162
-0.4,-5.76,0.097947,0.053101
-0.32,-5.76,0.096403,0.051909
-0.24,-5.76,0.096403,0.051909
-0.16,-5.76,0.096403,0.051909
-0.08,-5.76,0.096403,0.051909
0,-5.76,0.096403,0.051909
0.08,-5.76,0.096403,0.051909
0.16,-5.76,0.096403,0.051909
0.24,-5.76,0.096403,0.051909
0.32,-5.76,0.096403,0.051909
0.4,-5.76,0.096426,0.051891
0.48,-5.76,0.11254,0.038451
0.56,-5.76,0.11334,0.037781
0.64,-5.76,0.11334,0.037781
0.72,-5.76,0.11334,0.037781
0.8,-5.76,0.11334,0.037781
0.88,-5.76,0.11334,0.037781
0.96,-5.76,0.15925,0.043475
1.04,-5.76,0.55631,0.092719
1.12,-5.76,0.55631,0.092719
1.2,-5.76,0.46196,0.076993
1.28,-5.76,0,0
1.36,-5.76,0,0
1.44,-5.76,0,0
1.52,-5.76,0,0
1.6,-5.76,0,0
1.68,-5.76,0,0
1.76,-5.76,0,0
1.84,-5.76,0,0
1.92,-5.76,0,0
2,-5.76,0,0
2.08,-5.76,0,0
2.16,-5.76,0,0
2.24,-5.76,0,0
2.32,-5.76,0,0
2.4,-5.76,0,0
2.48,-5.76,0,0
2.56,-5.76,0,0
2.64,-5.76,0,0.011694
2.72,-5.76,0,0.018205
2.8,-5.76,0,0.018205
2.88,-5.76,0,0.018205
2.96,-5.76,0,0.018205
3.04,-5.76,0,0.018205
3.12,-5.76,0,0.0024735
3.2,-5.76,0,0
3.28,-5.76,0.24189,0.10367
3.36,-5.76,0.46582,0.19964
3.44,-5.76,0.46582,0.19964
3.52,-5.76,0.46582,0.19964
3.6,-5.76,0.46582,0.19964
3.68,-5.76,0.46582,0.19964
3.76,-5.76,0.46582,0.19964
3.84,-5.76,0.46582,0.19964
3.92,-5.76,0.43329,0.1857
4,-5.76,0.42282,0.18121
4.08,-5.76,0.46119,0.19765
4.16,-5.76,0.46582,0.19964
4.24,-5.76,1.6803,0.8185
4.32,-5.76,3.4135,1.6699
4.4,-5.76,0.40751,0.19906
4.48,-5.76,0.038424,0.019212
4.56,-5.76,0.038424,0.019212
4.64,-5.76,0.038424,0.019212
4.72,-5.76,0.038424,0.019212
4.8,-5.76,0.038384,0.019304
4.88,-5.76,0.0379,0.020399
4.96,-5.76,0.037295,0.02177
5.04,-5.76,0.037931,0.020329
5.12,-5.76,0.038424,0.019212
5.2,-5.76,0.091975,0.035809
5.28,-5.76,0.27084,0.086927
5.36,-5.76,0.0086089,0.0043044
5.44,-5.76,0.010289,0.0054001
5.52,-5.76,0,0
5.6,-5.76,0,0
5.68,-5.76,0,0
5.76,-5.76,0,0
5.84,-5.76,0,0
5.92,-5.76,0.33878,0.20327
6,-5.76,0.85121,0.51072
-6,-5.68,5.3419,2.1239
-5.92,-5.68,5.3419,2.1239
-5.84,-5.68,5.3419,2.1239
-5.76,-5.68,5.3419,2.1239
-5.68,-5.68,7.7601,2.6758
-5.6,-5.68,17.117,9.6301
-5.52,-5.68,13.026,7.3646
-5.44,-5.68,4.7294,2.6314
-5.36,-5.68,23.339,11.049
-5.28,-5.68,32.32,11.131
-5.2,-5.68,14.297,5.004
-5.12,-5.68,8.1773,2.9798
-5.04,-5.68,28.726,10.589
-4.96,-5.68,28.617,10.665
-4.88,-5.68,26.899,10.7
-4.8,-5.68,18.349,7.6853
-4.72,-5.68,14.325,6.0759
-4.64,-5.68,12.225,5.1318
-4.56,-5.68,12.211,5.1252
-4.48,-5.68,12.211,5.1252
-4.4,-5.68,12.211,5.1252
-4.32,-5.68,4.3941,2.3159
-4.24,-5.68,3.3039,1.8093
-4.16,-5.68,3.3039,1.8093
-4.08,-5.68,4.7334,2.6971
-4,-5.68,14.087,8.5196
-3.92,-5.68,6.9611,3.771
-3.84,-5.68,4.7548,1.7006
-3.76,-5.68,4.7548,1.7006
-3.68,-5.68,5.1401,1.8547
-3.6,-5.68,17.686,6.8732
-3.52,-5.68,5.8327,2.1622
-3.44,-5.68,0.023408,0.023408
-3.36,-5.68,0.023408,0.023408
-3.28,-5.68,0.023408,0.023408
-3.2,-5.68,0.023408,0.023408
-3.12,-5.68,0.064482,0.064482
-3.04,-5.68,3.5038,1.64
-2.96,-5.68,6.4603,2.9579
-2.88,-5.68,6.4603,2.9579
-2.8,-5.68,6.4603,2.9579
-2.72,-5.68,6.4603,2.9579
-2.64,-5.68,6.4603,2.9579
-2.56,-5.68,6.4603,2.9579
-2.48,-5.68,6.4603,2.9579
-2.4,-5.68,6.4603,2.9579
-2.32,-5.68,6.4603,2.9579
-2.24,-5.68,6.4603,2.9579
-2.16,-5.68,11.812,6.2687
-2.08,-5.68,18.544,10.238
-2,-5.68,18.544,10.238
-1.92,-5.68,18.544,10.238
-1.84,-5.68,18.831,10.299
-1.76,-5.68,19.681,10.477
-1.68,-5.68,33.122,21.338
-1.6,-5.68,36.071,23.778
-1.52,-5.68,3.7266,1.9851
-1.44,-5.68,2.3504,1.06
-1.36,-5.68,2.3504,1.0577
-1.28,-5.68,2.3504,1.0577
-1.2,-5.68,2.3504,1.0577
-1.12,-5.68,2.3504,1.0577
-1.04,-5.68,2.3504,1.0577
-0.96,-5.68,2.3504,1.0577
-0.88,-5.68,1.0226,0.46827
-0.8,-5.68,0.11228,0.064162
-0.72,-5.68,0.11228,0.064162
-0.64,-5.68,0.11228,0.064162
-0.56,-5.68,0.11228,0.064162
-0.48,-5.68,0.11175,0.063754
-0.4,-5.68,0.096477,0.051967
-0.32,-5.68,0.096403,0.051909
-0.24,-5.68,0.096403,0.051909
-0.16,-5.68,0.096403,0.051909
-0.08,-5.68,0.096403,0.051909
0,-5.68,0.096403,0.051909
0.08,-5.68,0.096403,0.051909
0.16,-5.68,0.096403,0.051909
0.24,-5.68,0.096403,0.051909
0.32,-5.68,0.096403,0.051909
0.4,-5.68,0.097885,0.050673
0.48,-5.68,0.11334,0.037781
0.56,-5.68,0.11334,0.037781
0.64,-5.68,0.11334,0.037781
0.72,-5.68,0.11334,0.037781
0.8,-5.68,0.11334,0.037781
0.88,-5.68,0.11334,0.037781
0.96,-5.68,0.21602,0.050516
1.04,-5.68,0.55631,0.092719
1.12,-5.68,0.40543,0.068116
1.2,-5.68,0.23124,0.03854
1.28,-5.68,0,0
1.36,-5.68,0,0
1.44,-5.68,0,0
1.52,-5.68,0,0
1.6,-5.68,0,0
1.68,-5.68,0.0042914,0.0017166
1.76,-5.68,0.023262,0.009305
1.84,-5.68,0.09354,0.037416
1.92,-5.68,0.056204,0.022482
2,-5.68,0.034832,0.013933
2.08,-5.68,0.065729,0.026292
2.16,-5.68,0,0
2.24,-5.68,0,0
2.32,-5.68,0,0
2.4,-5.68,0,0
2.48,-5.68,0,0
2.56,-5.68,0,0
2.64,-5.68,0,0.001839
2.72,-5.68,0,0.0042376
2.8,-5.68,0,0.0061548
2.88,-5.68,0,0.0080721
2.96,-5.68,0,0.0099665
3.04,-5.68,0,0.011861
3.12,-5.68,0,0.0055997
3.2,-5.68,0,0.0023193
3.28,-5.68,0.29318,0.12574
3.36,-5.68,0.46582,0.19964
3.44,-5.68,0.46582,0.19964
3.52,-5.68,0.46582,0.19964
3.6,-5.68,0.46582,0.19964
3.68,-5.68,0.46582,0.19964
3.76,-5.68,0.46582,0.19964
3.84,-5.68,0.46582,0.19964
3.92,-5.68,0.29,0.11427
4,-5.68,0.1973,0.049325
4.08,-5.68,0.18048,0.046326
4.16,-5.68,0.25371,0.072011
4.24,-5.68,0.33803,0.14002
4.32,-5.68,0.82572,0.35334
4.4,-5.68,0.75555,0.2439
4.48,-5.68,0.30957,0.10325
4.56,-5.68,0.038424,0.019212
4.64,-5.68,0.06697,0.028059
4.72,-5.68,0.038424,0.019212
4.8,-5.68,0.04685,0.021824
4.88,-5.68,0.68449,0.21945
4.96,-5.68,0.27406,0.092242
5.04,-5.68,0.038424,0.019212
5.12,-5.68,0.038424,0.019212
5.2,-5.68,0.28472,0.095545
5.28,-5.68,0.66061,0.21019
5.36,-5.68,0,0
5.44,-5.68,0,0
5.52,-5.68,0,0
5.6,-5.68,0,0
5.68,-5.68,0,0
5.76,-5.68,0,0
5.84,-5.68,0,0
5.92,-5.68,0,0
6,-5.68,0.0041008,0.0024605
-6,-5.6,8.42,3.9241
-5.92,-5.6,5.3933,2.1539
-5.84,-5.6,5.3436,2.1249
-5.76,-5.6,5.3419,2.1239
-5.68,-5.6,6.8712,2.8146
-5.6,-5.6,19.368,9.4435
-5.52,-5.6,18.282,8.8165
-5.44,-5.6,13.641,7.4663
-5.36,-5.6,13.704,7.6238
-5.28,-5.6,18.787,10.073
-5.2,-5.6,22.284,9.5917
-5.12,-5.6,6.7109,2.9188
-5.04,-5.6,21.57,8.3707
-4.96,-5.6,23.53,9.0524
-4.88,-5.6,22.144,9.1552
-4.8,-5.6,18.233,7.8315
-4.72,-5.6,18.22,7.8271
-4.64,-5.6,15.32,6.5232
-4.56,-5.6,13.042,5.7231
