Longitude,Latitude,,,,
-94.69410227,39.26462482,,,,
-94.69409595,39.26462368,,,,
-94.69408963,39.26462254,,,,
-94.6940833,39.26462139,,,,
-94.69407698,39.26462025,,,,
-94.69407066,39.2646191,,,,
-94.69406433,39.26461795,,,,
-94.69405801,39.26461681,,,,
-94.69405169,39.26461566,,,,
-94.69404537,39.26461451,,,,
-94.69403904,39.26461336,,,,
-94.69403272,39.2646122,,,,
-94.6940264,39.26461105,,,,
-94.69402008,39.2646099,,,,
-94.69401376,39.26460874,,,,
-94.69400744,39.26460759,,,,
-94.69400112,39.26460643,,,,
-94.6939948,39.26460528,,,,
-94.69398848,39.26460412,,,,
-94.69398216,39.26460296,,,,
-94.69397584,39.2646018,,,,
-94.69396952,39.26460064,,,,
-94.6939632,39.26459948,,,,
-94.69395688,39.26459832,,,,
-94.69395057,39.26459716,,,,
-94.69394425,39.26459599,,,,
-94.69393793,39.26459483,,,,
-94.69393161,39.26459366,,,,
-94.6939253,39.2645925,,,,
-94.69391898,39.26459133,,,,
-94.69391266,39.26459016,,,,
-94.69390635,39.26458899,,,,
-94.69390003,39.26458783,,,,
-94.69389372,39.26458666,,,,
-94.6938874,39.26458548,,,,
-94.69388108,39.26458431,,,,
-94.69387477,39.26458314,,,,
-94.69386845,39.26458197,,,,
-94.69386214,39.26458079,,,,
-94.69385583,39.26457962,,,,
-94.69384951,39.26457844,,,,
-94.6938432,39.26457726,,,,
-94.69383689,39.26457608,,,,
-94.69383057,39.26457491,,,,
-94.69382426,39.26457373,,,,
-94.69381795,39.26457255,,,,
-94.69381163,39.26457136,,,,
-94.69380532,39.26457018,,,,
-94.69379901,39.264569,,,,
-94.6937927,39.26456781,,,,
-94.69378639,39.26456663,,,,
-94.69378008,39.26456544,,,,
-94.69377377,39.26456426,,,,
-94.69376746,39.26456307,,,,
-94.69376115,39.26456188,,,,
-94.69375484,39.26456069,,,,
-94.69374853,39.2645595,,,,
-94.69374222,39.26455831,,,,
-94.69373591,39.26455712,,,,
-94.6937296,39.26455593,,,,
-94.69372329,39.26455474,,,,
-94.69371698,39.26455354,,,,
-94.69371067,39.26455235,,,,
-94.69370437,39.26455115,,,,
-94.69369806,39.26454995,,,,
-94.69369175,39.26454876,,,,
-94.69368544,39.26454756,,,,
-94.69367914,39.26454636,,,,
-94.69367283,39.26454516,,,,
-94.69366653,39.26454396,,,,
-94.69366022,39.26454276,,,,
-94.69365391,39.26454155,,,,
-94.69364761,39.26454035,,,,
-94.6936413,39.26453915,,,,
-94.693635,39.26453794,,,,
-94.69362869,39.26453673,,,,
-94.69362239,39.26453553,,,,
-94.69361609,39.26453432,,,,
-94.69360978,39.26453311,,,,
-94.69360348,39.2645319,,,,
-94.69359718,39.26453069,,,,
-94.69359087,39.26452948,,,,
-94.69358457,39.26452827,,,,
-94.69357827,39.26452705,,,,
-94.69357197,39.26452584,,,,
-94.69356566,39.26452463,,,,
-94.69355936,39.26452341,,,,
-94.69355306,39.26452219,,,,
-94.69354676,39.26452098,,,,
-94.69354046,39.26451976,,,,
-94.69353416,39.26451854,,,,
-94.69352786,39.26451732,,,,
-94.69352156,39.2645161,,,,
-94.69351526,39.26451488,,,,
-94.69350896,39.26451366,,,,
-94.69350266,39.26451243,,,,
-94.69349636,39.26451121,,,,
-94.69349006,39.26450999,,,,
-94.69348377,39.26450876,,,,
-94.69347747,39.26450753,,,,
-94.69347117,39.26450631,,,,
-94.69346487,39.26450508,,,,
-94.69345858,39.26450385,,,,
-94.69345228,39.26450262,,,,
-94.69344598,39.26450139,,,,
-94.69343969,39.26450016,,,,
-94.69343339,39.26449892,,,,
-94.6934271,39.26449769,,,,
-94.6934208,39.26449646,,,,
-94.6934145,39.26449522,,,,
-94.69340821,39.26449399,,,,
-94.69340192,39.26449275,,,,
-94.69339562,39.26449151,,,,
-94.69338933,39.26449027,,,,
-94.69338303,39.26448903,,,,
-94.69337674,39.26448779,,,,
-94.69337045,39.26448655,,,,
-94.69336415,39.26448531,,,,
-94.69335786,39.26448407,,,,
-94.69335157,39.26448282,,,,
-94.69334528,39.26448158,,,,
-94.69333898,39.26448034,,,,
-94.69333269,39.26447909,,,,
-94.6933264,39.26447784,,,,
-94.69332011,39.26447659,,,,
-94.69331382,39.26447535,,,,
-94.69330753,39.2644741,,,,
-94.69330124,39.26447285,,,,
-94.69329495,39.2644716,,,,
-94.69328866,39.26447034,,,,
-94.69328237,39.26446909,,,,
-94.69327608,39.26446784,,,,
-94.69326979,39.26446658,,,,
-94.69326351,39.26446533,,,,
-94.69325722,39.26446407,,,,
-94.69325093,39.26446281,,,,
-94.69324464,39.26446156,,,,
-94.69323835,39.2644603,,,,
-94.69323207,39.26445904,,,,
-94.69322578,39.26445778,,,,
-94.69321949,39.26445652,,,,
-94.69321321,39.26445525,,,,
-94.69320692,39.26445399,,,,
-94.69320064,39.26445273,,,,
-94.69319435,39.26445146,,,,
-94.69318807,39.2644502,,,,
-94.69318178,39.26444893,,,,
-94.6931755,39.26444766,,,,
-94.69316921,39.26444639,,,,
-94.69316293,39.26444513,,,,
-94.69315665,39.26444386,,,,
-94.69315036,39.26444259,,,,
-94.69314408,39.26444131,,,,
-94.6931378,39.26444004,,,,
-94.69313152,39.26443877,,,,
-94.69312523,39.26443749,,,,
-94.69311895,39.26443622,,,,
-94.69311267,39.26443494,,,,
-94.69310639,39.26443367,,,,
-94.69310011,39.26443239,,,,
-94.69309383,39.26443111,,,,
-94.69308755,39.26442983,,,,
-94.69308127,39.26442855,,,,
-94.69307499,39.26442727,,,,
-94.69306871,39.26442599,,,,
-94.69306243,39.26442471,,,,
-94.69305615,39.26442342,,,,
-94.69304987,39.26442214,,,,
-94.69304359,39.26442085,,,,
-94.69303731,39.26441957,,,,
-94.69303104,39.26441828,,,,
-94.69302476,39.26441699,,,,
-94.69301848,39.26441571,,,,
-94.6930122,39.26441442,,,,
-94.69300593,39.26441313,,,,
-94.69299965,39.26441184,,,,
-94.69299338,39.26441054,,,,
-94.6929871,39.26440925,,,,
-94.69298082,39.26440796,,,,
-94.69297455,39.26440666,,,,
-94.69296827,39.26440537,,,,
-94.692962,39.26440407,,,,
-94.69295573,39.26440277,,,,
-94.69294945,39.26440148,,,,
-94.69294318,39.26440018,,,,
-94.6929369,39.26439888,,,,
-94.69293063,39.26439758,,,,
-94.69292436,39.26439628,,,,
-94.69291809,39.26439498,,,,
-94.69291181,39.26439367,,,,
-94.69290554,39.26439237,,,,
-94.69289927,39.26439106,,,,
-94.692893,39.26438976,,,,
-94.69288673,39.26438845,,,,
-94.69288046,39.26438715,,,,
-94.69287419,39.26438584,,,,
-94.69286792,39.26438453,,,,
-94.69286165,39.26438322,,,,
-94.69285538,39.26438191,,,,
-94.69284911,39.2643806,,,,
-94.69284284,39.26437928,,,,
-94.69283657,39.26437797,,,,
-94.6928303,39.26437666,,,,
-94.69282403,39.26437534,,,,
-94.69281777,39.26437403,,,,
-94.6928115,39.26437271,,,,
-94.69280523,39.26437139,,,,
-94.69279896,39.26437008,,,,
-94.6927927,39.26436876,,,,
-94.69278643,39.26436744,,,,
-94.69278017,39.26436612,,,,
-94.6927739,39.2643648,,,,
-94.69276763,39.26436347,,,,
-94.69276137,39.26436215,,,,
-94.6927551,39.26436083,,,,
-94.69274884,39.2643595,,,,
-94.69274258,39.26435818,,,,
-94.69273631,39.26435685,,,,
-94.69273005,39.26435552,,,,
-94.69272378,39.26435419,,,,
-94.69271752,39.26435286,,,,
-94.69271126,39.26435153,,,,
-94.692705,39.2643502,,,,
-94.69269873,39.26434887,,,,
-94.69269247,39.26434754,,,,
-94.69268621,39.26434621,,,,
-94.69267995,39.26434487,,,,
-94.69267369,39.26434354,,,,
-94.69266743,39.2643422,,,,
-94.69266117,39.26434086,,,,
-94.69265491,39.26433953,,,,
-94.69264865,39.26433819,,,,
-94.69264239,39.26433685,,,,
-94.69263613,39.26433551,,,,
-94.69262987,39.26433417,,,,
-94.69262361,39.26433283,,,,
-94.69261735,39.26433148,,,,
-94.6926111,39.26433014,,,,
-94.69260484,39.2643288,,,,
-94.69259858,39.26432745,,,,
-94.69259232,39.2643261,,,,
-94.69258607,39.26432476,,,,
-94.69257981,39.26432341,,,,
-94.69257355,39.26432206,,,,
-94.6925673,39.26432071,,,,
-94.69256104,39.26431936,,,,
-94.69255479,39.26431801,,,,
-94.69254853,39.26431666,,,,
-94.69254228,39.26431531,,,,
-94.69253602,39.26431395,,,,
-94.69252977,39.2643126,,,,
-94.69252352,39.26431124,,,,
-94.69251726,39.26430989,,,,
-94.69251101,39.26430853,,,,
-94.69250476,39.26430717,,,,
-94.69249851,39.26430581,,,,`
-94.69249225,39.26430445,,,,
-94.692486,39.26430309,,,,
-94.69247975,39.26430173,,,,
-94.6924735,39.26430037,,,,
-94.69246725,39.26429901,,,,
-94.692461,39.26429764,,,,
-94.69245475,39.26429628,,,,
-94.6924485,39.26429491,,,,
-94.69244225,39.26429355,,,,
-94.692436,39.26429218,,,,
-94.69242975,39.26429081,,,,
-94.6924235,39.26428944,,,,
-94.69241725,39.26428807,,,,
-94.692411,39.2642867,,,,
-94.69240476,39.26428533,,,,
-94.69239851,39.26428396,,,,
-94.69239226,39.26428259,,,,
-94.69238602,39.26428121,,,,
-94.69237977,39.26427984,,,,
-94.69237352,39.26427846,,,,
-94.69236728,39.26427709,,,,
-94.69236103,39.26427571,,,,
-94.69235479,39.26427433,,,,
-94.69234854,39.26427295,,,,
-94.6923423,39.26427157,,,,
-94.69233605,39.26427019,,,,
-94.69232981,39.26426881,,,,
-94.69232356,39.26426743,,,,
-94.69231732,39.26426604,,,,
-94.69231108,39.26426466,,,,
-94.69230483,39.26426328,,,,
-93.84076445,39.07537355,,,,
