ACName,Runway ID,App Day,App Nght,Dep Day,Dep Nght,Stage Length
B717-2_4BR007_J7_A2A,0,0.114978006,0.011976644,0,0,1
B717-2_4BR007_J8_A2B,0,0.114978006,0.011976644,0,0,1
B717-2_4BR007_J6_A2,0,0.154390569,0.015806739,0,0,1
B717-2_4BR007_J7_A2A,0,0,0,0.010874142,0.002052996,1
B717-2_4BR007_J8_A2B,0,0,0,0.010874142,0.002052996,1
B717-2_4BR007_J9_A2,0,0,0,0.013592678,0.002712056,1
B717-2_4BR007_J6_A2,0,0,0,0.019029749,0.003732721,1
B717-2_4BR007_J7_A2A,0,0,0,0.087645896,0.016547211,2
B717-2_4BR007_J8_A2B,0,0,0,0.087645896,0.016547211,2
B717-2_4BR007_J9_A2,0,0,0,0.10955737,0.021859241,2
B717-2_4BR007_J6_A2,0,0,0,0.153380317,0.030085838,2
B717-2_4BR007_J7_A2A,0,0,0,1.09E-04,2.05E-05,3
B717-2_4BR007_J8_A2B,0,0,0,1.09E-04,2.05E-05,3
B717-2_4BR007_J9_A2,0,0,0,0.000135892,2.71E-05,3
B717-2_4BR007_J6_A2,0,0,0,0.000190248,3.73E-05,3
B717-2_4BR007_J16_A6A,2,0.088604185,0.008936886,0,0,1
B717-2_4BR007_J17_A6B,2,0.088604185,0.008936886,0,0,1
B717-2_4BR007_J15_A6,2,0.118830362,0.012189427,0,0,1
B717-2_4BR007_J16_A6A,2,0,0,0.00903158,0.001720551,1
B717-2_4BR007_J17_A6B,2,0,0,0.012656294,0.002490425,1
B717-2_4BR007_J15_A6,2,0,0,0.014529062,0.002782044,1
B717-2_4BR007_J16_A6A,2,0,0,0.072794785,0.013867691,2
B717-2_4BR007_J17_A6B,2,0,0,0.102010084,0.020072896,2
B717-2_4BR007_J15_A6,2,0,0,0.117104654,0.022423351,2
B717-2_4BR007_J16_A6A,2,0,0,9.03E-05,1.72E-05,3
B717-2_4BR007_J17_A6B,2,0,0,1.27E-04,2.48E-05,3
B717-2_4BR007_J15_A6,2,0,0,0.000145253,2.79E-05,3
B717-2_4BR007_J11_A3A,4,0.017483769,0.001702264,0,0,1
B717-2_4BR007_J12_A3B,4,0.017483769,0.001702264,0,0,1
B717-2_4BR007_J10_A3,4,0.02341047,0.002097432,0,0,1
B717-2_4BR007_J10_A3,4,0,0,0.004530893,0.000880689,1
B717-2_4BR007_J13_A3,4,0,0,0.004530893,0.000880689,1
B717-2_4BR007_J11_A3A,4,0,0,0.00679634,0.001242296,1
B717-2_4BR007_J12_A3B,4,0,0,0.029511214,0.005750724,1
B717-2_4BR007_J10_A3,4,0,0,0.036519123,0.007098377,2
B717-2_4BR007_J13_A3,4,0,0,0.036519123,0.007098377,2
B717-2_4BR007_J11_A3A,4,0,0,0.054778685,0.010012943,2
B717-2_4BR007_J12_A3B,4,0,0,0.237861222,0.046350994,2
B717-2_4BR007_J10_A3,4,0,0,4.53E-05,8.80E-06,3
B717-2_4BR007_J13_A3,4,0,0,4.53E-05,8.80E-06,3
B717-2_4BR007_J11_A3A,4,0,0,6.79E-05,1.24E-05,3
B717-2_4BR007_J12_A3B,4,0,0,0.000295036,5.76E-05,3
B717-2_4BR007_J2_A1A,1,0.275591611,0.028543322,0,0,1
B717-2_4BR007_J3_A1B,1,0.275591611,0.028543322,0,0,1
B717-2_4BR007_J1_A1,1,0.368048152,0.038270545,0,0,1
B717-2_4BR007_J3_A1B,1,0,0,0.021144166,0.004135155,1
B717-2_4BR007_J1_A1,1,0,0,0.03700229,0.007138829,1
B717-2_4BR007_J2_A1A,1,0,0,0.047574373,0.009191825,1
B717-2_4BR007_J3_A1B,1,0,0,0.170422574,0.033329467,2
B717-2_4BR007_J1_A1,1,0,0,0.298239505,0.057539165,2
B717-2_4BR007_J2_A1A,1,0,0,0.383450792,0.074086375,2
B717-2_4BR007_J3_A1B,1,0,0,0.000211386,4.14E-05,3
B717-2_4BR007_J1_A1,1,0,0,0.000369928,7.14E-05,3
B717-2_4BR007_J2_A1A,1,0,0,0.00047562,9.19E-05,3
B717-2_4BR007_J4A_A5A,3,0.302854437,0.031035923,0,0,1
B717-2_4BR007_J5_A5B,3,0.302854437,0.031035923,0,0,1
B717-2_4BR007_J4_A5,3,0.403608359,0.041127918,0,0,1
B717-2_4BR007_J4_A5,3,0,0,0.014529062,0.002782044,1
B717-2_4BR007_J4A_A5A,3,0,0,0.014982152,0.002857865,1
B717-2_4BR007_J5_A5B,3,0,0,0.015827918,0.003038668,1
B717-2_4BR007_J4_A5,3,0,0,0.117104654,0.022423351,2
B717-2_4BR007_J4A_A5A,3,0,0,0.120756568,0.02303447,2
B717-2_4BR007_J5_A5B,3,0,0,0.12757347,0.024491753,2
B717-2_4BR007_J4_A5,3,0,0,0.000145253,2.79E-05,3
B717-2_4BR007_J4A_A5A,3,0,0,0.000149783,2.85E-05,3
B717-2_4BR007_J5_A5B,3,0,0,0.000158238,3.04E-05,3
B717-2_4BR007_J14_A4A,5,0.088604185,0.008936886,0,0,1
B717-2_4BR007_J14_A4B,5,0.088604185,0.008936886,0,0,1
B717-2_4BR007_J14_A4,5,0.118830362,0.012189427,0,0,1
B717-2_4BR007_J14_A4,5,0,0,0.015072769,0.002892859,1
B717-2_4BR007_J14_A4,5,0,0,0.121486949,0.023316524,2
B717-2_4BR007_J14_A4,5,0,0,0.000150688,2.89E-05,3
B727-2_1PW009_FDX_J7_A2A,0,0.005574843,0.001286481,0,0,1
B727-2_1PW009_FDX_J8_A2B,0,0.005574843,0.001286481,0,0,1
B727-2_1PW009_FDX_J6_A2,0,0.007485807,0.001697894,0,0,1
B727-2_1PW009_FDX_J7_A2A,0,0,0,0.000434853,8.21E-05,1
B727-2_1PW009_FDX_J8_A2B,0,0,0,0.000434853,8.21E-05,1
B727-2_1PW009_FDX_J9_A2,0,0,0,0.000543567,1.08E-04,1
B727-2_1PW009_FDX_J6_A2,0,0,0,0.000760992,0.00014927,1
B727-2_1PW009_FDX_J7_A2A,0,0,0,0.004674947,0.000882612,2
B727-2_1PW009_FDX_J8_A2B,0,0,0,0.004674947,0.000882612,2
B727-2_1PW009_FDX_J9_A2,0,0,0,0.005843684,0.001165951,2
B727-2_1PW009_FDX_J6_A2,0,0,0,0.008181158,0.00160475,2
B727-2_1PW009_FDX_J7_A2A,0,0,0,0.000543606,1.03E-04,3
B727-2_1PW009_FDX_J8_A2B,0,0,0,0.000543606,1.03E-04,3
B727-2_1PW009_FDX_J9_A2,0,0,0,0.000679507,0.000135578,3
