ACName,Runway ID,App Day,App Nght,Dep Day,Dep Nght,Stage Length
A300F4-6_1PW056_DJ29_A4,2,0,0,0.002770769,0.000297635,1
A300F4-6_1PW056_DP15_A4,2,0,0,0.009669419,0.001038687,1
A300F4-6_1PW056_DJ18_A8,4,0.844577104,0.270683549,0,0,1
A300F4-6_1PW056_DJ26_A6,6,1.676083371,0.537177947,0,0,1
A300F4-6_1PW056_DJ22_A6,6,0,0,0.01255328,0.001348469,1
A300F4-6_1PW056_DJ26_A6,6,0,0,0.01255328,0.001348469,1
A300F4-6_1PW056_DJ27_A6,6,0,0,0.01255328,0.001348469,1
A300F4-6_1PW056_DJ98_A6,6,0,0,0.009386687,0.001008315,1
A300F4-6_1PW056_DP14_A5,8,0.519314373,0.166438158,0,0,1
A300F4-6_1PW056_DJ24_A5,8,0,0,0.020865587,0.002241376,1
A300F4-6_1PW056_DJ18_A8,10,0,0,0.033645053,0.003614142,1
A300F4-6_1PW056_DJ21_A8,10,0,0,0.033645053,0.003614142,1
A300F4-6_1PW056_DJ23_A8,10,0,0,0.033645053,0.003614142,1
A300F4-6_1PW056_DJ25_A8,10,0,0,0.033645053,0.003614142,1
A300F4-6_1PW056_DJ28_A8,10,0,0,0.033645053,0.003614142,1
A300F4-6_1PW056_DJ14_A7,1,0,0,0.031609385,0.003395472,1
A300F4-6_1PW056_DJ17_A7,1,0,0,0.031609385,0.003395472,1
A300F4-6_1PW056_DJ20_A7,1,0,0,0.031609385,0.003395472,1
A300F4-6_1PW056_DJ30_A7,1,0,0,0.031609385,0.003395472,1
A300F4-6_1PW056_DJ31_A7,1,0,0,0.031609385,0.003395472,1
A300F4-6_1PW056_DJ14_A7,12,1.182407944,0.378956969,0,0,1
A300F4-6_1PW056_DJ16_A7,12,0,0,0.009669419,0.001038687,1
A300F4-6_1PW056_DJ19_A7,12,0,0,0.009669419,0.001038687,1
A300F4-6_1PW056_DJ29_A4,3,0.186510777,0.05977595,0,0,1
A300F4-6_1PW056_DJ12_A8,5,0,0,0.007011742,0.000753199,1
A300F4-6_1PW056_DJ13_A8,5,0,0,0.007011742,0.000753199,1
A300F4-6_1PW056_DJ1_A2,7,0.417261307,0.133730562,0,0,1
A300F4-6_1PW056_DJ1_A2,7,0,0,0.006163548,0.000662087,1
A300F4-6_1PW056_DJ4_A2,7,0,0,0.006163548,0.000662087,1
A300F4-6_1PW056_DP1_A3,9,0.200587062,0.064287343,0,0,1
A300F4-6_1PW056_DJ2_A3,9,0,0,0.007124835,0.000765348,1
A300F4-6_1PW056_DJ3_A8,11,0,0,0.017642448,0.001895146,1
A300F4-6_1PW056_DJ5_A8,11,0,0,0.017642448,0.001895146,1
