ACName,Runway ID,App Day,App Nght,Dep Day,Dep Nght,Stage Length
A300F4-6_1PW056_DJ29_A4,2,0,0,0.002308974,0.000248029,1
A300F4-6_1PW056_DP15_A4,2,0,0,0.008057849,0.000865572,1
A300F4-6_1PW056_DJ18_A8,4,0.703814253,0.225569624,0,0,1
A300F4-6_1PW056_DJ26_A6,6,1.396736143,0.447648289,0,0,1
A300F4-6_1PW056_DJ22_A6,6,0,0,0.010461067,0.001123724,1
A300F4-6_1PW056_DJ26_A6,6,0,0,0.010461067,0.001123724,1
A300F4-6_1PW056_DJ27_A6,6,0,0,0.010461067,0.001123724,1
A300F4-6_1PW056_DJ98_A6,6,0,0,0.007822239,0.000840263,1
A300F4-6_1PW056_DP14_A5,8,0.432761978,0.138698465,0,0,1
A300F4-6_1PW056_DJ24_A5,8,0,0,0.017387989,0.001867813,1
A300F4-6_1PW056_DJ18_A8,10,0,0,0.028037544,0.003011785,1
A300F4-6_1PW056_DJ21_A8,10,0,0,0.028037544,0.003011785,1
A300F4-6_1PW056_DJ23_A8,10,0,0,0.028037544,0.003011785,1
A300F4-6_1PW056_DJ25_A8,10,0,0,0.028037544,0.003011785,1
A300F4-6_1PW056_DJ28_A8,10,0,0,0.028037544,0.003011785,1
A300F4-6_1PW056_DJ14_A7,1,0,0,0.026341154,0.00282956,1
A300F4-6_1PW056_DJ17_A7,1,0,0,0.026341154,0.00282956,1
A300F4-6_1PW056_DJ20_A7,1,0,0,0.026341154,0.00282956,1
A300F4-6_1PW056_DJ30_A7,1,0,0,0.026341154,0.00282956,1
A300F4-6_1PW056_DJ31_A7,1,0,0,0.026341154,0.00282956,1
A300F4-6_1PW056_DJ14_A7,12,0.985339953,0.315797474,0,0,1
A300F4-6_1PW056_DJ16_A7,12,0,0,0.008057849,0.000865572,1
A300F4-6_1PW056_DJ19_A7,12,0,0,0.008057849,0.000865572,1
A300F4-6_1PW056_DJ29_A4,3,0.155425647,0.049813291,0,0,1
A300F4-6_1PW056_DJ12_A8,5,0,0,0.005843118,0.000627666,1
A300F4-6_1PW056_DJ13_A8,5,0,0,0.005843118,0.000627666,1
A300F4-6_1PW056_DJ1_A2,7,0.347717756,0.111442135,0,0,1
A300F4-6_1PW056_DJ1_A2,7,0,0,0.00513629,0.000551739,1
A300F4-6_1PW056_DJ4_A2,7,0,0,0.00513629,0.000551739,1
A300F4-6_1PW056_DP1_A3,9,0.167155885,0.053572786,0,0,1
A300F4-6_1PW056_DJ2_A3,9,0,0,0.005937363,0.00063779,1
A300F4-6_1PW056_DJ3_A8,11,0,0,0.01470204,0.001579288,1
A300F4-6_1PW056_DJ5_A8,11,0,0,0.01470204,0.001579288,1
A300F4-6_1PW056_DJ7_A8,11,0,0,0.01470204,0.001579288,1
A300F4-6_1PW056_DJ10_A7,0,0,0,0.012770041,0.001371754,1
A300F4-6_1PW056_DJ6_A7,0,0,0,0.012770041,0.001371754,1
A300F4-6_1PW056_DJ8_A7,0,0,0,0.012770041,0.001371754,1
A300F4-6_1PW056_DJ11_A7,13,0,0,0.003015802,0.000323957,1
A300F4-6_1PW056_DJ9_A7,13,0,0,0.003015802,0.000323957,1
A300F4-6_1PW056_DJ29_A4,2,0,0,0.014923687,0.001603098,2
A300F4-6_1PW056_DP15_A4,2,0,0,0.052080619,0.005594485,2
A300F4-6_1PW056_DJ22_A6,6,0,0,0.067613436,0.007263016,2
A300F4-6_1PW056_DJ26_A6,6,0,0,0.067613436,0.007263016,2
A300F4-6_1PW056_DJ27_A6,6,0,0,0.067613436,0.007263016,2
A300F4-6_1PW056_DJ98_A6,6,0,0,0.050557794,0.005430904,2
A300F4-6_1PW056_DJ24_A5,8,0,0,0.112384495,0.01207231,2
A300F4-6_1PW056_DJ18_A8,10,0,0,0.18121619,0.019466191,2
A300F4-6_1PW056_DJ21_A8,10,0,0,0.18121619,0.019466191,2
A300F4-6_1PW056_DJ23_A8,10,0,0,0.18121619,0.019466191,2
A300F4-6_1PW056_DJ25_A8,10,0,0,0.18121619,0.019466191,2
A300F4-6_1PW056_DJ28_A8,10,0,0,0.18121619,0.019466191,2
A300F4-6_1PW056_DJ14_A7,1,0,0,0.170251849,0.018288404,2
A300F4-6_1PW056_DJ17_A7,1,0,0,0.170251849,0.018288404,2
A300F4-6_1PW056_DJ20_A7,1,0,0,0.170251849,0.018288404,2
A300F4-6_1PW056_DJ30_A7,1,0,0,0.170251849,0.018288404,2
A300F4-6_1PW056_DJ31_A7,1,0,0,0.170251849,0.018288404,2
A300F4-6_1PW056_DJ16_A7,12,0,0,0.052080619,0.005594485,2
A300F4-6_1PW056_DJ19_A7,12,0,0,0.052080619,0.005594485,2
A300F4-6_1PW056_DJ12_A8,5,0,0,0.037766063,0.004056819,2
A300F4-6_1PW056_DJ13_A8,5,0,0,0.037766063,0.004056819,2
A300F4-6_1PW056_DJ1_A2,7,0,0,0.033197588,0.003566075,2
A300F4-6_1PW056_DJ4_A2,7,0,0,0.033197588,0.003566075,2
A300F4-6_1PW056_DJ2_A3,9,0,0,0.038375193,0.004122252,2
A300F4-6_1PW056_DJ3_A8,11,0,0,0.095024288,0.010207482,2
A300F4-6_1PW056_DJ5_A8,11,0,0,0.095024288,0.010207482,2
A300F4-6_1PW056_DJ7_A8,11,0,0,0.095024288,0.010207482,2
A300F4-6_1PW056_DJ10_A7,0,0,0,0.082537121,0.008866114,2
A300F4-6_1PW056_DJ6_A7,0,0,0,0.082537121,0.008866114,2
A300F4-6_1PW056_DJ8_A7,0,0,0,0.082537121,0.008866114,2
