ACName,Runway ID,App Day,App Nght,Dep Day,Dep Nght,Stage Length
B717-2_4BR007_J7_A2A,0,0.09388455,0.009779451,0,0,1
B717-2_4BR007_J8_A2B,0,0.09388455,0.009779451,0,0,1
B717-2_4BR007_J6_A2,0,0.126066624,0.012906891,0,0,1
B717-2_4BR007_J7_A2A,0,0,0,0.008879211,0.001676361,1
B717-2_4BR007_J8_A2B,0,0,0,0.008879211,0.001676361,1
B717-2_4BR007_J9_A2,0,0,0,0.011099014,0.002214512,1
B717-2_4BR007_J6_A2,0,0,0,0.015538619,0.003047929,1
B717-2_4BR007_J7_A2A,0,0,0,0.071566692,0.013511519,2
B717-2_4BR007_J8_A2B,0,0,0,0.071566692,0.013511519,2
B717-2_4BR007_J9_A2,0,0,0,0.089458364,0.017849023,2
B717-2_4BR007_J6_A2,0,0,0,0.125241709,0.024566397,2
B717-2_4BR007_J7_A2A,0,0,0,8.87E-05,1.67E-05,3
B717-2_4BR007_J8_A2B,0,0,0,8.87E-05,1.67E-05,3
B717-2_4BR007_J9_A2,0,0,0,0.000110961,2.21E-05,3
B717-2_4BR007_J6_A2,0,0,0,0.000155346,3.05E-05,3
B717-2_4BR007_J16_A6A,2,0.072349176,0.007297357,0,0,1
B717-2_4BR007_J17_A6B,2,0.072349176,0.007297357,0,0,1
B717-2_4BR007_J15_A6,2,0.097030166,0.009953198,0,0,1
B717-2_4BR007_J16_A6A,2,0,0,0.007374678,0.001404905,1
B717-2_4BR007_J17_A6B,2,0,0,0.010334415,0.00203354,1
B717-2_4BR007_J15_A6,2,0,0,0.011863612,0.00227166,1
B717-2_4BR007_J16_A6A,2,0,0,0.059440113,0.011323574,2
B717-2_4BR007_J17_A6B,2,0,0,0.083295677,0.016390393,2
B717-2_4BR007_J15_A6,2,0,0,0.095621051,0.018309643,2
B717-2_4BR007_J16_A6A,2,0,0,7.37E-05,1.41E-05,3
B717-2_4BR007_J17_A6B,2,0,0,1.03E-04,2.03E-05,3
B717-2_4BR007_J15_A6,2,0,0,0.000118606,2.27E-05,3
B717-2_4BR007_J11_A3A,4,0.014276259,0.001389972,0,0,1
B717-2_4BR007_J12_A3B,4,0.014276259,0.001389972,0,0,1
B717-2_4BR007_J10_A3,4,0.019115668,0.001712645,0,0,1
