X (nmi), Y(nmi)
65, 4041
0.187894116859985, -1.6
0.187156196630613, -1.5959999999404
0.186415339238634, -1.59199999988079
0.185673097135062, -1.58799999952316
0.184931022992168, -1.58399999976158
0.184190669205395, -1.58
0.183453588061696, -1.57599999904633
0.182721332289418, -1.57199999809265
0.181995454395928, -1.56799999713898
0.181277506888595, -1.5639999961853
0.180569042274788, -1.55999999523163
0.179871613061876, -1.55599999427795
0.179186771757227, -1.55199999332428
0.178516070868209, -1.54799999237061
0.177861062902192, -1.54399999141693
0.177223300366544, -1.53999999046326
0.176604335768633, -1.53599998950958
0.176005721615829, -1.53199998855591
0.175429010415499, -1.52799998760223
0.174875754675012, -1.52399998664856
0.17434750874433, -1.52
0.173845456947086, -1.5159999999404
0.173369331054295, -1.51199999988079
0.172918496480592, -1.50799999952316
0.172492318771267, -1.50399999976158
0.17209016330471, -1.5
0.171711395418902, -1.49599999904633
0.171355380684117, -1.49199999809265
0.171021484547227, -1.48799999713898
0.170709072455104, -1.4839999961853
0.170417509854623, -1.47999999523163
0.170146162192655, -1.47599999427795
0.169894394916073, -1.47199999332428
0.169661573471752, -1.46799999237061
0.169447063306562, -1.46399999141693
0.169250229867378, -1.45999999046326
0.169070438601072, -1.45599998950958
0.168907054954517, -1.45199998855591
0.168759444374585, -1.44799998760223
0.168626972308151, -1.44399998664856
0.168509004598794, -1.44
0.168405402162611, -1.4359999999404
0.168318012313081, -1.43199999988079
0.168249178229163, -1.42799999952316
0.168201243107337, -1.42399999976158
0.168176550118721, -1.42
0.168177442450443, -1.41599999904633
0.168206263298353, -1.41199999809265
0.168265355847362, -1.40799999713898
0.168357063282384, -1.4039999961853
0.168483728788328, -1.39999999523163
0.168647695550107, -1.39599999427795
0.168851306752632, -1.39199999332428
0.169096905580816, -1.38799999237061
0.169386835219568, -1.38399999141693
0.169723438853802, -1.37999999046326
0.170109059668429, -1.37599998950958
0.17054604084836, -1.37199998855591
0.171036725578507, -1.36799998760223
0.171583457043781, -1.36399998664856
0.172188576157811, -1.36
0.17285399536449, -1.35600104504147
0.173579881385503, -1.35200836068942
0.174365968026565, -1.34802821725439
0.175211988850177, -1.34406688623062
0.176117677713968, -1.34013063762899
0.177082768659354, -1.33622574089614
0.178106995170031, -1.33235846781986
0.179190090990732, -1.32853508901085
0.180331789866191, -1.32476187507978
0.181531825541142, -1.32104509663733
0.182789931760318, -1.31739102429416
0.184105842268454, -1.31380592866097
0.185479290810282, -1.31029608034842
0.186910011130537, -1.30686774996719
0.188397736973953, -1.30352720812796
0.189942202085262, -1.30028072544141
0.191543140209199, -1.29713457251821
0.193200285090498, -1.29409501996904
0.194913370473891, -1.29116833840458
0.196682123679303, -1.28836080825552
0.198506560587713, -1.28567679175725
0.200387758598033, -1.28311312482977
0.202327070991118, -1.28066474473804
0.204325850461066, -1.27832658946001
0.206385450426356, -1.27609359606675
0.208507224662587, -1.27396070138134
0.210692525700154, -1.27192284352452
0.212942706674128, -1.26997495993611
0.215259120719582, -1.26811198805592
0.217643120971588, -1.26632886532377
0.220096060565218, -1.26462052917949
0.222619292635545, -1.26298191706288
0.22521417031764, -1.26140796641378
0.227882046746577, -1.259893614672
0.230624275057427, -1.25843379927736
0.233442208385262, -1.25702345766967
0.236337199865156, -1.25565752728877
0.239310602632179, -1.25433094557446
0.242363769821405, -1.25303864996657
0.24549804321217, -1.25177558237579
0.248713884847548, -1.25053754002688
0.252008073600973, -1.24932380729116
0.25537648619348, -1.24813453270079
0.25881499833159, -1.24696986513869
0.262319486980134, -1.24582995304562
0.265885829679102, -1.24471494471283
0.269509901858342, -1.24362498910366
0.273187579982496, -1.24256023483805
0.276914740516205, -1.24152083053595
0.280687259924111, -1.24050692481731
0.284501014670855, -1.23951866630205
0.288351881221079, -1.23855620361011
0.292235736039423, -1.23761968536145
0.296148455590531, -1.236709260176
0.300085916339043, -1.23582507667369
0.3040439947496, -1.23496728347448
0.308018567286844, -1.23413602919829
0.312005510415417, -1.23333146246508
0.31600070059996, -1.23255373189478
0.32, -1.23180298874378
0.324000000059605, -1.23107925435495
0.328000000119209, -1.23038206958268
0.332000000476837, -1.22971085060435
0.336000000238419, -1.22906501379356
0.34, -1.22844397527493
0.344000000953674, -1.22784715110071
0.348000001907349, -1.22727395768568
0.352000002861023, -1.2267238112559
0.356000003814697, -1.22619612803739
0.360000004768372, -1.2256903242562
0.364000005722046, -1.22520581613836
0.36800000667572, -1.22474201990993
0.372000007629395, -1.22429835179693
0.376000008583069, -1.22387422802541
0.380000009536743, -1.2234690648214
0.384000010490417, -1.22308227841096
0.388000011444092, -1.22271328502011
0.392000012397766, -1.22236150087491
0.39600001335144, -1.22202634220138
0.4, -1.22170722633883
0.404000000059605, -1.22140361545096
0.408000000119209, -1.2211151676219
0.412000000476837, -1.22084158797165
0.416000000238419, -1.2205825816996
0.42, -1.22033785390379
0.424000000953674, -1.22010710965746
0.428000001907349, -1.21989005417529
0.432000002861023, -1.21968639259697
0.436000003814697, -1.21949583006215
0.440000004768372, -1.21931807171049
0.444000005722046, -1.21915282268167
0.44800000667572, -1.21899978811533
0.452000007629394, -1.21885867315114
0.456000008583069, -1.21872918292878
0.460000009536743, -1.21861102258789
0.464000010490417, -1.21850389726815
0.468000011444092, -1.21840751210921
0.472000012397766, -1.21832157225074
0.47600001335144, -1.2182457828324
0.48, -1.21817984921239
0.484000000059605, -1.21812350687372
0.488000000119209, -1.21807661520634
0.492000000476837, -1.21803906416281
0.496000000238419, -1.21801074370554
0.5, -1.21799154378331
0.504000000953674, -1.21798135434946
0.508000001907349, -1.21798006536605
0.512000002861023, -1.21798756678803
0.516000003814697, -1.21800374857037
0.520000004768371, -1.21802850066803
0.524000005722046, -1.21806171303599
0.52800000667572, -1.21810327562919
0.532000007629394, -1.21815307840261
0.536000008583069, -1.21821101131122
0.540000009536743, -1.21827696430996
0.544000010490417, -1.21835082735382
0.548000011444092, -1.21843249039776
0.552000012397766, -1.21852184339673
0.55600001335144, -1.21861877630571
0.56, -1.21872317869306
0.564000000059605, -1.21883492676477
0.568000000119209, -1.21895383778709
0.572000000476837, -1.2190797149032
0.576000000238419, -1.21921236121778
0.58, -1.21935157988267
0.584000000953674, -1.2194971740758
0.588000001907349, -1.21964894689009
0.592000002861023, -1.21980670145896
0.596000003814697, -1.21997024091586
0.600000004768372, -1.22013936839421
0.604000005722046, -1.22031388702744
0.60800000667572, -1.22049359994898
0.612000007629395, -1.22067831029228
0.616000008583069, -1.22086782119076
0.620000009536743, -1.22106193577785
0.624000010490417, -1.22126045718699
0.628000011444092, -1.2214631885516
0.632000012397766, -1.22166993300513
0.63600001335144, -1.221880493681
0.64, -1.22209467294044
0.644000000059605, -1.22231230694418
0.648000000119209, -1.22253335583258
0.652000000476837, -1.22275781201874
0.656000000238419, -1.2229856678484
0.66, -1.22321691575101
0.664000000953674, -1.22345154819328
