X (nmi), Y(nmi)
60, 6601
0.247796563408484, -2.48
0.247769749356369, -2.4759999999404
0.247736584228679, -2.47199999988079
0.247697500174289, -2.46799999952316
0.247652929354563, -2.46399999976158
0.247603303916008, -2.46
0.247549055993711, -2.45599999904633
0.247490617754017, -2.45199999809265
0.247428421349215, -2.44799999713898
0.24736289893159, -2.4439999961853
0.24729448265343, -2.43999999523163
0.247223604667023, -2.43599999427795
0.247150697124656, -2.43199999332428
0.247076192178616, -2.42799999237061
0.24700052198119, -2.42399999141693
0.246924118684665, -2.41999999046326
0.246847414441329, -2.41599998950958
0.24677084140347, -2.41199998855591
0.246694831723373, -2.40799998760223
0.246619817553328, -2.40399998664856
0.246546231305717, -2.4
0.246474428001065, -2.3959999999404
0.246404456941031, -2.39199999988079
0.246336290552975, -2.38799999952316
0.246269901284304, -2.38399999976158
0.246205261557104, -2.38
0.246142343785254, -2.37599999904633
0.246081120420631, -2.37199999809265
0.246021563895586, -2.36799999713898
0.245963646642472, -2.3639999961853
0.245907341093642, -2.35999999523163
0.245852619681447, -2.35599999427795
0.24579945483824, -2.35199999332428
0.245747818996373, -2.34799999237061
0.245697684588199, -2.34399999141693
0.24564902404607, -2.33999999046326
0.245601809802338, -2.33599998950958
0.245556014289355, -2.33199998855591
0.245511609939475, -2.32799998760223
0.245468569185048, -2.32399998664856
0.245426864605219, -2.32
0.245386478477817, -2.3159999999404
0.245347434051284, -2.31199999988079
0.245309764564061, -2.30799999952316
0.245273503265609, -2.30399999976158
0.245238683391399, -2.3
0.245205338172906, -2.29599999904633
0.245173500861943, -2.29199999809265
0.245143204699728, -2.28799999713898
0.245114482927478, -2.2839999961853
0.245087368786414, -2.27999999523163
0.245061895517754, -2.27599999427795
0.245038096362716, -2.27199999332428
0.245016004562518, -2.26799999237061
0.24499565335838, -2.26399999141693
0.24497707599152, -2.25999999046326
0.244960305703157, -2.25599998950958
0.244945375734508, -2.25199998855591
0.244932319326793, -2.24799998760223
0.244921169721231, -2.24399998664856
0.244911960188466, -2.24
0.244904725301687, -2.2359999999404
0.244899505318962, -2.23199999988079
0.2448963418606, -2.22799999952316
0.24489527654754, -2.22399999976158
0.244896350999613, -2.22
0.244899606838576, -2.21599999904633
0.244905085684923, -2.21199999809265
0.244912829159148, -2.20799999713898
0.244922878881745, -2.2039999961853
0.244935276473208, -2.19999999523163
0.24495006355403, -2.19599999427795
0.244967281744706, -2.19199999332428
