X (nmi), Y(nmi),xrot,yrot,long,lat,X (nmi), Y(nmi),xrot,yrot,long,lat,X (nmi), Y(nmi),xrot,yrot,long,lat,Longref,Latref,Rearth,rot
9.635809484,-1.782037912,1.823753911,9.628001101,-97.01475706,33.03933033,7.876669377,-1.331323187,1.365424574,7.870829539,-97.02384672,33.01006391,2.552335275,-0.212374775,0.223426953,2.551391541,-97.04649498,32.92146648,,,,
9.63973866,-1.781242538,1.822975562,9.631933685,-97.0147725,33.03939583,7.880502915,-1.330062648,1.364180649,7.8746685,-97.02387139,33.01012785,2.552621676,-0.208559431,0.219612885,2.551694464,-97.04657062,32.92147152,,,,
9.643652156,-1.7804519,1.822201881,9.635850569,-97.01478784,33.03946107,7.884366627,-1.328784918,1.362919665,7.87853771,-97.02389639,33.0101923,2.552842698,-0.204796534,0.21585098,2.551931781,-97.04664522,32.92147547,,,,
9.647548403,-1.779666294,1.821433157,9.639750182,-97.01480309,33.03952602,7.888257497,-1.327490618,1.361642229,7.882434149,-97.02392173,33.01025719,2.553006879,-0.201092639,0.212147832,2.552112002,-97.04671866,32.92147848,,,,
9.651425833,-1.778886011,1.820669675,9.643630955,-97.01481823,33.03959065,7.892172506,-1.326180368,1.360348947,7.886354796,-97.02394738,33.01032249,2.553122761,-0.197454303,0.208510032,2.552243641,-97.04679081,32.92148067,,,,
9.655282879,-1.778111346,1.819911721,9.647491319,-97.01483326,33.03965495,7.896108637,-1.324854788,1.359040426,7.890296632,-97.02397333,33.01038815,2.553198883,-0.193888082,0.204944174,2.552335208,-97.04686153,32.92148219,,,,
9.659117971,-1.777342591,1.819159583,9.651329705,-97.01484818,33.03971888,7.900062873,-1.323514497,1.357717274,7.894256636,-97.02399957,33.0104541,2.553243785,-0.190400531,0.20145685,2.552395214,-97.04693069,32.92148319,,,,
9.662929543,-1.776580039,1.818413547,9.655144543,-97.01486297,33.03978242,7.904032197,-1.322160117,1.356380098,7.898231788,-97.02402609,33.01052031,2.553266008,-0.186998207,0.198054654,2.552432171,-97.04699816,32.92148381,,,,
9.666716025,-1.775823985,1.817673898,9.658934265,-97.01487764,33.03984554,7.90801359,-1.320792267,1.355029504,7.902219068,-97.02405287,33.01058672,2.55327409,-0.183687664,0.194744177,2.552454591,-97.04706382,32.92148418,,,,
9.67047585,-1.77507472,1.816940925,9.6626973,-97.01489218,33.03990821,7.912004036,-1.319411566,1.353666099,7.906215456,-97.02407991,33.01065328,2.553276571,-0.180475459,0.191532013,2.552470985,-97.04712752,32.92148446,,,,
9.67420745,-1.774332539,1.816214912,9.666432079,-97.01490658,33.03997042,7.916000516,-1.318018636,1.352290491,7.910217932,-97.02410719,33.01071994,2.553281993,-0.177368149,0.188424755,2.552489864,-97.04718914,32.92148477,,,,
9.677909243,-1.773597737,1.815496149,9.67013702,-97.01492083,33.04003212,7.92,-1.316614101,1.350903291,7.914223461,-97.0241347,33.01078666,2.553298894,-0.174372288,0.185428996,2.55251974,-97.04724856,32.92148527,,,,
9.681579067,-1.77287072,1.814785033,9.673809958,-97.01493493,33.0400933,7.923998681,-1.315199049,1.34950557,7.918228233,-97.02416242,33.01085336,2.553335815,-0.171494432,0.182551327,2.552569125,-97.04730563,32.92148609,,,,
9.685212233,-1.772152374,1.814082429,9.677446201,-97.01494887,33.04015386,7.927989449,-1.313776488,1.348100307,7.922225125,-97.02419029,33.01091993,2.553401295,-0.168741148,0.179798352,2.552646528,-97.04736022,32.92148738,,,,
9.688803446,-1.771443699,1.813389315,9.68104045,-97.01496261,33.04021373,7.931964391,-1.3123499,1.346690948,7.926206208,-97.02421824,33.01098624,2.553503619,-0.166116298,0.17717397,2.55276022,-97.04741227,32.92148927,,,,
9.69234741,-1.770745698,1.812706669,9.684587404,-97.01497615,33.0402728,7.935915593,-1.310922767,1.34528094,7.930163554,-97.02424621,33.01105215,2.553650054,-0.163613083,0.174671413,2.552917495,-97.0474619,32.92149189,,,,
9.69583883,-1.77005937,1.812035469,9.688081763,-97.01498946,33.040331,7.939835141,-1.309498569,1.343873731,7.934089234,-97.02427412,33.01111753,2.55384761,-0.161222019,0.172281227,2.553125405,-97.04750931,32.92149535,,,,
9.69927241,-1.769385717,1.811376693,9.691518229,-97.01500253,33.04038824,7.943715125,-1.308080787,1.342472767,7.937975322,-97.0243019,33.01118226,2.554103299,-0.158933626,0.169993962,2.553391003,-97.04755467,32.92149978,,,,
9.702642854,-1.768725739,1.810731319,9.6948915,-97.01501533,33.04044442,7.94754763,-1.306672904,1.341081495,7.941813888,-97.02432949,33.01124619,2.554424131,-0.156738418,0.167800165,2.553721339,-97.04759817,32.92150528,,,,
9.705944866,-1.768080438,1.810100325,9.698196276,-97.01502784,33.04049946,7.951324742,-1.3052784,1.339703363,7.945597004,-97.02435682,33.0113092,2.554817118,-0.154626914,0.165690382,2.554123467,-97.04764002,32.92151198,,,,
9.709173151,-1.767450815,1.809484689,9.701427257,-97.01504005,33.04055328,7.955038548,-1.303900757,1.338341818,7.949316742,-97.02438382,33.01137115,2.555289271,-0.15258963,0.163655163,2.554604439,-97.04768038,32.92151999,,,,
9.712322412,-1.766837871,1.80888539,9.704579143,-97.01505194,33.04060577,7.958681135,-1.302543456,1.337000306,7.952965173,-97.02441043,33.01143192,2.5558476,-0.150617086,0.161685055,2.555171306,-97.04771945,32.92152943,,,,
9.715387353,-1.766242606,1.808303406,9.707646633,-97.01506348,33.04065686,7.96224459,-1.301209979,1.335682274,7.95653437,-97.02443657,33.01149136,2.556499116,-0.148699797,0.159770605,2.55583112,-97.04775742,32.92154042,,,,
9.718362679,-1.765666023,1.807739713,9.710624429,-97.01507466,33.04070646,7.965721,-1.299903806,1.33439117,7.960016404,-97.02446217,33.01154936,2.557250832,-0.146828281,0.157902363,2.556590934,-97.04779447,32.92155307,,,,
9.721243095,-1.765109121,1.807195292,9.713507229,-97.01508546,33.04075447,7.969102451,-1.29862842,1.333130441,7.963403347,-97.02448718,33.01160577,2.558109757,-0.144993055,0.156070874,2.557457799,-97.04783079,32.92156751,,,,
9.724023303,-1.764572901,1.806671118,9.716289734,-97.01509585,33.04080082,7.97238103,-1.2973873,1.331903533,7.966687271,-97.02451151,33.01166046,2.559082903,-0.143184637,0.154266688,2.558438768,-97.04786657,32.92158385,,,,
9.726698009,-1.764058366,1.806168172,9.718966643,-97.01510583,33.0408454,7.975548824,-1.29618393,1.330713893,7.969860247,-97.0245351,33.01171331,2.56017728,-0.141393544,0.152480352,2.559540893,-97.047902,32.92160221,,,,
9.729261917,-1.763566515,1.80568743,9.721532657,-97.01511536,33.04088814,7.978597919,-1.29502179,1.32956497,7.972914347,-97.02455789,33.01176418,2.561399901,-0.139610294,0.150702413,2.560771225,-97.04793726,32.9216227,,,,
9.73170973,-1.76309835,1.805229871,9.723982475,-97.01512443,33.04092894,7.981520403,-1.293904361,1.328460208,7.975841643,-97.0245798,33.01181293,2.562757775,-0.137825403,0.14892342,2.562136818,-97.04797254,32.92164544,,,,
9.734036154,-1.762654871,1.804796472,9.726310797,-97.01513303,33.04096772,7.984308363,-1.292835125,1.327403057,7.978634207,-97.02460076,33.01185945,2.564257915,-0.136029388,0.147133919,2.563644721,-97.04800803,32.92167056,,,,
9.736235891,-1.76223708,1.804388212,9.728512324,-97.01514113,33.04100439,7.986953884,-1.291817562,1.326396962,7.981284111,-97.02462072,33.01190358,2.56590733,-0.134212769,0.14532446,2.565301989,-97.04804392,32.92169816,,,,
9.73830364,-1.76184598,1.804006071,9.730581747,-97.0151487,33.04103886,7.989449046,-1.290855159,1.325445374,7.983783417,-97.02463959,33.01194521,2.567713032,-0.13236606,0.14348559,2.567115672,-97.04808038,32.92172837,,,,
9.740237551,-1.761481942,1.803650412,9.732517216,-97.01515576,33.04107109,7.991787894,-1.289949088,1.324549441,7.986126168,-97.02465736,33.01198423,2.569682033,-0.130479781,0.141607855,2.569092824,-97.04811762,32.9217613,,,,
9.74204948,-1.761142839,1.80331916,9.734330597,-97.01516233,33.0411013,7.993972217,-1.289091328,1.323701149,7.988314185,-97.02467418,33.01202067,2.571821334,-0.128544454,0.139681812,2.571240487,-97.04815582,32.92179707,,,,
9.743754723,-1.760825918,1.803009627,9.736037197,-97.01516847,33.04112972,7.996005756,-1.288271555,1.322890191,7.990351255,-97.02469026,33.0120546,2.57413374,-0.126553684,0.137701076,2.573561493,-97.0481951,32.92183573,,,,
9.745368577,-1.760528425,1.802719126,9.737652324,-97.01517423,33.04115662,7.997892248,-1.287479443,1.322106257,7.992241161,-97.02470581,33.01208608,2.576605141,-0.12451349,0.135671605,2.576041708,-97.04823535,32.92187704,,,,
9.746906336,-1.760247605,1.802444969,9.739191285,-97.01517966,33.04118225,7.999635435,-1.286704667,1.321339039,7.993987687,-97.02472103,33.01211516,2.579217214,-0.122432986,0.133602433,2.578662766,-97.04827639,32.92192069,,,,
9.748383298,-1.759980705,1.802184468,9.740669389,-97.01518483,33.04120687,8.001239057,-1.285936903,1.320578227,7.995594619,-97.02473611,33.01214193,2.581951632,-0.120321284,0.131502594,2.581406304,-97.04831803,32.92196638,,,,
9.749814757,-1.75972497,1.801934935,9.742101942,-97.01518978,33.04123073,8.002706852,-1.285165825,1.319813513,7.99706574,-97.02475128,33.01216643,2.584790072,-0.118187497,0.12938112,2.584253959,-97.04836011,32.92201381,,,,
9.751216009,-1.759477646,1.801693683,9.743504252,-97.01519456,33.04125409,8.00404256,-1.284381108,1.319034588,7.998404834,-97.02476673,33.01218873,2.58771421,-0.116040737,0.127247045,2.587187367,-97.04840243,32.92206267,,,,
9.75260235,-1.75923598,1.801458023,9.744891627,-97.01519924,33.04127719,8.005249921,-1.283572426,1.318231143,7.999615686,-97.02478266,33.0122089,2.59070572,-0.113890118,0.125109403,2.590188164,-97.04844482,32.92211265,,,,
9.753989076,-1.758997217,1.801225268,9.746279374,-97.01520385,33.04130031,8.006332674,-1.282729456,1.317392871,8.00070208,-97.02479929,33.012227,2.593746279,-0.111744753,0.122977226,2.593237986,-97.04848711,32.92216345,,,,
9.755391483,-1.758758603,1.800992731,9.747682801,-97.01520847,33.04132368,8.00729456,-1.281841872,1.316509461,8.001667801,-97.02481681,33.01224308,2.596817561,-0.109613755,0.12085955,2.596318469,-97.04852911,32.92221475,,,,
9.756824867,-1.758517385,1.800757723,9.749117216,-97.01521313,33.04134757,8.008139317,-1.280899348,1.315570605,8.002516632,-97.02483543,33.01225722,2.599901242,-0.107506236,0.118765406,2.599411248,-97.04857064,32.92226626,,,,
9.758304522,-1.758270808,1.800517556,9.750597926,-97.01521789,33.04137223,8.008870686,-1.279891561,1.314565994,8.003252359,-97.02485535,33.01226947,2.602978998,-0.10543131,0.116703829,2.602497961,-97.04861152,32.92231768,,,,
9.759845746,-1.758016117,1.800269543,9.752140238,-97.01522281,33.04139792,8.009492405,-1.278808184,1.313485319,8.003878765,-97.02487678,33.0122799,2.606032502,-0.103398089,0.114683852,2.605560244,-97.04865158,32.92236868,,,,
9.761463834,-1.75775056,1.800010997,9.753759461,-97.01522794,33.04142489,8.010008216,-1.277638892,1.312318273,8.004399634,-97.02489993,33.01228858,2.609043433,-0.101415686,0.112714508,2.608579731,-97.04869064,32.92241897,,,,
9.763174081,-1.757471382,1.799739228,9.755470902,-97.01523333,33.0414534,8.010421857,-1.276373361,1.311054545,8.004818752,-97.02492499,33.01229556,2.611993463,-0.099493214,0.110804831,2.61153806,-97.04872851,32.92246824,,,,
9.764991784,-1.757175829,1.79945155,9.757289868,-97.01523903,33.04148369,8.010737067,-1.275001265,1.309683827,8.005139903,-97.02495217,33.01230091,2.61486427,-0.097639787,0.108963854,2.614416867,-97.04876502,32.92251619,,,,
9.766932239,-1.756861147,1.799145275,9.759231667,-97.0152451,33.04151603,8.010957588,-1.27351228,1.308195811,8.00536687,-97.02498168,33.01230469,2.617637528,-0.095864516,0.107200611,2.617197788,-97.04879999,32.92256251,,,,
9.76901074,-1.756524582,1.798817715,9.761311607,-97.0152516,33.04155067,8.011087158,-1.271896079,1.306580187,8.005503438,-97.02501373,33.01230696,2.620294913,-0.094176515,0.105524135,2.619862459,-97.04883324,32.92260689,,,,
9.771242577,-1.756163381,1.798466184,9.763544986,-97.01525857,33.04158787,8.011129516,-1.270142346,1.304826653,8.005553392,-97.0250485,33.0123078,2.6228181,-0.092584897,0.10394346,2.622392515,-97.04886459,32.92264903,,,,
9.773639104,-1.755775463,1.798088649,9.765943171,-97.01526606,33.04162782,8.011088747,-1.268244782,1.302928931,8.005520841,-97.02508614,33.01230725,2.625188764,-0.091098775,0.102467619,2.624769594,-97.04889386,32.92268862,,,,
9.776195838,-1.755361456,1.797685719,9.768501675,-97.01527405,33.04167043,8.010970303,-1.26621327,1.300896925,8.005411197,-97.02512644,33.01230543,2.627388574,-0.089727265,0.10110565,2.626975323,-97.04892087,32.92272536,,,,
9.778904348,-1.754922659,1.797258657,9.771212059,-97.01528252,33.04171557,8.010779982,-1.264061725,1.298744576,8.005230196,-97.02516912,33.01230241,2.629405337,-0.088476402,0.099863533,2.628997485,-97.0489455,32.92275904,,,,
9.781756199,-1.754460375,1.796808729,9.774065886,-97.01529144,33.0417631,8.010523582,-1.261804064,1.296485826,8.004983576,-97.02521392,33.01229831,2.631251305,-0.08733995,0.098735086,2.630848357,-97.04896788,32.92278986,,,,
9.784742962,-1.753975905,1.796337198,9.777054719,-97.01530079,33.04181288,8.010206898,-1.259454204,1.294134616,8.004677073,-97.02526055,33.0122932,2.632944852,-0.086308599,0.09771108,2.632546356,-97.04898819,32.92281814,,,,
9.787856205,-1.753470548,1.79584533,9.780170121,-97.01531055,33.04186477,8.009835729,-1.257026059,1.291704886,8.004316423,-97.02530874,33.01228719,2.634504355,-0.085373039,0.096782283,2.634109896,-97.04900661,32.92284418,,,,
9.791087494,-1.752945608,1.795334389,9.783403654,-97.01532068,33.04191863,8.009415872,-1.254533547,1.289210579,8.003907365,-97.0253582,33.01228038,2.63594819,-0.08452396,0.095939465,2.635557394,-97.04902333,32.92286829,,,,
9.794428399,-1.752402384,1.79480564,9.78674688,-97.01533117,33.04197431,8.008953123,-1.251990584,1.286665635,8.003455634,-97.02540867,33.01227286,2.637294732,-0.083752051,0.095173395,2.636907267,-97.04903852,32.92289078,,,,
9.797870487,-1.751842179,1.794260348,9.790191362,-97.01534198,33.04203168,8.00845328,-1.249411085,1.284083996,8.002966967,-97.02545987,33.01226472,2.638562357,-0.083048003,0.094474844,2.638177929,-97.04905237,32.92291194,,,,
9.801405326,-1.751266292,1.793699776,9.793728662,-97.0153531,33.04209059,8.00792214,-1.246808968,1.281479603,8.002447102,-97.02551152,33.01225606,2.63976944,-0.082402505,0.09383458,2.639387797,-97.04906507,32.92293209,,,,
9.805024485,-1.750676026,1.79312519,9.797350344,-97.0153645,33.04215091,8.0073655,-1.244198148,1.278866397,8.001901775,-97.02556335,33.01224698,2.640934358,-0.081806248,0.093243373,2.640555286,-97.0490768,32.92295154,,,,
9.808719531,-1.750072682,1.792537855,9.801047968,-97.01537614,33.0422125,8.006789158,-1.241592543,1.27625832,8.001336723,-97.02561507,33.01223757,2.642075485,-0.081249921,0.092691993,2.641698812,-97.04908773,32.92297058,,,,
9.812482033,-1.74945756,1.791939034,9.804813098,-97.01538802,33.04227521,8.00619891,-1.239006067,1.273669312,8.000757683,-97.02566642,33.01222792,2.643211199,-0.080724213,0.09217121,2.642836792,-97.04909806,32.92298953,,,,
9.816303558,-1.748831962,1.791329993,9.808637297,-97.0154001,33.0423389,8.005600553,-1.236452638,1.271113315,8.000170391,-97.02571711,33.01221814,2.644359874,-0.080219816,0.091671792,2.64398764,-97.04910796,32.9230087,,,,
9.820175675,-1.748197189,1.790711996,9.812512127,-97.01541235,33.04240344,8.004999886,-1.233946171,1.26860427,7.999580585,-97.02576687,33.01220832,2.645539886,-0.079727418,0.091184509,2.645169774,-97.04911763,32.92302839,,,,
9.824089951,-1.747554542,1.790086308,9.81642915,-97.01542476,33.04246868,8.004402705,-1.231500583,1.266156119,7.998994001,-97.02581542,33.01219855,2.646769611,-0.07923771,0.090700132,2.646401608,-97.04912723,32.92304891,,,,
9.828037955,-1.746905322,1.789454193,9.820379929,-97.0154373,33.04253448,8.003814806,-1.229129789,1.263782802,7.998416376,-97.02586249,33.01218893,2.648067424,-0.078741381,0.090209428,2.647701559,-97.04913696,32.92307056,,,,
9.832011255,-1.746250831,1.788816916,9.824356026,-97.01544994,33.04260071,8.003241988,-1.226847708,1.26149826,7.997853447,-97.0259078,33.01217955,2.649451702,-0.078229121,0.089703169,2.649088043,-97.049147,32.92309365,,,,
9.836001419,-1.74559237,1.788175742,9.828349004,-97.01546265,33.04266721,8.002690048,-1.224668253,1.259316436,7.997310951,-97.02595107,33.01217051,2.65094082,-0.077691621,0.089172123,2.650579474,-97.04915754,32.92311849,,,,
9.84,-1.744931241,1.787531938,9.832350411,-97.01547542,33.04273386,8.002164784,-1.22260535,1.257251277,7.996794626,-97.02599202,33.01216192,2.652553153,-0.07711957,0.08860706,2.65219427,-97.04916874,32.92314539,,,,
9.844,-1.744268514,1.786886541,9.836353244,-97.01548822,33.04280052,8.001669241,-1.220669281,1.25531308,7.996307473,-97.02603046,33.0121538,2.654307078,-0.076503657,0.087998749,2.653950846,-97.04918081,32.92317464,,,,
9.848,-1.743604349,1.786239706,9.840356083,-97.01550105,33.04286719,8.001195472,-1.21885588,1.253497644,7.995841563,-97.02606647,33.01214604,2.656220963,-0.075834576,0.087337963,2.655867611,-97.04919391,32.92320657,,,,
9.852,-1.742938676,1.785591364,9.844358929,-97.01551391,33.04293386,8.000732781,-1.217157356,1.251797132,7.995386232,-97.02610019,33.01213846,2.658308739,-0.075105185,0.086617622,2.657958526,-97.0492082,32.92324139,,,,
9.856,-1.742271427,1.784941445,9.848361781,-97.0155268,33.04300053,8.00027047,-1.215565916,1.250203705,7.994930818,-97.02613179,33.01213087,2.660566481,-0.074317049,0.085839272,2.660219661,-97.04922363,32.92327905,,,,
9.86,-1.741602531,1.784289879,9.85236464,-97.01553972,33.0430672,7.999797842,-1.214073769,1.248709525,7.994464657,-97.02616143,33.01212311,2.662985816,-0.073473903,0.085006611,2.662642624,-97.04924015,32.92331941,,,,
9.864000001,-1.740931919,1.783636597,9.856367508,-97.01555267,33.04313387,7.999304199,-1.212673122,1.247306753,7.993977085,-97.02618925,33.01211499,2.665558365,-0.072579483,0.084123341,2.665219023,-97.04925766,32.92336232,,,,
9.868000002,-1.74025952,1.782981529,9.860370384,-97.01556567,33.04320054,7.998778846,-1.211356184,1.245987552,7.99345744,-97.02621541,33.01210633,2.668275754,-0.071637524,0.083193161,2.667940467,-97.04927611,32.92340765,,,,
9.872000003,-1.739585267,1.782324606,9.864373267,-97.01557869,33.04326721,7.998211083,-1.210115163,1.244744084,7.992895058,-97.02624007,33.01209697,2.671129609,-0.070651763,0.082219769,2.670798564,-97.04929542,32.92345525,,,,
9.876000004,-1.738909088,1.781665757,9.868376159,-97.01559176,33.04333388,7.997590215,-1.208942268,1.243568511,7.992279275,-97.02626338,33.01208671,2.674111552,-0.069625934,0.081206864,2.673784921,-97.0493155,32.92350499,,,,
9.880000005,-1.738230914,1.781004914,9.87237906,-97.01560487,33.04340055,7.996905544,-1.207829706,1.242452994,7.991599429,-97.02628551,33.01207539,2.677213207,-0.068563775,0.080158148,2.676891148,-97.0493363,32.92355672,,,,
9.884000006,-1.737550676,1.780342006,9.876381969,-97.01561801,33.04346722,7.996146372,-1.206769687,1.241389696,7.990844855,-97.02630659,33.01206282,2.6804262,-0.067469019,0.079077318,2.680108853,-97.04935774,32.92361032,,,,
9.888000007,-1.736868304,1.779676965,9.880384888,-97.0156312,33.04353389,7.995302003,-1.205754417,1.240370779,7.990004891,-97.0263268,33.01204883,2.683742155,-0.066345404,0.077968075,2.683429642,-97.04937974,32.92366563,,,,
9.892000008,-1.736183728,1.779009719,9.884387817,-97.01564444,33.04360056,7.994361739,-1.204776105,1.239388404,7.989068873,-97.02634628,33.01203324,2.687152695,-0.065196665,0.076834118,2.686845126,-97.04940223,32.92372251,,,,
9.896000009,-1.735496879,1.778340201,9.888390755,-97.01565771,33.04366723,7.993314884,-1.203826959,1.238434733,7.988026139,-97.0263652,33.01201587,2.690649445,-0.064026538,0.075679146,2.690346911,-97.04942513,32.92378084,,,,
9.90000001,-1.734807688,1.77766834,9.892393703,-97.01567104,33.0437339,7.992150739,-1.202899188,1.237501929,7.986866023,-97.0263837,33.01199655,2.69422403,-0.062838758,0.074506859,2.693926606,-97.04944838,32.92384046,,,,
9.90400001,-1.734116083,1.776994066,9.896396662,-97.01568441,33.04380057,7.990858608,-1.201984999,1.236582153,7.985577864,-97.02640194,33.0119751,2.697868073,-0.061637062,0.073320956,2.69757582,-97.0494719,32.92390124,,,,
9.908000011,-1.733421997,1.77631731,9.900399631,-97.01569783,33.04386724,7.989427794,-1.201076602,1.235667567,7.984150997,-97.02642008,33.01195133,2.701573199,-0.060425184,0.072125137,2.701286159,-97.04949561,32.92396303,,,,
9.912000012,-1.732725359,1.775638002,9.904402612,-97.0157113,33.04393391,7.987847599,-1.200166203,1.234750333,7.98257476,-97.02643827,33.01192508,2.705331032,-0.059206861,0.070923101,2.705049234,-97.04951945,32.92402571,,,,
9.916000013,-1.732026099,1.774956073,9.908405604,-97.01572483,33.04400059,7.986107326,-1.199246012,1.233822613,7.980838489,-97.02645666,33.01189616,2.709133196,-0.057985829,0.069718547,2.708856651,-97.04954334,32.92408912,,,,
9.92,-1.731324151,1.774271456,9.912408593,-97.01573841,33.04406726,7.984196286,-1.198308239,1.232876572,7.978931528,-97.02647543,33.0118644,2.712971317,-0.056765822,0.068515175,2.712700019,-97.04956721,32.92415314,,,,
9.924,-1.730619444,1.77358408,9.916411608,-97.01575204,33.04413393,7.982106985,-1.197346639,1.231905933,7.976846411,-97.02649468,33.01182967,2.716837017,-0.055550578,0.067316684,2.716570946,-97.04959098,32.92421761,,,,
9.928,-1.729911935,1.772893901,9.920414635,-97.01576573,33.0442006,7.979844822,-1.196361187,1.230910693,7.974588537,-97.02651441,33.01179206,2.720721908,-0.054343835,0.066126778,2.720461027,-97.04961458,32.9242824,,,,
9.932,-1.729201581,1.772200877,9.924417674,-97.01577947,33.04426727,7.977418408,-1.195353406,1.229892412,7.97216651,-97.02653461,33.01175172,2.724618946,-0.05314863,0.064948463,2.724363205,-97.04963794,32.92434739,,,,
9.936,-1.72848834,1.771504967,9.928420725,-97.01579327,33.04433395,7.974836353,-1.194324821,1.228852654,7.969588935,-97.02655523,33.01170879,2.728526271,-0.051965247,0.063782013,2.728275619,-97.04966108,32.92441255,,,,
9.94,-1.72777217,1.770806128,9.932423789,-97.01580713,33.04440062,7.972107267,-1.193276954,1.227792977,7.966864413,-97.02657625,33.01166342,2.732443342,-0.050793274,0.062627016,2.732197729,-97.04968398,32.92447788,,,,
9.944000001,-1.727053028,1.770104317,9.936426867,-97.01582105,33.04446729,7.969239761,-1.192211331,1.226714945,7.964001549,-97.02659763,33.01161573,2.736369617,-0.049632298,0.061483055,2.736128995,-97.04970667,32.92454336,,,,
9.948000002,-1.726330873,1.769399493,9.940429958,-97.01583503,33.04453397,7.966242445,-1.191129474,1.225620116,7.961008947,-97.02661934,33.01156589,2.740304555,-0.048481907,0.060349718,2.740068879,-97.04972915,32.92460898,,,,
9.952000003,-1.725605663,1.768691613,9.944433063,-97.01584907,33.04460064,7.96312393,-1.190032908,1.224510054,7.95789521,-97.02664135,33.01151403,2.744247615,-0.047341691,0.059226589,2.74401684,-97.04975142,32.92467473,,,,
9.956000004,-1.724877355,1.767980636,9.94843618,-97.01586317,33.04466731,7.959892826,-1.188923156,1.223386319,7.954668942,-97.02666364,33.01146029,2.748198256,-0.046211236,0.058113255,2.74797234,-97.0497735,32.92474061,,,,
9.960000005,-1.724145907,1.767266519,9.952439312,-97.01587733,33.04473399,7.956557743,-1.187801743,1.222250473,7.951338748,-97.02668617,33.01140483,2.752155935,-0.045090131,0.057009301,2.751934837,-97.04979539,32.92480661,,,,
9.964000006,-1.723411278,1.766549221,9.956442457,-97.01589155,33.04480066,7.953127292,-1.186670193,1.221104076,7.94791323,-97.0267089,33.01134778,2.756120111,-0.043977964,0.055914314,2.755903793,-97.04981711,32.92487271,,,,
9.968000007,-1.722673425,1.765828699,9.960445616,-97.01590584,33.04486733,7.949610084,-1.185530029,1.219948689,7.944400992,-97.02673181,33.01128928,2.760090243,-0.042874323,0.054827878,2.759878668,-97.04983866,32.92493892,,,,
9.972000008,-1.721932306,1.76510491,9.964448789,-97.0159202,33.04493401,7.946014728,-1.184382775,1.218785874,7.940810639,-97.02675488,33.01122948,2.76406579,-0.041778797,0.05374958,2.763858922,-97.04986004,32.92500521,,,,
9.976000009,-1.721187878,1.764377814,9.968451977,-97.01593462,33.04500068,7.942349836,-1.183229954,1.217617192,7.937150774,-97.02677805,33.01116852,2.768046209,-0.040690972,0.052679005,2.767844015,-97.04988127,32.92507158,,,,
9.98000001,-1.720440101,1.763647368,9.972455179,-97.0159491,33.04506736,7.938624017,-1.182073092,1.216444204,7.93343,-97.02680132,33.01110655,2.772030959,-0.039610438,0.051615739,2.771833408,-97.04990236,32.92513803,,,,
9.98400001,-1.719688931,1.762913529,9.976458396,-97.01596366,33.04513403,7.934845882,-1.180913712,1.215268472,7.929656922,-97.02682463,33.01104371,2.7760195,-0.038536783,0.050559368,2.775826561,-97.04992331,32.92520453,,,,
9.988000011,-1.718934327,1.762176256,9.980461627,-97.01597828,33.04520071,7.931024041,-1.179753338,1.214091556,7.925840143,-97.02684797,33.01098014,2.780011289,-0.037469594,0.049509478,2.779822935,-97.04994413,32.9252711,,,,
9.992000012,-1.718176246,1.761435506,9.984464874,-97.01599297,33.04526738,7.927167106,-1.178593493,1.212915017,7.921988267,-97.02687131,33.01091598,2.784005786,-0.03640846,0.048465654,2.78382199,-97.04996483,32.9253377,,,,
9.996000013,-1.717414646,1.760691237,9.988468136,-97.01600773,33.04533406,7.923283685,-1.177435701,1.211740418,7.918109898,-97.0268946,33.01085139,2.788002448,-0.035352969,0.047427482,2.787823186,-97.04998542,32.92540434,,,,
10,-1.716649489,1.759943411,9.992471399,-97.01602256,33.04540074,7.919382405,-1.176281491,1.210569322,7.914213652,-97.02691783,33.0107865,2.792000734,-0.034302708,0.046394548,2.791825983,-97.05000591,32.92547101,,,,
10.004,-1.715880728,1.759191981,9.996474691,-97.01603746,33.04546741,7.915470489,-1.175132111,1.20940301,7.910306752,-97.02694096,33.01072142,2.796000104,-0.033257266,0.045366437,2.795829843,-97.0500263,32.9255377,,,,
10.008,-1.715108336,1.758436921,10.000478,-97.01605244,33.04553409,7.911549773,-1.17398775,1.208241679,7.906391028,-97.02696399,33.01065621,2.8,-0.032216235,0.044342739,2.799834211,-97.0500466,32.92560439,,,,
10.012,-1.714332285,1.757678201,10.00448132,-97.01606749,33.04560077,7.907620719,-1.172848327,1.207085251,7.902466946,-97.02698692,33.01059085,2.803999344,-0.031179398,0.043323233,2.803838007,-97.05006682,32.92567108,,,,
10.016,-1.713552546,1.756915794,10.00848466,-97.01608261,33.04566744,7.903683791,-1.171713761,1.205933644,7.898534969,-97.02700976,33.01052536,2.807994748,-0.030147358,0.042308507,2.807837844,-97.05008694,32.9257377,,,,
10.02,-1.712769092,1.756149671,10.01248802,-97.0160978,33.04573412,7.899739452,-1.17058397,1.204786781,7.89459556,-97.02703251,33.01045975,2.811982274,-0.029120915,0.041299344,2.811829778,-97.05010696,32.92580418,,,,
10.024,-1.711981893,1.755379804,10.01649139,-97.01611307,33.0458008,7.895788164,-1.169458872,1.203644581,7.890649182,-97.02705516,33.01039402,2.815957982,-0.028100873,0.04029653,2.815809867,-97.05012684,32.92587047,,,,
