Longitude,Latitude
-94.701478,39.306873
-94.71849379,39.24927089
-94.71849379,39.24927089
-94.71849773,39.24925754
-94.71850166,39.24924418
-94.71850557,39.24923083
-94.71850947,39.24921747
-94.71851336,39.24920411
-94.71851724,39.24919075
-94.71852111,39.24917739
-94.71852496,39.24916402
-94.7185288,39.24915065
-94.71853263,39.24913729
-94.71853645,39.24912391
-94.71854026,39.24911054
-94.71854405,39.24909716
-94.71854783,39.24908379
-94.7185516,39.24907041
-94.71855536,39.24905703
-94.71855911,39.24904364
-94.71856284,39.24903026
-94.71856656,39.24901687
-94.71857028,39.24900348
-94.71857397,39.24899009
-94.71857766,39.24897669
-94.71858134,39.2489633
-94.718585,39.2489499
-94.71858865,39.2489365
-94.71859229,39.2489231
-94.71859591,39.2489097
-94.71859953,39.24889629
-94.71860313,39.24888288
-94.71860672,39.24886948
-94.7186103,39.24885606
-94.71861387,39.24884265
-94.71861742,39.24882924
-94.71862096,39.24881582
-94.7186245,39.2488024
-94.71862801,39.24878898
-94.71863152,39.24877556
-94.71863502,39.24876213
-94.7186385,39.24874871
-94.71864197,39.24873528
-94.71864543,39.24872185
-94.71864887,39.24870842
-94.71865231,39.24869499
-94.71865573,39.24868155
-94.71865914,39.24866811
-94.71866254,39.24865467
-94.71866593,39.24864123
-94.7186693,39.24862779
-94.71867267,39.24861435
-94.71867602,39.2486009
-94.71867935,39.24858745
-94.71868268,39.248574
-94.718686,39.24856055
-94.7186893,39.2485471
-94.71869259,39.24853364
-94.71869587,39.24852018
-94.71869913,39.24850673
-94.71870239,39.24849327
-94.71870563,39.2484798
-94.71870886,39.24846634
-94.71871208,39.24845287
-94.71871529,39.24843941
-94.71871848,39.24842594
-94.71872166,39.24841247
-94.71872483,39.24839899
-94.71872799,39.24838552
-94.71873114,39.24837204
-94.71873427,39.24835857
-94.71873739,39.24834509
-94.7187405,39.24833161
-94.7187436,39.24831812
-94.71874669,39.24830464
-94.71874976,39.24829115
-94.71875282,39.24827767
-94.71875587,39.24826418
-94.71875891,39.24825069
-94.71876193,39.24823719
-94.71876495,39.2482237
-94.71876795,39.2482102
-94.71877094,39.24819671
-94.71877392,39.24818321
-94.71877688,39.24816971
-94.71877983,39.24815621
-94.71878277,39.2481427
-94.7187857,39.2481292
-94.71878862,39.24811569
-94.71879153,39.24810218
-94.71879442,39.24808867
-94.7187973,39.24807516
-94.71880017,39.24806165
-94.71880302,39.24804813
-94.71880587,39.24803462
-94.7188087,39.2480211
-94.71881152,39.24800758
-94.71881433,39.24799406
-94.71881713,39.24798054
-94.71881991,39.24796702
-94.71882268,39.24795349
-94.71882544,39.24793997
-94.71882819,39.24792644
