Longitude,Latitude
-94.708997,39.281455
-94.66954241,39.41506575
-94.66954241,39.41506575
-94.66954172,39.41506808
-94.66954103,39.41507041
-94.66954034,39.41507274
-94.66953965,39.41507508
-94.66953896,39.41507741
-94.66953827,39.41507974
-94.66953758,39.41508207
-94.66953688,39.4150844
-94.66953619,39.41508673
-94.6695355,39.41508906
-94.6695348,39.41509139
-94.66953411,39.41509373
-94.66953341,39.41509606
-94.66953272,39.41509839
-94.66953202,39.41510072
-94.66953132,39.41510305
-94.66953063,39.41510538
-94.66952993,39.41510771
-94.66952923,39.41511004
-94.66952853,39.41511237
-94.66952783,39.4151147
-94.66952713,39.41511703
-94.66952643,39.41511936
-94.66952573,39.41512169
-94.66952503,39.41512402
-94.66952433,39.41512635
-94.66952362,39.41512868
-94.66952292,39.41513101
-94.66952222,39.41513334
-94.66952151,39.41513566
-94.66952081,39.41513799
-94.6695201,39.41514032
-94.6695194,39.41514265
-94.66951869,39.41514498
-94.66951799,39.41514731
-94.66951728,39.41514964
-94.66951657,39.41515197
-94.66951586,39.41515429
-94.66951515,39.41515662
-94.66951444,39.41515895
-94.66951373,39.41516128
-94.66951302,39.41516361
-94.66951231,39.41516594
-94.6695116,39.41516826
-94.66951089,39.41517059
-94.66951018,39.41517292
-94.66950946,39.41517525
-94.66950875,39.41517757
-94.66950804,39.4151799
-94.66950732,39.41518223
-94.66950661,39.41518456
-94.66950589,39.41518688
-94.66950517,39.41518921
-94.66950446,39.41519154
-94.66950374,39.41519386
-94.66950302,39.41519619
-94.6695023,39.41519852
-94.66950159,39.41520084
-94.66950087,39.41520317
-94.66950015,39.4152055
-94.66949943,39.41520782
-94.6694987,39.41521015
-94.66949798,39.41521247
-94.66949726,39.4152148
-94.66949654,39.41521713
-94.66949582,39.41521945
-94.66949509,39.41522178
-94.66949437,39.4152241
-94.66949364,39.41522643
-94.66949292,39.41522875
-94.66949219,39.41523108
-94.66949147,39.4152334
-94.66949074,39.41523573
-94.66949001,39.41523805
-94.66948929,39.41524038
-94.66948856,39.4152427
-94.66948783,39.41524503
-94.6694871,39.41524735
-94.66948637,39.41524968
-94.66948564,39.415252
-94.66948491,39.41525432
-94.66948418,39.41525665
-94.66948344,39.41525897
-94.66948271,39.4152613
-94.66948198,39.41526362
-94.66948125,39.41526594
-94.66948051,39.41526827
-94.66947978,39.41527059
-94.66947904,39.41527292
-94.66947831,39.41527524
-94.66947757,39.41527756
-94.66947683,39.41527988
-94.6694761,39.41528221
-94.66947536,39.41528453
-94.66947462,39.41528685
-94.66947388,39.41528918
-94.66947314,39.4152915
-94.6694724,39.41529382
-94.66947166,39.41529614
-94.66947092,39.41529847
-94.66947018,39.41530079
-94.66946944,39.41530311
-94.6694687,39.41530543
-94.66946795,39.41530775
-94.66946721,39.41531008
-94.66946647,39.4153124
-94.66946572,39.41531472
-94.66946498,39.41531704
-94.66946423,39.41531936
-94.66946348,39.41532168
-94.66946274,39.41532401
-94.66946199,39.41532633
-94.66946124,39.41532865
-94.6694605,39.41533097
-94.66945975,39.41533329
-94.669459,39.41533561
-94.66945825,39.41533793
-94.6694575,39.41534025
-94.66945675,39.41534257
-94.669456,39.41534489
-94.66945524,39.41534721
-94.66945449,39.41534953
-94.66945374,39.41535185
-94.66945298,39.41535417
-94.66945223,39.41535649
-94.66945148,39.41535881
-94.66945072,39.41536113
-94.66944997,39.41536345
-94.66944921,39.41536577
-94.66944845,39.41536809
-94.6694477,39.41537041
-94.66944694,39.41537273
-94.66944618,39.41537505
-94.66944542,39.41537737
-94.66944466,39.41537968
-94.6694439,39.415382
-94.66944314,39.41538432
-94.66944238,39.41538664
-94.66944162,39.41538896
-94.66944086,39.41539128
-94.6694401,39.4153936
-94.66943933,39.41539591
-94.66943857,39.41539823
-94.66943781,39.41540055
-94.66943704,39.41540287
-94.66943628,39.41540518
-94.66943551,39.4154075
-94.66943475,39.41540982
-94.66943398,39.41541214
-94.66943321,39.41541445
-94.66943245,39.41541677
-94.66943168,39.41541909
-94.66943091,39.41542141
