Longitude,Latitude
-97.0546,32.9158
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8658
-97.0549,32.8657
-97.0549,32.8657
-97.0549,32.8657
-97.0549,32.8657
-97.0549,32.8657
-97.0549,32.8657
-97.0549,32.8656
-97.0549,32.8656
-97.0549,32.8656
-97.0549,32.8656
-97.0549,32.8656
-97.0549,32.8656
-97.0549,32.8655
-97.0549,32.8655
-97.0549,32.8655
-97.0549,32.8655
-97.0549,32.8655
-97.0549,32.8655
-97.0549,32.8654
-97.0549,32.8654
-97.0549,32.8654
-97.0549,32.8654
-97.0549,32.8654
-97.0549,32.8654
-97.0549,32.8653
-97.0549,32.8653
-97.0549,32.8653
-97.0549,32.8653
-97.0549,32.8653
-97.0549,32.8653
-97.0549,32.8652
-97.0549,32.8652
-97.0549,32.8652
-97.0549,32.8652
-97.0549,32.8652
-97.0549,32.8652
-97.0549,32.8651
-97.0549,32.8651
-97.0549,32.8651
-97.0549,32.8651
-97.0549,32.8651
-97.0549,32.8651
-97.0549,32.865
-97.0549,32.865
-97.0549,32.865
-97.0549,32.865
-97.0549,32.865
-97.0549,32.865
-97.0549,32.8649
-97.0549,32.8649
-97.0549,32.8649
-97.0549,32.8649
-97.0549,32.8649
-97.0549,32.8649
-97.0549,32.8648
-97.0549,32.8648
-97.0549,32.8648
-97.0549,32.8648
-97.0549,32.8648
-97.0549,32.8648
-97.0549,32.8647
-97.0549,32.8647
-97.0549,32.8647
-97.0549,32.8647
-97.0549,32.8647
-97.0549,32.8647
-97.0549,32.8647
-97.0549,32.8646
-97.0549,32.8646
-97.0549,32.8646
-97.0549,32.8646
-97.0549,32.8646
-97.0549,32.8646
-97.0549,32.8645
-97.0549,32.8645
-97.0549,32.8645
-97.0549,32.8645
-97.0549,32.8645
-97.0549,32.8645
-97.0548,32.8644
-97.0548,32.8644
-97.0548,32.8644
-97.0548,32.8644
-97.0548,32.8644
-97.0548,32.8644
-97.0548,32.8643
-97.0548,32.8643
-97.0548,32.8643
-97.0548,32.8643
-97.0548,32.8643
-97.0548,32.8643
-97.0548,32.8642
-97.0548,32.8642
-97.0548,32.8642
-97.0548,32.8642
-97.0548,32.8642
-97.0548,32.8642
-97.0548,32.8641
-97.0548,32.8641
-97.0548,32.8641
-97.0548,32.8641
-97.0548,32.8641
-97.0548,32.8641
-97.0548,32.864
-97.0548,32.864
-97.0548,32.864
-97.0548,32.864
-97.0548,32.864
-97.0548,32.864
-97.0548,32.8639
-97.0548,32.8639
-97.0548,32.8639
-97.0548,32.8639
-97.0548,32.8639
-97.0548,32.8639
-97.0548,32.8638
-97.0548,32.8638
-97.0548,32.8638
