X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,45.17,45.255,45.326,45.484,45.654,45.816,46.036,46.251,46.396,43.817
-5.92,-6,45.265,45.349,45.42,45.576,45.745,45.905,46.125,46.339,46.483,43.787
-5.84,-6,45.36,45.443,45.513,45.668,45.836,45.995,46.214,46.427,46.57,43.755
-5.76,-6,45.455,45.538,45.606,45.761,45.927,46.085,46.303,46.515,46.658,43.723
-5.68,-6,45.55,45.632,45.7,45.853,46.018,46.175,46.392,46.603,46.745,43.689
-5.6,-6,45.645,45.727,45.794,45.946,46.109,46.266,46.481,46.691,46.833,43.656
-5.52,-6,45.741,45.822,45.888,46.039,46.201,46.356,46.571,46.78,46.921,43.621
-5.44,-6,45.837,45.917,45.982,46.132,46.292,46.446,46.66,46.868,47.009,43.586
-5.36,-6,45.933,46.012,46.077,46.225,46.384,46.537,46.75,46.956,47.097,43.55
-5.28,-6,46.029,46.108,46.171,46.319,46.476,46.628,46.839,47.045,47.184,43.513
-5.2,-6,46.125,46.204,46.266,46.412,46.568,46.718,46.929,47.134,47.272,43.476
-5.12,-6,46.222,46.299,46.361,46.506,46.659,46.809,47.019,47.222,47.36,43.439
-5.04,-6,46.318,46.395,46.456,46.6,46.751,46.9,47.108,47.311,47.448,43.4
-4.96,-6,46.415,46.491,46.551,46.693,46.843,46.991,47.198,47.399,47.536,43.362
-4.88,-6,46.512,46.588,46.646,46.787,46.936,47.082,47.288,47.488,47.624,43.323
-4.8,-6,46.609,46.684,46.741,46.881,47.028,47.172,47.377,47.576,47.711,43.283
-4.72,-6,46.706,46.78,46.837,46.975,47.12,47.263,47.467,47.664,47.799,43.244
-4.64,-6,46.803,46.877,46.932,47.069,47.212,47.354,47.556,47.753,47.886,43.204
-4.56,-6,46.901,46.973,47.027,47.163,47.304,47.445,47.646,47.841,47.974,43.163
-4.48,-6,46.998,47.069,47.123,47.257,47.396,47.535,47.735,47.929,48.061,43.123
-4.4,-6,47.095,47.166,47.218,47.351,47.488,47.626,47.824,48.017,48.148,43.082
-4.32,-6,47.193,47.262,47.313,47.444,47.58,47.716,47.913,48.104,48.235,43.041
-4.24,-6,47.29,47.359,47.409,47.538,47.671,47.806,48.002,48.192,48.321,43
-4.16,-6,47.387,47.455,47.504,47.632,47.763,47.897,48.091,48.279,48.408,42.958
-4.08,-6,47.485,47.552,47.599,47.726,47.854,47.986,48.179,48.366,48.494,42.917
-4,-6,47.582,47.648,47.694,47.819,47.946,48.076,48.268,48.453,48.579,42.876
-3.92,-6,47.679,47.744,47.789,47.912,48.037,48.166,48.356,48.539,48.665,42.834
-3.84,-6,47.776,47.84,47.884,48.006,48.128,48.255,48.443,48.625,48.75,42.793
-3.76,-6,47.873,47.936,47.979,48.099,48.218,48.344,48.531,48.711,48.835,42.751
-3.68,-6,47.97,48.032,48.073,48.191,48.309,48.433,48.618,48.797,48.92,42.71
-3.6,-6,48.067,48.128,48.168,48.284,48.399,48.521,48.705,48.882,49.004,42.669
-3.52,-6,48.163,48.224,48.262,48.376,48.489,48.609,48.791,48.967,49.087,42.628
-3.44,-6,48.26,48.319,48.356,48.468,48.579,48.697,48.877,49.051,49.171,42.587
-3.36,-6,48.356,48.414,48.449,48.56,48.668,48.785,48.963,49.135,49.253,42.546
-3.28,-6,48.452,48.509,48.543,48.652,48.757,48.872,49.048,49.218,49.336,42.506
-3.2,-6,48.547,48.603,48.636,48.743,48.845,48.958,49.133,49.301,49.417,42.468
-3.12,-6,48.643,48.698,48.728,48.834,48.933,49.044,49.217,49.383,49.499,42.441
-3.04,-6,48.738,48.792,48.821,48.924,49.021,49.13,49.301,49.465,49.579,42.413
-2.96,-6,48.832,48.885,48.913,49.014,49.108,49.216,49.384,49.547,49.659,42.384
-2.88,-6,48.927,48.979,49.005,49.104,49.195,49.3,49.467,49.627,49.739,42.354
-2.8,-6,49.021,49.072,49.096,49.193,49.282,49.385,49.549,49.707,49.817,42.323
-2.72,-6,49.115,49.164,49.187,49.282,49.367,49.468,49.631,49.787,49.896,42.291
-2.64,-6,49.208,49.256,49.277,49.37,49.453,49.551,49.712,49.866,49.973,42.259
-2.56,-6,49.301,49.348,49.367,49.458,49.538,49.634,49.792,49.944,50.05,42.225
-2.48,-6,49.393,49.439,49.457,49.546,49.622,49.716,49.872,50.021,50.126,42.191
-2.4,-6,49.485,49.53,49.546,49.632,49.705,49.797,49.951,50.098,50.201,42.156
-2.32,-6,49.577,49.62,49.634,49.719,49.788,49.878,50.029,50.174,50.275,42.12
-2.24,-6,49.668,49.71,49.722,49.804,49.871,49.958,50.107,50.249,50.349,42.084
-2.16,-6,49.758,49.799,49.809,49.889,49.952,50.037,50.184,50.323,50.422,42.047
-2.08,-6,49.848,49.888,49.896,49.974,50.033,50.115,50.26,50.397,50.494,42.01
-2,-6,49.937,49.976,49.982,50.057,50.114,50.193,50.335,50.469,50.565,41.971
-1.92,-6,50.026,50.063,50.067,50.14,50.193,50.27,50.409,50.541,50.635,41.933
-1.84,-6,50.113,50.15,50.152,50.223,50.272,50.346,50.483,50.612,50.704,41.893
-1.76,-6,50.201,50.236,50.236,50.304,50.35,50.422,50.556,50.682,50.773,41.864
-1.68,-6,50.287,50.321,50.319,50.385,50.428,50.497,50.627,50.751,50.84,41.835
-1.6,-6,50.373,50.406,50.402,50.465,50.504,50.57,50.698,50.819,50.907,41.804
-1.52,-6,50.458,50.49,50.483,50.545,50.58,50.643,50.769,50.887,50.972,41.773
-1.44,-6,50.543,50.573,50.564,50.623,50.655,50.715,50.838,50.953,51.037,41.734
-1.36,-6,50.627,50.655,50.644,50.701,50.729,50.787,50.906,51.018,51.1,41.689
-1.28,-6,50.709,50.737,50.724,50.778,50.802,50.857,50.973,51.083,51.163,41.642
-1.2,-6,50.791,50.818,50.802,50.854,50.874,50.926,51.04,51.146,51.224,41.594
-1.12,-6,50.873,50.898,50.88,50.93,50.945,50.995,51.105,51.208,51.284,41.545
-1.04,-6,50.953,50.977,50.957,51.004,51.016,51.062,51.169,51.27,51.344,41.494
-0.96,-6,51.033,51.055,51.033,51.078,51.085,51.129,51.233,51.33,51.402,41.442
-0.88,-6,51.111,51.132,51.108,51.15,51.154,51.194,51.295,51.389,51.459,41.389
-0.8,-6,51.189,51.209,51.182,51.222,51.222,51.259,51.356,51.447,51.516,41.334
-0.72,-6,51.266,51.284,51.255,51.293,51.288,51.323,51.417,51.504,51.571,41.277
-0.64,-6,51.342,51.359,51.327,51.362,51.354,51.385,51.476,51.56,51.625,41.219
-0.56,-6,51.417,51.433,51.398,51.431,51.419,51.447,51.534,51.615,51.678,41.159
-0.48,-6,51.491,51.506,51.469,51.499,51.483,51.508,51.591,51.669,51.729,41.097
-0.4,-6,51.564,51.577,51.538,51.566,51.546,51.567,51.647,51.722,51.78,41.033
-0.32,-6,51.636,51.648,51.606,51.632,51.607,51.626,51.702,51.773,51.83,40.967
-0.24,-6,51.707,51.718,51.673,51.697,51.668,51.684,51.756,51.824,51.878,40.899
-0.16,-6,51.777,51.787,51.74,51.761,51.728,51.74,51.809,51.873,51.926,40.829
-0.08,-6,51.846,51.855,51.805,51.824,51.787,51.796,51.861,51.922,51.972,40.756
0,-6,51.914,51.922,51.869,51.886,51.844,51.85,51.912,51.969,52.017,40.681
0.08,-6,51.818,51.819,51.755,51.761,51.701,51.713,51.761,51.804,51.843,40.615
0.16,-6,51.842,51.841,51.772,51.77,51.7,51.711,51.751,51.786,51.819,40.55
0.24,-6,51.883,51.879,51.805,51.799,51.721,51.73,51.763,51.792,51.822,40.628
0.32,-6,51.93,51.925,51.847,51.838,51.752,51.758,51.761,51.811,51.841,40.558
0.4,-6,51.982,51.974,51.893,51.88,51.788,51.79,51.768,51.838,51.866,40.486
0.48,-6,52.035,52.026,51.941,51.924,51.827,51.825,51.795,51.866,51.893,40.412
0.56,-6,52.096,52.081,51.99,51.971,51.867,51.862,51.826,51.871,51.924,40.336
0.64,-6,52.16,52.144,52.048,52.017,51.909,51.899,51.859,51.879,51.955,40.259
0.72,-6,52.224,52.207,52.107,52.074,51.95,51.937,51.891,51.905,51.962,40.18
0.8,-6,52.288,52.269,52.166,52.13,52,51.973,51.924,51.932,51.969,40.1
0.88,-6,52.353,52.331,52.224,52.185,52.051,52.016,51.956,51.96,51.989,40.018
0.96,-6,52.418,52.394,52.283,52.24,52.1,52.06,51.991,51.987,52.013,39.936
1.04,-6,52.485,52.458,52.341,52.295,52.148,52.104,52.03,52.015,52.038,39.852
1.12,-6,52.551,52.523,52.403,52.349,52.196,52.146,52.067,52.047,52.062,39.767
1.2,-6,52.589,52.587,52.463,52.406,52.244,52.189,52.103,52.078,52.09,39.681
1.28,-6,52.614,52.61,52.523,52.463,52.292,52.231,52.139,52.108,52.117,39.594
1.36,-6,52.655,52.638,52.537,52.519,52.342,52.274,52.174,52.138,52.144,39.506
1.44,-6,52.708,52.683,52.562,52.551,52.392,52.317,52.209,52.167,52.17,39.418
1.52,-6,52.76,52.734,52.607,52.571,52.44,52.36,52.244,52.195,52.194,39.328
1.6,-6,52.812,52.784,52.654,52.602,52.483,52.401,52.277,52.222,52.218,39.237
1.68,-6,52.867,52.841,52.701,52.646,52.521,52.434,52.305,52.245,52.239,39.145
1.76,-6,52.927,52.901,52.747,52.69,52.558,52.467,52.332,52.268,52.259,39.053
1.84,-6,52.988,52.962,52.792,52.733,52.595,52.499,52.359,52.29,52.278,38.96
1.92,-6,53.049,53.022,52.838,52.775,52.631,52.531,52.386,52.311,52.297,38.866
2,-6,53.11,53.083,52.883,52.818,52.668,52.562,52.412,52.332,52.315,38.771
2.08,-6,53.171,53.144,52.932,52.861,52.705,52.593,52.438,52.353,52.333,38.676
2.16,-6,53.233,53.206,52.987,52.905,52.742,52.625,52.463,52.373,52.35,38.579
2.24,-6,53.295,53.268,53.042,52.958,52.779,52.656,52.489,52.393,52.367,38.483
2.32,-6,53.357,53.33,53.097,53.012,52.816,52.687,52.514,52.413,52.384,38.385
2.4,-6,53.42,53.392,53.153,53.067,52.854,52.719,52.54,52.433,52.401,38.288
2.48,-6,53.478,53.455,53.21,53.122,52.892,52.75,52.566,52.453,52.418,38.189
2.56,-6,53.53,53.513,53.267,53.179,52.93,52.782,52.593,52.474,52.435,38.09
2.64,-6,53.583,53.564,53.325,53.236,52.969,52.815,52.619,52.494,52.453,37.991
2.72,-6,53.637,53.615,53.384,53.294,53.008,52.848,52.647,52.516,52.471,37.891
2.8,-6,53.69,53.667,53.443,53.352,53.057,52.882,52.674,52.538,52.489,37.791
2.88,-6,53.745,53.719,53.501,53.412,53.107,52.916,52.703,52.56,52.508,37.69
