X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,40.064,40.199,40.38,34.364
-5.92,-6,40.182,40.316,40.496,34.402
-5.84,-6,40.301,40.433,40.612,34.441
-5.76,-6,40.419,40.551,40.728,34.48
-5.68,-6,40.538,40.668,40.844,34.519
-5.6,-6,40.657,40.786,40.961,34.558
-5.52,-6,40.776,40.904,41.077,34.598
-5.44,-6,40.896,41.022,41.194,34.638
-5.36,-6,41.015,41.141,41.311,34.678
-5.28,-6,41.135,41.259,41.428,34.719
-5.2,-6,41.255,41.378,41.546,34.76
-5.12,-6,41.376,41.497,41.663,34.801
-5.04,-6,41.496,41.616,41.781,34.842
-4.96,-6,41.616,41.735,41.898,34.884
-4.88,-6,41.737,41.854,42.016,34.925
-4.8,-6,41.858,41.974,42.134,34.967
-4.72,-6,41.979,42.093,42.251,35.008
-4.64,-6,42.1,42.213,42.369,35.049
-4.56,-6,42.221,42.332,42.487,35.09
-4.48,-6,42.342,42.452,42.605,35.13
-4.4,-6,42.463,42.571,42.723,35.17
-4.32,-6,42.584,42.691,42.84,35.21
-4.24,-6,42.705,42.81,42.958,35.249
-4.16,-6,42.826,42.93,43.075,35.287
-4.08,-6,42.948,43.049,43.193,35.328
-4,-6,43.069,43.168,43.31,35.423
-3.92,-6,43.19,43.287,43.427,35.546
-3.84,-6,43.31,43.407,43.544,35.571
-3.76,-6,43.431,43.525,43.661,35.594
-3.68,-6,43.552,43.644,43.777,35.616
-3.6,-6,43.672,43.763,43.894,35.637
-3.52,-6,43.793,43.881,44.01,35.657
-3.44,-6,43.913,43.999,44.125,35.676
-3.36,-6,44.032,44.117,44.241,35.694
-3.28,-6,44.152,44.234,44.356,35.711
-3.2,-6,44.272,44.352,44.471,35.727
-3.12,-6,44.391,44.469,44.585,35.741
-3.04,-6,44.51,44.585,44.699,35.755
-2.96,-6,44.628,44.702,44.813,35.767
-2.88,-6,44.746,44.818,44.926,35.772
-2.8,-6,44.864,44.933,45.039,35.765
-2.72,-6,44.981,45.048,45.151,35.756
-2.64,-6,45.099,45.163,45.263,35.745
-2.56,-6,45.215,45.277,45.375,35.733
-2.48,-6,45.331,45.391,45.485,35.718
-2.4,-6,45.447,45.504,45.596,35.702
-2.32,-6,45.562,45.617,45.706,35.684
-2.24,-6,45.677,45.729,45.815,35.665
-2.16,-6,45.791,45.841,45.923,35.644
-2.08,-6,45.905,45.952,46.031,35.621
-2,-6,46.018,46.063,46.139,35.597
-1.92,-6,46.131,46.173,46.246,35.571
-1.84,-6,46.243,46.282,46.352,35.543
-1.76,-6,46.354,46.391,46.457,35.514
-1.68,-6,46.465,46.499,46.562,35.484
-1.6,-6,46.575,46.606,46.666,35.452
-1.52,-6,46.684,46.713,46.77,35.419
-1.44,-6,46.793,46.819,46.873,35.384
-1.36,-6,46.901,46.925,46.975,35.348
-1.28,-6,47.008,47.029,47.076,35.31
-1.2,-6,47.115,47.133,47.177,35.271
-1.12,-6,47.221,47.237,47.276,35.23
-1.04,-6,47.326,47.339,47.376,35.188
-0.96,-6,47.43,47.441,47.474,35.144
-0.88,-6,47.533,47.542,47.572,35.098
-0.8,-6,47.636,47.642,47.669,35.051
-0.72,-6,47.737,47.741,47.765,35.001
-0.64,-6,47.838,47.84,47.86,34.95
