X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,37.669,37.739,37.827,37.981,38.222,38.117
-5.92,-6,37.791,37.86,37.947,38.101,38.341,38.111
-5.84,-6,37.912,37.981,38.068,38.221,38.46,38.103
-5.76,-6,38.034,38.102,38.189,38.341,38.579,38.095
-5.68,-6,38.155,38.223,38.31,38.461,38.698,38.087
-5.6,-6,38.277,38.345,38.431,38.582,38.818,38.078
-5.52,-6,38.4,38.466,38.552,38.702,38.937,38.068
-5.44,-6,38.522,38.588,38.674,38.823,39.057,38.058
-5.36,-6,38.644,38.71,38.795,38.944,39.176,38.053
-5.28,-6,38.766,38.832,38.917,39.064,39.296,38.053
-5.2,-6,38.889,38.954,39.038,39.185,39.415,38.029
-5.12,-6,39.012,39.076,39.16,39.306,39.535,38.005
-5.04,-6,39.134,39.198,39.281,39.427,39.655,37.979
-4.96,-6,39.257,39.321,39.403,39.548,39.774,37.953
-4.88,-6,39.379,39.443,39.525,39.669,39.894,37.925
-4.8,-6,39.502,39.565,39.646,39.789,40.013,37.897
-4.72,-6,39.624,39.687,39.768,39.91,40.132,37.868
-4.64,-6,39.746,39.809,39.889,40.03,40.252,37.838
-4.56,-6,39.869,39.93,40.01,40.151,40.371,37.808
-4.48,-6,39.991,40.052,40.131,40.271,40.489,37.776
-4.4,-6,40.113,40.173,40.252,40.391,40.608,37.744
-4.32,-6,40.234,40.295,40.373,40.511,40.726,37.712
-4.24,-6,40.356,40.416,40.493,40.63,40.844,37.678
-4.16,-6,40.477,40.536,40.614,40.75,40.962,37.645
-4.08,-6,40.598,40.657,40.734,40.869,41.079,37.61
-4,-6,40.719,40.777,40.853,40.987,41.196,37.575
-3.92,-6,40.839,40.897,40.972,41.106,41.313,37.54
-3.84,-6,40.959,41.016,41.091,41.223,41.429,37.505
-3.76,-6,41.079,41.135,41.21,41.341,41.545,37.469
-3.68,-6,41.198,41.254,41.328,41.458,41.66,37.433
-3.6,-6,41.316,41.372,41.445,41.574,41.775,37.396
-3.52,-6,41.434,41.489,41.562,41.69,41.889,37.36
-3.44,-6,41.552,41.607,41.679,41.805,42.002,37.323
-3.36,-6,41.669,41.723,41.794,41.92,42.115,37.285
-3.28,-6,41.785,41.839,41.91,42.034,42.227,37.248
-3.2,-6,41.901,41.954,42.024,42.148,42.339,37.211
-3.12,-6,42.016,42.069,42.138,42.26,42.449,37.173
-3.04,-6,42.131,42.182,42.251,42.372,42.559,37.135
-2.96,-6,42.244,42.296,42.364,42.484,42.669,37.097
-2.88,-6,42.357,42.408,42.475,42.594,42.777,37.058
-2.8,-6,42.469,42.519,42.586,42.704,42.884,37.016
-2.72,-6,42.58,42.63,42.696,42.812,42.991,36.972
-2.64,-6,42.691,42.74,42.805,42.92,43.096,36.927
-2.56,-6,42.8,42.848,42.913,43.027,43.201,36.88
-2.48,-6,42.908,42.956,43.02,43.132,43.304,36.832
-2.4,-6,43.016,43.063,43.126,43.237,43.406,36.783
-2.32,-6,43.122,43.169,43.231,43.341,43.508,36.731
-2.24,-6,43.227,43.273,43.335,43.444,43.608,36.679
-2.16,-6,43.332,43.377,43.438,43.545,43.707,36.624
-2.08,-6,43.435,43.479,43.539,43.645,43.805,36.568
-2,-6,43.536,43.581,43.64,43.745,43.901,36.511
-1.92,-6,43.637,43.681,43.739,43.842,43.997,36.452
-1.84,-6,43.737,43.78,43.837,43.939,44.091,36.391
-1.76,-6,43.835,43.877,43.934,44.035,44.183,36.329
-1.68,-6,43.932,43.973,44.03,44.129,44.275,36.265
-1.6,-6,44.027,44.068,44.124,44.221,44.365,36.2
-1.52,-6,44.121,44.162,44.217,44.313,44.453,36.133
-1.44,-6,44.214,44.254,44.308,44.403,44.541,36.064
-1.36,-6,44.306,44.345,44.398,44.492,44.627,35.993
-1.28,-6,44.396,44.435,44.487,44.579,44.711,35.921
-1.2,-6,44.484,44.523,44.574,44.665,44.794,35.848
-1.12,-6,44.572,44.609,44.66,44.749,44.875,35.773
-1.04,-6,44.657,44.694,44.744,44.832,44.955,35.696
-0.96,-6,44.742,44.778,44.827,44.913,45.034,35.617
-0.88,-6,44.824,44.86,44.908,44.993,45.111,35.537
-0.8,-6,44.906,44.941,44.988,45.071,45.186,35.454
-0.72,-6,44.985,45.02,45.067,45.148,45.26,35.37
-0.64,-6,45.064,45.098,45.144,45.224,45.333,35.285
-0.56,-6,45.14,45.174,45.219,45.298,45.403,35.197
-0.48,-6,45.216,45.249,45.293,45.37,45.473,35.107
-0.4,-6,45.289,45.322,45.365,45.441,45.541,35.016
-0.32,-6,45.362,45.393,45.436,45.51,45.607,34.922
-0.24,-6,45.432,45.463,45.505,45.578,45.672,34.827
-0.16,-6,45.502,45.532,45.573,45.644,45.735,34.729
-0.08,-6,45.569,45.599,45.639,45.709,45.797,34.629
0,-6,45.636,45.665,45.704,45.772,45.857,34.527
0.08,-6,45.628,45.663,45.699,45.762,45.837,34.447
0.16,-6,45.668,45.705,45.739,45.798,45.867,34.367
0.24,-6,45.715,45.752,45.785,45.842,45.905,34.375
0.32,-6,45.765,45.803,45.834,45.888,45.947,34.189
0.4,-6,45.817,45.854,45.884,45.936,45.99,34.045
0.48,-6,45.869,45.906,45.934,45.984,46.035,33.92
0.56,-6,45.921,45.958,45.985,46.033,46.079,33.801
0.64,-6,45.982,46.012,46.035,46.081,46.124,33.8
0.72,-6,46.042,46.07,46.09,46.128,46.167,33.704
0.8,-6,46.103,46.129,46.146,46.178,46.211,33.607
0.88,-6,46.163,46.187,46.202,46.231,46.254,33.509
0.96,-6,46.225,46.245,46.258,46.284,46.296,33.409
1.04,-6,46.289,46.305,46.315,46.336,46.343,33.308
1.12,-6,46.355,46.366,46.372,46.389,46.39,33.205
1.2,-6,46.421,46.429,46.43,46.441,46.436,33.101
1.28,-6,46.478,46.491,46.49,46.494,46.482,32.995
1.36,-6,46.525,46.549,46.55,46.548,46.527,32.889
1.44,-6,46.571,46.593,46.608,46.603,46.573,32.78
1.52,-6,46.618,46.637,46.65,46.658,46.618,32.671
1.6,-6,46.664,46.682,46.693,46.713,46.663,32.56
1.68,-6,46.71,46.725,46.734,46.754,46.711,32.449
1.76,-6,46.756,46.769,46.776,46.793,46.759,32.336
1.84,-6,46.803,46.814,46.819,46.831,46.806,32.222
1.92,-6,46.851,46.859,46.862,46.871,46.856,32.107
