X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.429,54.543,54.654,54.843,55.117,55.406,55.669,55.983,56.178,51.016
-5.92,-6,54.523,54.636,54.746,54.934,55.207,55.494,55.757,56.07,56.265,50.982
-5.84,-6,54.616,54.729,54.838,55.025,55.297,55.583,55.844,56.157,56.351,50.948
-5.76,-6,54.71,54.822,54.93,55.116,55.387,55.672,55.932,56.244,56.438,50.914
-5.68,-6,54.804,54.915,55.023,55.208,55.477,55.761,56.02,56.331,56.525,50.881
-5.6,-6,54.898,55.008,55.116,55.299,55.567,55.85,56.108,56.418,56.611,50.848
-5.52,-6,54.993,55.102,55.208,55.391,55.657,55.939,56.196,56.505,56.698,50.816
-5.44,-6,55.087,55.196,55.301,55.482,55.747,56.028,56.284,56.592,56.784,50.784
-5.36,-6,55.182,55.289,55.394,55.574,55.837,56.117,56.372,56.679,56.871,50.753
-5.28,-6,55.276,55.383,55.487,55.666,55.928,56.206,56.46,56.766,56.958,50.722
-5.2,-6,55.371,55.477,55.581,55.758,56.018,56.295,56.548,56.853,57.044,50.691
-5.12,-6,55.466,55.571,55.674,55.849,56.108,56.384,56.636,56.94,57.131,50.661
-5.04,-6,55.561,55.665,55.767,55.941,56.199,56.473,56.723,57.027,57.217,50.632
-4.96,-6,55.656,55.76,55.86,56.033,56.289,56.562,56.811,57.114,57.303,50.603
-4.88,-6,55.751,55.854,55.954,56.125,56.379,56.65,56.899,57.201,57.389,50.575
-4.8,-6,55.846,55.948,56.047,56.217,56.469,56.739,56.986,57.287,57.475,50.554
-4.72,-6,55.942,56.042,56.14,56.309,56.56,56.828,57.074,57.374,57.561,50.533
-4.64,-6,56.037,56.137,56.234,56.4,56.65,56.916,57.161,57.46,57.647,50.513
-4.56,-6,56.132,56.231,56.327,56.492,56.74,57.005,57.248,57.546,57.732,50.494
-4.48,-6,56.227,56.325,56.42,56.584,56.829,57.093,57.335,57.632,57.817,50.482
-4.4,-6,56.322,56.419,56.513,56.675,56.919,57.181,57.422,57.717,57.902,50.469
-4.32,-6,56.417,56.513,56.606,56.767,57.008,57.269,57.508,57.802,57.987,50.457
-4.24,-6,56.512,56.607,56.699,56.858,57.098,57.356,57.594,57.887,58.071,50.444
-4.16,-6,56.607,56.701,56.792,56.949,57.187,57.444,57.68,57.972,58.155,50.432
-4.08,-6,56.702,56.795,56.884,57.039,57.276,57.531,57.766,58.056,58.239,50.419
-4,-6,56.796,56.888,56.977,57.13,57.364,57.617,57.851,58.14,58.322,50.406
-3.92,-6,56.891,56.981,57.069,57.22,57.452,57.704,57.936,58.224,58.405,50.392
-3.84,-6,56.985,57.075,57.161,57.311,57.54,57.79,58.02,58.307,58.487,50.379
-3.76,-6,57.079,57.168,57.253,57.4,57.628,57.876,58.105,58.39,58.569,50.366
-3.68,-6,57.173,57.26,57.344,57.49,57.715,57.961,58.188,58.472,58.651,50.352
-3.6,-6,57.267,57.353,57.435,57.579,57.802,58.046,58.271,58.554,58.732,50.338
-3.52,-6,57.36,57.445,57.526,57.668,57.889,58.13,58.354,58.635,58.812,50.324
-3.44,-6,57.453,57.537,57.617,57.756,57.975,58.214,58.436,58.716,58.892,50.311
-3.36,-6,57.546,57.628,57.707,57.845,58.061,58.298,58.518,58.796,58.971,50.297
-3.28,-6,57.638,57.719,57.797,57.932,58.146,58.381,58.599,58.876,59.05,50.285
-3.2,-6,57.731,57.81,57.887,58.02,58.231,58.463,58.68,58.954,59.128,50.273
-3.12,-6,57.822,57.901,57.976,58.106,58.315,58.545,58.76,59.033,59.205,50.262
-3.04,-6,57.914,57.991,58.064,58.193,58.398,58.626,58.839,59.11,59.282,50.25
-2.96,-6,58.005,58.08,58.152,58.279,58.482,58.707,58.918,59.187,59.357,50.239
-2.88,-6,58.095,58.169,58.24,58.364,58.564,58.787,58.996,59.263,59.433,50.222
-2.8,-6,58.185,58.258,58.327,58.449,58.646,58.867,59.073,59.339,59.507,50.193
