X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,48.589,48.715,48.87,49.145,49.393,41.341
-5.92,-6,48.699,48.824,48.977,49.251,49.497,41.334
-5.84,-6,48.809,48.932,49.085,49.357,49.601,41.327
-5.76,-6,48.92,49.041,49.193,49.463,49.706,41.319
-5.68,-6,49.031,49.151,49.301,49.57,49.811,41.31
-5.6,-6,49.142,49.26,49.409,49.676,49.916,41.301
-5.52,-6,49.253,49.37,49.518,49.783,50.021,41.291
-5.44,-6,49.365,49.481,49.627,49.891,50.126,41.281
-5.36,-6,49.477,49.591,49.736,49.998,50.232,41.27
-5.28,-6,49.59,49.702,49.845,50.106,50.338,41.259
-5.2,-6,49.703,49.813,49.955,50.214,50.443,41.248
-5.12,-6,49.816,49.925,50.065,50.322,50.55,41.236
-5.04,-6,49.929,50.036,50.175,50.43,50.656,41.224
-4.96,-6,50.043,50.148,50.285,50.538,50.762,41.212
-4.88,-6,50.157,50.26,50.396,50.647,50.868,41.2
-4.8,-6,50.271,50.373,50.507,50.756,50.975,41.189
-4.72,-6,50.386,50.485,50.618,50.865,51.082,41.178
-4.64,-6,50.501,50.598,50.729,50.973,51.188,41.166
-4.56,-6,50.616,50.711,50.84,51.083,51.295,41.154
-4.48,-6,50.731,50.824,50.952,51.192,51.402,41.142
-4.4,-6,50.846,50.938,51.063,51.301,51.509,41.131
-4.32,-6,50.962,51.051,51.175,51.41,51.615,41.119
-4.24,-6,51.078,51.165,51.287,51.52,51.722,41.107
-4.16,-6,51.194,51.278,51.398,51.629,51.829,41.096
-4.08,-6,51.31,51.392,51.51,51.738,51.935,41.084
-4,-6,51.426,51.506,51.622,51.848,52.042,41.074
-3.92,-6,51.543,51.62,51.734,51.957,52.149,41.063
-3.84,-6,51.659,51.735,51.846,52.066,52.255,41.053
-3.76,-6,51.776,51.849,51.959,52.176,52.361,41.044
-3.68,-6,51.893,51.963,52.071,52.285,52.467,41.036
-3.6,-6,52.01,52.077,52.183,52.394,52.573,41.028
-3.52,-6,52.127,52.192,52.295,52.503,52.679,41.021
-3.44,-6,52.244,52.306,52.407,52.612,52.785,41.016
-3.36,-6,52.361,52.421,52.519,52.72,52.89,41.015
-3.28,-6,52.478,52.535,52.63,52.829,52.995,41.018
-3.2,-6,52.595,52.649,52.742,52.937,53.1,41.022
-3.12,-6,52.712,52.763,52.854,53.046,53.205,41.021
-3.04,-6,52.829,52.877,52.965,53.154,53.309,41.022
-2.96,-6,52.946,52.992,53.077,53.261,53.413,41.024
-2.88,-6,53.063,53.105,53.188,53.369,53.517,41.028
-2.8,-6,53.18,53.219,53.299,53.476,53.62,41.033
-2.72,-6,53.297,53.333,53.41,53.583,53.723,41.04
-2.64,-6,53.414,53.446,53.52,53.69,53.825,41.049
-2.56,-6,53.53,53.56,53.631,53.796,53.927,41.06
-2.48,-6,53.647,53.673,53.741,53.902,54.029,41.073
-2.4,-6,53.763,53.786,53.851,54.007,54.13,41.089
-2.32,-6,53.879,53.898,53.96,54.112,54.231,41.106
-2.24,-6,53.995,54.011,54.069,54.217,54.331,41.126
-2.16,-6,54.11,54.123,54.178,54.321,54.431,41.148
-2.08,-6,54.226,54.234,54.286,54.425,54.53,41.172
-2,-6,54.34,54.346,54.394,54.529,54.629,41.199
-1.92,-6,54.455,54.457,54.502,54.632,54.727,41.229
-1.84,-6,54.569,54.567,54.609,54.734,54.824,41.26
-1.76,-6,54.683,54.677,54.716,54.836,54.921,41.301
-1.68,-6,54.796,54.787,54.822,54.937,55.017,41.343
-1.6,-6,54.909,54.896,54.928,55.037,55.112,41.387
-1.52,-6,55.022,55.005,55.033,55.137,55.207,41.433
-1.44,-6,55.134,55.113,55.137,55.237,55.301,41.48
-1.36,-6,55.245,55.221,55.241,55.335,55.394,41.524
-1.28,-6,55.356,55.328,55.345,55.433,55.487,41.567
-1.2,-6,55.466,55.434,55.447,55.53,55.579,41.611
-1.12,-6,55.575,55.54,55.549,55.627,55.67,41.656
-1.04,-6,55.684,55.644,55.65,55.722,55.76,41.7
-0.96,-6,55.791,55.749,55.75,55.817,55.849,41.745
-0.88,-6,55.898,55.852,55.85,55.911,55.937,41.789
-0.8,-6,56.004,55.954,55.948,56.004,56.025,41.832
-0.72,-6,56.11,56.056,56.046,56.096,56.111,41.873
-0.64,-6,56.214,56.156,56.143,56.187,56.196,41.913
-0.56,-6,56.317,56.256,56.238,56.276,56.281,41.95
-0.48,-6,56.419,56.354,56.333,56.365,56.364,41.985
-0.4,-6,56.52,56.451,56.426,56.453,56.447,42.016
-0.32,-6,56.62,56.548,56.519,56.54,56.528,42.043
-0.24,-6,56.719,56.643,56.61,56.625,56.608,42.065
-0.16,-6,56.816,56.736,56.7,56.709,56.686,42.083
-0.08,-6,56.912,56.829,56.789,56.792,56.764,42.096
0,-6,57.007,56.92,56.876,56.873,56.84,42.103
0.08,-6,57.079,56.987,56.937,56.927,56.889,42.108
0.16,-6,57.163,57.067,57.013,56.995,56.953,42.116
0.24,-6,57.249,57.149,57.09,57.066,57.021,42.448
0.32,-6,57.335,57.231,57.168,57.137,57.096,42.299
0.4,-6,57.421,57.313,57.245,57.175,57.17,42.165
0.48,-6,57.505,57.393,57.321,57.217,57.243,42.046
0.56,-6,57.588,57.471,57.395,57.283,57.314,41.938
0.64,-6,57.669,57.549,57.468,57.349,57.384,41.84
0.72,-6,57.753,57.624,57.538,57.414,57.423,41.617
0.8,-6,57.835,57.702,57.608,57.478,57.453,41.57
0.88,-6,57.916,57.778,57.679,57.539,57.496,41.531
0.96,-6,57.996,57.853,57.748,57.599,57.55,41.491
1.04,-6,58.075,57.926,57.817,57.661,57.601,41.448
1.12,-6,58.154,57.999,57.885,57.721,57.652,41.405
1.2,-6,58.234,58.072,57.952,57.779,57.703,41.359
1.28,-6,58.314,58.143,58.018,57.837,57.753,41.312
1.36,-6,58.393,58.217,58.086,57.893,57.801,41.264
1.44,-6,58.466,58.29,58.153,57.949,57.847,41.213
1.52,-6,58.506,58.361,58.219,58.004,57.893,41.162
1.6,-6,58.556,58.428,58.283,58.056,57.936,41.108
1.68,-6,58.62,58.488,58.337,58.103,57.976,41.053
1.76,-6,58.698,58.546,58.391,58.149,58.014,40.997
1.84,-6,58.777,58.604,58.444,58.194,58.052,40.939
1.92,-6,58.856,58.662,58.496,58.239,58.088,40.88
2,-6,58.935,58.719,58.549,58.282,58.124,40.819
2.08,-6,59.015,58.785,58.601,58.326,58.159,40.757
2.16,-6,59.095,58.858,58.653,58.369,58.193,40.693
2.24,-6,59.176,58.932,58.704,58.412,58.227,40.628
2.32,-6,59.257,59.006,58.757,58.455,58.26,40.561
2.4,-6,59.338,59.081,58.809,58.498,58.294,40.493
2.48,-6,59.419,59.157,58.873,58.541,58.327,40.424
2.56,-6,59.501,59.234,58.943,58.585,58.361,40.354
2.64,-6,59.584,59.312,59.013,58.629,58.395,40.282
2.72,-6,59.666,59.391,59.085,58.674,58.429,40.209
2.8,-6,59.749,59.471,59.159,58.72,58.463,40.135
2.88,-6,59.832,59.551,59.234,58.766,58.499,40.06
2.96,-6,59.908,59.632,59.31,58.813,58.535,39.983
3.04,-6,59.976,59.714,59.388,58.862,58.571,39.906
3.12,-6,60.046,59.797,59.467,58.91,58.609,39.828
3.2,-6,60.116,59.88,59.547,58.977,58.648,39.748
3.28,-6,60.186,59.963,59.628,59.046,58.687,39.668
3.36,-6,60.257,60.044,59.711,59.116,58.728,39.586
3.44,-6,60.329,60.113,59.794,59.19,58.771,39.504
3.52,-6,60.401,60.183,59.879,59.265,58.814,39.421
3.6,-6,60.474,60.253,59.964,59.342,58.86,39.337
3.68,-6,60.547,60.325,60.05,59.421,58.906,39.252
3.76,-6,60.621,60.396,60.136,59.502,58.954,39.167
3.84,-6,60.696,60.469,60.219,59.585,59.004,39.081
3.92,-6,60.772,60.542,60.291,59.67,59.055,38.994
4,-6,60.849,60.616,60.363,59.756,59.112,38.906
4.08,-6,60.926,60.691,60.436,59.843,59.184,38.818
4.16,-6,61.004,60.766,60.509,59.932,59.258,38.729
4.24,-6,61.083,60.842,60.583,60.021,59.336,38.64
4.32,-6,61.163,60.919,60.658,60.112,59.416,38.55
4.4,-6,61.243,60.997,60.734,60.203,59.498,38.46
4.48,-6,61.324,61.075,60.81,60.295,59.583,38.369
4.56,-6,61.409,61.155,60.887,60.387,59.671,38.277
4.64,-6,61.504,61.235,60.964,60.48,59.76,38.186
4.72,-6,61.602,61.316,61.042,60.563,59.852,38.094
4.8,-6,61.7,61.397,61.121,60.642,59.945,38.001
4.88,-6,61.8,61.478,61.201,60.722,60.041,37.908
4.96,-6,61.901,61.573,61.282,60.802,60.137,37.815
5.04,-6,62.003,61.672,61.363,60.883,60.236,37.722
5.12,-6,62.105,61.773,61.445,60.965,60.335,37.628
5.2,-6,62.209,61.875,61.527,61.048,60.435,37.535
5.28,-6,62.313,61.979,61.613,61.13,60.536,37.441
5.36,-6,62.418,62.084,61.715,61.214,60.638,37.347
5.44,-6,62.522,62.19,61.818,61.298,60.74,37.252
5.52,-6,62.627,62.297,61.923,61.382,60.842,37.158
5.6,-6,62.733,62.405,62.029,61.466,60.944,37.063
5.68,-6,62.838,62.514,62.137,61.551,61.046,36.968
5.76,-6,62.942,62.623,62.247,61.637,61.139,36.874
5.84,-6,63.047,62.733,62.357,61.72,61.224,36.779
5.92,-6,63.151,62.843,62.469,61.822,61.308,36.684
6,-6,63.246,62.953,62.582,61.927,61.393,36.589
-6,-5.92,48.649,48.777,48.933,49.211,49.461,41.505
-5.92,-5.92,48.76,48.886,49.041,49.317,49.566,41.498
-5.84,-5.92,48.871,48.996,49.15,49.424,49.671,41.49
-5.76,-5.92,48.982,49.106,49.259,49.532,49.777,41.482
-5.68,-5.92,49.094,49.216,49.368,49.639,49.883,41.472
-5.6,-5.92,49.206,49.327,49.477,49.747,49.989,41.463
-5.52,-5.92,49.319,49.438,49.587,49.855,50.095,41.452
-5.44,-5.92,49.432,49.549,49.697,49.963,50.202,41.442
-5.36,-5.92,49.545,49.661,49.807,50.072,50.308,41.431
-5.28,-5.92,49.658,49.773,49.918,50.181,50.415,41.419
-5.2,-5.92,49.772,49.885,50.028,50.29,50.522,41.407
-5.12,-5.92,49.886,49.997,50.139,50.399,50.629,41.395
-5.04,-5.92,50.001,50.11,50.251,50.508,50.737,41.383
-4.96,-5.92,50.116,50.223,50.362,50.618,50.844,41.37
-4.88,-5.92,50.231,50.336,50.474,50.728,50.952,41.358
-4.8,-5.92,50.346,50.45,50.586,50.838,51.06,41.346
-4.72,-5.92,50.462,50.563,50.698,50.948,51.168,41.334
-4.64,-5.92,50.578,50.677,50.81,51.058,51.275,41.322
-4.56,-5.92,50.694,50.792,50.923,51.168,51.383,41.309
-4.48,-5.92,50.81,50.906,51.035,51.279,51.491,41.297
-4.4,-5.92,50.927,51.02,51.148,51.389,51.599,41.284
-4.32,-5.92,51.044,51.135,51.261,51.499,51.707,41.272
-4.24,-5.92,51.161,51.25,51.374,51.61,51.815,41.259
-4.16,-5.92,51.278,51.365,51.487,51.721,51.923,41.247
-4.08,-5.92,51.395,51.48,51.6,51.831,52.031,41.235
