X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.029,54.162,54.293,54.513,54.823,55.143,55.43,55.763,55.971,51.016
-5.92,-6,54.12,54.252,54.383,54.601,54.911,55.23,55.516,55.849,56.056,50.982
-5.84,-6,54.211,54.342,54.473,54.69,54.999,55.317,55.603,55.935,56.142,50.948
-5.76,-6,54.302,54.432,54.563,54.779,55.087,55.404,55.689,56.02,56.227,50.914
-5.68,-6,54.393,54.523,54.653,54.868,55.175,55.491,55.775,56.106,56.312,50.881
-5.6,-6,54.484,54.614,54.743,54.958,55.263,55.578,55.862,56.191,56.397,50.848
-5.52,-6,54.575,54.704,54.833,55.047,55.351,55.666,55.948,56.277,56.483,50.816
-5.44,-6,54.667,54.795,54.923,55.136,55.44,55.753,56.034,56.363,56.568,50.784
-5.36,-6,54.758,54.886,55.013,55.225,55.528,55.84,56.121,56.448,56.653,50.753
-5.28,-6,54.85,54.977,55.104,55.315,55.616,55.927,56.207,56.534,56.738,50.722
-5.2,-6,54.941,55.068,55.194,55.404,55.704,56.014,56.293,56.619,56.823,50.691
-5.12,-6,55.033,55.159,55.284,55.493,55.792,56.101,56.379,56.704,56.908,50.661
-5.04,-6,55.124,55.25,55.375,55.582,55.88,56.188,56.465,56.79,56.993,50.632
-4.96,-6,55.216,55.341,55.465,55.671,55.968,56.275,56.551,56.875,57.078,50.603
-4.88,-6,55.308,55.432,55.555,55.761,56.056,56.362,56.637,56.96,57.162,50.575
-4.8,-6,55.399,55.522,55.645,55.849,56.143,56.448,56.722,57.044,57.246,50.554
-4.72,-6,55.49,55.613,55.735,55.938,56.231,56.534,56.807,57.128,57.33,50.533
-4.64,-6,55.582,55.704,55.825,56.027,56.318,56.62,56.892,57.213,57.414,50.513
-4.56,-6,55.673,55.794,55.915,56.115,56.405,56.706,56.977,57.296,57.497,50.494
-4.48,-6,55.764,55.884,56.004,56.204,56.492,56.792,57.062,57.38,57.58,50.482
-4.4,-6,55.855,55.974,56.093,56.292,56.579,56.877,57.146,57.463,57.663,50.469
-4.32,-6,55.945,56.064,56.182,56.379,56.665,56.962,57.23,57.546,57.746,50.457
-4.24,-6,56.036,56.154,56.271,56.467,56.751,57.047,57.314,57.629,57.828,50.444
-4.16,-6,56.126,56.243,56.36,56.554,56.837,57.131,57.397,57.711,57.909,50.432
-4.08,-6,56.216,56.332,56.448,56.641,56.922,57.215,57.48,57.793,57.991,50.419
-4,-6,56.305,56.421,56.536,56.728,57.007,57.299,57.562,57.874,58.072,50.406
-3.92,-6,56.395,56.51,56.624,56.814,57.092,57.382,57.644,57.955,58.152,50.392
-3.84,-6,56.484,56.598,56.711,56.9,57.176,57.465,57.726,58.036,58.232,50.379
-3.76,-6,56.573,56.686,56.798,56.986,57.26,57.547,57.807,58.115,58.311,50.366
-3.68,-6,56.661,56.774,56.885,57.071,57.344,57.629,57.887,58.195,58.39,50.352
-3.6,-6,56.749,56.861,56.971,57.156,57.427,57.711,57.967,58.273,58.468,50.338
-3.52,-6,56.837,56.947,57.057,57.24,57.509,57.791,58.046,58.352,58.545,50.324
-3.44,-6,56.924,57.034,57.142,57.324,57.591,57.872,58.125,58.429,58.622,50.311
-3.36,-6,57.011,57.119,57.227,57.407,57.672,57.951,58.203,58.506,58.698,50.297
-3.28,-6,57.097,57.205,57.311,57.49,57.753,58.03,58.281,58.582,58.774,50.285
-3.2,-6,57.183,57.289,57.395,57.572,57.833,58.109,58.358,58.658,58.849,50.273
-3.12,-6,57.268,57.373,57.478,57.653,57.913,58.186,58.434,58.732,58.923,50.262
-3.04,-6,57.352,57.457,57.561,57.734,57.992,58.263,58.509,58.806,58.996,50.25
-2.96,-6,57.436,57.54,57.643,57.814,58.07,58.339,58.584,58.879,59.068,50.239
-2.88,-6,57.52,57.622,57.724,57.894,58.147,58.415,58.657,58.951,59.139,50.222
-2.8,-6,57.602,57.704,57.804,57.972,58.223,58.489,58.73,59.022,59.209,50.193
-2.72,-6,57.684,57.785,57.884,58.05,58.299,58.563,58.802,59.092,59.279,50.165
-2.64,-6,57.765,57.865,57.963,58.127,58.374,58.635,58.872,59.161,59.347,50.135
-2.56,-6,57.846,57.944,58.041,58.203,58.448,58.707,58.942,59.229,59.414,50.106
-2.48,-6,57.925,58.023,58.118,58.279,58.52,58.778,59.011,59.296,59.48,50.076
-2.4,-6,58.004,58.1,58.195,58.353,58.592,58.848,59.079,59.362,59.545,50.046
-2.32,-6,58.082,58.177,58.27,58.426,58.663,58.916,59.145,59.427,59.609,50.015
-2.24,-6,58.159,58.252,58.345,58.499,58.733,58.984,59.211,59.49,59.672,49.984
-2.16,-6,58.234,58.327,58.418,58.57,58.802,59.05,59.275,59.553,59.733,49.953
-2.08,-6,58.309,58.401,58.49,58.641,58.87,59.116,59.338,59.614,59.793,49.922
-2,-6,58.383,58.474,58.562,58.71,58.937,59.18,59.4,59.674,59.852,49.891
-1.92,-6,58.456,58.545,58.632,58.778,59.002,59.243,59.461,59.733,59.91,49.859
-1.84,-6,58.527,58.616,58.702,58.845,59.067,59.305,59.521,59.79,59.966,49.828
-1.76,-6,58.598,58.686,58.77,58.911,59.13,59.366,59.579,59.847,60.021,49.796
-1.68,-6,58.667,58.754,58.837,58.976,59.192,59.426,59.637,59.902,60.075,49.764
-1.6,-6,58.736,58.821,58.903,59.04,59.254,59.484,59.693,59.955,60.128,49.732
-1.52,-6,58.803,58.887,58.968,59.103,59.314,59.542,59.748,60.008,60.179,49.7
-1.44,-6,58.869,58.952,59.032,59.165,59.373,59.598,59.801,60.059,60.229,49.667
-1.36,-6,58.934,59.016,59.094,59.225,59.43,59.653,59.854,60.109,60.278,49.635
-1.28,-6,58.998,59.079,59.156,59.285,59.487,59.707,59.906,60.158,60.326,49.602
-1.2,-6,59.061,59.141,59.216,59.343,59.543,59.76,59.956,60.206,60.372,49.569
-1.12,-6,59.122,59.201,59.275,59.4,59.597,59.812,60.005,60.253,60.417,49.536
-1.04,-6,59.183,59.26,59.333,59.456,59.65,59.862,60.053,60.298,60.461,49.502
-0.96,-6,59.241,59.318,59.389,59.51,59.702,59.911,60.099,60.341,60.503,49.468
-0.88,-6,59.299,59.374,59.444,59.563,59.752,59.958,60.144,60.383,60.543,49.433
-0.8,-6,59.354,59.429,59.498,59.615,59.801,60.004,60.188,60.424,60.583,49.398
-0.72,-6,59.409,59.482,59.55,59.665,59.848,60.049,60.23,60.463,60.62,49.362
-0.64,-6,59.461,59.534,59.6,59.713,59.894,60.092,60.27,60.501,60.656,49.325
-0.56,-6,59.512,59.584,59.649,59.76,59.939,60.134,60.309,60.537,60.691,49.287
-0.48,-6,59.562,59.632,59.696,59.806,59.981,60.174,60.346,60.572,60.724,49.248
-0.4,-6,59.609,59.678,59.742,59.849,60.023,60.213,60.382,60.604,60.755,49.207
-0.32,-6,59.655,59.723,59.785,59.891,60.062,60.25,60.416,60.636,60.785,49.165
-0.24,-6,59.699,59.766,59.827,59.932,60.1,60.285,60.449,60.666,60.813,49.121
-0.16,-6,59.741,59.808,59.867,59.97,60.136,60.319,60.48,60.694,60.839,49.076
-0.08,-6,59.781,59.847,59.906,60.007,60.171,60.351,60.51,60.72,60.864,49.028
0,-6,59.819,59.884,59.942,60.042,60.203,60.381,60.537,60.745,60.887,48.979
0.08,-6,59.642,59.702,59.754,59.866,60.016,60.181,60.348,60.544,60.679,48.943
0.16,-6,59.614,59.67,59.718,59.833,59.977,60.135,60.303,60.492,60.623,48.907
0.24,-6,59.606,59.661,59.707,59.822,59.96,60.112,60.279,60.462,60.592,49.067
0.32,-6,59.609,59.661,59.705,59.821,59.953,60.101,60.265,60.445,60.571,49.052
0.4,-6,59.615,59.666,59.706,59.823,59.951,60.095,60.258,60.432,60.555,49.008
0.48,-6,59.622,59.672,59.711,59.826,59.952,60.091,60.252,60.422,60.543,48.962
0.56,-6,59.631,59.679,59.717,59.831,59.952,60.089,60.248,60.413,60.531,48.914
0.64,-6,59.643,59.685,59.722,59.835,59.954,60.087,60.244,60.405,60.52,48.864
0.72,-6,59.664,59.702,59.728,59.839,59.954,60.084,60.239,60.396,60.51,48.813
0.8,-6,59.684,59.72,59.745,59.841,59.954,60.081,60.233,60.387,60.498,48.76
0.88,-6,59.701,59.736,59.759,59.851,59.952,60.076,60.227,60.377,60.486,48.705
0.96,-6,59.717,59.75,59.772,59.861,59.949,60.07,60.218,60.364,60.472,48.65
1.04,-6,59.734,59.763,59.782,59.868,59.954,60.061,60.208,60.352,60.456,48.593
1.12,-6,59.748,59.776,59.791,59.873,59.956,60.053,60.196,60.336,60.44,48.535
1.2,-6,59.766,59.786,59.8,59.876,59.956,60.05,60.181,60.319,60.421,48.475
1.28,-6,59.783,59.801,59.806,59.878,59.953,60.044,60.165,60.3,60.4,48.415
1.36,-6,59.798,59.814,59.817,59.879,59.949,60.037,60.153,60.279,60.378,48.353
1.44,-6,59.727,59.825,59.826,59.878,59.942,60.027,60.14,60.257,60.353,48.291
1.52,-6,59.651,59.772,59.832,59.879,59.934,60.014,60.125,60.233,60.329,48.227
1.6,-6,59.613,59.688,59.806,59.879,59.925,60,60.107,60.213,60.301,48.162
1.68,-6,59.596,59.64,59.71,59.877,59.913,59.983,60.087,60.19,60.272,48.095
1.76,-6,59.577,59.62,59.647,59.873,59.905,59.966,60.064,60.165,60.246,48.028
1.84,-6,59.555,59.598,59.623,59.797,59.894,59.947,60.04,60.137,60.218,47.96
1.92,-6,59.53,59.574,59.598,59.714,59.881,59.925,60.014,60.108,60.188,47.89
2,-6,59.503,59.546,59.569,59.664,59.867,59.904,59.987,60.076,60.155,47.82
2.08,-6,59.473,59.516,59.538,59.632,59.847,59.883,59.958,60.042,60.12,47.748
2.16,-6,59.442,59.484,59.505,59.597,59.738,59.86,59.927,60.007,60.084,47.675
2.24,-6,59.409,59.45,59.47,59.56,59.655,59.835,59.896,59.97,60.045,47.602
2.32,-6,59.373,59.415,59.433,59.521,59.613,59.809,59.865,59.932,60.005,47.527
2.4,-6,59.335,59.376,59.393,59.481,59.571,59.78,59.833,59.891,59.963,47.452
2.48,-6,59.297,59.336,59.352,59.437,59.528,59.687,59.799,59.851,59.92,47.375
2.56,-6,59.256,59.294,59.308,59.392,59.482,59.592,59.764,59.811,59.875,47.298
2.64,-6,59.213,59.249,59.263,59.345,59.434,59.528,59.727,59.769,59.83,47.219
2.72,-6,59.169,59.203,59.215,59.296,59.384,59.475,59.665,59.726,59.783,47.14
2.8,-6,59.123,59.155,59.165,59.245,59.333,59.42,59.558,59.681,59.735,47.06
2.88,-6,59.075,59.105,59.113,59.193,59.279,59.364,59.47,59.635,59.685,46.979
2.96,-6,59.025,59.053,59.059,59.137,59.223,59.305,59.41,59.583,59.631,46.898
3.04,-6,58.97,58.997,59.002,59.079,59.163,59.244,59.348,59.523,59.571,46.815
3.12,-6,58.914,58.94,58.944,59.019,59.102,59.181,59.284,59.461,59.51,46.732
3.2,-6,58.857,58.882,58.884,58.957,59.038,59.116,59.219,59.397,59.447,46.648
3.28,-6,58.798,58.822,58.823,58.894,58.974,59.05,59.152,59.332,59.383,46.564
3.36,-6,58.738,58.76,58.76,58.83,58.908,58.982,59.084,59.265,59.317,46.478
3.44,-6,58.676,58.698,58.696,58.764,58.84,58.912,59.013,59.196,59.25,46.393
3.52,-6,58.613,58.634,58.631,58.697,58.771,58.842,58.942,59.127,59.182,46.306
3.6,-6,58.55,58.569,58.565,58.628,58.701,58.77,58.869,59.055,59.112,46.219
3.68,-6,58.485,58.503,58.497,58.558,58.629,58.696,58.795,58.982,59.04,46.132
3.76,-6,58.419,58.436,58.429,58.488,58.557,58.622,58.72,58.909,58.969,46.043
3.84,-6,58.352,58.368,58.36,58.416,58.483,58.546,58.643,58.833,58.895,45.955
3.92,-6,58.285,58.299,58.289,58.344,58.408,58.469,58.566,58.757,58.82,45.866
4,-6,58.217,58.229,58.218,58.27,58.333,58.392,58.487,58.675,58.745,45.776
4.08,-6,58.148,58.159,58.147,58.196,58.256,58.313,58.408,58.596,58.668,45.686
4.16,-6,58.079,58.088,58.074,58.121,58.179,58.234,58.327,58.517,58.59,45.596
4.24,-6,58.009,58.017,58.001,58.046,58.101,58.153,58.246,58.423,58.512,45.505
