X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),App(SEL)
-6,-6,43.994,44.211,44.432,44.857,45.297,45.3,40.495
-5.92,-6,44.098,44.315,44.535,44.96,45.399,45.402,40.498
-5.84,-6,44.202,44.418,44.638,45.063,45.501,45.504,40.501
-5.76,-6,44.306,44.522,44.742,45.165,45.603,45.607,40.503
-5.68,-6,44.41,44.625,44.845,45.268,45.705,45.709,40.504
-5.6,-6,44.514,44.729,44.948,45.371,45.808,45.811,40.505
-5.52,-6,44.618,44.833,45.051,45.473,45.91,45.913,40.505
-5.44,-6,44.722,44.936,45.155,45.576,46.012,46.015,40.505
-5.36,-6,44.826,45.04,45.258,45.679,46.114,46.117,40.504
-5.28,-6,44.93,45.143,45.361,45.781,46.216,46.219,40.504
-5.2,-6,45.033,45.246,45.464,45.883,46.317,46.321,40.502
-5.12,-6,45.137,45.35,45.567,45.985,46.419,46.422,40.501
-5.04,-6,45.241,45.453,45.669,46.087,46.52,46.524,40.499
-4.96,-6,45.344,45.556,45.772,46.189,46.621,46.625,40.497
-4.88,-6,45.448,45.659,45.874,46.291,46.722,46.726,40.495
-4.8,-6,45.551,45.761,45.976,46.392,46.823,46.826,40.493
-4.72,-6,45.654,45.864,46.078,46.493,46.923,46.927,40.49
-4.64,-6,45.756,45.966,46.18,46.594,47.024,47.027,40.487
-4.56,-6,45.859,46.068,46.281,46.694,47.123,47.127,40.484
-4.48,-6,45.961,46.169,46.382,46.794,47.223,47.226,40.481
-4.4,-6,46.063,46.271,46.483,46.894,47.322,47.325,40.477
-4.32,-6,46.165,46.372,46.583,46.993,47.42,47.424,40.474
-4.24,-6,46.266,46.472,46.683,47.092,47.518,47.522,40.473
-4.16,-6,46.367,46.572,46.783,47.191,47.616,47.619,40.478
-4.08,-6,46.468,46.672,46.882,47.289,47.713,47.716,40.482
-4,-6,46.568,46.772,46.98,47.386,47.809,47.813,40.484
-3.92,-6,46.668,46.871,47.078,47.483,47.905,47.909,40.485
-3.84,-6,46.767,46.969,47.176,47.579,48.001,48.004,40.493
-3.76,-6,46.866,47.067,47.273,47.675,48.095,48.098,40.519
-3.68,-6,46.965,47.165,47.37,47.77,48.189,48.192,40.545
-3.6,-6,47.063,47.262,47.466,47.864,48.282,48.286,40.571
-3.52,-6,47.16,47.358,47.561,47.958,48.375,48.378,40.597
-3.44,-6,47.257,47.454,47.656,48.051,48.466,48.47,40.622
-3.36,-6,47.354,47.549,47.75,48.143,48.557,48.561,40.647
-3.28,-6,47.45,47.644,47.843,48.235,48.647,48.651,40.672
