X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.656,54.757,54.867,55.08,55.416,55.721,55.982,56.291,56.572,51.528
-5.92,-6,54.751,54.85,54.96,55.172,55.507,55.81,56.071,56.379,56.659,51.482
-5.84,-6,54.846,54.945,55.053,55.264,55.598,55.9,56.16,56.467,56.746,51.435
-5.76,-6,54.941,55.039,55.147,55.357,55.69,55.991,56.249,56.555,56.834,51.389
-5.68,-6,55.036,55.133,55.24,55.449,55.781,56.081,56.338,56.643,56.921,51.343
-5.6,-6,55.132,55.228,55.334,55.542,55.873,56.171,56.427,56.731,57.009,51.297
-5.52,-6,55.228,55.323,55.428,55.635,55.964,56.262,56.517,56.819,57.096,51.252
-5.44,-6,55.324,55.418,55.522,55.728,56.056,56.352,56.606,56.908,57.184,51.208
-5.36,-6,55.42,55.513,55.617,55.821,56.148,56.443,56.695,56.996,57.271,51.164
-5.28,-6,55.516,55.609,55.711,55.914,56.24,56.533,56.785,57.084,57.359,51.12
-5.2,-6,55.612,55.704,55.806,56.007,56.332,56.624,56.874,57.172,57.446,51.078
-5.12,-6,55.709,55.799,55.9,56.101,56.424,56.714,56.964,57.26,57.534,51.035
-5.04,-6,55.806,55.895,55.995,56.194,56.516,56.805,57.053,57.349,57.621,50.994
-4.96,-6,55.902,55.991,56.09,56.287,56.608,56.896,57.142,57.437,57.709,50.953
-4.88,-6,55.999,56.087,56.184,56.381,56.7,56.986,57.232,57.525,57.796,50.912
-4.8,-6,56.096,56.182,56.279,56.474,56.792,57.077,57.321,57.613,57.883,50.873
-4.72,-6,56.193,56.278,56.374,56.568,56.884,57.167,57.41,57.7,57.97,50.834
-4.64,-6,56.29,56.374,56.469,56.661,56.976,57.257,57.499,57.788,58.056,50.796
-4.56,-6,56.387,56.47,56.564,56.754,57.068,57.348,57.587,57.875,58.143,50.758
-4.48,-6,56.484,56.566,56.658,56.848,57.16,57.438,57.676,57.963,58.229,50.728
-4.4,-6,56.582,56.662,56.753,56.941,57.251,57.528,57.764,58.05,58.315,50.699
-4.32,-6,56.679,56.758,56.848,57.034,57.343,57.617,57.853,58.136,58.401,50.671
-4.24,-6,56.776,56.853,56.942,57.127,57.434,57.707,57.941,58.223,58.487,50.646
-4.16,-6,56.873,56.949,57.037,57.22,57.525,57.796,58.028,58.309,58.572,50.627
-4.08,-6,56.97,57.045,57.131,57.312,57.616,57.885,58.116,58.395,58.657,50.607
-4,-6,57.066,57.14,57.225,57.405,57.707,57.974,58.203,58.481,58.742,50.588
