X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,43.803,43.884,43.977,44.147,43.864
-5.92,-6,43.929,44.009,44.102,44.271,43.87
-5.84,-6,44.055,44.135,44.227,44.395,43.877
-5.76,-6,44.182,44.26,44.352,44.519,43.883
-5.68,-6,44.309,44.386,44.477,44.643,43.89
-5.6,-6,44.435,44.512,44.603,44.768,43.897
-5.52,-6,44.562,44.638,44.728,44.892,43.903
-5.44,-6,44.69,44.765,44.854,45.017,43.908
-5.36,-6,44.817,44.891,44.98,45.142,43.913
-5.28,-6,44.944,45.018,45.106,45.267,43.917
-5.2,-6,45.072,45.145,45.232,45.392,43.921
-5.12,-6,45.2,45.272,45.358,45.517,43.923
-5.04,-6,45.328,45.398,45.484,45.642,43.935
-4.96,-6,45.455,45.525,45.61,45.767,43.951
-4.88,-6,45.583,45.652,45.736,45.892,43.95
-4.8,-6,45.711,45.779,45.862,46.017,43.939
-4.72,-6,45.839,45.906,45.988,46.142,43.928
-4.64,-6,45.967,46.033,46.114,46.266,43.916
-4.56,-6,46.095,46.16,46.24,46.391,43.902
-4.48,-6,46.223,46.287,46.366,46.516,43.888
-4.4,-6,46.351,46.413,46.492,46.64,43.872
-4.32,-6,46.478,46.54,46.617,46.764,43.855
-4.24,-6,46.606,46.666,46.743,46.888,43.838
-4.16,-6,46.733,46.792,46.868,47.012,43.819
-4.08,-6,46.86,46.918,46.993,47.135,43.799
-4,-6,46.987,47.044,47.117,47.258,43.778
-3.92,-6,47.114,47.169,47.242,47.381,43.757
-3.84,-6,47.24,47.294,47.366,47.503,43.734
-3.76,-6,47.366,47.419,47.489,47.625,43.711
-3.68,-6,47.492,47.544,47.612,47.746,43.686
-3.6,-6,47.617,47.668,47.735,47.867,43.661
-3.52,-6,47.742,47.791,47.857,47.988,43.635
-3.44,-6,47.867,47.914,47.979,48.108,43.608
-3.36,-6,47.991,48.037,48.101,48.227,43.58
-3.28,-6,48.114,48.159,48.221,48.346,43.551
-3.2,-6,48.237,48.281,48.342,48.464,43.522
-3.12,-6,48.36,48.402,48.461,48.582,43.494
-3.04,-6,48.482,48.522,48.58,48.699,43.464
-2.96,-6,48.603,48.642,48.698,48.815,43.433
-2.88,-6,48.724,48.761,48.816,48.93,43.401
-2.8,-6,48.844,48.879,48.933,49.044,43.367
-2.72,-6,48.964,48.997,49.049,49.158,43.332
-2.64,-6,49.082,49.114,49.164,49.271,43.296
-2.56,-6,49.2,49.23,49.279,49.383,43.258
-2.48,-6,49.317,49.345,49.392,49.494,43.219
-2.4,-6,49.434,49.46,49.505,49.604,43.179
-2.32,-6,49.549,49.573,49.617,49.713,43.138
-2.24,-6,49.664,49.686,49.728,49.821,43.096
-2.16,-6,49.777,49.797,49.838,49.928,43.052
-2.08,-6,49.89,49.908,49.946,50.034,43.007
-2,-6,50.002,50.018,50.054,50.139,42.961
-1.92,-6,50.113,50.127,50.161,50.243,42.914
-1.84,-6,50.223,50.235,50.267,50.345,42.865
-1.76,-6,50.331,50.341,50.372,50.447,42.828
-1.68,-6,50.439,50.447,50.475,50.547,42.79
-1.6,-6,50.546,50.551,50.578,50.646,42.75
-1.52,-6,50.651,50.655,50.679,50.744,42.709
-1.44,-6,50.756,50.757,50.779,50.84,42.658
-1.36,-6,50.859,50.858,50.878,50.936,42.6
-1.28,-6,50.961,50.958,50.976,51.03,42.54
-1.2,-6,51.062,51.057,51.072,51.122,42.477
-1.12,-6,51.162,51.154,51.168,51.214,42.413
-1.04,-6,51.261,51.251,51.262,51.304,42.346
-0.96,-6,51.358,51.346,51.355,51.393,42.278
-0.88,-6,51.455,51.44,51.446,51.48,42.207
-0.8,-6,51.55,51.533,51.537,51.566,42.134
-0.72,-6,51.643,51.624,51.626,51.651,42.059
-0.64,-6,51.736,51.715,51.714,51.735,41.982
-0.56,-6,51.827,51.804,51.801,51.817,41.903
-0.48,-6,51.918,51.892,51.886,51.892,41.821
-0.4,-6,52.013,51.987,51.98,51.955,41.737
-0.32,-6,52.109,52.082,52.074,52.035,41.65
-0.24,-6,52.205,52.176,52.166,52.122,41.561
-0.16,-6,52.3,52.27,52.258,52.209,41.47
-0.08,-6,52.394,52.362,52.349,52.294,41.376
0,-6,52.487,52.455,52.44,52.38,41.279
0.08,-6,52.493,52.456,52.435,52.371,41.197
0.16,-6,52.559,52.518,52.495,52.426,41.112
0.24,-6,52.634,52.591,52.565,52.491,41.142
0.32,-6,52.712,52.669,52.64,52.56,41.054
0.4,-6,52.793,52.748,52.716,52.631,40.965
0.48,-6,52.873,52.828,52.795,52.704,40.873
0.56,-6,52.943,52.909,52.873,52.778,40.78
0.64,-6,53.017,52.99,52.953,52.852,40.685
0.72,-6,53.094,53.077,53.033,52.926,40.588
0.8,-6,53.171,53.152,53.119,53.001,40.49
0.88,-6,53.248,53.227,53.205,53.08,40.39
0.96,-6,53.326,53.302,53.291,53.161,40.289
1.04,-6,53.405,53.377,53.366,53.242,40.186
1.12,-6,53.486,53.453,53.439,53.324,40.082
1.2,-6,53.566,53.531,53.513,53.407,39.976
1.28,-6,53.636,53.609,53.589,53.491,39.869
1.36,-6,53.703,53.678,53.664,53.577,39.761
1.44,-6,53.769,53.742,53.735,53.665,39.651
1.52,-6,53.836,53.806,53.799,53.753,39.54
1.6,-6,53.904,53.871,53.863,53.84,39.428
1.68,-6,53.972,53.936,53.927,53.902,39.315
1.76,-6,54.02,54.003,53.993,53.963,39.201
1.84,-6,54.075,54.072,54.06,54.025,39.086
1.92,-6,54.149,54.143,54.128,54.089,38.97
2,-6,54.223,54.215,54.197,54.153,38.853
2.08,-6,54.299,54.288,54.267,54.218,38.735
2.16,-6,54.377,54.362,54.339,54.285,38.616
2.24,-6,54.455,54.438,54.411,54.352,38.496
2.32,-6,54.535,54.515,54.485,54.421,38.376
2.4,-6,54.617,54.594,54.56,54.491,38.255
2.48,-6,54.701,54.674,54.637,54.563,38.133
2.56,-6,54.786,54.756,54.716,54.636,38.011
2.64,-6,54.881,54.84,54.796,54.711,37.888
