X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,47.341,47.557,47.772,48.134,48.56,48.954,49.135,47.267
-5.92,-6,47.45,47.666,47.88,48.242,48.668,49.06,49.241,47.296
-5.84,-6,47.559,47.775,47.989,48.35,48.775,49.167,49.348,47.324
-5.76,-6,47.668,47.883,48.097,48.457,48.882,49.274,49.454,47.352
-5.68,-6,47.777,47.992,48.205,48.565,48.989,49.381,49.561,47.379
-5.6,-6,47.886,48.101,48.314,48.673,49.096,49.487,49.667,47.406
-5.52,-6,47.996,48.21,48.422,48.781,49.204,49.594,49.774,47.432
-5.44,-6,48.105,48.319,48.531,48.889,49.311,49.701,49.88,47.456
-5.36,-6,48.214,48.428,48.639,48.997,49.418,49.807,49.987,47.48
-5.28,-6,48.324,48.537,48.748,49.104,49.525,49.914,50.093,47.503
-5.2,-6,48.433,48.645,48.856,49.212,49.632,50.02,50.199,47.525
-5.12,-6,48.542,48.754,48.964,49.32,49.739,50.126,50.305,47.546
-5.04,-6,48.652,48.863,49.073,49.427,49.846,50.232,50.411,47.566
-4.96,-6,48.761,48.972,49.181,49.534,49.952,50.338,50.517,47.584
-4.88,-6,48.87,49.08,49.289,49.642,50.058,50.444,50.622,47.601
-4.8,-6,48.979,49.189,49.397,49.749,50.165,50.55,50.727,47.611
-4.72,-6,49.088,49.297,49.504,49.855,50.27,50.655,50.832,47.619
-4.64,-6,49.197,49.405,49.612,49.962,50.376,50.76,50.937,47.625
-4.56,-6,49.305,49.513,49.719,50.068,50.481,50.864,51.041,47.631
-4.48,-6,49.413,49.621,49.826,50.174,50.586,50.968,51.145,47.635
-4.4,-6,49.522,49.728,49.933,50.28,50.691,51.072,51.249,47.637
-4.32,-6,49.63,49.835,50.039,50.385,50.795,51.176,51.352,47.639
-4.24,-6,49.737,49.942,50.146,50.49,50.899,51.279,51.455,47.639
-4.16,-6,49.845,50.049,50.251,50.595,51.003,51.381,51.557,47.638
-4.08,-6,49.952,50.155,50.357,50.699,51.106,51.484,51.658,47.636
-4,-6,50.059,50.261,50.462,50.803,51.208,51.585,51.76,47.632
-3.92,-6,50.166,50.367,50.567,50.907,51.31,51.686,51.86,47.627
-3.84,-6,50.272,50.473,50.671,51.01,51.412,51.787,51.96,47.621
