X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,47.266,47.476,47.687,48.041,48.458,48.84,49.017,47.323
-5.92,-6,47.375,47.585,47.795,48.149,48.565,48.947,49.124,47.352
-5.84,-6,47.484,47.694,47.904,48.257,48.673,49.054,49.23,47.381
-5.76,-6,47.594,47.803,48.012,48.365,48.78,49.161,49.337,47.409
-5.68,-6,47.703,47.912,48.121,48.473,48.887,49.268,49.444,47.437
-5.6,-6,47.813,48.021,48.23,48.581,48.995,49.375,49.55,47.464
-5.52,-6,47.922,48.13,48.338,48.689,49.102,49.482,49.657,47.49
-5.44,-6,48.032,48.239,48.447,48.797,49.21,49.589,49.763,47.515
-5.36,-6,48.141,48.348,48.556,48.905,49.317,49.695,49.87,47.539
-5.28,-6,48.251,48.457,48.664,49.013,49.424,49.802,49.976,47.562
-5.2,-6,48.36,48.566,48.773,49.121,49.531,49.909,50.083,47.585
-5.12,-6,48.47,48.675,48.882,49.229,49.638,50.015,50.189,47.606
-5.04,-6,48.579,48.784,48.99,49.337,49.745,50.121,50.295,47.626
-4.96,-6,48.689,48.893,49.098,49.444,49.852,50.227,50.401,47.644
-4.88,-6,48.798,49.002,49.207,49.552,49.959,50.333,50.506,47.662
-4.8,-6,48.908,49.111,49.315,49.659,50.065,50.439,50.611,47.671
-4.72,-6,49.017,49.219,49.423,49.766,50.171,50.545,50.717,47.68
-4.64,-6,49.126,49.328,49.531,49.873,50.277,50.65,50.821,47.686
-4.56,-6,49.235,49.436,49.638,49.98,50.383,50.755,50.926,47.692
-4.48,-6,49.344,49.544,49.746,50.086,50.488,50.859,51.03,47.696
-4.4,-6,49.452,49.652,49.853,50.192,50.593,50.963,51.134,47.699
-4.32,-6,49.561,49.759,49.96,50.298,50.698,51.067,51.238,47.701
-4.24,-6,49.669,49.867,50.066,50.404,50.802,51.171,51.341,47.701
-4.16,-6,49.777,49.974,50.173,50.509,50.906,51.274,51.444,47.701
-4.08,-6,49.885,50.081,50.279,50.614,51.01,51.376,51.546,47.699
-4,-6,49.992,50.188,50.385,50.718,51.113,51.479,51.648,47.695
-3.92,-6,50.1,50.294,50.49,50.822,51.216,51.58,51.749,47.69
-3.84,-6,50.207,50.4,50.595,50.926,51.318,51.681,51.85,47.684
-3.76,-6,50.313,50.506,50.7,51.029,51.419,51.782,51.95,47.677
-3.68,-6,50.42,50.611,50.804,51.132,51.521,51.881,52.049,47.669
-3.6,-6,50.526,50.716,50.908,51.234,51.621,51.981,52.148,47.659
-3.52,-6,50.632,50.82,51.011,51.335,51.721,52.079,52.246,47.648
-3.44,-6,50.737,50.925,51.114,51.437,51.82,52.177,52.344,47.635
-3.36,-6,50.843,51.029,51.217,51.537,51.919,52.274,52.44,47.621
-3.28,-6,50.948,51.132,51.319,51.637,52.017,52.371,52.536,47.607
-3.2,-6,51.052,51.235,51.421,51.737,52.114,52.466,52.631,47.589
-3.12,-6,51.157,51.338,51.522,51.836,52.211,52.561,52.725,47.557
-3.04,-6,51.261,51.44,51.623,51.934,52.307,52.655,52.818,47.522
-2.96,-6,51.365,51.543,51.723,52.032,52.402,52.748,52.911,47.484
-2.88,-6,51.469,51.644,51.823,52.129,52.496,52.84,53.002,47.444
-2.8,-6,51.572,51.746,51.923,52.226,52.59,52.932,53.093,47.402
-2.72,-6,51.675,51.847,52.022,52.322,52.683,53.022,53.182,47.358
-2.64,-6,51.778,51.948,52.121,52.418,52.775,53.112,53.271,47.312
-2.56,-6,51.882,52.049,52.219,52.513,52.867,53.201,53.359,47.265
-2.48,-6,51.984,52.149,52.317,52.607,52.958,53.289,53.445,47.217
-2.4,-6,52.087,52.249,52.415,52.701,53.048,53.376,53.531,47.169
-2.32,-6,52.19,52.349,52.513,52.795,53.137,53.462,53.616,47.12
-2.24,-6,52.293,52.45,52.61,52.888,53.226,53.547,53.7,47.071
-2.16,-6,52.397,52.55,52.707,52.981,53.314,53.631,53.782,47.023
-2.08,-6,52.5,52.65,52.805,53.073,53.401,53.714,53.864,46.975
-2,-6,52.603,52.75,52.902,53.165,53.488,53.797,53.945,46.929
-1.92,-6,52.707,52.851,52.999,53.257,53.574,53.879,54.025,46.885
-1.84,-6,52.812,52.951,53.096,53.348,53.66,53.96,54.104,46.842
-1.76,-6,52.916,53.052,53.193,53.44,53.745,54.04,54.182,46.819
-1.68,-6,53.022,53.153,53.291,53.531,53.83,54.119,54.259,46.797
-1.6,-6,53.128,53.255,53.388,53.623,53.915,54.198,54.336,46.777
-1.52,-6,53.234,53.357,53.487,53.714,53.999,54.276,54.411,46.757
-1.44,-6,53.341,53.46,53.585,53.806,54.083,54.353,54.486,46.726
-1.36,-6,53.45,53.564,53.684,53.897,54.167,54.43,54.561,46.686
-1.28,-6,53.558,53.668,53.784,53.99,54.25,54.507,54.634,46.644
-1.2,-6,53.668,53.773,53.884,54.082,54.334,54.583,54.708,46.603
-1.12,-6,53.779,53.879,53.985,54.175,54.418,54.659,54.78,46.56
-1.04,-6,53.89,53.986,54.087,54.269,54.502,54.735,54.853,46.516
