X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,38.553,39.09,39.556,33.098
-5.92,-6,38.673,39.211,39.676,33.062
-5.84,-6,38.794,39.332,39.797,33.026
-5.76,-6,38.915,39.453,39.918,32.991
-5.68,-6,39.036,39.573,40.038,32.956
-5.6,-6,39.157,39.694,40.159,32.923
-5.52,-6,39.278,39.815,40.279,32.891
-5.44,-6,39.399,39.935,40.4,32.86
-5.36,-6,39.519,40.056,40.52,32.83
-5.28,-6,39.64,40.176,40.64,32.802
-5.2,-6,39.76,40.296,40.76,32.776
-5.12,-6,39.88,40.416,40.88,32.751
-5.04,-6,40,40.536,40.999,32.729
-4.96,-6,40.119,40.655,41.118,32.71
-4.88,-6,40.238,40.774,41.237,32.693
-4.8,-6,40.357,40.893,41.356,32.679
-4.72,-6,40.476,41.011,41.474,32.668
-4.64,-6,40.594,41.129,41.592,32.66
-4.56,-6,40.712,41.247,41.709,32.656
-4.48,-6,40.829,41.364,41.826,32.655
-4.4,-6,40.946,41.48,41.943,32.658
-4.32,-6,41.062,41.596,42.059,32.665
-4.24,-6,41.177,41.712,42.174,32.692
-4.16,-6,41.292,41.826,42.289,32.765
-4.08,-6,41.407,41.94,42.403,32.842
-4,-6,41.52,42.054,42.516,32.924
-3.92,-6,41.633,42.167,42.628,33.01
-3.84,-6,41.745,42.279,42.74,33.099
-3.76,-6,41.857,42.39,42.851,33.191
-3.68,-6,41.967,42.5,42.961,33.284
-3.6,-6,42.077,42.609,43.07,33.377
-3.52,-6,42.185,42.717,43.178,33.471
-3.44,-6,42.293,42.825,43.286,33.564
-3.36,-6,42.4,42.931,43.392,33.656
-3.28,-6,42.505,43.036,43.497,33.746
-3.2,-6,42.61,43.14,43.6,33.832
-3.12,-6,42.713,43.243,43.703,33.916
-3.04,-6,42.816,43.345,43.805,33.996
-2.96,-6,42.917,43.446,43.905,34.071
-2.88,-6,43.017,43.545,44.003,34.141
-2.8,-6,43.116,43.643,44.101,34.207
-2.72,-6,43.213,43.739,44.197,34.267
-2.64,-6,43.309,43.834,44.291,34.295
-2.56,-6,43.404,43.928,44.385,34.29
-2.48,-6,43.498,44.021,44.476,34.275
-2.4,-6,43.59,44.112,44.566,34.256
-2.32,-6,43.681,44.201,44.655,34.234
-2.24,-6,43.771,44.289,44.742,34.21
-2.16,-6,43.86,44.376,44.827,34.182
-2.08,-6,43.947,44.461,44.911,34.153
-2,-6,44.034,44.544,44.993,34.121
-1.92,-6,44.119,44.626,45.073,34.087
-1.84,-6,44.203,44.707,45.152,34.051
-1.76,-6,44.286,44.787,45.229,34.014
-1.68,-6,44.369,44.865,45.305,33.975
-1.6,-6,44.451,44.942,45.379,33.935
-1.52,-6,44.532,45.018,45.451,33.895
-1.44,-6,44.613,45.093,45.522,33.843
-1.36,-6,44.694,45.167,45.592,33.781
-1.28,-6,44.775,45.241,45.661,33.719
-1.2,-6,44.857,45.314,45.728,33.662
-1.12,-6,44.939,45.386,45.795,33.619
-1.04,-6,45.023,45.459,45.86,33.577
-0.96,-6,45.108,45.532,45.925,33.537
-0.88,-6,45.196,45.606,45.99,33.501
-0.8,-6,45.286,45.681,46.055,33.47
-0.72,-6,45.379,45.757,46.12,33.447
-0.64,-6,45.476,45.836,46.185,33.432
-0.56,-6,45.577,45.916,46.252,33.427
-0.48,-6,45.684,46,46.32,33.433
-0.4,-6,45.796,46.088,46.39,33.449
-0.32,-6,45.914,46.179,46.462,33.474
-0.24,-6,46.038,46.275,46.537,33.506
-0.16,-6,46.17,46.377,46.616,33.54
-0.08,-6,46.308,46.484,46.698,33.573
0,-6,46.453,46.597,46.785,33.597
0.08,-6,46.588,46.7,46.861,33.62
0.16,-6,46.726,46.806,46.938,33.62
0.24,-6,46.855,46.903,47.005,33.829
0.32,-6,46.972,46.988,47.061,33.571
0.4,-6,47.078,47.062,47.106,33.327
0.48,-6,47.171,47.127,47.139,33.099
0.56,-6,47.253,47.181,47.166,32.979
0.64,-6,47.324,47.229,47.184,32.825
0.72,-6,47.39,47.268,47.198,32.683
0.8,-6,47.45,47.303,47.21,32.567
0.88,-6,47.505,47.338,47.217,32.451
0.96,-6,47.558,47.371,47.226,32.337
1.04,-6,47.61,47.404,47.238,32.223
1.12,-6,47.661,47.438,47.251,32.11
1.2,-6,47.713,47.476,47.268,31.999
1.28,-6,47.761,47.514,47.289,31.889
1.36,-6,47.816,47.558,47.315,31.78
1.44,-6,47.867,47.603,47.346,31.673
1.52,-6,47.913,47.647,47.38,31.567
1.6,-6,47.952,47.699,47.42,31.462
1.68,-6,47.979,47.75,47.463,31.358
1.76,-6,48.004,47.799,47.506,31.255
1.84,-6,48.022,47.844,47.556,31.152
1.92,-6,48.03,47.883,47.608,31.05
2,-6,48.029,47.911,47.66,30.949
2.08,-6,48.016,47.941,47.711,30.848
2.16,-6,47.991,47.966,47.757,30.748
2.24,-6,47.939,47.984,47.798,30.647
2.32,-6,47.874,47.994,47.831,30.546
2.4,-6,47.799,47.996,47.869,30.446
2.48,-6,47.675,47.987,47.904,30.345
2.56,-6,47.458,47.966,47.936,30.243
2.64,-6,47.277,47.926,47.963,30.142
2.72,-6,47.166,47.868,47.985,30.039
2.8,-6,47.055,47.801,47.999,29.937
2.88,-6,46.945,47.724,48.005,29.833
2.96,-6,46.839,47.622,48.002,29.73
3.04,-6,46.738,47.411,47.988,29.625
3.12,-6,46.643,47.202,47.963,29.52
3.2,-6,46.554,47.092,47.912,29.414
3.28,-6,46.473,46.983,47.853,29.307
3.36,-6,46.4,46.876,47.784,29.2
3.44,-6,46.335,46.774,47.707,29.092
3.52,-6,46.278,46.676,47.622,28.983
3.6,-6,46.229,46.584,47.463,28.873
3.68,-6,46.197,46.498,47.233,28.763
3.76,-6,46.196,46.418,47.081,28.652
3.84,-6,46.207,46.345,46.973,28.54
3.92,-6,46.229,46.279,46.868,28.428
