X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,39.213,39.398,39.576,39.916,40.269,40.637,40.967,46.673
-5.92,-6,39.352,39.537,39.715,40.055,40.407,40.775,41.104,46.634
-5.84,-6,39.492,39.676,39.854,40.194,40.546,40.912,41.241,46.596
-5.76,-6,39.631,39.815,39.993,40.332,40.684,41.05,41.379,46.558
-5.68,-6,39.771,39.955,40.132,40.471,40.822,41.188,41.517,46.52
-5.6,-6,39.91,40.094,40.271,40.61,40.961,41.326,41.654,46.483
-5.52,-6,40.05,40.233,40.41,40.749,41.099,41.464,41.792,46.446
-5.44,-6,40.189,40.373,40.549,40.888,41.238,41.602,41.93,46.41
-5.36,-6,40.329,40.512,40.689,41.027,41.376,41.74,42.067,46.375
-5.28,-6,40.469,40.652,40.828,41.166,41.515,41.878,42.205,46.341
-5.2,-6,40.608,40.791,40.967,41.304,41.653,42.016,42.342,46.308
-5.12,-6,40.748,40.93,41.106,41.443,41.791,42.154,42.479,46.275
-5.04,-6,40.887,41.07,41.245,41.581,41.929,42.291,42.616,46.244
-4.96,-6,41.027,41.209,41.384,41.72,42.067,42.428,42.753,46.214
-4.88,-6,41.166,41.348,41.522,41.858,42.205,42.566,42.89,46.185
-4.8,-6,41.305,41.486,41.661,41.996,42.342,42.702,43.026,46.158
-4.72,-6,41.444,41.625,41.799,42.134,42.479,42.839,43.162,46.131
-4.64,-6,41.582,41.763,41.937,42.271,42.616,42.975,43.298,46.106
-4.56,-6,41.721,41.901,42.075,42.409,42.753,43.111,43.433,46.082
-4.48,-6,41.859,42.039,42.212,42.546,42.889,43.247,43.568,46.064
-4.4,-6,41.997,42.177,42.35,42.682,43.025,43.382,43.703,46.044
-4.32,-6,42.134,42.314,42.486,42.819,43.161,43.517,43.837,46.023
-4.24,-6,42.272,42.45,42.623,42.954,43.296,43.651,43.971,46.001
-4.16,-6,42.409,42.587,42.759,43.09,43.43,43.785,44.104,45.978
-4.08,-6,42.545,42.723,42.895,43.225,43.565,43.918,44.236,45.954
-4,-6,42.681,42.859,43.03,43.359,43.698,44.051,44.368,45.929
-3.92,-6,42.817,42.994,43.164,43.493,43.831,44.183,44.5,45.904
-3.84,-6,42.952,43.128,43.299,43.627,43.964,44.315,44.63,45.878
-3.76,-6,43.087,43.263,43.432,43.76,44.096,44.445,44.76,45.852
-3.68,-6,43.221,43.396,43.566,43.892,44.227,44.576,44.89,45.825
