X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,46.921,47.043,47.162,47.365,47.592,47.755,48.053,42.723
-5.92,-6,47.052,47.175,47.293,47.495,47.721,47.883,48.179,42.687
-5.84,-6,47.184,47.307,47.425,47.626,47.851,48.011,48.306,42.651
-5.76,-6,47.317,47.439,47.557,47.758,47.981,48.14,48.432,42.615
-5.68,-6,47.449,47.572,47.689,47.889,48.111,48.269,48.559,42.578
-5.6,-6,47.582,47.704,47.822,48.021,48.241,48.398,48.685,42.541
-5.52,-6,47.716,47.838,47.955,48.153,48.372,48.527,48.812,42.503
-5.44,-6,47.849,47.971,48.088,48.285,48.503,48.657,48.939,42.465
-5.36,-6,47.983,48.105,48.221,48.418,48.634,48.786,49.066,42.427
-5.28,-6,48.117,48.239,48.355,48.551,48.766,48.916,49.193,42.388
-5.2,-6,48.252,48.373,48.489,48.684,48.897,49.046,49.321,42.349
-5.12,-6,48.386,48.508,48.623,48.817,49.029,49.176,49.448,42.31
-5.04,-6,48.521,48.642,48.758,48.951,49.161,49.307,49.576,42.27
-4.96,-6,48.657,48.777,48.893,49.085,49.293,49.437,49.703,42.229
-4.88,-6,48.792,48.913,49.027,49.219,49.425,49.567,49.83,42.189
-4.8,-6,48.928,49.048,49.163,49.353,49.557,49.698,49.958,42.148
-4.72,-6,49.063,49.184,49.298,49.487,49.69,49.829,50.085,42.107
-4.64,-6,49.199,49.32,49.433,49.621,49.822,49.959,50.213,42.065
-4.56,-6,49.336,49.456,49.569,49.756,49.955,50.09,50.34,42.023
-4.48,-6,49.472,49.592,49.705,49.89,50.087,50.22,50.467,41.981
-4.4,-6,49.608,49.728,49.841,50.025,50.22,50.351,50.594,41.938
-4.32,-6,49.745,49.865,49.977,50.16,50.353,50.482,50.721,41.895
-4.24,-6,49.882,50.001,50.113,50.295,50.485,50.612,50.848,41.852
-4.16,-6,50.019,50.138,50.249,50.43,50.618,50.743,50.975,41.808
-4.08,-6,50.156,50.275,50.386,50.565,50.751,50.873,51.101,41.764
-4,-6,50.293,50.412,50.522,50.7,50.884,51.003,51.227,41.72
-3.92,-6,50.43,50.549,50.659,50.835,51.016,51.134,51.353,41.675
-3.84,-6,50.568,50.686,50.796,50.97,51.149,51.264,51.479,41.631
-3.76,-6,50.705,50.823,50.933,51.106,51.281,51.394,51.604,41.585
-3.68,-6,50.843,50.96,51.069,51.241,51.414,51.523,51.73,41.54
-3.6,-6,50.98,51.098,51.206,51.376,51.546,51.653,51.854,41.494
-3.52,-6,51.118,51.235,51.343,51.511,51.678,51.783,51.979,41.447
-3.44,-6,51.256,51.373,51.481,51.647,51.811,51.912,52.103,41.4
-3.36,-6,51.395,51.511,51.618,51.782,51.943,52.041,52.227,41.354
-3.28,-6,51.533,51.649,51.755,51.917,52.075,52.17,52.35,41.307
-3.2,-6,51.671,51.787,51.892,52.053,52.207,52.299,52.473,41.26
-3.12,-6,51.81,51.925,52.03,52.188,52.339,52.427,52.596,41.212
-3.04,-6,51.948,52.063,52.167,52.324,52.47,52.556,52.718,41.165
-2.96,-6,52.087,52.201,52.305,52.459,52.602,52.684,52.84,41.119
-2.88,-6,52.226,52.339,52.443,52.595,52.734,52.812,52.961,41.072
-2.8,-6,52.365,52.478,52.581,52.73,52.865,52.94,53.082,41.026
-2.72,-6,52.504,52.617,52.719,52.866,52.997,53.067,53.203,40.979
-2.64,-6,52.644,52.756,52.858,53.002,53.128,53.195,53.323,40.933
-2.56,-6,52.784,52.896,52.996,53.138,53.26,53.322,53.443,40.886
-2.48,-6,52.924,53.035,53.135,53.274,53.392,53.449,53.562,40.84
-2.4,-6,53.065,53.175,53.275,53.411,53.524,53.577,53.681,40.795
-2.32,-6,53.206,53.316,53.414,53.548,53.656,53.704,53.799,40.752
-2.24,-6,53.347,53.457,53.555,53.685,53.788,53.831,53.918,40.706
-2.16,-6,53.489,53.598,53.695,53.822,53.92,53.958,54.036,40.659
-2.08,-6,53.632,53.74,53.837,53.96,54.052,54.086,54.153,40.612
-2,-6,53.775,53.883,53.978,54.099,54.185,54.213,54.271,40.565
-1.92,-6,53.919,54.026,54.121,54.238,54.319,54.341,54.388,40.518
-1.84,-6,54.064,54.171,54.264,54.378,54.452,54.469,54.505,40.471
-1.76,-6,54.209,54.316,54.409,54.518,54.586,54.597,54.622,40.424
-1.68,-6,54.356,54.462,54.554,54.659,54.721,54.726,54.74,40.378
-1.6,-6,54.504,54.609,54.7,54.802,54.857,54.855,54.857,40.331
-1.52,-6,54.653,54.758,54.848,54.945,54.993,54.986,54.974,40.285
-1.44,-6,54.804,54.908,54.997,55.09,55.131,55.116,55.092,40.24
-1.36,-6,54.956,55.059,55.147,55.235,55.269,55.248,55.21,40.194
-1.28,-6,55.109,55.212,55.299,55.383,55.409,55.381,55.329,40.148
-1.2,-6,55.265,55.367,55.453,55.532,55.55,55.515,55.448,40.102
-1.12,-6,55.422,55.523,55.608,55.682,55.692,55.65,55.568,40.057
-1.04,-6,55.581,55.682,55.766,55.835,55.836,55.786,55.689,40.01
-0.96,-6,55.743,55.843,55.926,55.989,55.982,55.925,55.811,39.963
-0.88,-6,55.907,56.006,56.088,56.146,56.13,56.065,55.934,39.914
-0.8,-6,56.073,56.172,56.253,56.305,56.28,56.207,56.059,39.865
-0.72,-6,56.243,56.341,56.42,56.466,56.433,56.351,56.186,39.816
-0.64,-6,56.415,56.512,56.591,56.631,56.587,56.498,56.314,39.765
-0.56,-6,56.591,56.687,56.764,56.798,56.745,56.647,56.444,39.714
-0.48,-6,56.77,56.865,56.941,56.969,56.906,56.8,56.568,39.662
-0.4,-6,56.952,57.047,57.122,57.143,57.07,56.956,56.694,39.608
-0.32,-6,57.139,57.233,57.307,57.321,57.238,57.115,56.831,39.554
-0.24,-6,57.329,57.422,57.495,57.503,57.409,57.278,56.973,39.501
-0.16,-6,57.524,57.616,57.688,57.688,57.584,57.444,57.119,39.446
-0.08,-6,57.722,57.814,57.884,57.878,57.763,57.615,57.268,39.389
0,-6,57.926,58.017,58.086,58.072,57.947,57.79,57.422,39.331
0.08,-6,58.071,58.16,58.226,58.201,58.056,57.891,57.482,39.273
0.16,-6,58.27,58.358,58.422,58.387,58.229,58.055,57.617,39.213
0.24,-6,58.482,58.568,58.631,58.588,58.417,58.235,57.77,39.383
0.32,-6,58.702,58.787,58.849,58.798,58.615,58.425,57.935,39.242
0.4,-6,58.932,59.015,59.075,59.016,58.822,58.625,58.109,39.099
0.48,-6,59.169,59.25,59.309,59.242,59.037,58.832,58.293,38.97
