X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.246,54.36,54.47,54.638,54.929,55.24,55.489,55.779,55.961,51.578
-5.92,-6,54.34,54.454,54.563,54.73,55.019,55.33,55.577,55.866,56.048,51.531
-5.84,-6,54.435,54.548,54.656,54.822,55.11,55.419,55.666,55.954,56.135,51.485
-5.76,-6,54.529,54.642,54.75,54.914,55.201,55.509,55.755,56.042,56.223,51.439
-5.68,-6,54.624,54.736,54.843,55.006,55.292,55.599,55.844,56.13,56.31,51.393
-5.6,-6,54.719,54.83,54.937,55.098,55.383,55.689,55.933,56.218,56.398,51.348
-5.52,-6,54.814,54.925,55.03,55.19,55.474,55.779,56.022,56.306,56.485,51.303
-5.44,-6,54.91,55.019,55.124,55.283,55.565,55.869,56.111,56.394,56.573,51.259
-5.36,-6,55.005,55.114,55.218,55.375,55.656,55.96,56.2,56.482,56.66,51.215
-5.28,-6,55.101,55.209,55.312,55.468,55.747,56.05,56.289,56.57,56.747,51.172
-5.2,-6,55.197,55.304,55.406,55.56,55.839,56.14,56.378,56.658,56.835,51.129
-5.12,-6,55.293,55.399,55.5,55.653,55.93,56.23,56.467,56.746,56.922,51.087
-5.04,-6,55.388,55.494,55.595,55.746,56.021,56.321,56.556,56.834,57.009,51.046
-4.96,-6,55.485,55.589,55.689,55.838,56.113,56.411,56.645,56.922,57.097,51.005
-4.88,-6,55.581,55.684,55.783,55.931,56.204,56.501,56.734,57.01,57.184,50.965
-4.8,-6,55.677,55.78,55.878,56.024,56.295,56.591,56.823,57.097,57.271,50.925
-4.72,-6,55.773,55.875,55.972,56.116,56.387,56.681,56.912,57.185,57.357,50.887
-4.64,-6,55.869,55.97,56.066,56.209,56.478,56.771,57,57.272,57.444,50.849
-4.56,-6,55.965,56.066,56.161,56.302,56.569,56.86,57.089,57.359,57.53,50.811
-4.48,-6,56.061,56.161,56.255,56.394,56.66,56.95,57.177,57.446,57.617,50.781
-4.4,-6,56.158,56.256,56.349,56.486,56.75,57.039,57.265,57.533,57.702,50.753
-4.32,-6,56.254,56.351,56.443,56.579,56.841,57.129,57.353,57.619,57.788,50.725
-4.24,-6,56.35,56.446,56.537,56.671,56.932,57.218,57.44,57.705,57.874,50.699
-4.16,-6,56.446,56.541,56.631,56.763,57.022,57.306,57.527,57.791,57.959,50.68
-4.08,-6,56.541,56.636,56.725,56.854,57.112,57.395,57.614,57.877,58.043,50.661
-4,-6,56.637,56.73,56.818,56.946,57.201,57.483,57.701,57.962,58.128,50.641
-3.92,-6,56.733,56.825,56.912,57.037,57.291,57.571,57.787,58.047,58.212,50.621
-3.84,-6,56.828,56.919,57.005,57.128,57.38,57.659,57.873,58.131,58.295,50.601
-3.76,-6,56.923,57.013,57.098,57.219,57.469,57.746,57.959,58.215,58.378,50.581
-3.68,-6,57.018,57.107,57.191,57.31,57.558,57.833,58.044,58.299,58.461,50.56
-3.6,-6,57.113,57.201,57.283,57.4,57.646,57.92,58.129,58.382,58.543,50.539
-3.52,-6,57.207,57.294,57.375,57.49,57.734,58.006,58.213,58.464,58.625,50.518
-3.44,-6,57.302,57.387,57.467,57.579,57.821,58.091,58.297,58.546,58.706,50.497
-3.36,-6,57.395,57.48,57.558,57.668,57.908,58.176,58.381,58.628,58.786,50.475
