X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,37.539,37.613,37.707,37.877,38.147,37.402
-5.92,-6,37.658,37.731,37.824,37.993,38.263,37.403
-5.84,-6,37.777,37.85,37.943,38.11,38.38,37.403
-5.76,-6,37.896,37.969,38.06,38.227,38.496,37.403
-5.68,-6,38.015,38.087,38.178,38.343,38.612,37.406
-5.6,-6,38.135,38.205,38.295,38.459,38.728,37.416
-5.52,-6,38.254,38.323,38.413,38.575,38.844,37.403
-5.44,-6,38.373,38.441,38.53,38.691,38.959,37.388
-5.36,-6,38.492,38.56,38.648,38.807,39.074,37.372
-5.28,-6,38.611,38.678,38.765,38.923,39.19,37.355
-5.2,-6,38.73,38.797,38.883,39.04,39.305,37.337
-5.12,-6,38.849,38.915,39,39.155,39.42,37.317
-5.04,-6,38.968,39.032,39.116,39.269,39.535,37.297
-4.96,-6,39.087,39.15,39.233,39.384,39.65,37.276
-4.88,-6,39.206,39.268,39.35,39.499,39.766,37.254
-4.8,-6,39.325,39.385,39.467,39.613,39.88,37.23
-4.72,-6,39.443,39.502,39.583,39.727,39.995,37.206
-4.64,-6,39.562,39.62,39.699,39.841,40.11,37.182
-4.56,-6,39.682,39.739,39.817,39.959,40.227,37.156
-4.48,-6,39.802,39.86,39.938,40.08,40.346,37.129
-4.4,-6,39.924,39.983,40.061,40.204,40.466,37.102
-4.32,-6,40.045,40.104,40.183,40.326,40.586,37.075
-4.24,-6,40.166,40.226,40.305,40.448,40.705,37.046
-4.16,-6,40.287,40.347,40.426,40.57,40.824,37.017
-4.08,-6,40.407,40.467,40.547,40.691,40.943,36.987
-4,-6,40.527,40.588,40.668,40.811,41.061,36.957
-3.92,-6,40.646,40.707,40.788,40.931,41.179,36.926
-3.84,-6,40.765,40.826,40.907,41.05,41.296,36.895
-3.76,-6,40.884,40.945,41.026,41.169,41.412,36.864
-3.68,-6,41.002,41.063,41.144,41.287,41.528,36.832
-3.6,-6,41.119,41.18,41.261,41.404,41.644,36.799
-3.52,-6,41.236,41.297,41.378,41.521,41.759,36.767
-3.44,-6,41.352,41.414,41.494,41.637,41.873,36.733
-3.36,-6,41.468,41.529,41.609,41.752,41.986,36.7
-3.28,-6,41.582,41.643,41.724,41.865,42.098,36.666
-3.2,-6,41.695,41.757,41.837,41.978,42.21,36.634
-3.12,-6,41.808,41.869,41.949,42.09,42.32,36.605
-3.04,-6,41.92,41.981,42.061,42.201,42.429,36.575
-2.96,-6,42.031,42.092,42.171,42.311,42.537,36.544
-2.88,-6,42.14,42.201,42.28,42.419,42.644,36.512
-2.8,-6,42.249,42.31,42.389,42.527,42.749,36.479
-2.72,-6,42.357,42.417,42.496,42.634,42.854,36.445
-2.64,-6,42.463,42.523,42.602,42.738,42.957,36.41
-2.56,-6,42.569,42.628,42.706,42.842,43.059,36.374
-2.48,-6,42.673,42.732,42.809,42.944,43.16,36.337
-2.4,-6,42.776,42.835,42.911,43.046,43.259,36.299
-2.32,-6,42.877,42.936,43.012,43.146,43.357,36.26
-2.24,-6,42.978,43.036,43.112,43.244,43.455,36.22
-2.16,-6,43.077,43.135,43.21,43.342,43.55,36.179
-2.08,-6,43.175,43.232,43.307,43.438,43.645,36.137
-2,-6,43.271,43.329,43.403,43.533,43.738,36.094
-1.92,-6,43.366,43.423,43.497,43.626,43.829,36.05
-1.84,-6,43.459,43.516,43.59,43.718,43.92,36.005
-1.76,-6,43.551,43.608,43.681,43.808,44.008,35.971
-1.68,-6,43.641,43.698,43.77,43.897,44.095,35.936
-1.6,-6,43.73,43.786,43.858,43.984,44.181,35.9
-1.52,-6,43.817,43.873,43.945,44.07,44.265,35.863
-1.44,-6,43.902,43.958,44.029,44.154,44.347,35.817
-1.36,-6,43.986,44.041,44.112,44.236,44.427,35.763
-1.28,-6,44.067,44.123,44.194,44.317,44.506,35.707
-1.2,-6,44.147,44.203,44.273,44.395,44.584,35.65
-1.12,-6,44.225,44.281,44.351,44.472,44.659,35.591
