X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,44.762,44.868,44.977,45.176,45.414,45.607,45.862,46.132,46.311,44.428
-5.92,-6,44.853,44.959,45.067,45.266,45.503,45.694,45.948,46.218,46.397,44.392
-5.84,-6,44.945,45.05,45.158,45.355,45.591,45.782,46.035,46.304,46.482,44.355
-5.76,-6,45.037,45.142,45.249,45.445,45.68,45.869,46.122,46.39,46.568,44.318
-5.68,-6,45.129,45.233,45.34,45.535,45.769,45.957,46.209,46.476,46.653,44.28
-5.6,-6,45.222,45.325,45.43,45.625,45.858,46.045,46.295,46.562,46.739,44.241
-5.52,-6,45.314,45.417,45.521,45.715,45.946,46.132,46.382,46.648,46.824,44.201
-5.44,-6,45.406,45.509,45.613,45.805,46.035,46.22,46.469,46.734,46.91,44.161
-5.36,-6,45.499,45.6,45.704,45.895,46.124,46.308,46.556,46.82,46.996,44.12
-5.28,-6,45.592,45.692,45.795,45.985,46.213,46.396,46.643,46.906,47.081,44.079
-5.2,-6,45.684,45.784,45.886,46.075,46.302,46.483,46.729,46.992,47.166,44.037
-5.12,-6,45.777,45.876,45.977,46.166,46.391,46.571,46.816,47.078,47.252,43.995
-5.04,-6,45.87,45.968,46.069,46.256,46.48,46.659,46.903,47.163,47.337,43.952
-4.96,-6,45.962,46.061,46.16,46.346,46.568,46.746,46.989,47.249,47.422,43.909
-4.88,-6,46.055,46.153,46.251,46.436,46.657,46.834,47.075,47.334,47.507,43.865
-4.8,-6,46.148,46.245,46.342,46.526,46.745,46.921,47.162,47.42,47.591,43.821
-4.72,-6,46.24,46.336,46.433,46.616,46.834,47.008,47.248,47.505,47.676,43.777
-4.64,-6,46.333,46.428,46.524,46.705,46.922,47.095,47.333,47.59,47.76,43.732
-4.56,-6,46.426,46.52,46.615,46.795,47.01,47.182,47.419,47.674,47.844,43.688
-4.48,-6,46.518,46.612,46.706,46.884,47.098,47.268,47.505,47.759,47.928,43.643
-4.4,-6,46.61,46.703,46.797,46.974,47.186,47.355,47.59,47.843,48.011,43.598
