X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,43.504,43.615,43.731,43.913,44.531
-5.92,-6,43.628,43.739,43.854,44.036,44.529
-5.84,-6,43.752,43.863,43.978,44.159,44.527
-5.76,-6,43.877,43.987,44.101,44.281,44.525
-5.68,-6,44.002,44.111,44.225,44.404,44.523
-5.6,-6,44.126,44.235,44.349,44.527,44.52
-5.52,-6,44.251,44.36,44.473,44.65,44.518
-5.44,-6,44.377,44.484,44.597,44.774,44.515
-5.36,-6,44.502,44.609,44.721,44.897,44.513
-5.28,-6,44.627,44.734,44.845,45.02,44.511
-5.2,-6,44.752,44.858,44.969,45.143,44.508
-5.12,-6,44.878,44.983,45.093,45.267,44.505
-5.04,-6,45.003,45.108,45.218,45.39,44.502
-4.96,-6,45.128,45.233,45.342,45.513,44.498
-4.88,-6,45.254,45.357,45.466,45.636,44.494
-4.8,-6,45.379,45.482,45.59,45.759,44.489
-4.72,-6,45.504,45.607,45.714,45.882,44.494
-4.64,-6,45.629,45.731,45.837,46.005,44.502
-4.56,-6,45.754,45.855,45.961,46.127,44.491
-4.48,-6,45.879,45.98,46.084,46.249,44.473
-4.4,-6,46.004,46.103,46.208,46.371,44.454
-4.32,-6,46.128,46.227,46.33,46.493,44.435
-4.24,-6,46.253,46.351,46.453,46.615,44.414
-4.16,-6,46.376,46.474,46.575,46.736,44.393
-4.08,-6,46.5,46.596,46.697,46.857,44.371
-4,-6,46.623,46.719,46.819,46.977,44.348
-3.92,-6,46.746,46.841,46.94,47.097,44.324
-3.84,-6,46.869,46.963,47.061,47.216,44.299
-3.76,-6,46.991,47.084,47.181,47.335,44.273
-3.68,-6,47.112,47.204,47.301,47.453,44.247
-3.6,-6,47.233,47.325,47.42,47.571,44.22
-3.52,-6,47.354,47.444,47.539,47.688,44.192
-3.44,-6,47.474,47.563,47.657,47.805,44.164
-3.36,-6,47.593,47.681,47.774,47.921,44.134
-3.28,-6,47.712,47.799,47.891,48.036,44.104
-3.2,-6,47.83,47.916,48.007,48.15,44.074
-3.12,-6,47.947,48.032,48.122,48.263,44.042
