X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),App(SEL)
-6,-6,36.626,36.832,37.052,37.455,37.919,38.211,37.67
-5.92,-6,36.746,36.951,37.17,37.573,38.036,38.328,37.67
-5.84,-6,36.866,37.071,37.289,37.691,38.154,38.445,37.669
-5.76,-6,36.985,37.19,37.408,37.809,38.271,38.562,37.669
-5.68,-6,37.105,37.309,37.527,37.927,38.389,38.679,37.668
-5.6,-6,37.225,37.429,37.646,38.045,38.506,38.796,37.666
-5.52,-6,37.345,37.548,37.765,38.163,38.623,38.913,37.665
-5.44,-6,37.465,37.668,37.884,38.281,38.74,39.03,37.664
-5.36,-6,37.585,37.787,38.003,38.399,38.858,39.146,37.662
-5.28,-6,37.704,37.906,38.121,38.517,38.975,39.263,37.661
-5.2,-6,37.824,38.025,38.24,38.634,39.092,39.38,37.659
-5.12,-6,37.944,38.144,38.358,38.752,39.208,39.496,37.657
-5.04,-6,38.063,38.263,38.477,38.869,39.325,39.612,37.656
-4.96,-6,38.183,38.382,38.595,38.987,39.441,39.728,37.654
-4.88,-6,38.302,38.501,38.713,39.103,39.557,39.844,37.652
-4.8,-6,38.421,38.62,38.831,39.22,39.673,39.959,37.649
-4.72,-6,38.54,38.738,38.949,39.336,39.789,40.074,37.646
-4.64,-6,38.659,38.856,39.066,39.452,39.904,40.189,37.64
-4.56,-6,38.778,38.974,39.183,39.568,40.019,40.304,37.634
-4.48,-6,38.896,39.091,39.3,39.684,40.134,40.418,37.626
-4.4,-6,39.014,39.209,39.417,39.8,40.249,40.532,37.617
-4.32,-6,39.132,39.326,39.534,39.915,40.363,40.646,37.607
-4.24,-6,39.25,39.443,39.65,40.03,40.477,40.759,37.595
-4.16,-6,39.367,39.559,39.766,40.145,40.59,40.872,37.582
-4.08,-6,39.484,39.675,39.881,40.259,40.703,40.984,37.568
-4,-6,39.6,39.791,39.996,40.372,40.815,41.096,37.553
-3.92,-6,39.716,39.906,40.11,40.485,40.927,41.207,37.538
-3.84,-6,39.832,40.021,40.224,40.597,41.037,41.317,37.521
-3.76,-6,39.947,40.135,40.337,40.709,41.148,41.426,37.503
-3.68,-6,40.061,40.249,40.45,40.82,41.257,41.535,37.485
-3.6,-6,40.175,40.362,40.562,40.93,41.366,41.643,37.466
-3.52,-6,40.289,40.474,40.673,41.04,41.474,41.75,37.446
-3.44,-6,40.402,40.586,40.784,41.148,41.581,41.856,37.425
-3.36,-6,40.514,40.697,40.893,41.256,41.687,41.961,37.404
-3.28,-6,40.626,40.807,41.003,41.363,41.792,42.065,37.384
-3.2,-6,40.737,40.917,41.111,41.47,41.896,42.169,37.366
-3.12,-6,40.847,41.026,41.219,41.575,41.999,42.271,37.335
-3.04,-6,40.957,41.134,41.326,41.679,42.102,42.372,37.301
-2.96,-6,41.066,41.242,41.432,41.783,42.203,42.472,37.265
-2.88,-6,41.175,41.349,41.537,41.886,42.303,42.572,37.228
-2.8,-6,41.283,41.455,41.642,41.987,42.402,42.669,37.188
-2.72,-6,41.391,41.561,41.745,42.088,42.5,42.766,37.148
-2.64,-6,41.497,41.666,41.848,42.188,42.597,42.862,37.106
-2.56,-6,41.604,41.77,41.95,42.287,42.693,42.956,37.062
-2.48,-6,41.709,41.873,42.052,42.384,42.788,43.049,37.019
-2.4,-6,41.814,41.976,42.152,42.481,42.881,43.14,36.975
-2.32,-6,41.919,42.078,42.252,42.577,42.973,43.231,36.931
-2.24,-6,42.023,42.18,42.351,42.672,43.064,43.32,36.887
-2.16,-6,42.127,42.281,42.449,42.766,43.154,43.408,36.845
-2.08,-6,42.23,42.381,42.547,42.858,43.242,43.494,36.803
-2,-6,42.333,42.481,42.644,42.95,43.33,43.579,36.763
-1.92,-6,42.435,42.581,42.74,43.041,43.416,43.663,36.725
-1.84,-6,42.538,42.68,42.836,43.132,43.501,43.745,36.689
-1.76,-6,42.64,42.778,42.931,43.221,43.585,43.826,36.672
-1.68,-6,42.742,42.877,43.026,43.309,43.667,43.905,36.657
-1.6,-6,42.844,42.975,43.12,43.397,43.749,43.984,36.643
-1.52,-6,42.946,43.073,43.214,43.484,43.829,44.061,36.63
-1.44,-6,43.048,43.17,43.307,43.57,43.908,44.136,36.607
-1.36,-6,43.15,43.268,43.401,43.656,43.987,44.211,36.576
-1.28,-6,43.252,43.366,43.494,43.741,44.064,44.284,36.545
-1.2,-6,43.355,43.464,43.587,43.826,44.14,44.356,36.513
-1.12,-6,43.458,43.562,43.68,43.91,44.216,44.427,36.481
-1.04,-6,43.561,43.66,43.773,43.995,44.291,44.497,36.449
-0.96,-6,43.664,43.759,43.867,44.078,44.365,44.566,36.416
-0.88,-6,43.768,43.858,43.96,44.162,44.438,44.634,36.381
-0.8,-6,43.873,43.957,44.054,44.246,44.511,44.701,36.346
-0.72,-6,43.978,44.056,44.147,44.329,44.584,44.767,36.309
-0.64,-6,44.083,44.156,44.241,44.413,44.656,44.833,36.27
-0.56,-6,44.188,44.256,44.336,44.496,44.728,44.898,36.228
-0.48,-6,44.294,44.356,44.43,44.58,44.8,44.963,36.184
-0.4,-6,44.4,44.457,44.525,44.663,44.871,45.027,36.136
-0.32,-6,44.505,44.557,44.619,44.747,44.942,45.091,36.084
-0.24,-6,44.61,44.657,44.714,44.831,45.013,45.154,36.027
-0.16,-6,44.715,44.757,44.808,44.914,45.084,45.217,35.964
-0.08,-6,44.818,44.856,44.902,44.998,45.155,45.28,35.895
0,-6,44.921,44.954,44.995,45.081,45.225,45.343,35.819
0.08,-6,44.957,44.984,45.019,45.098,45.226,45.333,35.752
0.16,-6,45.03,45.052,45.082,45.153,45.268,45.366,35.679
0.24,-6,45.105,45.123,45.148,45.211,45.312,45.401,35.855
0.32,-6,45.176,45.191,45.211,45.266,45.354,45.435,35.544
0.4,-6,45.242,45.253,45.269,45.316,45.393,45.465,35.283
0.48,-6,45.3,45.309,45.322,45.361,45.426,45.49,35.066
0.56,-6,45.352,45.358,45.367,45.4,45.455,45.511,34.888
0.64,-6,45.395,45.398,45.406,45.433,45.477,45.526,34.912
0.72,-6,45.441,45.435,45.434,45.458,45.494,45.535,34.758
0.8,-6,45.48,45.471,45.465,45.475,45.502,45.539,34.638
0.88,-6,45.513,45.501,45.492,45.486,45.505,45.535,34.517
0.96,-6,45.541,45.526,45.512,45.5,45.502,45.526,34.395
