X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,36.334,36.38,36.435,36.537,36.508,36.906
-5.92,-6,36.455,36.5,36.554,36.655,36.624,36.907
-5.84,-6,36.575,36.62,36.674,36.774,36.741,36.907
-5.76,-6,36.697,36.741,36.794,36.893,36.857,36.907
-5.68,-6,36.818,36.861,36.914,37.012,36.974,36.905
-5.6,-6,36.939,36.982,37.035,37.132,37.091,36.92
-5.52,-6,37.061,37.104,37.155,37.251,37.209,36.937
-5.44,-6,37.183,37.225,37.276,37.371,37.326,36.93
-5.36,-6,37.306,37.347,37.397,37.491,37.443,36.908
-5.28,-6,37.428,37.469,37.518,37.611,37.561,36.884
-5.2,-6,37.551,37.591,37.639,37.731,37.679,36.859
-5.12,-6,37.673,37.713,37.761,37.852,37.797,36.833
-5.04,-6,37.796,37.835,37.882,37.972,37.914,36.805
-4.96,-6,37.919,37.957,38.004,38.093,38.032,36.776
-4.88,-6,38.043,38.08,38.126,38.213,38.15,36.746
-4.8,-6,38.166,38.202,38.248,38.334,38.268,36.714
-4.72,-6,38.289,38.325,38.37,38.455,38.386,36.681
-4.64,-6,38.413,38.448,38.492,38.576,38.504,36.646
-4.56,-6,38.536,38.57,38.614,38.696,38.622,36.611
-4.48,-6,38.66,38.693,38.736,38.817,38.739,36.574
-4.4,-6,38.783,38.816,38.857,38.938,38.857,36.536
-4.32,-6,38.906,38.938,38.979,39.058,38.974,36.496
-4.24,-6,39.03,39.061,39.101,39.179,39.091,36.456
-4.16,-6,39.153,39.184,39.223,39.299,39.208,36.414
-4.08,-6,39.276,39.306,39.344,39.42,39.325,36.371
-4,-6,39.399,39.428,39.466,39.54,39.442,36.328
-3.92,-6,39.522,39.55,39.587,39.659,39.558,36.283
-3.84,-6,39.645,39.672,39.708,39.779,39.674,36.237
-3.76,-6,39.768,39.794,39.829,39.899,39.79,36.191
-3.68,-6,39.89,39.916,39.95,40.018,39.905,36.143
-3.6,-6,40.012,40.037,40.07,40.136,40.02,36.095
-3.52,-6,40.134,40.158,40.19,40.255,40.135,36.046
-3.44,-6,40.256,40.278,40.31,40.373,40.249,35.996
-3.36,-6,40.377,40.399,40.429,40.491,40.362,35.946
-3.28,-6,40.498,40.519,40.548,40.608,40.475,35.894
-3.2,-6,40.619,40.638,40.666,40.725,40.588,35.842
-3.12,-6,40.739,40.757,40.785,40.842,40.7,35.789
-3.04,-6,40.858,40.876,40.902,40.958,40.812,35.736
-2.96,-6,40.978,40.994,41.019,41.073,40.922,35.682
-2.88,-6,41.096,41.112,41.136,41.188,41.033,35.628
-2.8,-6,41.215,41.229,41.252,41.302,41.142,35.572
-2.72,-6,41.332,41.346,41.368,41.416,41.251,35.517
-2.64,-6,41.449,41.462,41.482,41.529,41.359,35.46
-2.56,-6,41.566,41.577,41.597,41.641,41.466,35.408
-2.48,-6,41.682,41.692,41.71,41.753,41.573,35.357
-2.4,-6,41.797,41.806,41.823,41.864,41.679,35.305
-2.32,-6,41.911,41.919,41.935,41.974,41.784,35.252
-2.24,-6,42.025,42.032,42.047,42.084,41.888,35.197
-2.16,-6,42.138,42.144,42.157,42.192,41.991,35.141
-2.08,-6,42.25,42.255,42.267,42.3,42.093,35.083
-2,-6,42.362,42.365,42.376,42.407,42.195,35.023
-1.92,-6,42.473,42.474,42.484,42.513,42.295,34.962
-1.84,-6,42.583,42.583,42.591,42.618,42.394,34.9
-1.76,-6,42.691,42.691,42.698,42.723,42.493,34.835
-1.68,-6,42.8,42.797,42.803,42.826,42.59,34.77
-1.6,-6,42.907,42.903,42.908,42.928,42.687,34.702
-1.52,-6,43.013,43.008,43.011,43.03,42.782,34.634
-1.44,-6,43.118,43.112,43.114,43.13,42.876,34.556
-1.36,-6,43.223,43.215,43.215,43.229,42.97,34.471
-1.28,-6,43.326,43.317,43.316,43.328,43.062,34.384
-1.2,-6,43.429,43.418,43.416,43.425,43.153,34.299
-1.12,-6,43.53,43.518,43.514,43.521,43.243,34.219
-1.04,-6,43.631,43.617,43.612,43.616,43.332,34.138
-0.96,-6,43.73,43.715,43.708,43.71,43.419,34.054
-0.88,-6,43.828,43.812,43.803,43.803,43.506,33.968
-0.8,-6,43.926,43.908,43.898,43.895,43.591,33.88
-0.72,-6,44.022,44.003,43.991,43.986,43.676,33.789
-0.64,-6,44.117,44.096,44.083,44.076,43.759,33.697
-0.56,-6,44.212,44.189,44.174,44.164,43.841,33.601
-0.48,-6,44.305,44.281,44.264,44.252,43.923,33.504
-0.4,-6,44.397,44.371,44.353,44.338,44.003,33.404
-0.32,-6,44.488,44.461,44.441,44.423,44.082,33.301
-0.24,-6,44.579,44.549,44.528,44.507,44.159,33.197
