X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,38.339,38.401,38.483,38.635,38.832,41.365
-5.92,-6,38.463,38.524,38.605,38.756,38.952,41.345
-5.84,-6,38.587,38.647,38.728,38.878,39.073,41.324
-5.76,-6,38.71,38.77,38.851,38.999,39.193,41.303
-5.68,-6,38.835,38.894,38.973,39.121,39.314,41.282
-5.6,-6,38.959,39.017,39.096,39.243,39.435,41.26
-5.52,-6,39.084,39.141,39.22,39.365,39.556,41.239
-5.44,-6,39.208,39.265,39.343,39.488,39.677,41.22
-5.36,-6,39.333,39.39,39.467,39.61,39.798,41.2
-5.28,-6,39.458,39.514,39.59,39.733,39.92,41.179
-5.2,-6,39.583,39.638,39.714,39.855,40.041,41.158
-5.12,-6,39.709,39.763,39.838,39.978,40.163,41.139
-5.04,-6,39.834,39.888,39.962,40.101,40.284,41.12
-4.96,-6,39.959,40.012,40.086,40.224,40.406,41.094
-4.88,-6,40.085,40.137,40.21,40.346,40.527,41.057
-4.8,-6,40.211,40.262,40.334,40.469,40.648,41.019
-4.72,-6,40.336,40.387,40.458,40.592,40.77,40.98
-4.64,-6,40.462,40.511,40.582,40.715,40.891,40.94
-4.56,-6,40.587,40.636,40.706,40.837,41.012,40.899
-4.48,-6,40.713,40.761,40.83,40.96,41.133,40.857
-4.4,-6,40.838,40.885,40.953,41.082,41.254,40.814
-4.32,-6,40.963,41.01,41.077,41.204,41.374,40.771
-4.24,-6,41.088,41.134,41.2,41.326,41.495,40.726
-4.16,-6,41.213,41.258,41.323,41.448,41.615,40.681
-4.08,-6,41.338,41.382,41.446,41.569,41.734,40.635
-4,-6,41.462,41.505,41.569,41.69,41.854,40.589
-3.92,-6,41.587,41.629,41.691,41.811,41.973,40.542
-3.84,-6,41.711,41.752,41.813,41.932,42.092,40.494
-3.76,-6,41.834,41.874,41.935,42.052,42.21,40.445
-3.68,-6,41.958,41.997,42.056,42.171,42.328,40.396
-3.6,-6,42.08,42.119,42.177,42.291,42.445,40.347
-3.52,-6,42.203,42.24,42.298,42.409,42.562,40.297
-3.44,-6,42.325,42.361,42.418,42.528,42.678,40.246
-3.36,-6,42.447,42.482,42.538,42.646,42.794,40.195
-3.28,-6,42.568,42.602,42.657,42.763,42.909,40.144
-3.2,-6,42.688,42.722,42.775,42.879,43.023,40.093
-3.12,-6,42.808,42.841,42.893,42.995,43.137,40.041
-3.04,-6,42.928,42.959,43.01,43.11,43.25,39.988
-2.96,-6,43.046,43.076,43.126,43.225,43.363,39.936
-2.88,-6,43.164,43.193,43.242,43.339,43.474,39.883
-2.8,-6,43.282,43.31,43.357,43.452,43.585,39.83
-2.72,-6,43.398,43.425,43.471,43.564,43.694,39.777
-2.64,-6,43.514,43.54,43.585,43.675,43.803,39.724
