X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),App(SEL)
-6,-6,44.074,44.287,44.502,44.927,45.353,45.356,40.049
-5.92,-6,44.18,44.392,44.607,45.032,45.457,45.46,40.065
-5.84,-6,44.286,44.498,44.713,45.136,45.561,45.564,40.081
-5.76,-6,44.392,44.604,44.818,45.241,45.665,45.668,40.096
-5.68,-6,44.498,44.709,44.923,45.346,45.769,45.772,40.11
-5.6,-6,44.605,44.816,45.029,45.451,45.873,45.876,40.124
-5.52,-6,44.711,44.922,45.135,45.556,45.977,45.981,40.138
-5.44,-6,44.818,45.028,45.241,45.662,46.082,46.085,40.151
-5.36,-6,44.925,45.135,45.347,45.767,46.186,46.19,40.164
-5.28,-6,45.032,45.241,45.453,45.872,46.291,46.294,40.176
-5.2,-6,45.139,45.348,45.559,45.978,46.395,46.399,40.189
-5.12,-6,45.247,45.455,45.665,46.083,46.5,46.503,40.2
-5.04,-6,45.354,45.562,45.772,46.189,46.605,46.608,40.212
-4.96,-6,45.462,45.669,45.878,46.295,46.709,46.713,40.223
-4.88,-6,45.57,45.776,45.985,46.4,46.814,46.817,40.234
-4.8,-6,45.677,45.883,46.091,46.505,46.917,46.92,40.244
-4.72,-6,45.784,45.989,46.196,46.609,47.02,47.023,40.254
-4.64,-6,45.89,46.094,46.3,46.712,47.122,47.125,40.264
-4.56,-6,45.995,46.198,46.404,46.814,47.223,47.226,40.274
-4.48,-6,46.1,46.302,46.506,46.915,47.324,47.327,40.292
-4.4,-6,46.203,46.405,46.609,47.016,47.424,47.427,40.309
-4.32,-6,46.306,46.507,46.71,47.117,47.524,47.527,40.325
-4.24,-6,46.409,46.609,46.812,47.217,47.623,47.626,40.34
-4.16,-6,46.512,46.711,46.913,47.317,47.722,47.725,40.356
-4.08,-6,46.614,46.812,47.014,47.417,47.82,47.824,40.393
-4,-6,46.716,46.914,47.114,47.516,47.918,47.922,40.431
-3.92,-6,46.818,47.015,47.214,47.614,48.016,48.019,40.469
-3.84,-6,46.919,47.115,47.314,47.713,48.113,48.116,40.506
-3.76,-6,47.021,47.215,47.413,47.81,48.21,48.213,40.544
