X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,30.349,30.551,30.655,30.421
-5.92,-6,30.478,30.679,30.782,30.424
-5.84,-6,30.608,30.807,30.91,30.427
-5.76,-6,30.738,30.936,31.038,30.431
-5.68,-6,30.868,31.065,31.166,30.436
-5.6,-6,30.999,31.194,31.294,30.441
-5.52,-6,31.13,31.323,31.422,30.446
-5.44,-6,31.261,31.453,31.551,30.451
-5.36,-6,31.393,31.583,31.68,30.457
-5.28,-6,31.524,31.713,31.809,30.463
-5.2,-6,31.656,31.843,31.939,30.469
-5.12,-6,31.788,31.973,32.068,30.475
-5.04,-6,31.921,32.104,32.198,30.482
-4.96,-6,32.053,32.234,32.328,30.489
-4.88,-6,32.186,32.365,32.458,30.496
-4.8,-6,32.319,32.496,32.588,30.503
-4.72,-6,32.452,32.627,32.718,30.51
-4.64,-6,32.585,32.758,32.848,30.518
-4.56,-6,32.718,32.889,32.978,30.526
-4.48,-6,32.851,33.021,33.108,30.534
-4.4,-6,32.984,33.152,33.239,30.542
-4.32,-6,33.117,33.283,33.369,30.55
-4.24,-6,33.25,33.414,33.499,30.568
-4.16,-6,33.384,33.545,33.629,30.611
-4.08,-6,33.517,33.676,33.759,30.655
-4,-6,33.65,33.807,33.889,30.701
-3.92,-6,33.783,33.938,34.018,30.747
-3.84,-6,33.915,34.068,34.148,30.794
-3.76,-6,34.048,34.199,34.277,30.842
-3.68,-6,34.18,34.329,34.406,30.89
-3.6,-6,34.313,34.459,34.535,30.939
-3.52,-6,34.445,34.588,34.663,30.988
-3.44,-6,34.576,34.718,34.791,31.037
-3.36,-6,34.708,34.847,34.919,31.086
-3.28,-6,34.839,34.975,35.046,31.134
-3.2,-6,34.97,35.104,35.173,31.183
-3.12,-6,35.1,35.232,35.3,31.231
-3.04,-6,35.23,35.359,35.426,31.278
-2.96,-6,35.359,35.486,35.552,31.324
-2.88,-6,35.488,35.613,35.677,31.37
-2.8,-6,35.617,35.738,35.801,31.414
-2.72,-6,35.745,35.864,35.925,31.457
-2.64,-6,35.873,35.989,36.049,31.468
-2.56,-6,35.999,36.113,36.171,31.449
-2.48,-6,36.126,36.236,36.293,31.421
-2.4,-6,36.251,36.359,36.415,31.391
-2.32,-6,36.376,36.481,36.535,31.36
-2.24,-6,36.5,36.603,36.655,31.328
-2.16,-6,36.624,36.723,36.774,31.293
-2.08,-6,36.747,36.843,36.893,31.257
-2,-6,36.869,36.962,37.01,31.22
-1.92,-6,36.99,37.081,37.127,31.181
-1.84,-6,37.11,37.198,37.243,31.14
-1.76,-6,37.23,37.315,37.358,31.098
-1.68,-6,37.348,37.43,37.471,31.055
-1.6,-6,37.466,37.545,37.584,31.01
-1.52,-6,37.583,37.659,37.697,30.963
-1.44,-6,37.698,37.771,37.808,30.915
-1.36,-6,37.813,37.883,37.918,30.855
-1.28,-6,37.927,37.994,38.027,30.789
-1.2,-6,38.04,38.103,38.135,30.725
-1.12,-6,38.152,38.212,38.242,30.67
-1.04,-6,38.263,38.32,38.347,30.612
-0.96,-6,38.372,38.426,38.452,30.553
-0.88,-6,38.481,38.532,38.556,30.491
-0.8,-6,38.589,38.636,38.659,30.428
-0.72,-6,38.696,38.74,38.76,30.362
-0.64,-6,38.802,38.842,38.861,30.294
-0.56,-6,38.906,38.944,38.96,30.223
-0.48,-6,39.01,39.044,39.058,30.151
-0.4,-6,39.113,39.143,39.156,30.076
-0.32,-6,39.215,39.241,39.252,29.999
-0.24,-6,39.315,39.338,39.347,29.919
-0.16,-6,39.415,39.435,39.441,29.837
-0.08,-6,39.515,39.53,39.534,29.753
0,-6,39.613,39.624,39.626,29.666
0.08,-6,39.655,39.664,39.661,29.59
0.16,-6,39.735,39.74,39.734,29.515
0.24,-6,39.821,39.822,39.813,29.493
0.32,-6,39.909,39.906,39.894,29.354
0.4,-6,40.003,39.991,39.977,29.228
0.48,-6,40.102,40.08,40.06,29.118
0.56,-6,40.202,40.174,40.15,28.998
0.64,-6,40.304,40.268,40.241,28.902
0.72,-6,40.408,40.363,40.332,28.81
0.8,-6,40.515,40.459,40.425,28.717
0.88,-6,40.625,40.556,40.518,28.622
0.96,-6,40.73,40.656,40.612,28.525
1.04,-6,40.773,40.759,40.707,28.427
1.12,-6,40.831,40.862,40.807,28.328
1.2,-6,40.926,40.936,40.906,28.227
1.28,-6,41.021,40.984,41.004,28.124
1.36,-6,41.117,41.055,41.047,28.02
1.44,-6,41.213,41.145,41.101,27.915
1.52,-6,41.316,41.235,41.186,27.809
1.6,-6,41.424,41.326,41.273,27.701
1.68,-6,41.533,41.418,41.36,27.592
1.76,-6,41.642,41.51,41.449,27.482
1.84,-6,41.754,41.604,41.538,27.37
1.92,-6,41.866,41.699,41.628,27.258
