X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,50.601,50.731,50.855,50.967,51.036,51.049,51.03,48.083
-5.92,-6,50.72,50.849,50.972,51.082,51.149,51.16,51.14,48.096
-5.84,-6,50.84,50.967,51.089,51.198,51.263,51.272,51.252,48.109
-5.76,-6,50.96,51.086,51.207,51.314,51.377,51.384,51.364,48.122
-5.68,-6,51.081,51.205,51.325,51.431,51.491,51.497,51.476,48.135
-5.6,-6,51.202,51.325,51.444,51.548,51.606,51.61,51.588,48.148
-5.52,-6,51.324,51.445,51.564,51.666,51.721,51.724,51.701,48.16
-5.44,-6,51.446,51.566,51.683,51.784,51.837,51.837,51.814,48.172
-5.36,-6,51.569,51.688,51.804,51.903,51.953,51.952,51.928,48.184
-5.28,-6,51.692,51.81,51.925,52.022,52.069,52.066,52.041,48.195
-5.2,-6,51.816,51.933,52.046,52.141,52.186,52.181,52.156,48.206
-5.12,-6,51.941,52.056,52.168,52.261,52.304,52.297,52.27,48.217
-5.04,-6,52.066,52.18,52.29,52.382,52.421,52.413,52.385,48.228
-4.96,-6,52.192,52.305,52.413,52.503,52.54,52.529,52.501,48.237
-4.88,-6,52.318,52.43,52.537,52.625,52.658,52.645,52.616,48.247
-4.8,-6,52.445,52.555,52.661,52.747,52.778,52.762,52.732,48.256
-4.72,-6,52.572,52.681,52.786,52.869,52.897,52.88,52.849,48.264
-4.64,-6,52.701,52.808,52.911,52.992,53.017,52.997,52.965,48.271
-4.56,-6,52.829,52.935,53.036,53.116,53.138,53.115,53.082,48.278
-4.48,-6,52.958,53.063,53.163,53.24,53.258,53.234,53.2,48.284
-4.4,-6,53.088,53.192,53.289,53.364,53.38,53.352,53.317,48.289
-4.32,-6,53.219,53.321,53.417,53.489,53.501,53.472,53.435,48.294
-4.24,-6,53.35,53.45,53.545,53.615,53.624,53.591,53.554,48.295
-4.16,-6,53.482,53.58,53.673,53.741,53.746,53.711,53.673,48.291
-4.08,-6,53.614,53.711,53.802,53.868,53.87,53.832,53.792,48.286
-4,-6,53.747,53.843,53.932,53.995,53.993,53.952,53.911,48.281
-3.92,-6,53.881,53.975,54.062,54.123,54.117,54.073,54.031,48.274
-3.84,-6,54.016,54.108,54.193,54.251,54.242,54.195,54.151,48.267
-3.76,-6,54.151,54.242,54.325,54.38,54.367,54.317,54.272,48.259
-3.68,-6,54.287,54.376,54.457,54.51,54.493,54.439,54.393,48.25
-3.6,-6,54.424,54.511,54.59,54.64,54.619,54.562,54.514,48.241
-3.52,-6,54.561,54.646,54.724,54.771,54.746,54.686,54.636,48.231
-3.44,-6,54.7,54.783,54.858,54.902,54.873,54.809,54.758,48.22
-3.36,-6,54.839,54.92,54.994,55.035,55.001,54.934,54.881,48.209
