X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,30.038,30.303,30.419,29.759
-5.92,-6,30.164,30.428,30.543,29.777
-5.84,-6,30.29,30.554,30.668,29.795
-5.76,-6,30.416,30.679,30.793,29.813
-5.68,-6,30.543,30.805,30.919,29.832
-5.6,-6,30.67,30.931,31.044,29.851
-5.52,-6,30.797,31.057,31.17,29.87
-5.44,-6,30.924,31.184,31.296,29.889
-5.36,-6,31.052,31.31,31.422,29.908
-5.28,-6,31.18,31.437,31.548,29.927
-5.2,-6,31.308,31.564,31.674,29.947
-5.12,-6,31.436,31.691,31.801,29.966
-5.04,-6,31.564,31.818,31.927,29.986
-4.96,-6,31.693,31.945,32.054,30.006
-4.88,-6,31.821,32.071,32.18,30.025
-4.8,-6,31.949,32.197,32.305,30.045
-4.72,-6,32.077,32.323,32.43,30.064
-4.64,-6,32.205,32.447,32.553,30.084
-4.56,-6,32.331,32.57,32.676,30.106
-4.48,-6,32.455,32.693,32.798,30.16
-4.4,-6,32.58,32.816,32.921,30.214
-4.32,-6,32.704,32.938,33.043,30.27
-4.24,-6,32.828,33.061,33.165,30.326
-4.16,-6,32.952,33.183,33.287,30.384
-4.08,-6,33.076,33.305,33.408,30.442
-4,-6,33.2,33.427,33.529,30.5
-3.92,-6,33.323,33.548,33.65,30.559
-3.84,-6,33.446,33.669,33.771,30.619
-3.76,-6,33.569,33.79,33.891,30.678
-3.68,-6,33.691,33.91,34.011,30.738
-3.6,-6,33.813,34.03,34.129,30.797
-3.52,-6,33.934,34.147,34.246,30.856
-3.44,-6,34.054,34.264,34.363,30.915
-3.36,-6,34.174,34.38,34.477,30.973
-3.28,-6,34.292,34.494,34.59,31.031
-3.2,-6,34.408,34.605,34.701,31.087
-3.12,-6,34.523,34.716,34.812,31.143
-3.04,-6,34.636,34.827,34.921,31.197
-2.96,-6,34.748,34.936,35.03,31.23
-2.88,-6,34.859,35.045,35.138,31.223
-2.8,-6,34.97,35.153,35.245,31.205
-2.72,-6,35.079,35.258,35.35,31.185
-2.64,-6,35.187,35.363,35.454,31.164
-2.56,-6,35.295,35.467,35.557,31.141
-2.48,-6,35.402,35.57,35.659,31.116
-2.4,-6,35.507,35.671,35.76,31.089
-2.32,-6,35.611,35.771,35.858,31.061
-2.24,-6,35.714,35.869,35.955,31.031
-2.16,-6,35.815,35.966,36.051,31
-2.08,-6,35.915,36.062,36.146,30.967
-2,-6,36.014,36.157,36.241,30.932
-1.92,-6,36.111,36.251,36.334,30.896
-1.84,-6,36.208,36.344,36.426,30.859
-1.76,-6,36.304,36.436,36.517,30.82
-1.68,-6,36.399,36.528,36.608,30.779
-1.6,-6,36.493,36.619,36.698,30.737
-1.52,-6,36.586,36.709,36.787,30.694
-1.44,-6,36.679,36.8,36.877,30.649
-1.36,-6,36.771,36.89,36.967,30.603
-1.28,-6,36.863,36.981,37.056,30.554
-1.2,-6,36.953,37.071,37.145,30.504
-1.12,-6,37.043,37.16,37.233,30.452
-1.04,-6,37.131,37.248,37.321,30.398
-0.96,-6,37.218,37.335,37.407,30.342
-0.88,-6,37.304,37.421,37.491,30.284
-0.8,-6,37.388,37.506,37.575,30.223
-0.72,-6,37.47,37.588,37.657,30.161
-0.64,-6,37.551,37.67,37.737,30.096
-0.56,-6,37.63,37.749,37.815,30.029
-0.48,-6,37.707,37.826,37.891,29.959
-0.4,-6,37.781,37.901,37.965,29.888
-0.32,-6,37.852,37.973,38.038,29.814
-0.24,-6,37.921,38.043,38.107,29.737
-0.16,-6,37.987,38.11,38.173,29.658
-0.08,-6,38.051,38.175,38.237,29.577
0,-6,38.112,38.236,38.298,29.493
0.08,-6,38.09,38.218,38.277,29.421
0.16,-6,38.12,38.25,38.306,29.35
0.24,-6,38.157,38.288,38.342,29.333
0.32,-6,38.196,38.327,38.381,29.195
0.4,-6,38.241,38.367,38.419,29.07
0.48,-6,38.293,38.407,38.457,28.963
0.56,-6,38.344,38.456,38.499,28.845
0.64,-6,38.393,38.503,38.545,28.752
0.72,-6,38.442,38.546,38.586,28.664
0.8,-6,38.492,38.586,38.624,28.573
0.88,-6,38.546,38.627,38.66,28.481
0.96,-6,38.598,38.668,38.698,28.388
1.04,-6,38.546,38.713,38.733,28.293
1.12,-6,38.498,38.756,38.775,28.196
1.2,-6,38.503,38.779,38.814,28.098
1.28,-6,38.514,38.72,38.851,27.999
1.36,-6,38.523,38.682,38.819,27.898
1.44,-6,38.528,38.69,38.768,27.795
1.52,-6,38.532,38.695,38.756,27.692
1.6,-6,38.532,38.698,38.76,27.586
1.68,-6,38.53,38.698,38.761,27.48
1.76,-6,38.525,38.695,38.759,27.373
1.84,-6,38.518,38.689,38.755,27.264
1.92,-6,38.508,38.681,38.748,27.154
2,-6,38.495,38.671,38.739,27.043
2.08,-6,38.476,38.653,38.724,26.931
2.16,-6,38.453,38.632,38.704,26.817
2.24,-6,38.428,38.609,38.682,26.703
2.32,-6,38.4,38.583,38.657,26.588
2.4,-6,38.37,38.554,38.63,26.472
2.48,-6,38.337,38.523,38.601,26.354
2.56,-6,38.303,38.49,38.569,26.237
2.64,-6,38.266,38.454,38.536,26.118
2.72,-6,38.227,38.416,38.499,25.998
2.8,-6,38.186,38.376,38.461,25.878
2.88,-6,38.142,38.334,38.42,25.757
2.96,-6,38.096,38.289,38.376,25.636
3.04,-6,38.049,38.241,38.329,25.513
3.12,-6,37.999,38.192,38.28,25.391
3.2,-6,37.948,38.14,38.229,25.267
3.28,-6,37.894,38.086,38.175,25.143
3.36,-6,37.839,38.03,38.12,25.019
3.44,-6,37.782,37.972,38.063,24.894
3.52,-6,37.724,37.913,38.004,24.769
3.6,-6,37.664,37.851,37.943,24.644
3.68,-6,37.602,37.788,37.88,24.518
3.76,-6,37.539,37.724,37.816,24.392
3.84,-6,37.475,37.658,37.75,24.266
3.92,-6,37.409,37.59,37.683,24.139
4,-6,37.342,37.521,37.614,24.012
4.08,-6,37.274,37.45,37.544,23.885
4.16,-6,37.204,37.379,37.472,23.758
4.24,-6,37.134,37.306,37.399,23.631
4.32,-6,37.062,37.231,37.324,23.504
4.4,-6,36.989,37.156,37.249,23.377
4.48,-6,36.915,37.079,37.172,23.249
4.56,-6,36.84,37.002,37.094,23.122
4.64,-6,36.764,36.923,37.015,22.995
4.72,-6,36.688,36.844,36.935,22.867
4.8,-6,36.611,36.763,36.854,22.74
4.88,-6,36.532,36.682,36.772,22.613
4.96,-6,36.453,36.6,36.69,22.486
5.04,-6,36.374,36.517,36.606,22.359
5.12,-6,36.293,36.434,36.522,22.233
5.2,-6,36.212,36.349,36.437,22.106
5.28,-6,36.131,36.265,36.352,21.98
5.36,-6,36.048,36.179,36.266,21.854
5.44,-6,35.966,36.094,36.179,21.728
5.52,-6,35.883,36.007,36.092,21.602
5.6,-6,35.799,35.921,36.004,21.477
5.68,-6,35.715,35.833,35.916,21.352
5.76,-6,35.631,35.746,35.827,21.227
5.84,-6,35.547,35.658,35.738,21.103
5.92,-6,35.461,35.57,35.649,20.979
6,-6,35.376,35.482,35.559,20.855
-6,-5.92,30.142,30.406,30.521,29.993
-5.92,-5.92,30.269,30.532,30.647,30.011
-5.84,-5.92,30.397,30.659,30.773,30.029
-5.76,-5.92,30.524,30.786,30.9,30.047
-5.68,-5.92,30.652,30.913,31.027,30.065
