X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,47.805,47.973,48.138,48.418,48.732,48.999,49.132,47.824
-5.92,-6,47.897,48.065,48.231,48.511,48.826,49.096,49.23,47.841
-5.84,-6,47.989,48.157,48.323,48.605,48.922,49.193,49.327,47.857
-5.76,-6,48.081,48.25,48.416,48.699,49.017,49.29,49.426,47.874
-5.68,-6,48.174,48.343,48.51,48.793,49.113,49.388,49.524,47.89
-5.6,-6,48.267,48.437,48.604,48.888,49.209,49.486,49.622,47.905
-5.52,-6,48.36,48.53,48.698,48.983,49.305,49.584,49.721,47.92
-5.44,-6,48.454,48.624,48.792,49.078,49.401,49.682,49.82,47.935
-5.36,-6,48.548,48.719,48.887,49.173,49.498,49.78,49.919,47.95
-5.28,-6,48.643,48.813,48.982,49.269,49.595,49.879,50.018,47.964
-5.2,-6,48.738,48.908,49.077,49.365,49.692,49.977,50.117,47.977
-5.12,-6,48.833,49.003,49.172,49.461,49.789,50.076,50.216,47.99
-5.04,-6,48.928,49.099,49.268,49.557,49.886,50.174,50.315,48.003
-4.96,-6,49.024,49.194,49.364,49.653,49.983,50.273,50.414,48.015
-4.88,-6,49.119,49.29,49.46,49.75,50.08,50.371,50.513,48.026
-4.8,-6,49.215,49.386,49.556,49.846,50.177,50.47,50.612,48.037
-4.72,-6,49.311,49.482,49.652,49.943,50.275,50.568,50.711,48.047
-4.64,-6,49.407,49.578,49.748,50.039,50.372,50.666,50.81,48.056
-4.56,-6,49.504,49.675,49.845,50.136,50.469,50.764,50.908,48.064
-4.48,-6,49.6,49.771,49.941,50.232,50.566,50.862,51.006,48.068
-4.4,-6,49.697,49.868,50.037,50.329,50.663,50.96,51.105,48.072
-4.32,-6,49.794,49.964,50.134,50.425,50.76,51.058,51.202,48.074
-4.24,-6,49.891,50.061,50.23,50.522,50.856,51.155,51.3,48.075
-4.16,-6,49.988,50.157,50.327,50.618,50.953,51.252,51.397,48.076
-4.08,-6,50.085,50.254,50.423,50.714,51.049,51.349,51.494,48.076
-4,-6,50.182,50.351,50.519,50.81,51.145,51.446,51.591,48.075
-3.92,-6,50.279,50.447,50.615,50.906,51.241,51.542,51.687,48.073
-3.84,-6,50.376,50.544,50.711,51.002,51.336,51.637,51.783,48.071
-3.76,-6,50.473,50.64,50.807,51.097,51.431,51.733,51.878,48.068
-3.68,-6,50.57,50.736,50.903,51.192,51.526,51.827,51.973,48.064
-3.6,-6,50.667,50.832,50.999,51.287,51.62,51.922,52.067,48.06
-3.52,-6,50.763,50.928,51.094,51.381,51.714,52.015,52.161,48.055
-3.44,-6,50.86,51.024,51.189,51.476,51.807,52.108,52.254,48.05
-3.36,-6,50.957,51.12,51.284,51.569,51.9,52.201,52.346,48.045
-3.28,-6,51.054,51.215,51.379,51.663,51.992,52.293,52.438,48.039
-3.2,-6,51.15,51.311,51.473,51.756,52.084,52.384,52.529,48.032
-3.12,-6,51.247,51.406,51.567,51.849,52.176,52.474,52.619,48.025
-3.04,-6,51.343,51.502,51.661,51.941,52.266,52.564,52.709,48.018
-2.96,-6,51.44,51.597,51.755,52.033,52.357,52.653,52.797,48.011
-2.88,-6,51.537,51.692,51.848,52.124,52.446,52.742,52.885,47.997
-2.8,-6,51.633,51.786,51.941,52.215,52.535,52.829,52.972,47.967
-2.72,-6,51.729,51.881,52.034,52.306,52.624,52.916,53.059,47.933
-2.64,-6,51.826,51.976,52.127,52.396,52.711,53.002,53.144,47.897
-2.56,-6,51.923,52.07,52.219,52.486,52.798,53.087,53.228,47.859
-2.48,-6,52.019,52.164,52.312,52.575,52.885,53.171,53.312,47.818
-2.4,-6,52.116,52.259,52.404,52.665,52.97,53.255,53.394,47.775
-2.32,-6,52.213,52.353,52.496,52.753,53.056,53.337,53.476,47.729
-2.24,-6,52.31,52.448,52.588,52.842,53.14,53.419,53.556,47.681
-2.16,-6,52.408,52.543,52.68,52.93,53.224,53.5,53.636,47.631
-2.08,-6,52.506,52.638,52.772,53.018,53.308,53.58,53.715,47.579
-2,-6,52.604,52.733,52.864,53.105,53.391,53.659,53.793,47.526
-1.92,-6,52.703,52.828,52.956,53.193,53.473,53.738,53.87,47.47
-1.84,-6,52.802,52.924,53.048,53.28,53.555,53.815,53.946,47.413
-1.76,-6,52.902,53.02,53.14,53.367,53.637,53.892,54.021,47.355
-1.68,-6,53.002,53.117,53.233,53.455,53.718,53.968,54.095,47.295
-1.6,-6,53.103,53.214,53.326,53.542,53.799,54.044,54.168,47.235
-1.52,-6,53.205,53.312,53.42,53.63,53.879,54.119,54.241,47.173
-1.44,-6,53.308,53.411,53.514,53.717,53.96,54.193,54.313,47.11
-1.36,-6,53.412,53.51,53.608,53.805,54.04,54.266,54.384,47.047
-1.28,-6,53.516,53.61,53.703,53.893,54.12,54.34,54.455,46.983
-1.2,-6,53.622,53.711,53.799,53.982,54.2,54.413,54.525,46.918
-1.12,-6,53.728,53.812,53.896,54.071,54.28,54.485,54.594,46.852
-1.04,-6,53.835,53.914,53.993,54.161,54.361,54.557,54.663,46.786
-0.96,-6,53.943,54.018,54.091,54.251,54.441,54.629,54.732,46.719
-0.88,-6,54.052,54.121,54.189,54.341,54.522,54.701,54.8,46.652
-0.8,-6,54.161,54.226,54.288,54.432,54.603,54.773,54.868,46.583
-0.72,-6,54.271,54.331,54.388,54.524,54.684,54.844,54.936,46.514
-0.64,-6,54.382,54.437,54.488,54.616,54.765,54.916,55.003,46.443
-0.56,-6,54.492,54.543,54.589,54.708,54.847,54.988,55.071,46.371
-0.48,-6,54.603,54.648,54.69,54.801,54.929,55.059,55.138,46.296
-0.4,-6,54.713,54.754,54.791,54.894,55.011,55.131,55.206,46.219
-0.32,-6,54.822,54.859,54.891,54.987,55.094,55.203,55.273,46.139
-0.24,-6,54.931,54.964,54.991,55.08,55.176,55.275,55.34,46.056
-0.16,-6,55.038,55.067,55.09,55.172,55.259,55.347,55.408,45.968
-0.08,-6,55.143,55.169,55.188,55.264,55.341,55.419,55.475,45.875
0,-6,55.245,55.269,55.284,55.355,55.423,55.49,55.542,45.777
0.08,-6,55.254,55.272,55.28,55.341,55.393,55.456,55.501,45.698
0.16,-6,55.318,55.333,55.337,55.391,55.432,55.487,55.526,45.614
0.24,-6,55.384,55.397,55.397,55.446,55.478,55.524,55.559,45.726
0.32,-6,55.446,55.457,55.454,55.5,55.523,55.561,55.591,45.627
0.4,-6,55.501,55.51,55.506,55.549,55.564,55.594,55.619,45.522
0.48,-6,55.549,55.556,55.55,55.591,55.601,55.622,55.643,45.413
0.56,-6,55.599,55.601,55.587,55.627,55.63,55.645,55.661,45.299
0.64,-6,55.64,55.641,55.626,55.655,55.654,55.661,55.674,45.183
0.72,-6,55.673,55.674,55.657,55.686,55.669,55.671,55.68,45.065
0.8,-6,55.7,55.698,55.679,55.71,55.686,55.675,55.681,44.946
0.88,-6,55.719,55.717,55.695,55.726,55.699,55.673,55.676,44.827
0.96,-6,55.737,55.729,55.705,55.735,55.705,55.674,55.669,44.707
1.04,-6,55.747,55.74,55.711,55.741,55.707,55.67,55.661,44.587
1.12,-6,55.739,55.742,55.714,55.739,55.702,55.66,55.649,44.468
1.2,-6,55.709,55.725,55.709,55.739,55.696,55.647,55.633,44.349
1.28,-6,55.67,55.689,55.685,55.733,55.684,55.63,55.615,44.23
1.36,-6,55.623,55.645,55.644,55.721,55.674,55.612,55.594,44.112
1.44,-6,55.568,55.593,55.595,55.688,55.66,55.591,55.572,43.995
1.52,-6,55.506,55.534,55.539,55.643,55.641,55.572,55.549,43.879
1.6,-6,55.362,55.467,55.477,55.594,55.613,55.553,55.529,43.765
1.68,-6,55.198,55.37,55.408,55.539,55.567,55.532,55.507,43.651
1.76,-6,55.083,55.212,55.332,55.478,55.515,55.507,55.482,43.538
1.84,-6,54.987,55.096,55.247,55.409,55.457,55.47,55.447,43.427
1.92,-6,54.886,54.999,55.155,55.333,55.393,55.417,55.398,43.316
2,-6,54.781,54.896,55.058,55.25,55.325,55.362,55.347,43.207
2.08,-6,54.671,54.788,54.955,55.163,55.252,55.302,55.293,43.099
2.16,-6,54.557,54.676,54.847,55.07,55.174,55.239,55.236,42.992
2.24,-6,54.44,54.559,54.735,54.972,55.091,55.171,55.175,42.886
2.32,-6,54.317,54.437,54.588,54.87,55.008,55.101,55.112,42.78
2.4,-6,54.191,54.311,54.459,54.748,54.921,55.027,55.046,42.676
2.48,-6,54.061,54.18,54.33,54.533,54.83,54.95,54.976,42.572
2.56,-6,53.93,54.047,54.198,54.34,54.733,54.868,54.902,42.469
2.64,-6,53.796,53.911,54.062,54.212,54.631,54.781,54.824,42.366
2.72,-6,53.66,53.772,53.922,54.079,54.48,54.689,54.74,42.264
2.8,-6,53.522,53.63,53.779,53.943,54.268,54.591,54.651,42.163
2.88,-6,53.383,53.486,53.633,53.802,54.091,54.487,54.556,42.062
2.96,-6,53.242,53.339,53.484,53.657,53.957,54.377,54.455,41.961
3.04,-6,53.099,53.191,53.331,53.508,53.818,54.251,54.348,41.861
3.12,-6,52.955,53.041,53.176,53.356,53.674,54.024,54.235,41.761
3.2,-6,52.809,52.889,53.018,53.201,53.526,53.815,54.116,41.661
3.28,-6,52.672,52.735,52.858,53.042,53.373,53.672,53.898,41.561
3.36,-6,52.542,52.579,52.696,52.879,53.216,53.524,53.678,41.461
3.44,-6,52.411,52.422,52.531,52.714,53.054,53.371,53.514,41.362
3.52,-6,52.281,52.268,52.364,52.545,52.889,53.212,53.361,41.262
3.6,-6,52.147,52.113,52.197,52.376,52.721,53.049,53.202,41.163
3.68,-6,51.998,51.953,52.029,52.205,52.549,52.881,53.039,41.064
3.76,-6,51.847,51.792,51.859,52.031,52.375,52.71,52.871,40.964
3.84,-6,51.701,51.635,51.687,51.855,52.198,52.535,52.699,40.865
3.92,-6,51.557,51.479,51.516,51.678,52.019,52.357,52.523,40.766
4,-6,51.406,51.318,51.344,51.5,51.838,52.177,52.344,40.666
4.08,-6,51.255,51.157,51.172,51.322,51.657,51.995,52.163,40.567
4.16,-6,51.105,50.996,51.001,51.143,51.474,51.81,51.98,40.467
4.24,-6,50.956,50.837,50.83,50.964,51.29,51.625,51.795,40.368
4.32,-6,50.807,50.678,50.66,50.784,51.107,51.439,51.609,40.268
4.4,-6,50.664,50.527,50.496,50.605,50.923,51.253,51.422,40.168
4.48,-6,50.526,50.377,50.333,50.428,50.74,51.067,51.235,40.068
4.56,-6,50.381,50.223,50.168,50.251,50.558,50.881,51.048,39.968
4.64,-6,50.237,50.071,50.004,50.076,50.377,50.696,50.861,39.869
4.72,-6,50.095,49.921,49.843,49.902,50.197,50.512,50.675,39.769
4.8,-6,49.955,49.773,49.684,49.729,50.019,50.329,50.49,39.669
4.88,-6,49.817,49.627,49.527,49.559,49.842,50.148,50.306,39.568
4.96,-6,49.686,49.49,49.38,49.39,49.666,49.968,50.124,39.468
5.04,-6,49.561,49.356,49.234,49.223,49.493,49.79,49.943,39.368
5.12,-6,49.429,49.218,49.085,49.059,49.322,49.614,49.765,39.268
5.2,-6,49.298,49.081,48.939,48.897,49.152,49.44,49.588,39.168
5.28,-6,49.169,48.946,48.795,48.738,48.985,49.268,49.413,39.068
5.36,-6,49.042,48.814,48.653,48.58,48.82,49.099,49.24,38.968
5.44,-6,48.916,48.684,48.514,48.425,48.657,48.931,49.07,38.868
5.52,-6,48.795,48.559,48.383,48.272,48.496,48.766,48.902,38.768
5.6,-6,48.683,48.443,48.257,48.121,48.337,48.603,48.736,38.668
5.68,-6,48.565,48.32,48.125,47.973,48.18,48.442,48.572,38.568
5.76,-6,48.445,48.197,47.995,47.827,48.026,48.283,48.411,38.468
5.84,-6,48.326,48.075,47.867,47.683,47.873,48.126,48.251,38.368
5.92,-6,48.209,47.956,47.741,47.542,47.722,47.971,48.094,38.268
6,-6,48.092,47.837,47.616,47.403,47.573,47.818,47.938,38.168
-6,-5.92,47.915,48.082,48.247,48.525,48.838,49.103,49.235,47.992
-5.92,-5.92,48.008,48.175,48.34,48.62,48.934,49.201,49.334,48.009
-5.84,-5.92,48.101,48.269,48.434,48.715,49.03,49.3,49.434,48.025
-5.76,-5.92,48.194,48.363,48.528,48.81,49.127,49.398,49.533,48.041
-5.68,-5.92,48.288,48.457,48.623,48.905,49.224,49.497,49.633,48.057
-5.6,-5.92,48.382,48.551,48.718,49.001,49.321,49.596,49.732,48.072
-5.52,-5.92,48.477,48.646,48.813,49.097,49.418,49.696,49.832,48.087
-5.44,-5.92,48.572,48.742,48.909,49.194,49.516,49.795,49.932,48.101
-5.36,-5.92,48.667,48.837,49.005,49.291,49.614,49.895,50.033,48.115
-5.28,-5.92,48.763,48.933,49.101,49.387,49.712,49.994,50.133,48.129
-5.2,-5.92,48.859,49.029,49.198,49.485,49.81,50.094,50.234,48.142
-5.12,-5.92,48.955,49.126,49.294,49.582,49.909,50.194,50.334,48.155
-5.04,-5.92,49.052,49.222,49.391,49.679,50.007,50.294,50.435,48.167
-4.96,-5.92,49.149,49.319,49.488,49.777,50.106,50.394,50.535,48.178
-4.88,-5.92,49.246,49.416,49.585,49.875,50.204,50.494,50.636,48.189
-4.8,-5.92,49.343,49.514,49.683,49.973,50.303,50.594,50.736,48.199
-4.72,-5.92,49.44,49.611,49.78,50.071,50.402,50.694,50.837,48.209
-4.64,-5.92,49.538,49.709,49.878,50.169,50.501,50.794,50.937,48.218
-4.56,-5.92,49.636,49.806,49.976,50.267,50.599,50.894,51.037,48.226
-4.48,-5.92,49.733,49.904,50.074,50.365,50.698,50.993,51.137,48.23
-4.4,-5.92,49.831,50.002,50.172,50.463,50.796,51.093,51.237,48.233
-4.32,-5.92,49.93,50.1,50.27,50.561,50.895,51.192,51.336,48.235
-4.24,-5.92,50.028,50.198,50.367,50.659,50.993,51.291,51.435,48.236
-4.16,-5.92,50.126,50.296,50.465,50.756,51.091,51.39,51.534,48.236
-4.08,-5.92,50.225,50.394,50.563,50.854,51.189,51.488,51.633,48.235
