X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,37.932,38.014,38.122,37.694
-5.92,-6,38.057,38.138,38.246,37.708
-5.84,-6,38.182,38.262,38.369,37.722
-5.76,-6,38.308,38.387,38.493,37.737
-5.68,-6,38.434,38.513,38.618,37.751
-5.6,-6,38.561,38.638,38.742,37.764
-5.52,-6,38.687,38.764,38.866,37.777
-5.44,-6,38.814,38.889,38.991,37.79
-5.36,-6,38.941,39.015,39.116,37.803
-5.28,-6,39.068,39.142,39.241,37.817
-5.2,-6,39.196,39.268,39.367,37.83
-5.12,-6,39.323,39.394,39.492,37.843
-5.04,-6,39.451,39.521,39.617,37.857
-4.96,-6,39.579,39.648,39.743,37.87
-4.88,-6,39.707,39.775,39.869,37.884
-4.8,-6,39.835,39.902,39.994,37.898
-4.72,-6,39.963,40.028,40.12,37.911
-4.64,-6,40.091,40.155,40.246,37.924
-4.56,-6,40.22,40.282,40.371,37.938
-4.48,-6,40.348,40.409,40.497,37.951
-4.4,-6,40.476,40.536,40.623,37.964
-4.32,-6,40.604,40.663,40.748,37.977
-4.24,-6,40.733,40.79,40.874,37.989
-4.16,-6,40.861,40.917,40.999,38.001
-4.08,-6,40.989,41.044,41.124,38.022
-4,-6,41.117,41.17,41.249,38.078
-3.92,-6,41.244,41.296,41.374,38.136
-3.84,-6,41.372,41.422,41.498,38.141
-3.76,-6,41.499,41.548,41.622,38.145
-3.68,-6,41.626,41.674,41.746,38.148
-3.6,-6,41.753,41.799,41.87,38.151
-3.52,-6,41.88,41.924,41.993,38.153
-3.44,-6,42.006,42.049,42.116,38.154
-3.36,-6,42.132,42.173,42.238,38.155
-3.28,-6,42.257,42.297,42.36,38.154
-3.2,-6,42.382,42.42,42.482,38.153
-3.12,-6,42.507,42.543,42.603,38.151
-3.04,-6,42.631,42.666,42.723,38.148
-2.96,-6,42.755,42.787,42.843,38.144
-2.88,-6,42.878,42.909,42.963,38.135
-2.8,-6,43.001,43.03,43.081,38.114
-2.72,-6,43.123,43.15,43.199,38.093
-2.64,-6,43.244,43.269,43.317,38.07
-2.56,-6,43.365,43.388,43.433,38.045
-2.48,-6,43.485,43.506,43.549,38.019
-2.4,-6,43.604,43.624,43.665,37.991
-2.32,-6,43.723,43.74,43.779,37.962
-2.24,-6,43.841,43.856,43.892,37.932
-2.16,-6,43.958,43.971,44.005,37.901
-2.08,-6,44.074,44.085,44.117,37.868
-2,-6,44.189,44.198,44.227,37.834
-1.92,-6,44.303,44.31,44.337,37.798
-1.84,-6,44.417,44.421,44.446,37.762
-1.76,-6,44.529,44.531,44.554,37.724
-1.68,-6,44.64,44.641,44.66,37.686
-1.6,-6,44.75,44.749,44.766,37.646
-1.52,-6,44.859,44.856,44.87,37.605
-1.44,-6,44.967,44.962,44.974,37.563
-1.36,-6,45.074,45.066,45.076,37.52
-1.28,-6,45.18,45.17,45.177,37.476
-1.2,-6,45.284,45.272,45.277,37.431
-1.12,-6,45.387,45.373,45.375,37.385
-1.04,-6,45.489,45.473,45.472,37.338
-0.96,-6,45.59,45.571,45.568,37.289
-0.88,-6,45.689,45.668,45.663,37.239
-0.8,-6,45.787,45.764,45.756,37.188
-0.72,-6,45.883,45.858,45.848,37.135
-0.64,-6,45.978,45.951,45.938,37.081
-0.56,-6,46.072,46.042,46.027,37.024
-0.48,-6,46.164,46.132,46.114,36.966
-0.4,-6,46.254,46.221,46.2,36.906
-0.32,-6,46.343,46.308,46.285,36.844
-0.24,-6,46.43,46.393,46.368,36.779
-0.16,-6,46.516,46.477,46.449,36.711
-0.08,-6,46.6,46.559,46.529,36.641
0,-6,46.683,46.64,46.608,36.568
0.08,-6,46.71,46.668,46.631,36.514
0.16,-6,46.771,46.729,46.688,36.462
0.24,-6,46.837,46.794,46.75,36.528
0.32,-6,46.904,46.86,46.813,36.375
0.4,-6,46.972,46.926,46.876,36.233
0.48,-6,47.038,46.991,46.938,36.108
0.56,-6,47.11,47.056,47,36.008
0.64,-6,47.183,47.126,47.063,35.917
0.72,-6,47.255,47.195,47.129,35.842
0.8,-6,47.327,47.263,47.194,35.765
0.88,-6,47.399,47.331,47.258,35.686
0.96,-6,47.472,47.399,47.322,35.606
1.04,-6,47.547,47.469,47.386,35.523
1.12,-6,47.617,47.539,47.45,35.44
1.2,-6,47.641,47.607,47.516,35.354
1.28,-6,47.668,47.638,47.58,35.267
1.36,-6,47.721,47.661,47.628,35.179
1.44,-6,47.773,47.704,47.645,35.089
1.52,-6,47.823,47.753,47.673,34.997
1.6,-6,47.872,47.8,47.719,34.904
1.68,-6,47.92,47.846,47.763,34.809
1.76,-6,47.966,47.891,47.806,34.713
1.84,-6,48.01,47.934,47.847,34.615
1.92,-6,48.054,47.976,47.887,34.516
2,-6,48.096,48.016,47.926,34.416
2.08,-6,48.137,48.056,47.964,34.314
2.16,-6,48.177,48.095,48.001,34.212
2.24,-6,48.228,48.132,48.036,34.108
2.32,-6,48.289,48.169,48.071,34.002
2.4,-6,48.35,48.211,48.105,33.896
2.48,-6,48.409,48.268,48.138,33.788
2.56,-6,48.468,48.324,48.171,33.68
2.64,-6,48.526,48.38,48.218,33.57
2.72,-6,48.583,48.436,48.271,33.459
2.8,-6,48.639,48.491,48.323,33.348
2.88,-6,48.694,48.545,48.375,33.235
2.96,-6,48.748,48.598,48.427,33.122
3.04,-6,48.801,48.651,48.478,33.008
3.12,-6,48.852,48.703,48.529,32.893
3.2,-6,48.903,48.753,48.579,32.777
3.28,-6,48.95,48.803,48.628,32.661
3.36,-6,48.974,48.852,48.677,32.543
3.44,-6,48.997,48.9,48.725,32.426
3.52,-6,49.02,48.946,48.772,32.307
3.6,-6,49.041,48.969,48.818,32.188
3.68,-6,49.062,48.991,48.863,32.069
3.76,-6,49.083,49.012,48.907,31.949
3.84,-6,49.103,49.032,48.939,31.828
3.92,-6,49.122,49.052,48.96,31.707
