X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.022,54.156,54.289,54.509,54.82,55.139,55.427,55.766,55.978,50.288
-5.92,-6,54.114,54.248,54.379,54.599,54.909,55.227,55.514,55.852,56.064,50.261
-5.84,-6,54.206,54.339,54.47,54.688,54.998,55.315,55.601,55.938,56.15,50.235
-5.76,-6,54.298,54.43,54.561,54.778,55.087,55.403,55.688,56.025,56.235,50.209
-5.68,-6,54.39,54.522,54.652,54.868,55.175,55.49,55.775,56.111,56.321,50.184
-5.6,-6,54.482,54.614,54.743,54.958,55.264,55.578,55.862,56.197,56.407,50.159
-5.52,-6,54.575,54.705,54.834,55.049,55.353,55.666,55.949,56.283,56.493,50.134
-5.44,-6,54.667,54.797,54.925,55.139,55.442,55.754,56.035,56.369,56.578,50.11
-5.36,-6,54.76,54.889,55.017,55.229,55.531,55.842,56.122,56.455,56.664,50.086
-5.28,-6,54.852,54.981,55.108,55.319,55.62,55.93,56.209,56.541,56.75,50.063
-5.2,-6,54.945,55.073,55.2,55.41,55.709,56.018,56.296,56.627,56.835,50.041
-5.12,-6,55.038,55.165,55.291,55.5,55.798,56.105,56.383,56.713,56.921,50.022
-5.04,-6,55.131,55.257,55.382,55.59,55.887,56.193,56.469,56.799,57.006,50.009
-4.96,-6,55.223,55.349,55.474,55.68,55.976,56.281,56.556,56.885,57.091,49.995
-4.88,-6,55.316,55.442,55.565,55.771,56.065,56.368,56.643,56.97,57.177,49.982
-4.8,-6,55.409,55.534,55.657,55.861,56.154,56.456,56.729,57.056,57.262,49.977
-4.72,-6,55.502,55.626,55.748,55.951,56.242,56.543,56.815,57.141,57.346,49.971
-4.64,-6,55.595,55.718,55.839,56.041,56.331,56.63,56.901,57.226,57.431,49.965
-4.56,-6,55.687,55.81,55.93,56.131,56.419,56.717,56.987,57.311,57.515,49.959
-4.48,-6,55.78,55.902,56.021,56.221,56.507,56.804,57.073,57.396,57.6,49.953
-4.4,-6,55.873,55.993,56.112,56.31,56.596,56.891,57.158,57.481,57.684,49.946
-4.32,-6,55.965,56.085,56.203,56.4,56.683,56.977,57.244,57.565,57.767,49.938
-4.24,-6,56.058,56.177,56.294,56.489,56.771,57.064,57.329,57.649,57.851,49.931
-4.16,-6,56.15,56.268,56.384,56.578,56.859,57.15,57.413,57.733,57.934,49.922
-4.08,-6,56.242,56.359,56.474,56.667,56.946,57.235,57.498,57.816,58.017,49.914
-4,-6,56.334,56.45,56.564,56.755,57.032,57.32,57.582,57.899,58.099,49.905
-3.92,-6,56.425,56.541,56.654,56.844,57.119,57.405,57.665,57.981,58.181,49.896
-3.84,-6,56.516,56.631,56.743,56.931,57.205,57.49,57.748,58.063,58.262,49.887
-3.76,-6,56.608,56.721,56.833,57.019,57.291,57.574,57.831,58.145,58.343,49.878
-3.68,-6,56.698,56.811,56.921,57.106,57.376,57.658,57.913,58.226,58.424,49.868
-3.6,-6,56.789,56.9,57.01,57.193,57.461,57.741,57.995,58.306,58.503,49.86
-3.52,-6,56.879,56.989,57.098,57.279,57.545,57.823,58.076,58.386,58.583,49.852
-3.44,-6,56.968,57.078,57.185,57.365,57.629,57.905,58.157,58.465,58.661,49.845
-3.36,-6,57.057,57.166,57.272,57.45,57.713,57.987,58.237,58.544,58.739,49.837
-3.28,-6,57.146,57.253,57.358,57.535,57.795,58.068,58.316,58.622,58.816,49.829
-3.2,-6,57.234,57.34,57.444,57.619,57.877,58.148,58.394,58.699,58.892,49.819
-3.12,-6,57.322,57.427,57.53,57.703,57.959,58.227,58.472,58.775,58.968,49.803
-3.04,-6,57.409,57.513,57.615,57.786,58.04,58.306,58.549,58.851,59.043,49.785
-2.96,-6,57.496,57.598,57.699,57.868,58.12,58.384,58.625,58.925,59.117,49.768
-2.88,-6,57.581,57.683,57.782,57.95,58.199,58.461,58.701,58.999,59.19,49.75
-2.8,-6,57.667,57.767,57.865,58.031,58.278,58.538,58.775,59.072,59.262,49.733
-2.72,-6,57.751,57.851,57.947,58.111,58.356,58.614,58.849,59.144,59.333,49.715
-2.64,-6,57.835,57.933,58.029,58.19,58.433,58.688,58.922,59.215,59.403,49.697
-2.56,-6,57.918,58.015,58.109,58.269,58.509,58.762,58.994,59.286,59.473,49.679
-2.48,-6,58.001,58.096,58.189,58.347,58.584,58.835,59.065,59.355,59.541,49.661
-2.4,-6,58.082,58.177,58.268,58.424,58.659,58.907,59.135,59.423,59.608,49.643
-2.32,-6,58.163,58.256,58.346,58.5,58.732,58.978,59.203,59.49,59.674,49.625
-2.24,-6,58.242,58.335,58.423,58.575,58.804,59.048,59.271,59.556,59.739,49.607
-2.16,-6,58.321,58.412,58.5,58.649,58.876,59.117,59.338,59.62,59.802,49.589
-2.08,-6,58.399,58.489,58.575,58.722,58.946,59.185,59.404,59.684,59.865,49.572
-2,-6,58.476,58.565,58.649,58.794,59.016,59.252,59.468,59.746,59.926,49.554
-1.92,-6,58.553,58.64,58.723,58.866,59.084,59.318,59.532,59.808,59.986,49.537
-1.84,-6,58.628,58.713,58.795,58.936,59.152,59.382,59.594,59.868,60.045,49.52
-1.76,-6,58.702,58.786,58.866,59.005,59.218,59.446,59.655,59.927,60.103,49.512
-1.68,-6,58.775,58.858,58.937,59.073,59.283,59.508,59.715,59.984,60.159,49.504
-1.6,-6,58.846,58.928,59.006,59.14,59.347,59.569,59.773,60.04,60.214,49.496
-1.52,-6,58.917,58.998,59.074,59.205,59.41,59.629,59.83,60.096,60.268,49.489
-1.44,-6,58.987,59.066,59.14,59.27,59.471,59.688,59.887,60.149,60.321,49.474
-1.36,-6,59.055,59.133,59.206,59.333,59.532,59.745,59.941,60.202,60.372,49.455
-1.28,-6,59.122,59.199,59.27,59.395,59.591,59.801,59.995,60.253,60.421,49.436
-1.2,-6,59.188,59.263,59.333,59.456,59.649,59.856,60.047,60.302,60.469,49.416
-1.12,-6,59.252,59.326,59.395,59.516,59.705,59.91,60.098,60.351,60.516,49.395
-1.04,-6,59.315,59.388,59.455,59.574,59.76,59.962,60.147,60.397,60.562,49.374
-0.96,-6,59.377,59.449,59.514,59.631,59.814,60.013,60.195,60.443,60.606,49.352
