X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,38.422,38.505,38.577,38.681,36.878
-5.92,-6,38.54,38.622,38.693,38.796,36.853
-5.84,-6,38.658,38.739,38.81,38.912,36.828
-5.76,-6,38.776,38.856,38.926,39.027,36.802
-5.68,-6,38.894,38.973,39.043,39.143,36.777
-5.6,-6,39.013,39.091,39.159,39.259,36.751
-5.52,-6,39.131,39.209,39.276,39.375,36.726
-5.44,-6,39.25,39.327,39.393,39.491,36.701
-5.36,-6,39.369,39.445,39.51,39.607,36.675
-5.28,-6,39.488,39.563,39.628,39.724,36.65
-5.2,-6,39.607,39.681,39.745,39.84,36.625
-5.12,-6,39.727,39.799,39.862,39.957,36.6
-5.04,-6,39.846,39.918,39.98,40.073,36.575
-4.96,-6,39.966,40.036,40.097,40.189,36.55
-4.88,-6,40.085,40.155,40.214,40.306,36.525
-4.8,-6,40.205,40.273,40.332,40.422,36.516
-4.72,-6,40.324,40.391,40.449,40.539,36.507
-4.64,-6,40.444,40.51,40.566,40.655,36.498
-4.56,-6,40.563,40.628,40.683,40.771,36.488
-4.48,-6,40.682,40.746,40.801,40.887,36.477
-4.4,-6,40.802,40.864,40.917,41.003,36.465
-4.32,-6,40.921,40.982,41.034,41.118,36.454
-4.24,-6,41.04,41.1,41.151,41.234,36.441
-4.16,-6,41.159,41.218,41.267,41.349,36.428
-4.08,-6,41.278,41.335,41.383,41.464,36.414
-4,-6,41.396,41.452,41.499,41.578,36.4
-3.92,-6,41.514,41.569,41.615,41.693,36.386
-3.84,-6,41.632,41.685,41.73,41.807,36.371
-3.76,-6,41.75,41.802,41.845,41.92,36.356
-3.68,-6,41.867,41.918,41.959,42.033,36.34
-3.6,-6,41.984,42.033,42.073,42.146,36.324
-3.52,-6,42.101,42.148,42.187,42.258,36.307
-3.44,-6,42.217,42.263,42.3,42.37,36.291
-3.36,-6,42.333,42.377,42.413,42.481,36.274
-3.28,-6,42.448,42.491,42.525,42.592,36.257
-3.2,-6,42.563,42.604,42.637,42.702,36.238
-3.12,-6,42.678,42.717,42.748,42.812,36.213
-3.04,-6,42.791,42.829,42.858,42.92,36.187
-2.96,-6,42.905,42.94,42.968,43.029,36.16
-2.88,-6,43.017,43.051,43.077,43.136,36.133
-2.8,-6,43.129,43.161,43.186,43.243,36.106
-2.72,-6,43.24,43.27,43.293,43.349,36.078
-2.64,-6,43.351,43.379,43.4,43.454,36.049
-2.56,-6,43.461,43.487,43.506,43.558,36.02
-2.48,-6,43.57,43.594,43.612,43.661,35.991
-2.4,-6,43.678,43.7,43.716,43.764,35.961
-2.32,-6,43.786,43.806,43.82,43.866,35.93
-2.24,-6,43.892,43.91,43.922,43.966,35.899
-2.16,-6,43.998,44.014,44.024,44.066,35.868
-2.08,-6,44.103,44.117,44.125,44.165,35.836
-2,-6,44.207,44.219,44.225,44.263,35.804
-1.92,-6,44.31,44.319,44.324,44.359,35.772
-1.84,-6,44.412,44.419,44.421,44.455,35.738
-1.76,-6,44.513,44.518,44.518,44.549,35.715
-1.68,-6,44.612,44.616,44.614,44.643,35.69
-1.6,-6,44.711,44.712,44.708,44.735,35.666
-1.52,-6,44.809,44.808,44.801,44.826,35.64
-1.44,-6,44.906,44.902,44.894,44.916,35.608
-1.36,-6,45.001,44.995,44.985,45.005,35.569
-1.28,-6,45.095,45.087,45.075,45.092,35.53
-1.2,-6,45.189,45.178,45.163,45.179,35.49
-1.12,-6,45.28,45.268,45.251,45.264,35.449
-1.04,-6,45.371,45.356,45.337,45.348,35.406
-0.96,-6,45.461,45.443,45.422,45.43,35.363
-0.88,-6,45.549,45.529,45.506,45.512,35.318
-0.8,-6,45.636,45.614,45.588,45.592,35.272
-0.72,-6,45.721,45.697,45.67,45.671,35.224
-0.64,-6,45.805,45.779,45.75,45.748,35.175
-0.56,-6,45.888,45.86,45.828,45.825,35.124
-0.48,-6,45.97,45.939,45.905,45.9,35.071
-0.4,-6,46.05,46.017,45.981,45.973,35.017
-0.32,-6,46.129,46.094,46.056,46.046,34.961
-0.24,-6,46.206,46.169,46.129,46.117,34.902
-0.16,-6,46.282,46.243,46.201,46.186,34.842
-0.08,-6,46.357,46.316,46.272,46.255,34.779
0,-6,46.43,46.387,46.341,46.322,34.714
0.08,-6,46.433,46.384,46.34,46.315,34.658
0.16,-6,46.48,46.428,46.384,46.355,34.604
0.24,-6,46.534,46.479,46.434,46.402,34.727
0.32,-6,46.59,46.532,46.487,46.451,34.558
0.4,-6,46.647,46.587,46.54,46.503,34.417
0.48,-6,46.705,46.642,46.594,46.554,34.304
0.56,-6,46.761,46.697,46.647,46.605,34.219
0.64,-6,46.818,46.751,46.7,46.656,34.149
0.72,-6,46.872,46.805,46.752,46.706,34.079
0.8,-6,46.931,46.857,46.803,46.755,34.007
0.88,-6,46.99,46.913,46.853,46.803,33.933
0.96,-6,47.048,46.969,46.906,46.85,33.858
1.04,-6,47.105,47.024,46.959,46.899,33.782
1.12,-6,47.161,47.078,47.01,46.948,33.705
1.2,-6,47.217,47.131,47.061,46.997,33.626
1.28,-6,47.273,47.184,47.111,47.045,33.546
1.36,-6,47.33,47.235,47.161,47.092,33.464
1.44,-6,47.385,47.289,47.209,47.138,33.382
1.52,-6,47.437,47.341,47.259,47.184,33.298
