X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,38.6,38.656,38.752,36.969
-5.92,-6,38.73,38.785,38.88,36.99
-5.84,-6,38.86,38.914,39.008,37.01
-5.76,-6,38.991,39.043,39.136,37.03
-5.68,-6,39.122,39.173,39.264,37.051
-5.6,-6,39.253,39.303,39.393,37.071
-5.52,-6,39.385,39.433,39.522,37.091
-5.44,-6,39.517,39.563,39.652,37.112
-5.36,-6,39.649,39.694,39.781,37.132
-5.28,-6,39.782,39.826,39.911,37.152
-5.2,-6,39.915,39.957,40.041,37.172
-5.12,-6,40.048,40.089,40.172,37.192
-5.04,-6,40.181,40.221,40.303,37.211
-4.96,-6,40.315,40.353,40.433,37.231
-4.88,-6,40.449,40.486,40.565,37.25
-4.8,-6,40.584,40.619,40.696,37.269
-4.72,-6,40.718,40.752,40.827,37.288
-4.64,-6,40.853,40.885,40.959,37.307
-4.56,-6,40.988,41.018,41.091,37.325
-4.48,-6,41.123,41.152,41.223,37.343
-4.4,-6,41.259,41.285,41.355,37.365
-4.32,-6,41.394,41.419,41.487,37.425
-4.24,-6,41.53,41.553,41.619,37.497
-4.16,-6,41.666,41.687,41.751,37.508
-4.08,-6,41.802,41.821,41.883,37.518
-4,-6,41.938,41.955,42.016,37.526
-3.92,-6,42.074,42.089,42.148,37.534
-3.84,-6,42.21,42.224,42.28,37.542
-3.76,-6,42.346,42.358,42.413,37.548
-3.68,-6,42.482,42.492,42.545,37.553
-3.6,-6,42.618,42.626,42.677,37.558
-3.52,-6,42.755,42.76,42.809,37.562
-3.44,-6,42.891,42.894,42.941,37.565
-3.36,-6,43.027,43.028,43.073,37.567
-3.28,-6,43.163,43.162,43.204,37.568
-3.2,-6,43.299,43.295,43.336,37.568
-3.12,-6,43.435,43.429,43.467,37.564
-3.04,-6,43.57,43.562,43.598,37.559
-2.96,-6,43.706,43.695,43.729,37.552
-2.88,-6,43.841,43.828,43.859,37.545
