X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,38.998,39.053,39.111,39.203,39.352,40.661
-5.92,-6,39.108,39.162,39.22,39.311,39.459,40.652
-5.84,-6,39.218,39.271,39.329,39.42,39.567,40.643
-5.76,-6,39.328,39.381,39.438,39.528,39.675,40.636
-5.68,-6,39.438,39.491,39.548,39.637,39.783,40.629
-5.6,-6,39.549,39.602,39.658,39.746,39.892,40.621
-5.52,-6,39.66,39.712,39.768,39.856,40.001,40.612
-5.44,-6,39.771,39.823,39.878,39.965,40.11,40.604
-5.36,-6,39.883,39.935,39.989,40.075,40.219,40.599
-5.28,-6,39.994,40.046,40.1,40.186,40.329,40.589
-5.2,-6,40.106,40.158,40.211,40.296,40.438,40.565
-5.12,-6,40.218,40.27,40.322,40.406,40.548,40.541
-5.04,-6,40.33,40.382,40.434,40.517,40.658,40.515
-4.96,-6,40.442,40.495,40.546,40.628,40.768,40.489
-4.88,-6,40.555,40.607,40.657,40.739,40.878,40.462
-4.8,-6,40.667,40.72,40.769,40.85,40.989,40.434
-4.72,-6,40.779,40.832,40.881,40.961,41.099,40.405
-4.64,-6,40.891,40.945,40.993,41.072,41.209,40.375
-4.56,-6,41.003,41.057,41.105,41.184,41.319,40.344
-4.48,-6,41.115,41.17,41.217,41.295,41.43,40.313
-4.4,-6,41.228,41.283,41.33,41.406,41.54,40.28
-4.32,-6,41.341,41.395,41.442,41.517,41.65,40.248
-4.24,-6,41.454,41.508,41.554,41.628,41.76,40.214
-4.16,-6,41.567,41.621,41.666,41.739,41.87,40.18
-4.08,-6,41.681,41.733,41.778,41.85,41.979,40.145
-4,-6,41.794,41.845,41.889,41.96,42.088,40.11
-3.92,-6,41.907,41.958,42.001,42.071,42.198,40.074
-3.84,-6,42.021,42.07,42.112,42.181,42.306,40.038
-3.76,-6,42.134,42.181,42.223,42.291,42.415,40.001
-3.68,-6,42.245,42.293,42.334,42.401,42.523,39.964
-3.6,-6,42.357,42.404,42.444,42.51,42.631,39.926
-3.52,-6,42.468,42.514,42.554,42.619,42.739,39.888
-3.44,-6,42.578,42.624,42.664,42.727,42.846,39.85
-3.36,-6,42.689,42.734,42.773,42.835,42.952,39.811
-3.28,-6,42.799,42.843,42.882,42.943,43.058,39.772
-3.2,-6,42.909,42.952,42.991,43.05,43.164,39.733
-3.12,-6,43.018,43.06,43.098,43.156,43.268,39.693
-3.04,-6,43.128,43.167,43.206,43.262,43.372,39.653
-2.96,-6,43.236,43.274,43.312,43.367,43.475,39.613
-2.88,-6,43.345,43.38,43.418,43.471,43.578,39.572
-2.8,-6,43.452,43.486,43.523,43.575,43.68,39.528
-2.72,-6,43.56,43.591,43.627,43.678,43.781,39.483
-2.64,-6,43.664,43.694,43.731,43.78,43.881,39.436
-2.56,-6,43.768,43.796,43.834,43.882,43.98,39.388
-2.48,-6,43.872,43.898,43.936,43.982,44.079,39.338
-2.4,-6,43.974,43.999,44.038,44.082,44.176,39.287
-2.32,-6,44.076,44.1,44.138,44.181,44.272,39.235
-2.24,-6,44.178,44.199,44.237,44.278,44.368,39.181
-2.16,-6,44.278,44.298,44.336,44.375,44.462,39.126
-2.08,-6,44.377,44.396,44.433,44.47,44.555,39.069
-2,-6,44.476,44.493,44.528,44.564,44.647,39.011
-1.92,-6,44.573,44.589,44.623,44.657,44.738,38.951
-1.84,-6,44.67,44.683,44.717,44.749,44.827,38.891
-1.76,-6,44.764,44.775,44.809,44.84,44.915,38.828
-1.68,-6,44.856,44.866,44.9,44.929,45.002,38.765
-1.6,-6,44.948,44.956,44.99,45.017,45.088,38.7
-1.52,-6,45.037,45.045,45.078,45.103,45.171,38.633
-1.44,-6,45.126,45.133,45.165,45.188,45.254,38.565
-1.36,-6,45.214,45.219,45.25,45.272,45.335,38.496
-1.28,-6,45.3,45.304,45.334,45.354,45.415,38.425
-1.2,-6,45.384,45.388,45.417,45.435,45.493,38.353
-1.12,-6,45.468,45.47,45.497,45.514,45.57,38.28
-1.04,-6,45.549,45.551,45.576,45.592,45.645,38.205
-0.96,-6,45.628,45.629,45.653,45.668,45.718,38.128
-0.88,-6,45.705,45.705,45.728,45.742,45.79,38.05
-0.8,-6,45.781,45.78,45.802,45.814,45.859,37.97
-0.72,-6,45.855,45.853,45.873,45.885,45.927,37.889
-0.64,-6,45.926,45.924,45.943,45.953,45.994,37.806
-0.56,-6,45.997,45.994,46.011,46.02,46.059,37.721
-0.48,-6,46.065,46.062,46.077,46.086,46.122,37.635
-0.4,-6,46.131,46.127,46.141,46.149,46.183,37.547
-0.32,-6,46.196,46.192,46.203,46.211,46.242,37.457
-0.24,-6,46.258,46.253,46.262,46.27,46.3,37.365
-0.16,-6,46.317,46.312,46.32,46.328,46.355,37.271
-0.08,-6,46.374,46.369,46.375,46.383,46.408,37.175
0,-6,46.43,46.424,46.428,46.436,46.46,37.076
0.08,-6,46.425,46.424,46.425,46.428,46.445,36.999
0.16,-6,46.456,46.456,46.455,46.456,46.469,36.92
0.24,-6,46.492,46.492,46.49,46.49,46.499,36.925
0.32,-6,46.528,46.53,46.526,46.524,46.531,36.768
0.4,-6,46.563,46.566,46.562,46.558,46.563,36.628
0.48,-6,46.598,46.6,46.595,46.591,46.594,36.502
0.56,-6,46.63,46.634,46.627,46.622,46.624,36.389
0.64,-6,46.668,46.667,46.658,46.652,46.653,36.362
0.72,-6,46.706,46.703,46.69,46.68,46.679,36.268
0.8,-6,46.741,46.738,46.724,46.707,46.704,36.175
0.88,-6,46.775,46.77,46.756,46.737,46.727,36.079
0.96,-6,46.809,46.802,46.786,46.766,46.75,35.983
1.04,-6,46.841,46.833,46.814,46.792,46.774,35.885
1.12,-6,46.875,46.861,46.841,46.817,46.797,35.786
1.2,-6,46.907,46.892,46.867,46.839,46.817,35.685
1.28,-6,46.938,46.921,46.895,46.861,46.836,35.583
1.36,-6,46.951,46.948,46.921,46.881,46.854,35.48
1.44,-6,46.957,46.962,46.945,46.902,46.869,35.376
1.52,-6,46.961,46.966,46.96,46.922,46.884,35.271
1.6,-6,46.962,46.968,46.962,46.939,46.899,35.164
1.68,-6,46.96,46.966,46.961,46.955,46.912,35.056
1.76,-6,46.955,46.962,46.957,46.954,46.923,34.948
1.84,-6,46.949,46.956,46.951,46.949,46.926,34.838
1.92,-6,46.94,46.948,46.943,46.941,46.92,34.727
2,-6,46.929,46.937,46.932,46.93,46.911,34.616
2.08,-6,46.915,46.922,46.918,46.916,46.899,34.503
2.16,-6,46.899,46.906,46.902,46.9,46.885,34.39
2.24,-6,46.879,46.886,46.883,46.881,46.869,34.275
2.32,-6,46.856,46.863,46.86,46.859,46.852,34.16
2.4,-6,46.831,46.837,46.835,46.833,46.832,34.044
2.48,-6,46.804,46.809,46.807,46.805,46.808,33.928
2.56,-6,46.775,46.779,46.777,46.774,46.781,33.811
2.64,-6,46.743,46.746,46.745,46.74,46.752,33.693
2.72,-6,46.709,46.712,46.71,46.705,46.72,33.574
2.8,-6,46.672,46.674,46.672,46.666,46.686,33.455
2.88,-6,46.633,46.635,46.633,46.626,46.65,33.336
2.96,-6,46.557,46.593,46.591,46.583,46.613,33.216
3.04,-6,46.485,46.55,46.548,46.539,46.572,33.095
3.12,-6,46.443,46.48,46.502,46.492,46.529,32.974
3.2,-6,46.405,46.401,46.454,46.443,46.484,32.853
3.28,-6,46.365,46.343,46.398,46.394,46.437,32.731
3.36,-6,46.322,46.295,46.31,46.341,46.387,32.609
3.44,-6,46.278,46.246,46.23,46.286,46.337,32.487
3.52,-6,46.234,46.196,46.175,46.229,46.284,32.364
3.6,-6,46.185,46.141,46.117,46.171,46.228,32.242
3.68,-6,46.128,46.082,46.057,46.111,46.171,32.119
3.76,-6,46.068,46.021,45.995,46.049,46.11,31.995
3.84,-6,46.009,45.959,45.932,45.984,46.049,31.872
3.92,-6,45.948,45.895,45.867,45.918,45.985,31.749
4,-6,45.884,45.829,45.799,45.85,45.921,31.625
