X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,51.269,51.49,51.811,52.182,38.257
-5.92,-6,51.378,51.599,51.921,52.291,38.256
-5.84,-6,51.489,51.709,52.03,52.4,38.256
-5.76,-6,51.599,51.819,52.14,52.509,38.257
-5.68,-6,51.709,51.929,52.249,52.618,38.258
-5.6,-6,51.819,52.039,52.359,52.727,38.259
-5.52,-6,51.929,52.149,52.468,52.836,38.262
-5.44,-6,52.04,52.259,52.578,52.946,38.265
-5.36,-6,52.15,52.369,52.688,53.055,38.269
-5.28,-6,52.261,52.479,52.797,53.164,38.274
-5.2,-6,52.371,52.589,52.907,53.273,38.28
-5.12,-6,52.481,52.699,53.017,53.382,38.288
-5.04,-6,52.591,52.809,53.126,53.491,38.296
-4.96,-6,52.702,52.919,53.236,53.6,38.306
-4.88,-6,52.812,53.029,53.345,53.708,38.317
-4.8,-6,52.922,53.138,53.454,53.817,38.329
-4.72,-6,53.031,53.248,53.563,53.925,38.343
-4.64,-6,53.141,53.357,53.672,54.033,38.359
-4.56,-6,53.251,53.466,53.78,54.141,38.376
-4.48,-6,53.36,53.575,53.889,54.248,38.394
-4.4,-6,53.469,53.684,53.997,54.356,38.415
-4.32,-6,53.578,53.792,54.105,54.463,38.437
-4.24,-6,53.687,53.9,54.212,54.569,38.474
-4.16,-6,53.795,54.008,54.319,54.676,38.545
-4.08,-6,53.903,54.116,54.426,54.782,38.621
-4,-6,54.011,54.223,54.533,54.887,38.701
-3.92,-6,54.119,54.33,54.639,54.992,38.784
-3.84,-6,54.226,54.436,54.745,55.097,38.869
-3.76,-6,54.333,54.543,54.85,55.201,38.957
-3.68,-6,54.439,54.648,54.955,55.305,39.046
-3.6,-6,54.545,54.754,55.06,55.408,39.136
-3.52,-6,54.651,54.859,55.164,55.511,39.226
-3.44,-6,54.756,54.963,55.267,55.613,39.316
-3.36,-6,54.861,55.067,55.37,55.714,39.405
-3.28,-6,54.966,55.171,55.473,55.815,39.492
-3.2,-6,55.07,55.274,55.575,55.916,39.576
-3.12,-6,55.174,55.377,55.676,56.015,39.658
-3.04,-6,55.277,55.479,55.777,56.115,39.736
-2.96,-6,55.381,55.581,55.878,56.213,39.811
-2.88,-6,55.483,55.683,55.978,56.311,39.881
-2.8,-6,55.586,55.784,56.077,56.408,39.947
-2.72,-6,55.688,55.884,56.176,56.504,40.009
-2.64,-6,55.789,55.984,56.274,56.6,40.036
-2.56,-6,55.891,56.084,56.372,56.695,40.03
-2.48,-6,55.992,56.184,56.469,56.79,40.013
-2.4,-6,56.093,56.283,56.566,56.883,39.993
-2.32,-6,56.193,56.381,56.663,56.977,39.97
-2.24,-6,56.294,56.48,56.759,57.069,39.945
-2.16,-6,56.394,56.578,56.855,57.161,39.917
-2.08,-6,56.495,56.677,56.95,57.253,39.887
-2,-6,56.595,56.775,57.045,57.344,39.855
-1.92,-6,56.696,56.873,57.14,57.434,39.821
-1.84,-6,56.797,56.971,57.235,57.524,39.785
-1.76,-6,56.898,57.069,57.33,57.614,39.747
-1.68,-6,56.999,57.167,57.424,57.703,39.708
-1.6,-6,57.101,57.266,57.519,57.792,39.668
-1.52,-6,57.203,57.364,57.613,57.881,39.626
-1.44,-6,57.306,57.463,57.708,57.969,39.572
-1.36,-6,57.409,57.563,57.803,58.058,39.507
-1.28,-6,57.513,57.663,57.899,58.146,39.441
-1.2,-6,57.618,57.764,57.994,58.234,39.377
-1.12,-6,57.724,57.865,58.09,58.323,39.323
-1.04,-6,57.83,57.967,58.187,58.411,39.266
-0.96,-6,57.937,58.069,58.284,58.5,39.206
-0.88,-6,58.045,58.172,58.382,58.589,39.143
-0.8,-6,58.154,58.276,58.48,58.679,39.077
-0.72,-6,58.263,58.381,58.578,58.768,39.007
-0.64,-6,58.373,58.485,58.678,58.858,38.935
-0.56,-6,58.484,58.591,58.777,58.948,38.859
-0.48,-6,58.594,58.697,58.877,59.038,38.78
-0.4,-6,58.705,58.802,58.977,59.129,38.696
-0.32,-6,58.816,58.908,59.077,59.22,38.609
-0.24,-6,58.927,59.014,59.177,59.31,38.517
-0.16,-6,59.036,59.118,59.277,59.401,38.421
-0.08,-6,59.145,59.222,59.376,59.491,38.318
0,-6,59.252,59.325,59.475,59.581,38.21
0.08,-6,59.285,59.359,59.503,59.597,38.113
0.16,-6,59.36,59.432,59.572,59.657,38.013
0.24,-6,59.436,59.506,59.643,59.72,38.138
0.32,-6,59.51,59.577,59.711,59.782,37.843
0.4,-6,59.578,59.642,59.776,59.84,37.596
0.48,-6,59.64,59.701,59.837,59.902,37.384
0.56,-6,59.696,59.754,59.894,59.962,37.195
0.64,-6,59.742,59.799,59.943,60.018,36.995
0.72,-6,59.779,59.835,59.98,60.067,36.812
0.8,-6,59.808,59.862,60.01,60.11,36.661
0.88,-6,59.825,59.881,60.032,60.147,36.512
0.96,-6,59.837,59.889,60.048,60.178,36.362
1.04,-6,59.842,59.889,60.054,60.191,36.212
1.12,-6,59.837,59.884,60.051,60.195,36.062
1.2,-6,59.824,59.87,60.044,60.193,35.912
1.28,-6,59.801,59.847,60.03,60.184,35.763
1.36,-6,59.771,59.815,60.007,60.17,35.614
1.44,-6,59.732,59.776,59.977,60.154,35.465
1.52,-6,59.587,59.729,59.94,60.131,35.318
1.6,-6,59.466,59.678,59.896,60.102,35.172
1.68,-6,59.392,59.515,59.846,60.067,35.026
1.76,-6,59.32,59.374,59.789,60.027,34.882
1.84,-6,59.235,59.275,59.72,59.978,34.738
1.92,-6,59.144,59.172,59.642,59.923,34.596
2,-6,59.049,59.064,59.557,59.862,34.454
2.08,-6,58.951,58.955,59.395,59.796,34.314
2.16,-6,58.851,58.85,59.203,59.724,34.175
2.24,-6,58.75,58.742,59.048,59.648,34.036
2.32,-6,58.65,58.635,58.929,59.567,33.899
2.4,-6,58.551,58.528,58.805,59.481,33.762
2.48,-6,58.454,58.423,58.679,59.391,33.626
2.56,-6,58.361,58.321,58.551,59.297,33.49
2.64,-6,58.272,58.223,58.434,59.087,33.355
2.72,-6,58.188,58.13,58.318,58.883,33.221
2.8,-6,58.11,58.043,58.205,58.739,33.087
2.88,-6,58.038,57.963,58.097,58.617,32.954
2.96,-6,57.973,57.89,57.993,58.493,32.821
3.04,-6,57.915,57.825,57.895,58.367,32.688
3.12,-6,57.864,57.768,57.804,58.241,32.555
3.2,-6,57.82,57.72,57.721,58.115,32.423
3.28,-6,57.783,57.68,57.646,58,32.29
3.36,-6,57.753,57.649,57.58,57.892,32.158
3.44,-6,57.729,57.626,57.524,57.79,32.026
3.52,-6,57.711,57.611,57.478,57.693,31.894
3.6,-6,57.698,57.603,57.441,57.604,31.762
3.68,-6,57.677,57.602,57.415,57.522,31.63
3.76,-6,57.641,57.607,57.398,57.449,31.498
3.84,-6,57.61,57.617,57.39,57.385,31.366
3.92,-6,57.583,57.632,57.392,57.332,31.234
4,-6,57.561,57.652,57.402,57.288,31.102
4.08,-6,57.543,57.657,57.42,57.255,30.969
4.16,-6,57.529,57.649,57.445,57.232,30.837
4.24,-6,57.518,57.645,57.476,57.22,30.704
4.32,-6,57.512,57.645,57.513,57.218,30.572
4.4,-6,57.51,57.647,57.555,57.227,30.439
4.48,-6,57.511,57.653,57.601,57.245,30.307
4.56,-6,57.515,57.662,57.65,57.272,30.174
4.64,-6,57.523,57.674,57.701,57.308,30.041
4.72,-6,57.534,57.688,57.755,57.352,29.908
4.8,-6,57.549,57.706,57.779,57.403,29.775
4.88,-6,57.568,57.726,57.804,57.46,29.642
4.96,-6,57.589,57.748,57.831,57.524,29.509
5.04,-6,57.615,57.773,57.86,57.592,29.376
5.12,-6,57.643,57.8,57.892,57.664,29.243
5.2,-6,57.675,57.829,57.925,57.74,29.11
