X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,39.319,39.511,39.697,40.054,40.426,40.817,41.172,47.298
-5.92,-6,39.456,39.648,39.834,40.19,40.562,40.953,41.308,47.25
-5.84,-6,39.594,39.786,39.971,40.327,40.699,41.089,41.444,47.201
-5.76,-6,39.731,39.923,40.108,40.464,40.835,41.225,41.58,47.153
-5.68,-6,39.869,40.06,40.245,40.601,40.971,41.361,41.716,47.104
-5.6,-6,40.006,40.197,40.381,40.737,41.108,41.498,41.852,47.057
-5.52,-6,40.143,40.334,40.518,40.874,41.244,41.634,41.988,47.009
-5.44,-6,40.281,40.471,40.655,41.01,41.38,41.77,42.123,46.962
-5.36,-6,40.418,40.608,40.792,41.147,41.516,41.905,42.259,46.915
-5.28,-6,40.555,40.745,40.929,41.283,41.652,42.041,42.395,46.869
-5.2,-6,40.692,40.882,41.065,41.419,41.788,42.177,42.53,46.824
-5.12,-6,40.829,41.018,41.201,41.555,41.924,42.312,42.665,46.779
-5.04,-6,40.965,41.155,41.337,41.691,42.059,42.447,42.8,46.735
-4.96,-6,41.102,41.291,41.473,41.826,42.194,42.582,42.935,46.692
-4.88,-6,41.238,41.427,41.609,41.961,42.329,42.716,43.069,46.65
-4.8,-6,41.374,41.562,41.744,42.096,42.463,42.85,43.203,46.61
-4.72,-6,41.509,41.697,41.879,42.231,42.597,42.984,43.336,46.57
-4.64,-6,41.644,41.832,42.013,42.365,42.731,43.117,43.469,46.531
-4.56,-6,41.779,41.966,42.148,42.498,42.864,43.25,43.602,46.494
-4.48,-6,41.913,42.1,42.281,42.632,42.997,43.382,43.734,46.458
-4.4,-6,42.047,42.234,42.414,42.764,43.129,43.514,43.866,46.423
-4.32,-6,42.181,42.367,42.547,42.896,43.261,43.645,43.997,46.389
-4.24,-6,42.313,42.499,42.679,43.028,43.392,43.776,44.127,46.358
-4.16,-6,42.446,42.631,42.811,43.159,43.522,43.906,44.257,46.331
-4.08,-6,42.577,42.762,42.941,43.289,43.652,44.035,44.386,46.302
-4,-6,42.708,42.893,43.071,43.418,43.781,44.164,44.514,46.272
-3.92,-6,42.839,43.023,43.201,43.547,43.909,44.291,44.642,46.241
-3.84,-6,42.968,43.152,43.33,43.675,44.036,44.418,44.768,46.209
-3.76,-6,43.097,43.28,43.457,43.802,44.162,44.544,44.894,46.175
-3.68,-6,43.226,43.408,43.584,43.928,44.288,44.669,45.019,46.141
-3.6,-6,43.353,43.534,43.71,44.053,44.412,44.793,45.142,46.106
-3.52,-6,43.479,43.66,43.836,44.178,44.536,44.916,45.265,46.071
-3.44,-6,43.605,43.785,43.96,44.301,44.658,45.037,45.387,46.035
-3.36,-6,43.729,43.909,44.083,44.423,44.78,45.158,45.507,45.999
-3.28,-6,43.853,44.032,44.205,44.544,44.9,45.277,45.626,45.962
-3.2,-6,43.976,44.154,44.326,44.664,45.019,45.396,45.744,45.926
-3.12,-6,44.097,44.274,44.446,44.783,45.136,45.513,45.86,45.89
-3.04,-6,44.218,44.394,44.565,44.9,45.253,45.628,45.975,45.854
-2.96,-6,44.337,44.512,44.683,45.016,45.368,45.742,46.089,45.818
-2.88,-6,44.456,44.63,44.799,45.131,45.481,45.855,46.201,45.782
-2.8,-6,44.573,44.746,44.914,45.245,45.593,45.966,46.312,45.747
-2.72,-6,44.689,44.861,45.028,45.357,45.704,46.076,46.421,45.712
-2.64,-6,44.804,44.974,45.141,45.468,45.813,46.183,46.528,45.684
-2.56,-6,44.918,45.087,45.252,45.577,45.921,46.29,46.634,45.649
