X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,38.339,38.401,38.483,38.635,38.832,39.996
-5.92,-6,38.463,38.524,38.605,38.756,38.952,39.997
-5.84,-6,38.587,38.647,38.728,38.878,39.073,39.998
-5.76,-6,38.71,38.77,38.851,38.999,39.193,39.999
-5.68,-6,38.835,38.894,38.973,39.121,39.314,40.003
-5.6,-6,38.959,39.017,39.096,39.243,39.435,40.003
-5.52,-6,39.084,39.141,39.22,39.365,39.556,39.989
-5.44,-6,39.208,39.265,39.343,39.488,39.677,39.974
-5.36,-6,39.333,39.39,39.467,39.61,39.798,39.957
-5.28,-6,39.458,39.514,39.59,39.733,39.92,39.94
-5.2,-6,39.583,39.638,39.714,39.855,40.041,39.921
-5.12,-6,39.709,39.763,39.838,39.978,40.163,39.901
-5.04,-6,39.834,39.888,39.962,40.101,40.284,39.881
-4.96,-6,39.959,40.012,40.086,40.224,40.406,39.859
-4.88,-6,40.085,40.137,40.21,40.346,40.527,39.837
-4.8,-6,40.211,40.262,40.334,40.469,40.648,39.813
-4.72,-6,40.336,40.387,40.458,40.592,40.77,39.789
-4.64,-6,40.462,40.511,40.582,40.715,40.891,39.764
-4.56,-6,40.587,40.636,40.706,40.837,41.012,39.738
-4.48,-6,40.713,40.761,40.83,40.96,41.133,39.711
-4.4,-6,40.838,40.885,40.953,41.082,41.254,39.683
-4.32,-6,40.963,41.01,41.077,41.204,41.374,39.655
-4.24,-6,41.088,41.134,41.2,41.326,41.495,39.625
-4.16,-6,41.213,41.258,41.323,41.448,41.615,39.596
-4.08,-6,41.338,41.382,41.446,41.569,41.734,39.565
-4,-6,41.462,41.505,41.569,41.69,41.854,39.534
-3.92,-6,41.587,41.629,41.691,41.811,41.973,39.502
-3.84,-6,41.711,41.752,41.813,41.932,42.092,39.47
-3.76,-6,41.834,41.874,41.935,42.052,42.21,39.437
-3.68,-6,41.958,41.997,42.056,42.171,42.328,39.403
-3.6,-6,42.08,42.119,42.177,42.291,42.445,39.369
-3.52,-6,42.203,42.24,42.298,42.409,42.562,39.335
-3.44,-6,42.325,42.361,42.418,42.528,42.678,39.3
-3.36,-6,42.447,42.482,42.538,42.646,42.794,39.265
-3.28,-6,42.568,42.602,42.657,42.763,42.909,39.229
-3.2,-6,42.688,42.722,42.775,42.879,43.023,39.194
-3.12,-6,42.808,42.841,42.893,42.995,43.137,39.163
-3.04,-6,42.928,42.959,43.01,43.11,43.25,39.131
-2.96,-6,43.046,43.076,43.126,43.225,43.363,39.098
-2.88,-6,43.164,43.193,43.242,43.339,43.474,39.064
-2.8,-6,43.282,43.31,43.357,43.452,43.585,39.029
-2.72,-6,43.398,43.425,43.471,43.564,43.694,38.993
-2.64,-6,43.514,43.54,43.585,43.675,43.803,38.956
-2.56,-6,43.629,43.653,43.697,43.786,43.911,38.918
-2.48,-6,43.743,43.766,43.809,43.895,44.018,38.88
-2.4,-6,43.856,43.878,43.92,44.004,44.124,38.84
-2.32,-6,43.968,43.989,44.03,44.112,44.229,38.799
-2.24,-6,44.079,44.099,44.138,44.218,44.333,38.758
-2.16,-6,44.19,44.208,44.246,44.324,44.436,38.716
-2.08,-6,44.299,44.316,44.353,44.428,44.538,38.673
-2,-6,44.407,44.423,44.458,44.531,44.638,38.629
-1.92,-6,44.514,44.529,44.562,44.633,44.738,38.584
-1.84,-6,44.619,44.633,44.666,44.734,44.836,38.538
-1.76,-6,44.724,44.737,44.768,44.834,44.933,38.502
-1.68,-6,44.827,44.839,44.868,44.932,45.028,38.466
-1.6,-6,44.929,44.94,44.968,45.029,45.123,38.429
-1.52,-6,45.03,45.039,45.066,45.125,45.215,38.391
-1.44,-6,45.129,45.137,45.163,45.22,45.307,38.344
-1.36,-6,45.227,45.234,45.258,45.313,45.397,38.29
-1.28,-6,45.323,45.329,45.352,45.404,45.486,38.235
-1.2,-6,45.418,45.423,45.445,45.495,45.573,38.178
-1.12,-6,45.512,45.515,45.536,45.584,45.659,38.12
-1.04,-6,45.604,45.606,45.625,45.671,45.744,38.06
-0.96,-6,45.694,45.696,45.713,45.757,45.827,37.998
-0.88,-6,45.783,45.783,45.8,45.841,45.908,37.935
-0.8,-6,45.87,45.869,45.885,45.924,45.988,37.87
-0.72,-6,45.956,45.954,45.968,46.005,46.067,37.803
-0.64,-6,46.04,46.037,46.05,46.084,46.143,37.734
-0.56,-6,46.122,46.118,46.13,46.162,46.219,37.663
-0.48,-6,46.202,46.197,46.208,46.238,46.292,37.59
-0.4,-6,46.281,46.275,46.284,46.313,46.364,37.514
-0.32,-6,46.358,46.351,46.359,46.386,46.435,37.437
-0.24,-6,46.433,46.425,46.432,46.457,46.504,37.358
-0.16,-6,46.506,46.498,46.504,46.527,46.571,37.276
-0.08,-6,46.578,46.568,46.573,46.594,46.636,37.192
0,-6,46.647,46.637,46.641,46.66,46.7,37.105
0.08,-6,46.66,46.653,46.654,46.668,46.701,37.029
0.16,-6,46.707,46.701,46.7,46.71,46.739,36.95
0.24,-6,46.758,46.752,46.75,46.758,46.783,36.957
0.32,-6,46.811,46.805,46.801,46.807,46.83,36.801
0.4,-6,46.864,46.858,46.852,46.856,46.877,36.663
0.48,-6,46.916,46.909,46.903,46.905,46.923,36.538
0.56,-6,46.967,46.96,46.952,46.952,46.969,36.426
0.64,-6,47.023,47.01,47.001,46.999,47.013,36.399
0.72,-6,47.079,47.064,47.05,47.044,47.056,36.307
0.8,-6,47.133,47.117,47.101,47.087,47.099,36.214
0.88,-6,47.187,47.169,47.151,47.136,47.139,36.119
0.96,-6,47.241,47.22,47.2,47.182,47.178,36.023
1.04,-6,47.294,47.27,47.248,47.227,47.222,35.926
1.12,-6,47.349,47.32,47.295,47.271,47.263,35.828
1.2,-6,47.403,47.371,47.342,47.313,47.303,35.728
1.28,-6,47.456,47.422,47.389,47.356,47.342,35.626
1.36,-6,47.497,47.471,47.437,47.396,47.379,35.524
1.44,-6,47.529,47.512,47.483,47.438,47.415,35.42
1.52,-6,47.56,47.541,47.525,47.48,47.451,35.315
1.6,-6,47.59,47.569,47.552,47.52,47.485,35.209
1.68,-6,47.618,47.596,47.577,47.558,47.52,35.102
1.76,-6,47.644,47.621,47.601,47.586,47.555,34.993
1.84,-6,47.669,47.644,47.623,47.607,47.589,34.884
1.92,-6,47.693,47.666,47.644,47.627,47.621,34.774
2,-6,47.716,47.687,47.664,47.644,47.649,34.662
2.08,-6,47.737,47.707,47.682,47.661,47.666,34.55
2.16,-6,47.757,47.725,47.699,47.676,47.681,34.437
2.24,-6,47.776,47.742,47.714,47.69,47.694,34.323
2.32,-6,47.795,47.758,47.729,47.702,47.706,34.208
2.4,-6,47.812,47.773,47.742,47.713,47.717,34.093
2.48,-6,47.828,47.787,47.754,47.723,47.726,33.977
2.56,-6,47.824,47.801,47.766,47.732,47.734,33.86
2.64,-6,47.814,47.813,47.776,47.74,47.741,33.742
2.72,-6,47.83,47.814,47.786,47.748,47.747,33.624
2.8,-6,47.861,47.799,47.795,47.754,47.752,33.505
2.88,-6,47.893,47.8,47.804,47.759,47.756,33.386
2.96,-6,47.924,47.827,47.788,47.764,47.759,33.266
3.04,-6,47.955,47.855,47.773,47.768,47.761,33.146
3.12,-6,47.986,47.883,47.789,47.772,47.762,33.025
3.2,-6,48.018,47.91,47.812,47.775,47.763,32.904
3.28,-6,48.049,47.938,47.836,47.777,47.763,32.783
3.36,-6,48.08,47.966,47.861,47.756,47.762,32.661
3.44,-6,48.112,47.994,47.885,47.737,47.761,32.539
3.52,-6,48.143,48.022,47.91,47.749,47.759,32.417
3.6,-6,48.174,48.051,47.935,47.767,47.757,32.295
3.68,-6,48.206,48.079,47.96,47.786,47.755,32.172
3.76,-6,48.237,48.107,47.986,47.805,47.752,32.049
3.84,-6,48.268,48.136,48.012,47.825,47.729,31.926
3.92,-6,48.299,48.165,48.038,47.845,47.704,31.803
4,-6,48.33,48.193,48.064,47.866,47.706,31.68
4.08,-6,48.361,48.222,48.09,47.887,47.718,31.557
4.16,-6,48.376,48.25,48.117,47.909,47.732,31.433
4.24,-6,48.388,48.279,48.144,47.932,47.746,31.31
4.32,-6,48.401,48.307,48.17,47.954,47.76,31.187
4.4,-6,48.414,48.328,48.197,47.977,47.776,31.064
4.48,-6,48.428,48.338,48.224,48.001,47.792,30.94
4.56,-6,48.441,48.349,48.251,48.025,47.809,30.817
4.64,-6,48.455,48.36,48.278,48.049,47.826,30.694
4.72,-6,48.469,48.371,48.291,48.074,47.844,30.571
4.8,-6,48.483,48.382,48.301,48.099,47.863,30.448
4.88,-6,48.497,48.394,48.31,48.124,47.882,30.326
4.96,-6,48.512,48.406,48.32,48.15,47.902,30.203
5.04,-6,48.528,48.418,48.33,48.175,47.923,30.081
5.12,-6,48.543,48.431,48.34,48.201,47.944,29.959
5.2,-6,48.559,48.444,48.351,48.226,47.965,29.837
5.28,-6,48.576,48.457,48.362,48.241,47.987,29.715
5.36,-6,48.592,48.47,48.373,48.251,48.01,29.594
5.44,-6,48.61,48.484,48.385,48.261,48.032,29.473
5.52,-6,48.627,48.499,48.397,48.271,48.055,29.352
5.6,-6,48.65,48.514,48.409,48.282,48.079,29.231
5.68,-6,48.684,48.529,48.422,48.293,48.102,29.111
5.76,-6,48.719,48.545,48.435,48.304,48.126,28.991
5.84,-6,48.755,48.56,48.449,48.316,48.149,28.871
5.92,-6,48.791,48.591,48.463,48.328,48.173,28.752
6,-6,48.828,48.624,48.478,48.341,48.183,28.633
-6,-5.92,38.44,38.502,38.584,38.736,38.933,40.212
-5.92,-5.92,38.565,38.626,38.707,38.858,39.055,40.213
-5.84,-5.92,38.69,38.75,38.831,38.981,39.177,40.214
-5.76,-5.92,38.815,38.875,38.955,39.104,39.299,40.215
-5.68,-5.92,38.94,39,39.079,39.227,39.421,40.219
-5.6,-5.92,39.066,39.125,39.204,39.351,39.543,40.22
-5.52,-5.92,39.192,39.25,39.328,39.474,39.666,40.206
