X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,51.556,51.758,51.952,52.333,52.797,53.257,53.592,48.992
-5.92,-6,51.669,51.87,52.064,52.445,52.907,53.367,53.702,48.969
-5.84,-6,51.781,51.982,52.175,52.556,53.018,53.477,53.812,48.947
-5.76,-6,51.894,52.094,52.287,52.668,53.129,53.588,53.923,48.926
-5.68,-6,52.006,52.207,52.399,52.779,53.24,53.698,54.033,48.905
-5.6,-6,52.119,52.319,52.511,52.891,53.351,53.809,54.143,48.884
-5.52,-6,52.232,52.431,52.623,53.002,53.462,53.919,54.253,48.864
-5.44,-6,52.344,52.544,52.735,53.114,53.573,54.03,54.363,48.844
-5.36,-6,52.457,52.656,52.847,53.225,53.684,54.14,54.473,48.825
-5.28,-6,52.569,52.768,52.959,53.336,53.794,54.25,54.583,48.807
-5.2,-6,52.682,52.88,53.071,53.448,53.905,54.36,54.693,48.79
-5.12,-6,52.794,52.992,53.183,53.559,54.015,54.47,54.802,48.774
-5.04,-6,52.907,53.104,53.294,53.67,54.126,54.58,54.912,48.758
-4.96,-6,53.019,53.216,53.406,53.78,54.236,54.689,55.021,48.743
-4.88,-6,53.131,53.328,53.517,53.891,54.346,54.799,55.13,48.73
-4.8,-6,53.243,53.439,53.628,54.001,54.455,54.908,55.239,48.717
-4.72,-6,53.355,53.551,53.739,54.111,54.565,55.016,55.347,48.705
-4.64,-6,53.466,53.662,53.849,54.221,54.674,55.125,55.455,48.695
-4.56,-6,53.578,53.772,53.96,54.331,54.782,55.233,55.563,48.686
-4.48,-6,53.689,53.883,54.07,54.44,54.891,55.34,55.67,48.686
-4.4,-6,53.799,53.993,54.179,54.549,54.999,55.448,55.777,48.686
-4.32,-6,53.91,54.103,54.289,54.657,55.106,55.554,55.883,48.685
-4.24,-6,54.02,54.212,54.398,54.765,55.213,55.661,55.989,48.684
-4.16,-6,54.13,54.322,54.506,54.873,55.32,55.766,56.095,48.683
-4.08,-6,54.239,54.43,54.614,54.98,55.426,55.872,56.2,48.681
-4,-6,54.348,54.539,54.722,55.086,55.531,55.976,56.304,48.679
-3.92,-6,54.457,54.646,54.829,55.192,55.636,56.08,56.407,48.676
-3.84,-6,54.565,54.754,54.936,55.298,55.741,56.184,56.51,48.673
-3.76,-6,54.673,54.861,55.042,55.403,55.844,56.286,56.613,48.67
-3.68,-6,54.78,54.967,55.147,55.507,55.947,56.388,56.714,48.666
-3.6,-6,54.887,55.073,55.252,55.611,56.049,56.49,56.815,48.662
-3.52,-6,54.993,55.178,55.357,55.714,56.151,56.59,56.915,48.659
-3.44,-6,55.099,55.283,55.461,55.816,56.252,56.689,57.014,48.655
-3.36,-6,55.204,55.387,55.564,55.918,56.352,56.788,57.112,48.651
-3.28,-6,55.309,55.491,55.666,56.018,56.451,56.886,57.209,48.646
