X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,46.079,46.174,46.273,46.449,46.667,46.86,47.202,41.152
-5.92,-6,46.203,46.297,46.397,46.572,46.79,46.983,47.325,41.14
-5.84,-6,46.327,46.421,46.521,46.696,46.913,47.106,47.448,41.127
-5.76,-6,46.452,46.546,46.645,46.819,47.036,47.229,47.571,41.114
-5.68,-6,46.576,46.67,46.769,46.943,47.16,47.352,47.694,41.101
-5.6,-6,46.701,46.794,46.893,47.067,47.283,47.475,47.817,41.087
-5.52,-6,46.825,46.918,47.017,47.191,47.407,47.599,47.94,41.073
-5.44,-6,46.95,47.043,47.141,47.315,47.53,47.722,48.063,41.058
-5.36,-6,47.074,47.167,47.265,47.438,47.654,47.845,48.185,41.043
-5.28,-6,47.199,47.291,47.389,47.562,47.777,47.968,48.308,41.027
-5.2,-6,47.323,47.416,47.513,47.686,47.901,48.091,48.431,41.011
-5.12,-6,47.448,47.54,47.637,47.81,48.024,48.214,48.554,40.994
-5.04,-6,47.572,47.664,47.761,47.933,48.147,48.337,48.676,40.977
-4.96,-6,47.696,47.788,47.885,48.056,48.27,48.46,48.798,40.96
-4.88,-6,47.82,47.912,48.009,48.179,48.393,48.582,48.92,40.942
-4.8,-6,47.944,48.035,48.132,48.302,48.515,48.704,49.042,40.924
-4.72,-6,48.068,48.159,48.255,48.425,48.637,48.826,49.163,40.905
-4.64,-6,48.191,48.282,48.378,48.548,48.759,48.948,49.285,40.886
-4.56,-6,48.314,48.405,48.5,48.67,48.881,49.069,49.405,40.866
-4.48,-6,48.437,48.527,48.623,48.791,49.002,49.19,49.526,40.846
-4.4,-6,48.559,48.649,48.744,48.913,49.123,49.31,49.646,40.825
-4.32,-6,48.682,48.771,48.866,49.034,49.244,49.43,49.765,40.804
-4.24,-6,48.803,48.892,48.987,49.154,49.364,49.55,49.884,40.782
-4.16,-6,48.924,49.013,49.108,49.274,49.483,49.669,50.003,40.759
-4.08,-6,49.045,49.134,49.228,49.394,49.602,49.788,50.121,40.736
-4,-6,49.165,49.254,49.347,49.513,49.721,49.906,50.238,40.713
-3.92,-6,49.285,49.373,49.466,49.631,49.838,50.023,50.355,40.689
-3.84,-6,49.404,49.492,49.584,49.749,49.955,50.139,50.471,40.665
-3.76,-6,49.523,49.61,49.702,49.866,50.072,50.255,50.586,40.64
-3.68,-6,49.64,49.727,49.819,49.982,50.187,50.37,50.7,40.615
-3.6,-6,49.757,49.844,49.935,50.098,50.302,50.485,50.814,40.59
-3.52,-6,49.873,49.959,50.051,50.213,50.416,50.598,50.927,40.565
-3.44,-6,49.989,50.074,50.165,50.326,50.529,50.711,51.038,40.54
-3.36,-6,50.103,50.188,50.279,50.439,50.642,50.822,51.149,40.514
-3.28,-6,50.217,50.302,50.391,50.551,50.753,50.933,51.259,40.488
-3.2,-6,50.33,50.414,50.503,50.662,50.863,51.043,51.368,40.462
-3.12,-6,50.441,50.525,50.614,50.772,50.972,51.151,51.475,40.436
-3.04,-6,50.552,50.635,50.723,50.881,51.08,51.259,51.582,40.409
-2.96,-6,50.661,50.744,50.832,50.989,51.187,51.365,51.687,40.385
-2.88,-6,50.77,50.852,50.939,51.095,51.293,51.47,51.791,40.359
-2.8,-6,50.877,50.958,51.045,51.201,51.397,51.573,51.894,40.331
-2.72,-6,50.982,51.064,51.15,51.305,51.5,51.676,51.995,40.302
-2.64,-6,51.087,51.168,51.254,51.407,51.602,51.777,52.095,40.273
-2.56,-6,51.19,51.271,51.356,51.508,51.702,51.876,52.193,40.244
-2.48,-6,51.292,51.372,51.457,51.608,51.801,51.974,52.29,40.214
-2.4,-6,51.393,51.472,51.556,51.707,51.898,52.071,52.385,40.184
-2.32,-6,51.491,51.57,51.654,51.803,51.994,52.166,52.479,40.155
-2.24,-6,51.589,51.667,51.75,51.898,52.088,52.259,52.571,40.124
-2.16,-6,51.685,51.762,51.844,51.992,52.18,52.351,52.662,40.094
-2.08,-6,51.779,51.855,51.937,52.084,52.271,52.441,52.75,40.067
-2,-6,51.871,51.947,52.028,52.174,52.36,52.529,52.837,40.039
-1.92,-6,51.962,52.037,52.118,52.262,52.447,52.615,52.922,40.011
-1.84,-6,52.051,52.126,52.206,52.349,52.533,52.7,53.005,39.983
-1.76,-6,52.138,52.212,52.291,52.434,52.616,52.782,53.087,39.957
-1.68,-6,52.223,52.297,52.375,52.517,52.698,52.863,53.166,39.93
-1.6,-6,52.307,52.38,52.457,52.597,52.778,52.942,53.243,39.904
-1.52,-6,52.388,52.46,52.537,52.676,52.855,53.019,53.318,39.877
-1.44,-6,52.467,52.539,52.615,52.753,52.931,53.093,53.391,39.848
-1.36,-6,52.545,52.616,52.691,52.828,53.004,53.166,53.462,39.817
-1.28,-6,52.62,52.691,52.765,52.901,53.076,53.236,53.531,39.786
-1.2,-6,52.694,52.763,52.837,52.971,53.145,53.304,53.598,39.755
-1.12,-6,52.765,52.834,52.907,53.04,53.212,53.37,53.662,39.723
-1.04,-6,52.834,52.902,52.974,53.106,53.277,53.434,53.724,39.689
-0.96,-6,52.901,52.968,53.04,53.17,53.34,53.496,53.784,39.653
-0.88,-6,52.965,53.032,53.103,53.232,53.4,53.555,53.842,39.616
-0.8,-6,53.028,53.094,53.164,53.291,53.458,53.612,53.897,39.578
-0.72,-6,53.088,53.153,53.222,53.349,53.514,53.667,53.95,39.539
-0.64,-6,53.146,53.21,53.279,53.404,53.567,53.719,54.001,39.5
-0.56,-6,53.201,53.265,53.333,53.456,53.618,53.77,54.049,39.458
-0.48,-6,53.255,53.318,53.384,53.506,53.667,53.817,54.095,39.416
-0.4,-6,53.306,53.368,53.434,53.554,53.714,53.863,54.138,39.372
-0.32,-6,53.354,53.416,53.481,53.6,53.758,53.905,54.179,39.327
-0.24,-6,53.401,53.461,53.525,53.643,53.799,53.946,54.218,39.283
-0.16,-6,53.445,53.504,53.568,53.684,53.839,53.984,54.254,39.236
-0.08,-6,53.486,53.545,53.608,53.722,53.875,54.02,54.288,39.188
0,-6,53.526,53.584,53.645,53.758,53.91,54.053,54.32,39.137
0.08,-6,53.384,53.436,53.491,53.596,53.738,53.893,54.148,39.086
0.16,-6,53.368,53.417,53.469,53.567,53.703,53.862,54.11,39.033
0.24,-6,53.368,53.415,53.465,53.559,53.69,53.85,54.091,39.219
0.32,-6,53.375,53.42,53.468,53.559,53.686,53.846,54.082,39.082
0.4,-6,53.385,53.429,53.476,53.563,53.686,53.845,54.078,38.942
0.48,-6,53.398,53.44,53.484,53.568,53.688,53.847,54.075,38.818
0.56,-6,53.421,53.455,53.493,53.575,53.691,53.849,54.074,38.703
0.64,-6,53.449,53.48,53.513,53.581,53.694,53.851,54.072,38.601
0.72,-6,53.476,53.505,53.535,53.596,53.697,53.852,54.07,38.507
0.8,-6,53.502,53.529,53.556,53.614,53.703,53.853,54.067,38.499
0.88,-6,53.53,53.554,53.577,53.63,53.716,53.851,54.062,38.439
0.96,-6,53.562,53.578,53.599,53.646,53.727,53.857,54.057,38.376
1.04,-6,53.594,53.607,53.62,53.661,53.737,53.863,54.049,38.305
1.12,-6,53.592,53.636,53.646,53.676,53.745,53.867,54.041,38.232
1.2,-6,53.455,53.602,53.671,53.693,53.754,53.87,54.039,38.157
1.28,-6,53.397,53.482,53.628,53.712,53.761,53.871,54.035,38.081
1.36,-6,53.4,53.435,53.514,53.729,53.771,53.872,54.03,38.004
1.44,-6,53.403,53.436,53.469,53.651,53.781,53.872,54.022,37.925
1.52,-6,53.403,53.435,53.466,53.553,53.789,53.871,54.014,37.845
1.6,-6,53.403,53.433,53.462,53.519,53.771,53.873,54.003,37.763
1.68,-6,53.401,53.43,53.457,53.511,53.648,53.873,53.993,37.679
1.76,-6,53.397,53.425,53.45,53.5,53.585,53.872,53.98,37.595
1.84,-6,53.393,53.418,53.442,53.489,53.569,53.815,53.968,37.508
1.92,-6,53.387,53.411,53.432,53.476,53.553,53.709,53.957,37.421
2,-6,53.38,53.402,53.422,53.461,53.535,53.657,53.944,37.332
2.08,-6,53.373,53.393,53.41,53.445,53.515,53.634,53.931,37.241
2.16,-6,53.364,53.382,53.397,53.429,53.494,53.609,53.916,37.15
2.24,-6,53.355,53.371,53.383,53.411,53.472,53.583,53.831,37.056
2.32,-6,53.345,53.359,53.369,53.392,53.449,53.556,53.734,36.962
2.4,-6,53.335,53.347,53.354,53.373,53.425,53.528,53.683,36.866
2.48,-6,53.324,53.334,53.338,53.353,53.4,53.499,53.649,36.769
2.56,-6,53.312,53.32,53.322,53.332,53.375,53.469,53.613,36.671
2.64,-6,53.301,53.306,53.306,53.311,53.348,53.438,53.577,36.572
2.72,-6,53.289,53.292,53.289,53.289,53.322,53.406,53.539,36.471
2.8,-6,53.277,53.278,53.272,53.267,53.294,53.374,53.501,36.37
2.88,-6,53.265,53.264,53.255,53.245,53.267,53.341,53.461,36.267
2.96,-6,53.253,53.25,53.238,53.223,53.239,53.307,53.421,36.164
3.04,-6,53.241,53.236,53.221,53.2,53.21,53.274,53.381,36.059
3.12,-6,53.234,53.222,53.205,53.178,53.182,53.24,53.339,35.953
3.2,-6,53.231,53.208,53.188,53.156,53.154,53.206,53.297,35.847
3.28,-6,53.228,53.195,53.172,53.134,53.126,53.172,53.255,35.739
3.36,-6,53.225,53.188,53.156,53.112,53.098,53.137,53.213,35.631
3.44,-6,53.224,53.183,53.141,53.091,53.071,53.103,53.17,35.522
3.52,-6,53.223,53.179,53.126,53.07,53.043,53.07,53.127,35.412
3.6,-6,53.223,53.175,53.119,53.05,53.017,53.036,53.084,35.301
3.68,-6,53.223,53.173,53.113,53.031,52.99,53.003,53.042,35.189
3.76,-6,53.224,53.171,53.107,53.012,52.964,52.97,52.999,35.077
3.84,-6,53.226,53.17,53.102,52.993,52.939,52.938,52.956,34.965
3.92,-6,53.226,53.17,53.099,52.975,52.915,52.906,52.914,34.852
4,-6,53.221,53.17,53.096,52.963,52.891,52.876,52.872,34.738
4.08,-6,53.216,53.172,53.094,52.954,52.868,52.845,52.831,34.623
4.16,-6,53.212,53.169,53.093,52.946,52.846,52.816,52.79,34.509
4.24,-6,53.208,53.164,53.093,52.939,52.825,52.787,52.749,34.393
4.32,-6,53.206,53.16,53.094,52.933,52.805,52.759,52.709,34.278
4.4,-6,53.203,53.156,53.092,52.928,52.786,52.733,52.67,34.162
4.48,-6,53.202,53.153,53.087,52.924,52.767,52.707,52.632,34.045
4.56,-6,53.201,53.151,53.082,52.921,52.755,52.682,52.594,33.929
4.64,-6,53.201,53.15,53.079,52.919,52.745,52.659,52.558,33.812
4.72,-6,53.202,53.149,53.076,52.919,52.737,52.636,52.522,33.694
4.8,-6,53.204,53.149,53.074,52.919,52.73,52.615,52.487,33.577
4.88,-6,53.206,53.15,53.073,52.915,52.724,52.595,52.453,33.459
4.96,-6,53.209,53.152,53.073,52.91,52.719,52.576,52.421,33.342
5.04,-6,53.213,53.155,53.073,52.905,52.716,52.558,52.389,33.224
5.12,-6,53.217,53.159,53.075,52.901,52.714,52.541,52.358,33.106
5.2,-6,53.222,53.163,53.077,52.899,52.713,52.528,52.329,32.988
5.28,-6,53.227,53.168,53.081,52.897,52.714,52.52,52.301,32.87
5.36,-6,53.239,53.174,53.085,52.896,52.715,52.513,52.274,32.752
5.44,-6,53.256,53.18,53.09,52.896,52.718,52.508,52.248,32.634
5.52,-6,53.274,53.19,53.096,52.897,52.714,52.504,52.223,32.516
5.6,-6,53.292,53.208,53.102,52.899,52.711,52.502,52.2,32.398
5.68,-6,53.311,53.228,53.109,52.902,52.709,52.501,52.178,32.28
5.76,-6,53.331,53.248,53.126,52.906,52.708,52.501,52.157,32.162
5.84,-6,53.351,53.269,53.146,52.91,52.708,52.503,52.138,32.044
5.92,-6,53.371,53.291,53.168,52.916,52.708,52.506,52.12,31.927
6,-6,53.392,53.314,53.19,52.922,52.71,52.51,52.103,31.809
-6,-5.92,46.184,46.279,46.379,46.555,46.773,46.967,47.311,41.397
-5.92,-5.92,46.31,46.404,46.504,46.68,46.898,47.092,47.435,41.385
-5.84,-5.92,46.435,46.53,46.63,46.805,47.023,47.216,47.56,41.372
-5.76,-5.92,46.561,46.656,46.755,46.93,47.148,47.341,47.684,41.359
-5.68,-5.92,46.687,46.781,46.881,47.056,47.273,47.466,47.809,41.346
-5.6,-5.92,46.814,46.907,47.007,47.181,47.399,47.591,47.933,41.332
-5.52,-5.92,46.94,47.033,47.132,47.307,47.524,47.716,48.058,41.317
-5.44,-5.92,47.066,47.159,47.258,47.432,47.649,47.841,48.183,41.302
-5.36,-5.92,47.192,47.286,47.384,47.558,47.774,47.966,48.307,41.287
-5.28,-5.92,47.319,47.412,47.51,47.684,47.899,48.091,48.432,41.271
-5.2,-5.92,47.445,47.538,47.636,47.809,48.024,48.216,48.556,41.255
-5.12,-5.92,47.571,47.664,47.762,47.934,48.15,48.34,48.681,41.239
-5.04,-5.92,47.697,47.79,47.887,48.06,48.274,48.465,48.805,41.221
-4.96,-5.92,47.823,47.915,48.013,48.185,48.399,48.589,48.929,41.204
-4.88,-5.92,47.949,48.041,48.138,48.31,48.524,48.714,49.053,41.186
-4.8,-5.92,48.075,48.166,48.263,48.435,48.648,48.838,49.177,41.167
-4.72,-5.92,48.2,48.292,48.388,48.559,48.772,48.962,49.3,41.148
-4.64,-5.92,48.326,48.417,48.513,48.684,48.896,49.085,49.423,41.129
-4.56,-5.92,48.451,48.542,48.638,48.808,49.02,49.208,49.546,41.109
-4.48,-5.92,48.576,48.666,48.762,48.931,49.143,49.331,49.668,41.089
-4.4,-5.92,48.7,48.79,48.886,49.055,49.266,49.454,49.79,41.068
-4.32,-5.92,48.824,48.914,49.009,49.178,49.388,49.576,49.912,41.047
-4.24,-5.92,48.948,49.037,49.132,49.3,49.51,49.697,50.033,41.024
-4.16,-5.92,49.071,49.16,49.255,49.422,49.632,49.818,50.153,41.001
-4.08,-5.92,49.194,49.283,49.377,49.544,49.753,49.939,50.273,40.978
-4,-5.92,49.316,49.405,49.499,49.665,49.873,50.059,50.392,40.954
-3.92,-5.92,49.438,49.526,49.62,49.785,49.993,50.178,50.511,40.93
