X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,46.145,46.231,46.322,46.484,46.639,46.836,47.215,41.14
-5.92,-6,46.269,46.355,46.446,46.607,46.762,46.959,47.338,41.127
-5.84,-6,46.394,46.48,46.57,46.731,46.885,47.082,47.461,41.115
-5.76,-6,46.518,46.604,46.694,46.855,47.009,47.205,47.584,41.101
-5.68,-6,46.643,46.729,46.819,46.979,47.132,47.329,47.707,41.088
-5.6,-6,46.768,46.853,46.943,47.103,47.256,47.452,47.83,41.074
-5.52,-6,46.893,46.978,47.068,47.227,47.38,47.575,47.953,41.06
-5.44,-6,47.018,47.103,47.192,47.352,47.503,47.699,48.076,41.045
-5.36,-6,47.143,47.228,47.317,47.476,47.627,47.822,48.199,41.029
-5.28,-6,47.268,47.353,47.441,47.6,47.751,47.945,48.322,41.014
-5.2,-6,47.393,47.477,47.566,47.724,47.874,48.069,48.444,40.998
-5.12,-6,47.518,47.602,47.69,47.848,47.998,48.192,48.567,40.981
-5.04,-6,47.643,47.727,47.815,47.972,48.121,48.315,48.69,40.964
-4.96,-6,47.768,47.851,47.939,48.096,48.244,48.438,48.812,40.947
-4.88,-6,47.893,47.976,48.063,48.219,48.367,48.56,48.935,40.929
-4.8,-6,48.017,48.1,48.187,48.343,48.49,48.683,49.057,40.91
-4.72,-6,48.142,48.224,48.311,48.466,48.612,48.805,49.178,40.892
-4.64,-6,48.266,48.348,48.435,48.589,48.735,48.927,49.3,40.872
-4.56,-6,48.39,48.472,48.558,48.712,48.857,49.049,49.421,40.853
-4.48,-6,48.514,48.596,48.681,48.835,48.979,49.17,49.542,40.832
-4.4,-6,48.638,48.719,48.804,48.957,49.1,49.291,49.663,40.812
-4.32,-6,48.761,48.841,48.926,49.079,49.221,49.411,49.783,40.791
-4.24,-6,48.884,48.964,49.048,49.2,49.341,49.532,49.902,40.769
-4.16,-6,49.006,49.086,49.17,49.321,49.461,49.651,50.021,40.746
-4.08,-6,49.128,49.208,49.291,49.442,49.581,49.77,50.14,40.723
-4,-6,49.249,49.329,49.412,49.562,49.7,49.889,50.258,40.699
-3.92,-6,49.37,49.449,49.532,49.681,49.818,50.007,50.375,40.675
-3.84,-6,49.491,49.569,49.651,49.8,49.936,50.124,50.492,40.651
-3.76,-6,49.611,49.689,49.77,49.918,50.053,50.241,50.608,40.626
-3.68,-6,49.73,49.808,49.889,50.036,50.17,50.357,50.723,40.601
-3.6,-6,49.849,49.926,50.006,50.152,50.286,50.472,50.838,40.576
-3.52,-6,49.967,50.043,50.123,50.269,50.4,50.586,50.951,40.552
-3.44,-6,50.084,50.16,50.24,50.384,50.515,50.7,51.064,40.526
-3.36,-6,50.2,50.276,50.355,50.498,50.628,50.812,51.176,40.501
-3.28,-6,50.316,50.391,50.469,50.612,50.74,50.924,51.287,40.475
-3.2,-6,50.431,50.505,50.583,50.725,50.851,51.035,51.397,40.448
-3.12,-6,50.544,50.618,50.696,50.836,50.962,51.144,51.506,40.422
-3.04,-6,50.657,50.731,50.807,50.947,51.071,51.253,51.614,40.396
-2.96,-6,50.769,50.842,50.918,51.057,51.179,51.36,51.721,40.372
-2.88,-6,50.88,50.952,51.028,51.165,51.286,51.466,51.826,40.346
-2.8,-6,50.99,51.061,51.136,51.273,51.392,51.572,51.93,40.317
-2.72,-6,51.098,51.169,51.244,51.379,51.497,51.675,52.033,40.288
-2.64,-6,51.206,51.276,51.35,51.484,51.6,51.778,52.135,40.259
-2.56,-6,51.312,51.382,51.455,51.588,51.702,51.879,52.235,40.23
-2.48,-6,51.417,51.486,51.558,51.69,51.803,51.979,52.334,40.201
-2.4,-6,51.521,51.589,51.66,51.791,51.902,52.077,52.432,40.171
-2.32,-6,51.623,51.691,51.761,51.891,52,52.174,52.527,40.141
-2.24,-6,51.724,51.791,51.861,51.989,52.096,52.269,52.622,40.111
-2.16,-6,51.824,51.89,51.959,52.086,52.191,52.363,52.714,40.081
-2.08,-6,51.922,51.987,52.055,52.181,52.284,52.455,52.806,40.053
-2,-6,52.019,52.083,52.151,52.274,52.375,52.546,52.895,40.026
-1.92,-6,52.114,52.178,52.244,52.367,52.465,52.635,52.983,39.998
-1.84,-6,52.208,52.27,52.336,52.457,52.553,52.722,53.069,39.97
-1.76,-6,52.3,52.362,52.426,52.546,52.64,52.807,53.153,39.943
-1.68,-6,52.39,52.451,52.515,52.633,52.725,52.891,53.235,39.917
-1.6,-6,52.479,52.539,52.602,52.718,52.808,52.972,53.316,39.891
-1.52,-6,52.566,52.625,52.687,52.801,52.889,53.052,53.394,39.864
-1.44,-6,52.651,52.71,52.77,52.883,52.968,53.13,53.471,39.835
-1.36,-6,52.735,52.792,52.852,52.963,53.045,53.206,53.546,39.804
-1.28,-6,52.817,52.873,52.932,53.041,53.121,53.28,53.618,39.774
-1.2,-6,52.897,52.952,53.01,53.117,53.194,53.352,53.689,39.742
-1.12,-6,52.975,53.03,53.086,53.192,53.266,53.422,53.758,39.71
-1.04,-6,53.051,53.105,53.16,53.264,53.336,53.491,53.824,39.676
-0.96,-6,53.126,53.179,53.232,53.334,53.403,53.557,53.889,39.64
-0.88,-6,53.199,53.25,53.303,53.403,53.469,53.621,53.951,39.604
-0.8,-6,53.27,53.32,53.372,53.47,53.533,53.683,54.011,39.566
-0.72,-6,53.339,53.388,53.438,53.534,53.594,53.743,54.07,39.527
-0.64,-6,53.406,53.455,53.503,53.597,53.654,53.801,54.126,39.488
-0.56,-6,53.472,53.519,53.566,53.658,53.712,53.857,54.18,39.447
-0.48,-6,53.536,53.581,53.627,53.717,53.768,53.91,54.232,39.404
-0.4,-6,53.597,53.642,53.687,53.774,53.821,53.962,54.281,39.36
-0.32,-6,53.658,53.701,53.744,53.829,53.873,54.012,54.329,39.316
-0.24,-6,53.716,53.758,53.8,53.882,53.923,54.059,54.375,39.271
-0.16,-6,53.773,53.813,53.854,53.933,53.971,54.105,54.418,39.225
-0.08,-6,53.827,53.867,53.906,53.983,54.017,54.149,54.459,39.177
0,-6,53.881,53.919,53.956,54.03,54.061,54.19,54.499,39.126
0.08,-6,53.771,53.802,53.831,53.895,53.909,54.049,54.347,39.075
0.16,-6,53.775,53.803,53.829,53.885,53.89,54.03,54.322,39.022
0.24,-6,53.796,53.821,53.844,53.895,53.892,54.026,54.318,39.209
0.32,-6,53.825,53.847,53.867,53.913,53.903,54.032,54.328,39.072
0.4,-6,53.857,53.877,53.894,53.936,53.92,54.045,54.344,38.932
0.48,-6,53.891,53.909,53.924,53.961,53.939,54.06,54.36,38.808
0.56,-6,53.939,53.947,53.954,53.987,53.959,54.076,54.295,38.693
0.64,-6,53.988,53.994,53.997,54.014,53.981,54.092,54.267,38.591
0.72,-6,54.038,54.04,54.04,54.052,54.002,54.109,54.277,38.497
0.8,-6,54.089,54.087,54.084,54.091,54.031,54.126,54.288,38.489
0.88,-6,54.141,54.136,54.128,54.129,54.063,54.144,54.298,38.429
0.96,-6,54.197,54.185,54.174,54.168,54.095,54.17,54.308,38.366
1.04,-6,54.255,54.239,54.221,54.208,54.126,54.195,54.317,38.295
1.12,-6,54.259,54.293,54.271,54.247,54.156,54.219,54.33,38.222
1.2,-6,54.187,54.27,54.321,54.29,54.188,54.242,54.345,38.148
1.28,-6,54.182,54.211,54.29,54.334,54.219,54.266,54.36,38.072
1.36,-6,54.22,54.216,54.236,54.377,54.253,54.29,54.373,37.995
1.44,-6,54.26,54.251,54.241,54.316,54.288,54.317,54.386,37.916
1.52,-6,54.305,54.286,54.273,54.277,54.322,54.342,54.399,37.836
1.6,-6,54.35,54.32,54.305,54.291,54.35,54.366,54.409,37.754
1.68,-6,54.394,54.358,54.336,54.317,54.369,54.379,54.415,37.671
1.76,-6,54.44,54.399,54.368,54.343,54.388,54.391,54.42,37.586
1.84,-6,54.486,54.441,54.399,54.369,54.407,54.403,54.424,37.5
1.92,-6,54.532,54.483,54.435,54.395,54.426,54.415,54.427,37.412
2,-6,54.58,54.527,54.474,54.421,54.444,54.427,54.43,37.323
2.08,-6,54.629,54.571,54.513,54.448,54.463,54.438,54.433,37.233
2.16,-6,54.678,54.617,54.554,54.476,54.482,54.45,54.435,37.141
2.24,-6,54.729,54.663,54.597,54.504,54.502,54.462,54.438,37.048
2.32,-6,54.776,54.711,54.64,54.533,54.522,54.474,54.44,36.954
2.4,-6,54.82,54.76,54.685,54.569,54.543,54.486,54.442,36.858
2.48,-6,54.865,54.811,54.731,54.607,54.565,54.5,54.445,36.761
2.56,-6,54.912,54.856,54.778,54.646,54.588,54.514,54.448,36.663
2.64,-6,54.96,54.901,54.827,54.687,54.612,54.528,54.452,36.564
2.72,-6,55.009,54.947,54.878,54.729,54.637,54.544,54.456,36.463
2.8,-6,55.06,54.995,54.925,54.773,54.663,54.561,54.461,36.362
2.88,-6,55.112,55.044,54.971,54.819,54.69,54.579,54.467,36.259
2.96,-6,55.165,55.094,55.018,54.867,54.726,54.599,54.474,36.156
3.04,-6,55.22,55.146,55.066,54.917,54.764,54.62,54.482,36.051
3.12,-6,55.277,55.2,55.116,54.969,54.804,54.642,54.492,35.945
3.2,-6,55.335,55.255,55.168,55.023,54.846,54.667,54.503,35.839
3.28,-6,55.395,55.312,55.222,55.073,54.89,54.693,54.515,35.731
3.36,-6,55.457,55.371,55.277,55.122,54.937,54.721,54.529,35.623
3.44,-6,55.52,55.432,55.334,55.172,54.986,54.75,54.545,35.514
3.52,-6,55.585,55.494,55.393,55.225,55.037,54.782,54.563,35.404
3.6,-6,55.651,55.558,55.453,55.279,55.09,54.817,54.582,35.294
3.68,-6,55.719,55.624,55.516,55.335,55.146,54.86,54.604,35.182
3.76,-6,55.791,55.692,55.58,55.393,55.204,54.905,54.628,35.07
3.84,-6,55.874,55.761,55.647,55.453,55.264,54.953,54.653,34.958
3.92,-6,55.96,55.831,55.715,55.515,55.321,55.004,54.682,34.844
4,-6,56.047,55.914,55.784,55.579,55.376,55.057,54.712,34.731
4.08,-6,56.136,56.002,55.856,55.645,55.433,55.113,54.745,34.616
4.16,-6,56.228,56.092,55.932,55.712,55.493,55.171,54.78,34.502
4.24,-6,56.321,56.183,56.021,55.782,55.554,55.232,54.818,34.386
4.32,-6,56.415,56.277,56.112,55.854,55.617,55.295,54.858,34.271
4.4,-6,56.512,56.373,56.206,55.927,55.682,55.361,54.9,34.155
4.48,-6,56.609,56.47,56.301,56.002,55.75,55.429,54.946,34.038
