X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.053,54.191,54.328,54.537,54.863,55.187,55.486,55.834,56.054,50.963
-5.92,-6,54.145,54.282,54.419,54.627,54.951,55.275,55.572,55.92,56.14,50.928
-5.84,-6,54.237,54.373,54.51,54.716,55.04,55.362,55.659,56.007,56.225,50.894
-5.76,-6,54.329,54.465,54.601,54.806,55.129,55.45,55.746,56.093,56.311,50.861
-5.68,-6,54.421,54.557,54.692,54.896,55.217,55.538,55.833,56.179,56.397,50.827
-5.6,-6,54.513,54.648,54.783,54.985,55.306,55.625,55.92,56.265,56.482,50.794
-5.52,-6,54.606,54.74,54.874,55.075,55.395,55.713,56.006,56.351,56.568,50.761
-5.44,-6,54.698,54.832,54.965,55.165,55.484,55.801,56.093,56.437,56.654,50.729
-5.36,-6,54.791,54.924,55.056,55.255,55.573,55.889,56.18,56.523,56.739,50.698
-5.28,-6,54.883,55.016,55.147,55.345,55.662,55.976,56.267,56.609,56.825,50.666
-5.2,-6,54.976,55.107,55.239,55.435,55.75,56.064,56.353,56.694,56.91,50.636
-5.12,-6,55.068,55.199,55.33,55.525,55.839,56.151,56.44,56.78,56.995,50.606
-5.04,-6,55.161,55.291,55.421,55.614,55.928,56.239,56.526,56.866,57.08,50.576
-4.96,-6,55.254,55.383,55.512,55.704,56.016,56.326,56.612,56.951,57.165,50.547
-4.88,-6,55.346,55.475,55.603,55.794,56.104,56.413,56.698,57.036,57.25,50.519
-4.8,-6,55.439,55.566,55.694,55.883,56.193,56.5,56.784,57.121,57.334,50.497
-4.72,-6,55.531,55.658,55.785,55.972,56.281,56.587,56.87,57.206,57.418,50.477
-4.64,-6,55.623,55.749,55.875,56.062,56.369,56.673,56.955,57.29,57.502,50.456
-4.56,-6,55.715,55.841,55.966,56.151,56.456,56.76,57.04,57.374,57.586,50.437
