X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,45.152,45.246,45.312,45.474,45.655,45.803,46.009,46.244,46.396,45.143
-5.92,-6,45.247,45.34,45.405,45.566,45.746,45.893,46.098,46.332,46.483,45.099
-5.84,-6,45.341,45.434,45.498,45.658,45.836,45.982,46.186,46.42,46.57,45.055
-5.76,-6,45.436,45.528,45.592,45.75,45.927,46.072,46.275,46.508,46.657,45.01
-5.68,-6,45.531,45.622,45.685,45.843,46.018,46.162,46.364,46.596,46.745,44.964
-5.6,-6,45.626,45.717,45.779,45.935,46.11,46.252,46.453,46.684,46.832,44.916
-5.52,-6,45.721,45.811,45.873,46.028,46.201,46.342,46.542,46.772,46.92,44.869
-5.44,-6,45.817,45.906,45.967,46.121,46.292,46.432,46.631,46.86,47.008,44.82
-5.36,-6,45.913,46.001,46.061,46.214,46.384,46.522,46.72,46.948,47.095,44.771
-5.28,-6,46.008,46.097,46.155,46.307,46.476,46.613,46.809,47.037,47.183,44.721
-5.2,-6,46.105,46.192,46.25,46.4,46.567,46.703,46.899,47.125,47.271,44.67
-5.12,-6,46.201,46.288,46.344,46.493,46.659,46.794,46.988,47.213,47.358,44.618
-5.04,-6,46.297,46.383,46.439,46.587,46.751,46.884,47.077,47.302,47.446,44.567
-4.96,-6,46.394,46.479,46.534,46.68,46.843,46.975,47.166,47.39,47.533,44.514
-4.88,-6,46.49,46.575,46.628,46.774,46.935,47.065,47.256,47.478,47.621,44.461
-4.8,-6,46.587,46.671,46.723,46.867,47.027,47.156,47.345,47.566,47.708,44.408
-4.72,-6,46.684,46.767,46.818,46.961,47.119,47.246,47.434,47.654,47.796,44.354
-4.64,-6,46.781,46.863,46.913,47.055,47.211,47.337,47.523,47.742,47.883,44.3
-4.56,-6,46.878,46.959,47.008,47.148,47.303,47.427,47.612,47.83,47.97,44.245
-4.48,-6,46.975,47.055,47.103,47.242,47.394,47.517,47.701,47.918,48.057,44.19
-4.4,-6,47.072,47.151,47.198,47.335,47.486,47.607,47.79,48.005,48.144,44.135
-4.32,-6,47.169,47.248,47.293,47.429,47.578,47.697,47.878,48.093,48.23,44.08
-4.24,-6,47.266,47.344,47.388,47.522,47.669,47.787,47.967,48.18,48.317,44.024
-4.16,-6,47.363,47.44,47.483,47.616,47.761,47.877,48.055,48.267,48.403,43.969
-4.08,-6,47.459,47.536,47.578,47.709,47.852,47.967,48.143,48.354,48.489,43.913
-4,-6,47.556,47.632,47.673,47.802,47.943,48.056,48.23,48.44,48.574,43.857
-3.92,-6,47.653,47.728,47.767,47.895,48.034,48.145,48.318,48.526,48.66,43.802
-3.84,-6,47.75,47.824,47.862,47.988,48.125,48.234,48.405,48.612,48.745,43.746
-3.76,-6,47.846,47.919,47.956,48.08,48.215,48.323,48.492,48.698,48.829,43.691
-3.68,-6,47.943,48.015,48.05,48.173,48.306,48.411,48.579,48.783,48.913,43.635
-3.6,-6,48.039,48.11,48.144,48.265,48.396,48.499,48.665,48.868,48.997,43.58
-3.52,-6,48.135,48.205,48.238,48.357,48.485,48.587,48.751,48.952,49.081,43.525
-3.44,-6,48.231,48.3,48.332,48.449,48.575,48.674,48.836,49.036,49.164,43.47
-3.36,-6,48.327,48.395,48.425,48.54,48.664,48.761,48.921,49.119,49.246,43.415
-3.28,-6,48.422,48.489,48.518,48.631,48.753,48.848,49.006,49.202,49.328,43.361
-3.2,-6,48.518,48.584,48.61,48.722,48.841,48.934,49.09,49.285,49.41,43.307
-3.12,-6,48.613,48.678,48.703,48.812,48.929,49.02,49.174,49.367,49.49,43.253
-3.04,-6,48.707,48.771,48.795,48.902,49.016,49.105,49.257,49.448,49.571,43.199
-2.96,-6,48.802,48.865,48.886,48.992,49.103,49.19,49.34,49.529,49.65,43.146
-2.88,-6,48.896,48.957,48.978,49.081,49.19,49.274,49.422,49.61,49.73,43.093
-2.8,-6,48.989,49.05,49.068,49.17,49.276,49.358,49.503,49.689,49.808,43.041
-2.72,-6,49.082,49.142,49.159,49.259,49.362,49.441,49.584,49.768,49.886,42.989
-2.64,-6,49.175,49.234,49.249,49.346,49.447,49.524,49.664,49.847,49.963,42.937
-2.56,-6,49.268,49.325,49.338,49.434,49.532,49.606,49.744,49.924,50.039,42.893
-2.48,-6,49.36,49.416,49.427,49.521,49.615,49.687,49.823,50.001,50.115,42.854
-2.4,-6,49.451,49.506,49.516,49.607,49.699,49.768,49.901,50.078,50.19,42.814
-2.32,-6,49.542,49.596,49.604,49.693,49.782,49.848,49.979,50.153,50.264,42.774
-2.24,-6,49.632,49.685,49.691,49.778,49.864,49.928,50.056,50.228,50.337,42.732
-2.16,-6,49.722,49.774,49.778,49.862,49.945,50.007,50.132,50.302,50.41,42.69
-2.08,-6,49.812,49.862,49.864,49.946,50.026,50.085,50.207,50.375,50.481,42.647
-2,-6,49.9,49.95,49.95,50.029,50.106,50.162,50.282,50.447,50.552,42.603
-1.92,-6,49.989,50.037,50.035,50.112,50.186,50.239,50.356,50.518,50.622,42.558
-1.84,-6,50.076,50.123,50.119,50.194,50.264,50.314,50.429,50.589,50.691,42.512
-1.76,-6,50.163,50.209,50.202,50.275,50.342,50.389,50.501,50.659,50.759,42.465
-1.68,-6,50.249,50.294,50.285,50.356,50.419,50.464,50.572,50.727,50.826,42.418
-1.6,-6,50.334,50.378,50.367,50.435,50.495,50.537,50.642,50.795,50.892,42.37
-1.52,-6,50.419,50.462,50.448,50.514,50.571,50.609,50.712,50.862,50.957,42.321
-1.44,-6,50.503,50.545,50.529,50.592,50.646,50.681,50.78,50.928,51.021,42.265
-1.36,-6,50.586,50.627,50.609,50.67,50.72,50.752,50.848,50.993,51.085,42.203
-1.28,-6,50.669,50.708,50.688,50.746,50.792,50.822,50.914,51.056,51.147,42.14
-1.2,-6,50.75,50.788,50.766,50.822,50.865,50.891,50.98,51.119,51.208,42.079
-1.12,-6,50.831,50.868,50.843,50.897,50.936,50.959,51.045,51.181,51.268,42.024
-1.04,-6,50.911,50.947,50.919,50.971,51.006,51.026,51.109,51.242,51.327,41.968
-0.96,-6,50.99,51.025,50.995,51.044,51.075,51.092,51.171,51.302,51.385,41.91
-0.88,-6,51.068,51.102,51.07,51.116,51.144,51.157,51.233,51.361,51.442,41.85
-0.8,-6,51.146,51.178,51.143,51.187,51.211,51.222,51.294,51.419,51.498,41.79
-0.72,-6,51.222,51.253,51.216,51.257,51.278,51.285,51.354,51.475,51.553,41.727
-0.64,-6,51.297,51.328,51.288,51.327,51.344,51.347,51.412,51.531,51.606,41.663
-0.56,-6,51.372,51.401,51.359,51.395,51.408,51.409,51.47,51.586,51.659,41.597
-0.48,-6,51.446,51.474,51.428,51.463,51.472,51.469,51.527,51.639,51.711,41.529
-0.4,-6,51.518,51.545,51.497,51.529,51.534,51.528,51.583,51.692,51.761,41.46
-0.32,-6,51.59,51.616,51.565,51.595,51.596,51.587,51.637,51.743,51.81,41.388
-0.24,-6,51.661,51.686,51.632,51.659,51.657,51.644,51.691,51.793,51.859,41.315
-0.16,-6,51.73,51.755,51.698,51.723,51.716,51.7,51.743,51.842,51.906,41.239
-0.08,-6,51.799,51.822,51.763,51.785,51.775,51.756,51.795,51.891,51.952,41.161
0,-6,51.867,51.889,51.827,51.847,51.833,51.81,51.845,51.938,51.997,41.08
0.08,-6,51.768,51.785,51.711,51.72,51.688,51.67,51.691,51.77,51.82,41.008
0.16,-6,51.791,51.806,51.726,51.727,51.686,51.667,51.679,51.751,51.796,40.937
0.24,-6,51.831,51.843,51.758,51.756,51.707,51.685,51.69,51.755,51.795,40.997
0.32,-6,51.878,51.889,51.799,51.793,51.737,51.713,51.71,51.768,51.807,40.921
0.4,-6,51.928,51.938,51.845,51.835,51.772,51.744,51.736,51.79,51.824,40.843
0.48,-6,51.981,51.99,51.892,51.878,51.811,51.779,51.765,51.812,51.846,40.763
0.56,-6,52.041,52.044,51.941,51.924,51.85,51.816,51.795,51.817,51.872,40.682
0.64,-6,52.105,52.107,51.997,51.97,51.891,51.852,51.827,51.826,51.898,40.599
0.72,-6,52.168,52.169,52.056,52.026,51.932,51.89,51.859,51.851,51.904,40.514
0.8,-6,52.231,52.231,52.114,52.081,51.981,51.927,51.891,51.878,51.911,40.429
0.88,-6,52.295,52.293,52.171,52.136,52.031,51.969,51.922,51.905,51.931,40.342
0.96,-6,52.359,52.355,52.23,52.19,52.079,52.013,51.956,51.931,51.954,40.254
1.04,-6,52.426,52.419,52.287,52.245,52.127,52.056,51.994,51.959,51.979,40.165
1.12,-6,52.491,52.484,52.348,52.299,52.175,52.098,52.03,51.99,52.002,40.076
1.2,-6,52.53,52.547,52.407,52.355,52.222,52.14,52.066,52.021,52.029,39.985
1.28,-6,52.552,52.571,52.467,52.411,52.269,52.182,52.101,52.051,52.056,39.893
1.36,-6,52.592,52.599,52.48,52.466,52.319,52.223,52.136,52.08,52.082,39.8
1.44,-6,52.644,52.643,52.504,52.499,52.368,52.264,52.17,52.109,52.107,39.707
1.52,-6,52.695,52.694,52.548,52.518,52.416,52.306,52.205,52.136,52.132,39.612
1.6,-6,52.746,52.744,52.594,52.548,52.441,52.348,52.241,52.164,52.156,39.517
1.68,-6,52.801,52.802,52.64,52.591,52.456,52.39,52.276,52.191,52.179,39.421
1.76,-6,52.86,52.862,52.686,52.634,52.481,52.425,52.311,52.218,52.202,39.324
1.84,-6,52.92,52.922,52.731,52.676,52.516,52.453,52.341,52.241,52.222,39.227
1.92,-6,52.979,52.982,52.775,52.718,52.552,52.484,52.366,52.262,52.24,39.129
2,-6,53.039,53.043,52.819,52.76,52.588,52.514,52.391,52.282,52.258,39.03
2.08,-6,53.098,53.103,52.868,52.801,52.624,52.544,52.416,52.302,52.275,38.931
2.16,-6,53.158,53.164,52.921,52.845,52.66,52.574,52.441,52.321,52.291,38.831
2.24,-6,53.219,53.225,52.974,52.897,52.696,52.604,52.465,52.34,52.308,38.73
2.32,-6,53.279,53.286,53.028,52.949,52.732,52.634,52.489,52.359,52.324,38.629
2.4,-6,53.34,53.348,53.082,53.002,52.769,52.664,52.513,52.378,52.34,38.528
