X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,51.44,51.638,51.828,52.199,52.652,53.101,53.414,49.716
-5.92,-6,51.553,51.75,51.94,52.311,52.763,53.211,53.524,49.682
-5.84,-6,51.665,51.862,52.051,52.422,52.873,53.322,53.634,49.648
-5.76,-6,51.777,51.974,52.163,52.533,52.984,53.432,53.744,49.615
-5.68,-6,51.89,52.086,52.275,52.645,53.095,53.543,53.854,49.582
-5.6,-6,52.002,52.198,52.387,52.756,53.206,53.653,53.965,49.549
-5.52,-6,52.115,52.311,52.499,52.868,53.317,53.764,54.075,49.517
-5.44,-6,52.227,52.423,52.611,52.979,53.428,53.874,54.185,49.485
-5.36,-6,52.34,52.535,52.723,53.09,53.538,53.984,54.295,49.454
-5.28,-6,52.452,52.647,52.834,53.201,53.649,54.094,54.405,49.423
-5.2,-6,52.564,52.759,52.946,53.312,53.759,54.204,54.514,49.393
-5.12,-6,52.677,52.871,53.057,53.423,53.87,54.314,54.624,49.364
-5.04,-6,52.789,52.982,53.169,53.534,53.98,54.424,54.733,49.335
-4.96,-6,52.901,53.094,53.28,53.645,54.09,54.533,54.843,49.308
-4.88,-6,53.013,53.205,53.391,53.755,54.2,54.642,54.951,49.281
-4.8,-6,53.124,53.317,53.502,53.865,54.309,54.751,55.06,49.255
-4.72,-6,53.236,53.428,53.612,53.975,54.418,54.86,55.168,49.231
-4.64,-6,53.347,53.538,53.723,54.084,54.527,54.968,55.276,49.207
-4.56,-6,53.458,53.649,53.833,54.194,54.636,55.076,55.384,49.185
-4.48,-6,53.569,53.759,53.943,54.303,54.744,55.184,55.491,49.163
-4.4,-6,53.679,53.869,54.052,54.411,54.851,55.291,55.598,49.143
-4.32,-6,53.79,53.979,54.161,54.519,54.959,55.397,55.705,49.123
-4.24,-6,53.899,54.088,54.27,54.627,55.066,55.504,55.81,49.108
