X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,43.675,43.765,43.891,44.043,45.215
-5.92,-6,43.801,43.89,44.015,44.167,45.202
-5.84,-6,43.927,44.015,44.14,44.291,45.19
-5.76,-6,44.053,44.141,44.265,44.415,45.177
-5.68,-6,44.179,44.266,44.391,44.539,45.164
-5.6,-6,44.306,44.392,44.516,44.664,45.151
-5.52,-6,44.433,44.518,44.642,44.789,45.138
-5.44,-6,44.56,44.645,44.768,44.914,45.124
-5.36,-6,44.687,44.771,44.894,45.039,45.111
-5.28,-6,44.814,44.898,45.02,45.164,45.097
-5.2,-6,44.941,45.025,45.146,45.289,45.082
-5.12,-6,45.069,45.151,45.273,45.415,45.068
-5.04,-6,45.197,45.278,45.399,45.54,45.055
-4.96,-6,45.324,45.405,45.526,45.665,45.041
-4.88,-6,45.452,45.532,45.652,45.791,45.027
-4.8,-6,45.58,45.659,45.779,45.916,45.012
-4.72,-6,45.708,45.786,45.905,46.042,44.996
-4.64,-6,45.835,45.913,46.032,46.167,44.98
-4.56,-6,45.963,46.04,46.158,46.292,44.964
-4.48,-6,46.091,46.167,46.284,46.417,44.947
-4.4,-6,46.218,46.293,46.411,46.542,44.943
-4.32,-6,46.346,46.42,46.537,46.667,44.939
-4.24,-6,46.473,46.547,46.663,46.791,44.91
-4.16,-6,46.601,46.673,46.788,46.916,44.879
-4.08,-6,46.728,46.799,46.914,47.04,44.848
-4,-6,46.854,46.925,47.039,47.163,44.815
-3.92,-6,46.981,47.05,47.164,47.287,44.781
-3.84,-6,47.107,47.176,47.289,47.41,44.747
-3.76,-6,47.233,47.301,47.413,47.533,44.711
-3.68,-6,47.359,47.425,47.537,47.655,44.675
-3.6,-6,47.485,47.549,47.66,47.777,44.637
-3.52,-6,47.61,47.673,47.784,47.899,44.599
-3.44,-6,47.734,47.797,47.906,48.02,44.56
-3.36,-6,47.858,47.92,48.028,48.14,44.52
-3.28,-6,47.982,48.042,48.15,48.26,44.479
-3.2,-6,48.105,48.164,48.271,48.379,44.438
-3.12,-6,48.228,48.285,48.392,48.498,44.396
-3.04,-6,48.35,48.406,48.512,48.616,44.353
-2.96,-6,48.471,48.526,48.631,48.733,44.309
-2.88,-6,48.592,48.646,48.75,48.85,44.265
-2.8,-6,48.712,48.765,48.868,48.966,44.219
-2.72,-6,48.832,48.883,48.985,49.081,44.174
-2.64,-6,48.951,49,49.101,49.195,44.127
-2.56,-6,49.069,49.117,49.217,49.309,44.081
-2.48,-6,49.186,49.232,49.332,49.421,44.034
-2.4,-6,49.302,49.347,49.446,49.533,43.987
-2.32,-6,49.418,49.461,49.559,49.644,43.938
-2.24,-6,49.533,49.575,49.671,49.753,43.887
-2.16,-6,49.647,49.687,49.782,49.862,43.836
-2.08,-6,49.76,49.798,49.892,49.97,43.783
-2,-6,49.872,49.908,50.002,50.076,43.728
-1.92,-6,49.983,50.018,50.11,50.182,43.673
-1.84,-6,50.093,50.126,50.217,50.286,43.616
-1.76,-6,50.202,50.233,50.323,50.389,43.557
-1.68,-6,50.309,50.34,50.428,50.492,43.498
-1.6,-6,50.416,50.445,50.532,50.593,43.437
-1.52,-6,50.522,50.549,50.634,50.692,43.374
-1.44,-6,50.627,50.651,50.736,50.791,43.303
-1.36,-6,50.73,50.753,50.836,50.888,43.225
-1.28,-6,50.833,50.854,50.935,50.984,43.145
-1.2,-6,50.934,50.953,51.033,51.079,43.067
-1.12,-6,51.034,51.051,51.13,51.173,42.995
-1.04,-6,51.133,51.148,51.226,51.265,42.922
-0.96,-6,51.23,51.244,51.32,51.356,42.846
-0.88,-6,51.327,51.339,51.413,51.445,42.768
-0.8,-6,51.422,51.432,51.505,51.534,42.688
-0.72,-6,51.516,51.524,51.595,51.621,42.606
-0.64,-6,51.609,51.615,51.685,51.706,42.521
-0.56,-6,51.701,51.705,51.773,51.791,42.434
-0.48,-6,51.791,51.793,51.859,51.874,42.345
-0.4,-6,51.881,51.881,51.945,51.956,42.254
-0.32,-6,51.969,51.967,52.029,52.036,42.161
-0.24,-6,52.056,52.052,52.113,52.115,42.065
-0.16,-6,52.142,52.136,52.195,52.194,41.966
-0.08,-6,52.227,52.219,52.276,52.27,41.866
0,-6,52.311,52.301,52.355,52.346,41.762
0.08,-6,52.306,52.291,52.341,52.33,41.67
0.16,-6,52.363,52.343,52.389,52.376,41.576
0.24,-6,52.427,52.404,52.448,52.429,41.586
0.32,-6,52.506,52.472,52.469,52.485,41.491
0.4,-6,52.589,52.552,52.502,52.542,41.393
0.48,-6,52.674,52.633,52.567,52.6,41.294
0.56,-6,52.759,52.716,52.646,52.65,41.193
0.64,-6,52.853,52.801,52.725,52.665,41.091
0.72,-6,52.946,52.891,52.81,52.705,40.987
0.8,-6,53.04,52.983,52.898,52.779,40.881
0.88,-6,53.134,53.075,52.986,52.857,40.774
0.96,-6,53.229,53.168,53.074,52.936,40.665
1.04,-6,53.328,53.262,53.165,53.016,40.555
1.12,-6,53.427,53.36,53.255,53.097,40.444
1.2,-6,53.524,53.458,53.35,53.179,40.331
1.28,-6,53.609,53.554,53.445,53.262,40.217
1.36,-6,53.695,53.64,53.54,53.349,40.102
1.44,-6,53.782,53.727,53.624,53.437,39.986
1.52,-6,53.87,53.814,53.709,53.525,39.869
1.6,-6,53.945,53.903,53.794,53.607,39.75
1.68,-6,54.02,53.994,53.883,53.688,39.631
1.76,-6,54.095,54.085,53.973,53.77,39.51
1.84,-6,54.171,54.16,54.064,53.854,39.389
1.92,-6,54.248,54.236,54.156,53.94,39.267
2,-6,54.327,54.313,54.249,54.027,39.144
2.08,-6,54.407,54.392,54.327,54.117,39.02
2.16,-6,54.489,54.472,54.406,54.208,38.896
2.24,-6,54.573,54.554,54.487,54.301,38.771
2.32,-6,54.659,54.639,54.57,54.397,38.645
2.4,-6,54.747,54.725,54.656,54.495,38.518
2.48,-6,54.837,54.814,54.743,54.595,38.391
2.56,-6,54.93,54.905,54.833,54.697,38.264
2.64,-6,55.025,54.998,54.926,54.788,38.136
2.72,-6,55.122,55.094,55.021,54.879,38.008
2.8,-6,55.223,55.194,55.12,54.974,37.879
2.88,-6,55.33,55.297,55.222,55.075,37.75
2.96,-6,55.444,55.404,55.329,55.179,37.62
3.04,-6,55.562,55.514,55.44,55.287,37.49
3.12,-6,55.683,55.627,55.555,55.398,37.36
3.2,-6,55.807,55.743,55.673,55.513,37.23
3.28,-6,55.935,55.869,55.794,55.631,37.1
3.36,-6,56.067,56,55.919,55.753,36.969
3.44,-6,56.202,56.134,56.047,55.878,36.838
3.52,-6,56.342,56.272,56.18,56.007,36.707
3.6,-6,56.485,56.414,56.315,56.14,36.576
3.68,-6,56.633,56.56,56.453,56.277,36.445
3.76,-6,56.782,56.708,56.597,56.418,36.314
3.84,-6,56.935,56.861,56.749,56.563,36.183
3.92,-6,57.092,57.018,56.904,56.712,36.052
4,-6,57.252,57.179,57.064,56.865,35.922
4.08,-6,57.415,57.344,57.229,57.021,35.791
4.16,-6,57.583,57.513,57.397,57.182,35.66
4.24,-6,57.754,57.685,57.57,57.347,35.529
4.32,-6,57.928,57.862,57.746,57.515,35.399
4.4,-6,58.106,58.042,57.927,57.688,35.268
4.48,-6,58.287,58.227,58.112,57.865,35.138
4.56,-6,58.472,58.415,58.301,58.046,35.008
4.64,-6,58.659,58.607,58.494,58.231,34.878
4.72,-6,58.85,58.802,58.691,58.42,34.749
4.8,-6,59.044,59.001,58.892,58.613,34.619
4.88,-6,59.241,59.204,59.097,58.81,34.49
4.96,-6,59.441,59.41,59.306,59.014,34.361
5.04,-6,59.644,59.619,59.518,59.225,34.233
5.12,-6,59.847,59.832,59.735,59.441,34.105
5.2,-6,60.049,60.047,59.955,59.661,33.977
5.28,-6,60.255,60.266,60.178,59.885,33.849
5.36,-6,60.462,60.488,60.405,60.114,33.722
5.44,-6,60.673,60.713,60.635,60.346,33.595
5.52,-6,60.886,60.94,60.869,60.582,33.468
5.6,-6,61.101,61.17,61.106,60.823,33.342
5.68,-6,61.318,61.403,61.346,61.067,33.216
5.76,-6,61.538,61.635,61.589,61.316,33.09
5.84,-6,61.759,61.866,61.835,61.568,32.965
5.92,-6,61.985,62.1,62.084,61.824,32.84
6,-6,62.216,62.336,62.335,62.083,32.716
-6,-5.92,43.769,43.859,43.984,44.137,45.444
-5.92,-5.92,43.896,43.985,44.111,44.262,45.431
-5.84,-5.92,44.023,44.112,44.237,44.388,45.418
-5.76,-5.92,44.15,44.239,44.363,44.514,45.405
-5.68,-5.92,44.278,44.366,44.49,44.639,45.392
-5.6,-5.92,44.406,44.493,44.617,44.766,45.379
-5.52,-5.92,44.534,44.621,44.744,44.892,45.365
-5.44,-5.92,44.663,44.748,44.872,45.018,45.352
-5.36,-5.92,44.791,44.876,44.999,45.145,45.338
-5.28,-5.92,44.92,45.004,45.127,45.271,45.323
-5.2,-5.92,45.049,45.133,45.255,45.398,45.309
-5.12,-5.92,45.178,45.261,45.383,45.525,45.295
-5.04,-5.92,45.307,45.389,45.511,45.652,45.281
-4.96,-5.92,45.437,45.518,45.639,45.779,45.267
-4.88,-5.92,45.566,45.646,45.767,45.906,45.253
-4.8,-5.92,45.695,45.775,45.895,46.033,45.237
-4.72,-5.92,45.825,45.903,46.023,46.16,45.222
-4.64,-5.92,45.954,46.032,46.151,46.287,45.206
-4.56,-5.92,46.083,46.161,46.279,46.414,45.189
-4.48,-5.92,46.213,46.289,46.407,46.54,45.173
-4.4,-5.92,46.342,46.417,46.535,46.667,45.169
-4.32,-5.92,46.471,46.546,46.662,46.793,45.164
-4.24,-5.92,46.6,46.674,46.79,46.92,45.134
-4.16,-5.92,46.729,46.802,46.917,47.046,45.103
-4.08,-5.92,46.858,46.929,47.045,47.171,45.071
-4,-5.92,46.986,47.057,47.171,47.297,45.038
-3.92,-5.92,47.115,47.184,47.298,47.422,45.004
