X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,46.477,46.582,46.701,46.904,41.265
-5.92,-6,46.579,46.682,46.8,47.001,41.28
-5.84,-6,46.681,46.783,46.9,47.099,41.295
-5.76,-6,46.783,46.884,46.999,47.196,41.309
-5.68,-6,46.886,46.985,47.099,47.294,41.323
-5.6,-6,46.989,47.087,47.199,47.392,41.337
-5.52,-6,47.092,47.189,47.3,47.49,41.351
-5.44,-6,47.196,47.291,47.401,47.589,41.364
-5.36,-6,47.3,47.393,47.502,47.688,41.377
-5.28,-6,47.404,47.496,47.603,47.787,41.389
-5.2,-6,47.509,47.599,47.705,47.886,41.401
-5.12,-6,47.614,47.703,47.807,47.985,41.413
-5.04,-6,47.719,47.806,47.909,48.085,41.425
-4.96,-6,47.824,47.91,48.011,48.184,41.436
-4.88,-6,47.93,48.014,48.113,48.284,41.447
-4.8,-6,48.036,48.119,48.216,48.384,41.458
-4.72,-6,48.143,48.223,48.319,48.485,41.468
-4.64,-6,48.249,48.328,48.422,48.585,41.478
-4.56,-6,48.356,48.433,48.526,48.685,41.488
-4.48,-6,48.463,48.539,48.629,48.786,41.499
-4.4,-6,48.571,48.644,48.733,48.887,41.51
-4.32,-6,48.678,48.75,48.837,48.987,41.521
-4.24,-6,48.786,48.856,48.941,49.088,41.531
-4.16,-6,48.894,48.962,49.045,49.189,41.544
-4.08,-6,49.002,49.068,49.149,49.29,41.556
-4,-6,49.111,49.175,49.254,49.391,41.568
-3.92,-6,49.219,49.281,49.358,49.492,41.579
-3.84,-6,49.328,49.388,49.463,49.593,41.59
-3.76,-6,49.437,49.495,49.567,49.694,41.601
-3.68,-6,49.546,49.602,49.672,49.795,41.611
-3.6,-6,49.656,49.709,49.777,49.896,41.62
-3.52,-6,49.765,49.816,49.882,49.998,41.629
-3.44,-6,49.875,49.924,49.987,50.099,41.637
-3.36,-6,49.985,50.031,50.092,50.2,41.645
-3.28,-6,50.095,50.138,50.197,50.3,41.652
-3.2,-6,50.205,50.246,50.302,50.401,41.658
-3.12,-6,50.315,50.354,50.407,50.502,41.664
-3.04,-6,50.425,50.461,50.512,50.603,41.669
-2.96,-6,50.535,50.569,50.617,50.703,41.671
-2.88,-6,50.646,50.677,50.722,50.804,41.662
-2.8,-6,50.756,50.785,50.828,50.904,41.638
-2.72,-6,50.867,50.893,50.933,51.004,41.613
-2.64,-6,50.978,51.001,51.038,51.104,41.587
-2.56,-6,51.088,51.109,51.143,51.204,41.56
-2.48,-6,51.199,51.216,51.248,51.304,41.532
-2.4,-6,51.31,51.324,51.353,51.404,41.503
-2.32,-6,51.421,51.432,51.458,51.504,41.474
-2.24,-6,51.532,51.54,51.562,51.603,41.443
-2.16,-6,51.643,51.648,51.667,51.702,41.411
