X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,45.558,45.656,45.718,45.886,46.071,46.227,46.444,46.685,46.853,43.76
-5.92,-6,45.652,45.75,45.811,45.978,46.161,46.317,46.532,46.772,46.941,43.729
-5.84,-6,45.747,45.844,45.905,46.07,46.252,46.406,46.621,46.86,47.028,43.698
-5.76,-6,45.842,45.939,45.998,46.163,46.343,46.496,46.71,46.948,47.115,43.665
-5.68,-6,45.937,46.033,46.092,46.255,46.434,46.586,46.798,47.036,47.202,43.631
-5.6,-6,46.033,46.128,46.186,46.348,46.525,46.676,46.887,47.124,47.29,43.597
-5.52,-6,46.129,46.223,46.28,46.441,46.617,46.766,46.977,47.212,47.377,43.562
-5.44,-6,46.224,46.318,46.374,46.534,46.708,46.856,47.066,47.3,47.465,43.527
-5.36,-6,46.321,46.414,46.468,46.627,46.8,46.947,47.155,47.388,47.553,43.491
-5.28,-6,46.417,46.509,46.563,46.72,46.892,47.037,47.244,47.476,47.64,43.454
-5.2,-6,46.513,46.605,46.658,46.814,46.984,47.128,47.333,47.565,47.728,43.416
-5.12,-6,46.61,46.701,46.752,46.907,47.076,47.218,47.423,47.653,47.816,43.378
-5.04,-6,46.707,46.797,46.848,47.001,47.168,47.309,47.512,47.741,47.903,43.34
-4.96,-6,46.804,46.893,46.943,47.095,47.26,47.4,47.602,47.829,47.991,43.301
-4.88,-6,46.901,46.99,47.038,47.189,47.352,47.49,47.691,47.918,48.078,43.262
-4.8,-6,46.998,47.086,47.133,47.283,47.444,47.581,47.78,48.006,48.166,43.222
-4.72,-6,47.095,47.183,47.229,47.377,47.536,47.672,47.87,48.094,48.253,43.182
-4.64,-6,47.193,47.279,47.324,47.471,47.629,47.762,47.959,48.182,48.341,43.142
-4.56,-6,47.29,47.376,47.42,47.565,47.721,47.853,48.048,48.27,48.428,43.101
-4.48,-6,47.388,47.473,47.515,47.659,47.813,47.944,48.137,48.358,48.515,43.06
-4.4,-6,47.486,47.57,47.611,47.753,47.905,48.034,48.226,48.445,48.602,43.019
-4.32,-6,47.583,47.666,47.706,47.847,47.997,48.124,48.315,48.533,48.689,42.978
-4.24,-6,47.681,47.763,47.802,47.941,48.089,48.215,48.404,48.62,48.775,42.936
-4.16,-6,47.779,47.86,47.897,48.035,48.181,48.305,48.492,48.707,48.861,42.895
-4.08,-6,47.877,47.957,47.993,48.129,48.273,48.395,48.58,48.794,48.947,42.853
-4,-6,47.974,48.054,48.088,48.222,48.364,48.484,48.669,48.881,49.033,42.812
-3.92,-6,48.072,48.151,48.184,48.316,48.456,48.574,48.756,48.967,49.119,42.77
-3.84,-6,48.17,48.247,48.279,48.409,48.547,48.663,48.844,49.053,49.204,42.728
-3.76,-6,48.267,48.344,48.374,48.503,48.638,48.753,48.931,49.139,49.289,42.687
-3.68,-6,48.365,48.441,48.469,48.596,48.729,48.841,49.018,49.224,49.373,42.645
-3.6,-6,48.462,48.537,48.564,48.689,48.82,48.93,49.105,49.309,49.457,42.604
