X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,39.825,39.957,40.131,33.815
-5.92,-6,39.941,40.072,40.245,33.86
-5.84,-6,40.058,40.187,40.359,33.906
-5.76,-6,40.174,40.303,40.473,33.952
-5.68,-6,40.291,40.418,40.587,33.998
-5.6,-6,40.408,40.534,40.702,34.044
-5.52,-6,40.525,40.65,40.816,34.091
-5.44,-6,40.643,40.766,40.931,34.137
-5.36,-6,40.76,40.882,41.046,34.184
-5.28,-6,40.878,40.999,41.161,34.231
-5.2,-6,40.996,41.115,41.276,34.278
-5.12,-6,41.114,41.232,41.391,34.324
-5.04,-6,41.232,41.349,41.506,34.371
-4.96,-6,41.35,41.465,41.622,34.417
-4.88,-6,41.468,41.582,41.737,34.463
-4.8,-6,41.586,41.699,41.852,34.509
-4.72,-6,41.705,41.816,41.967,34.554
-4.64,-6,41.823,41.933,42.082,34.599
-4.56,-6,41.941,42.05,42.198,34.643
-4.48,-6,42.06,42.166,42.313,34.686
-4.4,-6,42.178,42.283,42.427,34.728
-4.32,-6,42.296,42.4,42.542,34.826
-4.24,-6,42.414,42.516,42.657,34.969
-4.16,-6,42.533,42.632,42.771,34.998
-4.08,-6,42.65,42.749,42.885,35.026
-4,-6,42.768,42.865,42.999,35.053
-3.92,-6,42.886,42.98,43.113,35.08
-3.84,-6,43.003,43.096,43.226,35.105
-3.76,-6,43.121,43.211,43.34,35.129
-3.68,-6,43.238,43.326,43.452,35.152
-3.6,-6,43.354,43.441,43.565,35.173
-3.52,-6,43.471,43.556,43.677,35.194
-3.44,-6,43.587,43.67,43.789,35.214
-3.36,-6,43.703,43.783,43.9,35.232
-3.28,-6,43.818,43.897,44.011,35.249
-3.2,-6,43.933,44.009,44.121,35.264
-3.12,-6,44.048,44.122,44.231,35.275
-3.04,-6,44.162,44.234,44.34,35.284
-2.96,-6,44.276,44.345,44.449,35.292
-2.88,-6,44.389,44.456,44.557,35.299
-2.8,-6,44.502,44.566,44.664,35.304
-2.72,-6,44.614,44.676,44.771,35.307
-2.64,-6,44.725,44.785,44.877,35.31
-2.56,-6,44.836,44.894,44.983,35.311
-2.48,-6,44.946,45.001,45.087,35.311
-2.4,-6,45.056,45.108,45.191,35.309
-2.32,-6,45.165,45.215,45.295,35.307
-2.24,-6,45.273,45.32,45.397,35.303
-2.16,-6,45.381,45.425,45.499,35.298
-2.08,-6,45.487,45.529,45.599,35.292
-2,-6,45.593,45.632,45.699,35.285
-1.92,-6,45.698,45.735,45.798,35.276
-1.84,-6,45.802,45.836,45.896,35.267
-1.76,-6,45.906,45.936,45.993,35.271
-1.68,-6,46.008,46.036,46.089,35.273
-1.6,-6,46.109,46.134,46.184,35.274
-1.52,-6,46.209,46.232,46.278,35.274
-1.44,-6,46.308,46.328,46.37,35.262
-1.36,-6,46.407,46.424,46.462,35.243
-1.28,-6,46.504,46.518,46.553,35.222
-1.2,-6,46.599,46.611,46.642,35.198
-1.12,-6,46.694,46.703,46.73,35.173
-1.04,-6,46.788,46.794,46.817,35.146
-0.96,-6,46.88,46.883,46.903,35.117
-0.88,-6,46.971,46.971,46.988,35.086
-0.8,-6,47.06,47.058,47.071,35.053
-0.72,-6,47.149,47.144,47.153,35.018
-0.64,-6,47.235,47.228,47.234,34.98
-0.56,-6,47.321,47.311,47.313,34.939
-0.48,-6,47.405,47.393,47.391,34.896
-0.4,-6,47.487,47.473,47.468,34.851
-0.32,-6,47.568,47.551,47.543,34.802
-0.24,-6,47.648,47.628,47.616,34.751
-0.16,-6,47.726,47.704,47.688,34.697
-0.08,-6,47.802,47.778,47.759,34.639
0,-6,47.876,47.85,47.828,34.578
0.08,-6,47.808,47.788,47.753,34.527
0.16,-6,47.838,47.82,47.777,34.473
0.24,-6,47.883,47.863,47.815,34.537
0.32,-6,47.933,47.912,47.859,34.296
0.4,-6,47.985,47.962,47.905,34.131
0.48,-6,48.038,48.014,47.951,34.049
0.56,-6,48.099,48.064,47.998,33.939
0.64,-6,48.163,48.124,48.045,33.857
0.72,-6,48.224,48.183,48.1,33.784
0.8,-6,48.285,48.24,48.153,33.71
0.88,-6,48.346,48.296,48.204,33.634
0.96,-6,48.408,48.352,48.255,33.556
1.04,-6,48.471,48.408,48.305,33.476
1.12,-6,48.531,48.466,48.354,33.395
1.2,-6,48.556,48.522,48.405,33.312
1.28,-6,48.57,48.562,48.455,33.227
1.36,-6,48.603,48.572,48.503,33.141
1.44,-6,48.642,48.591,48.523,33.053
1.52,-6,48.679,48.626,48.53,32.964
1.6,-6,48.715,48.66,48.552,32.873
1.68,-6,48.749,48.693,48.582,32.78
1.76,-6,48.783,48.724,48.61,32.687
1.84,-6,48.815,48.755,48.638,32.591
1.92,-6,48.845,48.784,48.664,32.495
2,-6,48.875,48.812,48.689,32.397
2.08,-6,48.904,48.839,48.714,32.298
2.16,-6,48.932,48.866,48.738,32.197
2.24,-6,48.96,48.892,48.761,32.096
2.32,-6,48.986,48.917,48.783,31.993
2.4,-6,49.023,48.942,48.805,31.889
2.48,-6,49.069,48.965,48.827,31.784
2.56,-6,49.115,49.001,48.848,31.678
2.64,-6,49.161,49.045,48.869,31.571
2.72,-6,49.206,49.089,48.889,31.463
2.8,-6,49.251,49.133,48.909,31.354
