X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,51.327,51.518,51.698,52.049,52.474,52.891,53.178,48.319
-5.92,-6,51.442,51.632,51.812,52.162,52.587,53.003,53.289,48.31
-5.84,-6,51.556,51.747,51.926,52.275,52.7,53.115,53.401,48.302
-5.76,-6,51.671,51.861,52.04,52.389,52.812,53.227,53.513,48.294
-5.68,-6,51.786,51.976,52.155,52.503,52.925,53.339,53.624,48.287
-5.6,-6,51.901,52.09,52.269,52.616,53.038,53.451,53.736,48.28
-5.52,-6,52.016,52.205,52.383,52.73,53.151,53.563,53.847,48.273
-5.44,-6,52.132,52.32,52.498,52.844,53.264,53.676,53.959,48.267
-5.36,-6,52.247,52.435,52.613,52.958,53.377,53.788,54.071,48.262
-5.28,-6,52.362,52.55,52.727,53.072,53.49,53.9,54.182,48.258
-5.2,-6,52.478,52.666,52.842,53.185,53.603,54.012,54.294,48.254
-5.12,-6,52.593,52.781,52.957,53.299,53.716,54.124,54.405,48.251
-5.04,-6,52.709,52.896,53.071,53.413,53.829,54.236,54.516,48.248
-4.96,-6,52.825,53.011,53.186,53.527,53.942,54.348,54.628,48.246
-4.88,-6,52.94,53.126,53.301,53.641,54.055,54.459,54.739,48.244
-4.8,-6,53.056,53.241,53.415,53.754,54.167,54.571,54.849,48.252
-4.72,-6,53.171,53.357,53.53,53.868,54.28,54.682,54.96,48.26
-4.64,-6,53.287,53.472,53.645,53.982,54.392,54.793,55.07,48.266
-4.56,-6,53.402,53.587,53.759,54.095,54.504,54.904,55.18,48.272
-4.48,-6,53.518,53.702,53.873,54.208,54.616,55.015,55.29,48.277
-4.4,-6,53.633,53.816,53.988,54.321,54.728,55.125,55.4,48.281
-4.32,-6,53.749,53.931,54.102,54.434,54.839,55.235,55.509,48.284
-4.24,-6,53.864,54.046,54.216,54.547,54.95,55.345,55.618,48.286
-4.16,-6,53.979,54.16,54.329,54.659,55.061,55.454,55.726,48.287
-4.08,-6,54.094,54.275,54.443,54.771,55.172,55.564,55.834,48.287
-4,-6,54.209,54.389,54.557,54.883,55.282,55.672,55.942,48.287
-3.92,-6,54.324,54.503,54.67,54.995,55.392,55.78,56.049,48.285
-3.84,-6,54.438,54.617,54.783,55.106,55.502,55.888,56.155,48.282
-3.76,-6,54.553,54.731,54.896,55.218,55.611,55.995,56.261,48.279
-3.68,-6,54.668,54.845,55.009,55.329,55.72,56.102,56.367,48.274
-3.6,-6,54.782,54.959,55.121,55.439,55.829,56.209,56.472,48.269
-3.52,-6,54.896,55.072,55.234,55.55,55.937,56.314,56.576,48.262
-3.44,-6,55.011,55.185,55.346,55.66,56.044,56.42,56.68,48.255
-3.36,-6,55.125,55.299,55.458,55.769,56.152,56.524,56.783,48.246
-3.28,-6,55.239,55.412,55.57,55.879,56.258,56.629,56.885,48.238
-3.2,-6,55.353,55.525,55.682,55.988,56.365,56.732,56.987,48.226
-3.12,-6,55.467,55.638,55.793,56.097,56.471,56.835,57.088,48.202
-3.04,-6,55.581,55.751,55.905,56.206,56.576,56.937,57.189,48.175
-2.96,-6,55.695,55.864,56.016,56.314,56.681,57.039,57.288,48.146
-2.88,-6,55.81,55.977,56.127,56.422,56.786,57.14,57.387,48.115
-2.8,-6,55.924,56.09,56.239,56.53,56.89,57.241,57.485,48.083
-2.72,-6,56.038,56.203,56.35,56.638,56.994,57.341,57.582,48.05
-2.64,-6,56.153,56.316,56.461,56.746,57.098,57.44,57.679,48.016
-2.56,-6,56.268,56.429,56.573,56.853,57.201,57.539,57.775,47.981
-2.48,-6,56.383,56.543,56.684,56.961,57.303,57.637,57.87,47.946
-2.4,-6,56.499,56.657,56.796,57.068,57.406,57.734,57.964,47.911
-2.32,-6,56.615,56.771,56.908,57.175,57.508,57.831,58.057,47.877
-2.24,-6,56.732,56.886,57.02,57.283,57.61,57.927,58.15,47.844
-2.16,-6,56.849,57.001,57.133,57.391,57.712,58.023,58.242,47.812
-2.08,-6,56.967,57.117,57.246,57.499,57.814,58.119,58.333,47.782
-2,-6,57.086,57.234,57.36,57.607,57.916,58.214,58.423,47.755
-1.92,-6,57.206,57.351,57.475,57.715,58.017,58.308,58.513,47.73
-1.84,-6,57.326,57.469,57.59,57.824,58.119,58.402,58.602,47.708
-1.76,-6,57.448,57.588,57.706,57.933,58.221,58.496,58.691,47.706
-1.68,-6,57.57,57.708,57.822,58.043,58.323,58.59,58.779,47.706
-1.6,-6,57.694,57.829,57.94,58.154,58.425,58.684,58.866,47.709
