X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,39.381,39.573,39.757,40.112,40.481,40.867,41.218,46.003
-5.92,-6,39.518,39.709,39.894,40.248,40.617,41.003,41.354,45.975
-5.84,-6,39.655,39.846,40.03,40.385,40.753,41.138,41.489,45.946
-5.76,-6,39.792,39.983,40.167,40.521,40.889,41.274,41.624,45.919
-5.68,-6,39.929,40.12,40.303,40.657,41.024,41.41,41.76,45.892
-5.6,-6,40.065,40.256,40.439,40.792,41.16,41.545,41.895,45.865
-5.52,-6,40.202,40.392,40.575,40.928,41.295,41.68,42.03,45.839
-5.44,-6,40.339,40.528,40.711,41.063,41.429,41.815,42.165,45.814
-5.36,-6,40.475,40.664,40.846,41.197,41.564,41.949,42.299,45.79
-5.28,-6,40.612,40.8,40.982,41.332,41.699,42.084,42.434,45.767
-5.2,-6,40.748,40.936,41.117,41.467,41.833,42.218,42.568,45.744
-5.12,-6,40.884,41.071,41.252,41.601,41.967,42.352,42.702,45.722
-5.04,-6,41.019,41.206,41.387,41.735,42.102,42.486,42.835,45.701
-4.96,-6,41.154,41.34,41.521,41.869,42.235,42.619,42.968,45.681
-4.88,-6,41.289,41.475,41.655,42.003,42.369,42.753,43.102,45.662
-4.8,-6,41.424,41.609,41.788,42.136,42.502,42.886,43.234,45.648
-4.72,-6,41.558,41.743,41.922,42.269,42.635,43.018,43.367,45.633
-4.64,-6,41.692,41.877,42.055,42.401,42.767,43.151,43.499,45.617
-4.56,-6,41.826,42.01,42.189,42.534,42.899,43.283,43.632,45.599
-4.48,-6,41.96,42.144,42.322,42.667,43.032,43.415,43.763,45.579
-4.4,-6,42.094,42.277,42.455,42.8,43.164,43.546,43.895,45.558
-4.32,-6,42.227,42.41,42.588,42.932,43.296,43.678,44.026,45.535
-4.24,-6,42.36,42.543,42.721,43.064,43.427,43.808,44.156,45.511
-4.16,-6,42.493,42.675,42.853,43.196,43.558,43.938,44.286,45.486
-4.08,-6,42.624,42.807,42.984,43.327,43.688,44.068,44.415,45.459
-4,-6,42.755,42.938,43.114,43.457,43.817,44.197,44.544,45.432
-3.92,-6,42.886,43.068,43.244,43.586,43.945,44.325,44.672,45.403
-3.84,-6,43.015,43.197,43.373,43.714,44.073,44.452,44.799,45.374
-3.76,-6,43.144,43.325,43.501,43.842,44.2,44.578,44.925,45.344
-3.68,-6,43.272,43.453,43.628,43.968,44.325,44.703,45.05,45.313
-3.6,-6,43.399,43.579,43.754,44.094,44.45,44.827,45.174,45.281
-3.52,-6,43.525,43.705,43.879,44.218,44.574,44.95,45.297,45.249
-3.44,-6,43.651,43.83,44.004,44.342,44.697,45.072,45.418,45.217
-3.36,-6,43.775,43.953,44.127,44.464,44.818,45.192,45.538,45.183
-3.28,-6,43.898,44.076,44.249,44.585,44.937,45.311,45.656,45.153
-3.2,-6,44.02,44.197,44.369,44.704,45.056,45.429,45.774,45.125
-3.12,-6,44.141,44.317,44.489,44.823,45.173,45.546,45.89,45.079
-3.04,-6,44.261,44.436,44.607,44.94,45.289,45.661,46.005,45.03
-2.96,-6,44.38,44.554,44.724,45.055,45.404,45.775,46.118,44.978
-2.88,-6,44.497,44.671,44.84,45.17,45.517,45.887,46.23,44.924
-2.8,-6,44.614,44.786,44.954,45.283,45.629,45.998,46.341,44.867
-2.72,-6,44.729,44.901,45.068,45.394,45.739,46.107,46.449,44.807
-2.64,-6,44.844,45.014,45.179,45.504,45.847,46.214,46.556,44.746
-2.56,-6,44.957,45.125,45.29,45.613,45.954,46.32,46.661,44.683
-2.48,-6,45.069,45.236,45.399,45.72,46.06,46.424,46.764,44.618
-2.4,-6,45.179,45.345,45.507,45.825,46.163,46.526,46.866,44.553
-2.32,-6,45.289,45.453,45.613,45.93,46.266,46.627,46.966,44.486
-2.24,-6,45.397,45.559,45.718,46.032,46.366,46.726,47.064,44.419
-2.16,-6,45.504,45.665,45.822,46.133,46.465,46.823,47.16,44.352
-2.08,-6,45.61,45.769,45.925,46.232,46.562,46.918,47.253,44.285
-2,-6,45.715,45.872,46.026,46.33,46.657,47.011,47.345,44.219
-1.92,-6,45.819,45.973,46.125,46.426,46.75,47.102,47.435,44.153
-1.84,-6,45.922,46.074,46.224,46.521,46.842,47.191,47.523,44.089
-1.76,-6,46.023,46.173,46.321,46.614,46.932,47.279,47.609,44.048
-1.68,-6,46.124,46.27,46.416,46.705,47.02,47.364,47.692,44.008
-1.6,-6,46.223,46.367,46.51,46.795,47.106,47.447,47.773,43.968
-1.52,-6,46.322,46.463,46.603,46.883,47.19,47.528,47.852,43.927
-1.44,-6,46.419,46.557,46.695,46.97,47.272,47.607,47.929,43.867
-1.36,-6,46.516,46.651,46.786,47.055,47.353,47.684,48.003,43.79
-1.28,-6,46.612,46.743,46.875,47.139,47.432,47.759,48.076,43.71
-1.2,-6,46.707,46.835,46.964,47.222,47.509,47.832,48.146,43.627
-1.12,-6,46.802,46.926,47.051,47.303,47.585,47.903,48.213,43.54
-1.04,-6,46.896,47.016,47.138,47.382,47.659,47.972,48.279,43.45
-0.96,-6,46.989,47.106,47.224,47.461,47.731,48.039,48.342,43.356
-0.88,-6,47.082,47.195,47.309,47.538,47.802,48.104,48.403,43.259
-0.8,-6,47.175,47.283,47.393,47.615,47.871,48.167,48.462,43.158
-0.72,-6,47.267,47.371,47.477,47.69,47.94,48.229,48.518,43.052
-0.64,-6,47.359,47.458,47.56,47.765,48.006,48.289,48.573,42.943
-0.56,-6,47.45,47.544,47.642,47.838,48.072,48.347,48.625,42.829
-0.48,-6,47.54,47.63,47.724,47.911,48.136,48.403,48.675,42.71
-0.4,-6,47.63,47.716,47.805,47.983,48.199,48.459,48.724,42.587
-0.32,-6,47.72,47.801,47.886,48.054,48.261,48.512,48.77,42.46
-0.24,-6,47.809,47.885,47.966,48.125,48.323,48.564,48.815,42.327
-0.16,-6,47.897,47.969,48.045,48.194,48.383,48.615,48.858,42.188
-0.08,-6,47.983,48.052,48.124,48.263,48.442,48.665,48.899,42.044
0,-6,48.069,48.133,48.201,48.332,48.501,48.714,48.939,41.894
0.08,-6,47.955,48.01,48.068,48.199,48.346,48.537,48.765,41.767
0.16,-6,47.991,48.041,48.094,48.218,48.353,48.53,48.75,41.635
0.24,-6,48.036,48.082,48.13,48.246,48.368,48.533,48.744,41.536
0.32,-6,48.081,48.122,48.166,48.275,48.386,48.539,48.739,41.37
0.4,-6,48.122,48.16,48.201,48.302,48.402,48.54,48.729,41.197
0.48,-6,48.158,48.194,48.231,48.325,48.413,48.54,48.717,41.029
0.56,-6,48.188,48.221,48.256,48.342,48.42,48.533,48.697,40.858
0.64,-6,48.21,48.242,48.275,48.355,48.422,48.523,48.674,40.688
0.72,-6,48.228,48.256,48.288,48.361,48.419,48.508,48.644,40.519
0.8,-6,48.248,48.268,48.293,48.362,48.411,48.486,48.609,40.35
0.88,-6,48.26,48.28,48.301,48.358,48.398,48.463,48.57,40.18
0.96,-6,48.267,48.286,48.306,48.347,48.381,48.433,48.525,40.007
1.04,-6,48.267,48.285,48.304,48.34,48.359,48.399,48.477,39.834
1.12,-6,48.264,48.28,48.298,48.33,48.331,48.364,48.426,39.66
1.2,-6,48.257,48.271,48.288,48.315,48.31,48.325,48.37,39.486
1.28,-6,48.25,48.259,48.274,48.296,48.285,48.282,48.312,39.311
1.36,-6,48.236,48.247,48.257,48.274,48.258,48.24,48.254,39.137
1.44,-6,48.208,48.229,48.241,48.251,48.228,48.202,48.194,38.962
1.52,-6,48.151,48.204,48.22,48.224,48.196,48.163,48.131,38.789
1.6,-6,48.087,48.147,48.195,48.197,48.162,48.122,48.07,38.616
1.68,-6,48.016,48.083,48.143,48.171,48.129,48.081,48.015,38.444
1.76,-6,47.94,48.012,48.08,48.141,48.093,48.039,47.959,38.273
1.84,-6,47.858,47.936,48.01,48.107,48.058,47.997,47.904,38.104
1.92,-6,47.768,47.854,47.935,48.055,48.024,47.956,47.849,37.935
2,-6,47.672,47.766,47.854,47.989,47.988,47.914,47.795,37.768
2.08,-6,47.572,47.671,47.767,47.918,47.949,47.871,47.742,37.602
2.16,-6,47.465,47.571,47.674,47.841,47.904,47.832,47.689,37.437
2.24,-6,47.352,47.465,47.576,47.759,47.838,47.793,47.638,37.273
2.32,-6,47.233,47.354,47.472,47.672,47.766,47.753,47.588,37.111
2.4,-6,46.984,47.236,47.362,47.579,47.69,47.71,47.537,36.95
2.48,-6,46.794,47.022,47.247,47.48,47.608,47.664,47.486,36.79
2.56,-6,46.651,46.808,47.126,47.376,47.521,47.602,47.44,36.631
2.64,-6,46.52,46.65,46.852,47.266,47.429,47.53,47.394,36.473
2.72,-6,46.386,46.519,46.662,47.151,47.332,47.454,47.345,36.316
2.8,-6,46.251,46.385,46.525,47.029,47.228,47.374,47.295,36.16
2.88,-6,46.113,46.249,46.39,46.786,47.119,47.287,47.242,36.005
2.96,-6,45.974,46.11,46.252,46.569,47.004,47.195,47.181,35.85
3.04,-6,45.84,45.97,46.112,46.408,46.883,47.098,47.107,35.697
3.12,-6,45.708,45.829,45.97,46.269,46.694,46.995,47.029,35.544
3.2,-6,45.578,45.692,45.826,46.127,46.432,46.886,46.947,35.391
3.28,-6,45.448,45.556,45.681,45.981,46.241,46.771,46.86,35.24
3.36,-6,45.32,45.42,45.538,45.833,46.097,46.649,46.768,35.088
3.44,-6,45.193,45.285,45.394,45.683,45.949,46.517,46.669,34.938
