X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,39.427,39.624,39.815,40.183,40.564,40.965,41.408,46.622
-5.92,-6,39.565,39.762,39.952,40.319,40.7,41.101,41.544,46.583
-5.84,-6,39.702,39.899,40.089,40.456,40.837,41.237,41.68,46.544
-5.76,-6,39.839,40.036,40.226,40.593,40.973,41.373,41.816,46.505
-5.68,-6,39.977,40.173,40.363,40.73,41.11,41.509,41.952,46.467
-5.6,-6,40.114,40.311,40.5,40.867,41.246,41.645,42.088,46.43
-5.52,-6,40.252,40.448,40.637,41.003,41.382,41.782,42.224,46.393
-5.44,-6,40.389,40.585,40.774,41.14,41.519,41.918,42.359,46.357
-5.36,-6,40.527,40.722,40.911,41.277,41.655,42.053,42.495,46.321
-5.28,-6,40.664,40.859,41.048,41.413,41.791,42.189,42.631,46.287
-5.2,-6,40.801,40.996,41.184,41.549,41.927,42.325,42.766,46.253
-5.12,-6,40.938,41.133,41.321,41.685,42.063,42.46,42.901,46.221
-5.04,-6,41.074,41.269,41.457,41.821,42.198,42.595,43.036,46.189
-4.96,-6,41.211,41.405,41.593,41.957,42.333,42.73,43.171,46.159
-4.88,-6,41.347,41.541,41.729,42.092,42.468,42.865,43.305,46.13
-4.8,-6,41.483,41.677,41.864,42.227,42.603,42.999,43.439,46.102
-4.72,-6,41.619,41.812,41.999,42.362,42.737,43.133,43.572,46.075
-4.64,-6,41.754,41.947,42.134,42.496,42.871,43.266,43.706,46.049
-4.56,-6,41.889,42.082,42.268,42.63,43.004,43.399,43.838,46.026
-4.48,-6,42.023,42.216,42.402,42.763,43.137,43.531,43.971,46.007
-4.4,-6,42.157,42.349,42.535,42.896,43.269,43.663,44.102,45.987
-4.32,-6,42.291,42.483,42.668,43.028,43.401,43.795,44.233,45.966
-4.24,-6,42.424,42.615,42.8,43.16,43.532,43.925,44.364,45.944
-4.16,-6,42.556,42.747,42.932,43.291,43.663,44.055,44.494,45.92
-4.08,-6,42.688,42.879,43.063,43.422,43.793,44.185,44.623,45.896
-4,-6,42.82,43.009,43.194,43.551,43.922,44.313,44.751,45.871
-3.92,-6,42.95,43.139,43.323,43.68,44.05,44.441,44.879,45.845
-3.84,-6,43.08,43.269,43.452,43.809,44.178,44.568,45.005,45.819
-3.76,-6,43.209,43.397,43.58,43.936,44.304,44.694,45.131,45.793
-3.68,-6,43.337,43.525,43.707,44.062,44.43,44.819,45.256,45.766
-3.6,-6,43.465,43.652,43.834,44.188,44.555,44.943,45.38,45.739
-3.52,-6,43.591,43.778,43.959,44.313,44.678,45.066,45.502,45.712
-3.44,-6,43.717,43.903,44.084,44.436,44.801,45.188,45.624,45.685
-3.36,-6,43.842,44.027,44.207,44.559,44.923,45.309,45.745,45.659
-3.28,-6,43.966,44.15,44.33,44.68,45.043,45.429,45.864,45.633
-3.2,-6,44.089,44.272,44.451,44.8,45.162,45.547,45.982,45.607
-3.12,-6,44.211,44.394,44.572,44.92,45.28,45.664,46.099,45.581
-3.04,-6,44.332,44.514,44.691,45.038,45.397,45.78,46.214,45.556
-2.96,-6,44.452,44.632,44.809,45.154,45.512,45.894,46.328,45.536
-2.88,-6,44.57,44.75,44.926,45.27,45.626,46.007,46.44,45.511
-2.8,-6,44.688,44.867,45.041,45.384,45.739,46.118,46.551,45.462
-2.72,-6,44.804,44.982,45.156,45.496,45.85,46.228,46.661,45.41
-2.64,-6,44.92,45.096,45.269,45.608,45.96,46.336,46.768,45.355
-2.56,-6,45.034,45.209,45.381,45.718,46.068,46.443,46.874,45.296
-2.48,-6,45.147,45.321,45.491,45.826,46.174,46.548,46.979,45.233
-2.4,-6,45.259,45.431,45.6,45.933,46.279,46.651,47.081,45.168
-2.32,-6,45.37,45.54,45.708,46.038,46.383,46.753,47.182,45.099
-2.24,-6,45.479,45.648,45.815,46.142,46.484,46.852,47.281,45.027
-2.16,-6,45.588,45.755,45.92,46.245,46.584,46.95,47.378,44.951
-2.08,-6,45.695,45.86,46.024,46.346,46.682,47.046,47.473,44.872
-2,-6,45.801,45.965,46.126,46.445,46.779,47.14,47.566,44.79
-1.92,-6,45.906,46.068,46.228,46.543,46.873,47.232,47.656,44.705
-1.84,-6,46.01,46.169,46.327,46.639,46.966,47.323,47.745,44.617
-1.76,-6,46.113,46.27,46.426,46.734,47.058,47.411,47.832,44.527
-1.68,-6,46.215,46.37,46.524,46.827,47.147,47.497,47.917,44.433
-1.6,-6,46.317,46.468,46.62,46.919,47.235,47.581,47.999,44.337
-1.52,-6,46.417,46.566,46.715,47.01,47.321,47.663,48.08,44.237
-1.44,-6,46.516,46.662,46.809,47.099,47.405,47.744,48.158,44.136
-1.36,-6,46.615,46.758,46.902,47.186,47.488,47.822,48.234,44.031
-1.28,-6,46.713,46.853,46.994,47.272,47.569,47.898,48.308,43.924
-1.2,-6,46.81,46.947,47.085,47.357,47.648,47.972,48.379,43.815
-1.12,-6,46.907,47.04,47.175,47.441,47.726,48.045,48.449,43.703
-1.04,-6,47.004,47.133,47.264,47.524,47.802,48.115,48.516,43.588
-0.96,-6,47.1,47.225,47.353,47.606,47.877,48.184,48.581,43.471
-0.88,-6,47.195,47.317,47.441,47.686,47.95,48.25,48.644,43.351
-0.8,-6,47.29,47.408,47.528,47.766,48.022,48.315,48.705,43.229
-0.72,-6,47.385,47.498,47.615,47.845,48.093,48.378,48.764,43.104
-0.64,-6,47.48,47.589,47.702,47.923,48.162,48.44,48.821,42.976
-0.56,-6,47.574,47.679,47.788,48,48.231,48.5,48.876,42.845
-0.48,-6,47.668,47.768,47.873,48.077,48.298,48.558,48.929,42.711
-0.4,-6,47.761,47.857,47.958,48.153,48.365,48.615,48.98,42.574
-0.32,-6,47.854,47.946,48.043,48.229,48.43,48.671,49.029,42.432
-0.24,-6,47.947,48.034,48.127,48.304,48.495,48.725,49.077,42.287
-0.16,-6,48.038,48.122,48.211,48.378,48.559,48.778,49.123,42.138
-0.08,-6,48.129,48.209,48.294,48.452,48.622,48.83,49.168,41.984
0,-6,48.219,48.295,48.376,48.525,48.685,48.881,49.211,41.824
0.08,-6,48.112,48.179,48.251,48.402,48.538,48.708,49.031,41.701
0.16,-6,48.153,48.216,48.284,48.428,48.55,48.704,49.021,41.572
0.24,-6,48.204,48.262,48.326,48.463,48.571,48.712,49.02,41.474
0.32,-6,48.255,48.309,48.369,48.499,48.595,48.72,49.017,41.308
0.4,-6,48.301,48.353,48.411,48.533,48.616,48.725,49.015,41.135
0.48,-6,48.343,48.393,48.447,48.563,48.634,48.728,49.006,40.968
0.56,-6,48.378,48.426,48.479,48.588,48.647,48.726,48.996,40.797
0.64,-6,48.407,48.453,48.503,48.608,48.656,48.719,48.978,40.628
0.72,-6,48.427,48.472,48.522,48.622,48.659,48.708,48.955,40.46
0.8,-6,48.45,48.486,48.534,48.629,48.658,48.69,48.928,40.292
0.88,-6,48.467,48.502,48.542,48.632,48.65,48.669,48.896,40.122
0.96,-6,48.477,48.511,48.551,48.628,48.639,48.643,48.858,39.951
1.04,-6,48.48,48.514,48.553,48.622,48.623,48.613,48.819,39.779
1.12,-6,48.48,48.51,48.549,48.616,48.601,48.579,48.775,39.606
1.2,-6,48.473,48.504,48.54,48.604,48.578,48.543,48.727,39.433
1.28,-6,48.467,48.49,48.527,48.588,48.557,48.502,48.678,39.26
1.36,-6,48.452,48.476,48.511,48.576,48.547,48.478,48.628,39.086
1.44,-6,48.427,48.455,48.491,48.569,48.544,48.468,48.575,38.913
1.52,-6,48.372,48.428,48.466,48.559,48.541,48.462,48.522,38.741
1.6,-6,48.311,48.376,48.435,48.542,48.533,48.454,48.471,38.57
1.68,-6,48.244,48.314,48.377,48.495,48.52,48.445,48.423,38.399
1.76,-6,48.171,48.246,48.314,48.442,48.504,48.436,48.375,38.229
1.84,-6,48.093,48.171,48.245,48.384,48.485,48.427,48.328,38.061
1.92,-6,48.008,48.091,48.17,48.321,48.449,48.416,48.28,37.893
2,-6,47.918,48.006,48.09,48.254,48.393,48.405,48.234,37.727
