X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),App(SEL)
-6,-6,38.648,38.718,38.815,38.229
-5.92,-6,38.778,38.848,38.943,38.228
-5.84,-6,38.909,38.977,39.072,38.228
-5.76,-6,39.04,39.107,39.2,38.228
-5.68,-6,39.171,39.237,39.329,38.229
-5.6,-6,39.303,39.368,39.459,38.229
-5.52,-6,39.435,39.499,39.588,38.231
-5.44,-6,39.568,39.63,39.718,38.232
-5.36,-6,39.7,39.762,39.849,38.231
-5.28,-6,39.834,39.894,39.979,38.229
-5.2,-6,39.967,40.026,40.11,38.228
-5.12,-6,40.101,40.158,40.241,38.226
-5.04,-6,40.235,40.291,40.372,38.225
-4.96,-6,40.369,40.424,40.504,38.224
-4.88,-6,40.504,40.557,40.636,38.222
-4.8,-6,40.639,40.691,40.768,38.221
-4.72,-6,40.774,40.825,40.9,38.221
-4.64,-6,40.91,40.959,41.032,38.22
-4.56,-6,41.045,41.093,41.165,38.219
-4.48,-6,41.181,41.227,41.297,38.218
-4.4,-6,41.317,41.361,41.43,38.217
-4.32,-6,41.453,41.496,41.563,38.216
-4.24,-6,41.589,41.631,41.696,38.215
-4.16,-6,41.726,41.766,41.829,38.214
-4.08,-6,41.863,41.901,41.962,38.212
-4,-6,41.999,42.036,42.095,38.211
-3.92,-6,42.136,42.171,42.228,38.209
-3.84,-6,42.273,42.306,42.362,38.207
-3.76,-6,42.41,42.441,42.495,38.222
-3.68,-6,42.547,42.576,42.628,38.268
-3.6,-6,42.684,42.711,42.761,38.301
-3.52,-6,42.821,42.846,42.894,38.292
-3.44,-6,42.957,42.981,43.027,38.282
-3.36,-6,43.094,43.116,43.159,38.271
-3.28,-6,43.231,43.251,43.292,38.26
-3.2,-6,43.368,43.386,43.424,38.248
-3.12,-6,43.504,43.52,43.557,38.235
-3.04,-6,43.641,43.655,43.689,38.221
-2.96,-6,43.777,43.789,43.82,38.207
-2.88,-6,43.913,43.923,43.952,38.192
-2.8,-6,44.049,44.057,44.083,38.177
-2.72,-6,44.185,44.19,44.214,38.16
-2.64,-6,44.321,44.324,44.345,38.144
-2.56,-6,44.456,44.457,44.476,38.124
-2.48,-6,44.591,44.589,44.606,38.102
-2.4,-6,44.726,44.722,44.735,38.079
-2.32,-6,44.86,44.854,44.865,38.056
-2.24,-6,44.994,44.986,44.994,38.031
-2.16,-6,45.128,45.117,45.122,38.006
-2.08,-6,45.262,45.248,45.251,37.98
-2,-6,45.394,45.379,45.378,37.953
-1.92,-6,45.527,45.509,45.505,37.925
-1.84,-6,45.659,45.639,45.632,37.896
-1.76,-6,45.791,45.768,45.759,37.867
-1.68,-6,45.922,45.897,45.884,37.837
-1.6,-6,46.053,46.025,46.01,37.807
-1.52,-6,46.183,46.153,46.134,37.775
-1.44,-6,46.313,46.28,46.258,37.736
-1.36,-6,46.442,46.406,46.382,37.689
-1.28,-6,46.57,46.532,46.505,37.642
-1.2,-6,46.698,46.658,46.627,37.597
-1.12,-6,46.826,46.783,46.749,37.56
-1.04,-6,46.953,46.907,46.871,37.522
-0.96,-6,47.079,47.031,46.991,37.482
-0.88,-6,47.205,47.154,47.111,37.44
-0.8,-6,47.33,47.277,47.231,37.397
-0.72,-6,47.454,47.399,47.35,37.352
-0.64,-6,47.578,47.521,47.469,37.305
-0.56,-6,47.711,47.642,47.588,37.257
-0.48,-6,47.85,47.762,47.706,37.206
-0.4,-6,47.99,47.883,47.824,37.152
-0.32,-6,48.129,48.018,47.941,37.097
-0.24,-6,48.268,48.154,48.057,37.038
-0.16,-6,48.407,48.289,48.175,36.977
-0.08,-6,48.545,48.425,48.306,36.913
0,-6,48.683,48.56,48.437,36.845
0.08,-6,48.786,48.662,48.532,36.788
0.16,-6,48.912,48.786,48.652,36.731
0.24,-6,49.043,48.914,48.776,36.785
0.32,-6,49.174,49.044,48.902,36.633
0.4,-6,49.307,49.175,49.029,36.49
0.48,-6,49.439,49.306,49.157,36.364
0.56,-6,49.574,49.437,49.285,36.26
0.64,-6,49.698,49.571,49.414,36.166
0.72,-6,49.815,49.706,49.546,36.086
0.8,-6,49.933,49.842,49.68,36.004
0.88,-6,50.051,49.973,49.813,35.921
0.96,-6,50.169,50.09,49.946,35.836
1.04,-6,50.289,50.207,50.081,35.75
1.12,-6,50.408,50.326,50.215,35.662
1.2,-6,50.509,50.444,50.347,35.572
1.28,-6,50.605,50.551,50.465,35.481
1.36,-6,50.713,50.647,50.582,35.389
1.44,-6,50.824,50.75,50.678,35.294
1.52,-6,50.935,50.861,50.776,35.199
1.6,-6,51.046,50.971,50.886,35.102
1.68,-6,51.157,51.082,50.996,35.004
1.76,-6,51.268,51.192,51.107,34.904
1.84,-6,51.379,51.303,51.218,34.803
1.92,-6,51.49,51.414,51.329,34.7
2,-6,51.602,51.525,51.441,34.597
2.08,-6,51.714,51.637,51.553,34.492
2.16,-6,51.826,51.749,51.666,34.386
2.24,-6,51.94,51.862,51.779,34.279
2.32,-6,52.054,51.976,51.893,34.17
2.4,-6,52.169,52.09,52.008,34.061
2.48,-6,52.284,52.205,52.124,33.951
2.56,-6,52.401,52.321,52.24,33.839
2.64,-6,52.519,52.438,52.357,33.727
2.72,-6,52.637,52.556,52.475,33.614
2.8,-6,52.756,52.675,52.594,33.499
2.88,-6,52.884,52.795,52.715,33.384
2.96,-6,53.015,52.917,52.836,33.268
3.04,-6,53.147,53.039,52.958,33.152
3.12,-6,53.281,53.162,53.082,33.034
3.2,-6,53.416,53.288,53.207,32.916
3.28,-6,53.552,53.424,53.333,32.797
3.36,-6,53.69,53.561,53.46,32.678
3.44,-6,53.829,53.7,53.589,32.558
3.52,-6,53.97,53.84,53.719,32.438
3.6,-6,54.111,53.982,53.849,32.317
3.68,-6,54.253,54.125,53.99,32.195
3.76,-6,54.397,54.27,54.134,32.073
3.84,-6,54.54,54.416,54.279,31.951
3.92,-6,54.681,54.563,54.426,31.828
4,-6,54.823,54.712,54.574,31.705
4.08,-6,54.966,54.861,54.725,31.581
4.16,-6,55.109,55.012,54.876,31.458
4.24,-6,55.254,55.163,55.029,31.334
4.32,-6,55.399,55.314,55.184,31.209
4.4,-6,55.544,55.462,55.339,31.085
4.48,-6,55.698,55.612,55.496,30.96
4.56,-6,55.853,55.762,55.654,30.836
4.64,-6,56.008,55.913,55.812,30.711
4.72,-6,56.165,56.065,55.972,30.586
4.8,-6,56.323,56.217,56.132,30.461
4.88,-6,56.482,56.369,56.288,30.336
4.96,-6,56.641,56.528,56.445,30.211
5.04,-6,56.801,56.689,56.603,30.086
5.12,-6,56.962,56.852,56.761,29.961
5.2,-6,57.123,57.015,56.92,29.836
5.28,-6,57.285,57.179,57.08,29.711
5.36,-6,57.447,57.345,57.239,29.586
5.44,-6,57.609,57.511,57.399,29.461
5.52,-6,57.771,57.677,57.564,29.337
5.6,-6,57.933,57.845,57.732,29.212
5.68,-6,58.095,58.013,57.902,29.088
5.76,-6,58.256,58.182,58.072,28.964
5.84,-6,58.418,58.351,58.243,28.84
5.92,-6,58.578,58.52,58.415,28.716
6,-6,58.739,58.69,58.588,28.593
-6,-5.92,38.731,38.803,38.9,38.47
-5.92,-5.92,38.863,38.933,39.029,38.469
-5.84,-5.92,38.995,39.064,39.159,38.469
-5.76,-5.92,39.127,39.195,39.289,38.468
-5.68,-5.92,39.26,39.326,39.419,38.469
-5.6,-5.92,39.393,39.458,39.55,38.469
-5.52,-5.92,39.526,39.59,39.681,38.47
-5.44,-5.92,39.66,39.723,39.812,38.471
-5.36,-5.92,39.794,39.856,39.944,38.47
-5.28,-5.92,39.928,39.989,40.076,38.468
-5.2,-5.92,40.063,40.123,40.208,38.466
-5.12,-5.92,40.198,40.256,40.34,38.464
-5.04,-5.92,40.334,40.391,40.473,38.462
-4.96,-5.92,40.47,40.525,40.606,38.461
-4.88,-5.92,40.606,40.66,40.739,38.46
-4.8,-5.92,40.742,40.795,40.872,38.458
-4.72,-5.92,40.878,40.93,41.006,38.457
-4.64,-5.92,41.015,41.065,41.14,38.456
-4.56,-5.92,41.152,41.201,41.274,38.455
-4.48,-5.92,41.29,41.336,41.408,38.454
-4.4,-5.92,41.427,41.472,41.542,38.453
-4.32,-5.92,41.565,41.608,41.676,38.452
-4.24,-5.92,41.703,41.745,41.811,38.451
-4.16,-5.92,41.841,41.881,41.945,38.449
-4.08,-5.92,41.979,42.017,42.08,38.448
-4,-5.92,42.117,42.154,42.215,38.446
-3.92,-5.92,42.255,42.291,42.349,38.444
-3.84,-5.92,42.394,42.427,42.484,38.442
-3.76,-5.92,42.532,42.564,42.619,38.46
-3.68,-5.92,42.67,42.7,42.753,38.506
-3.6,-5.92,42.809,42.837,42.888,38.537
-3.52,-5.92,42.947,42.974,43.022,38.527
-3.44,-5.92,43.086,43.11,43.157,38.517
-3.36,-5.92,43.224,43.247,43.291,38.506
-3.28,-5.92,43.363,43.383,43.425,38.494
-3.2,-5.92,43.501,43.52,43.559,38.481
-3.12,-5.92,43.639,43.656,43.693,38.468
-3.04,-5.92,43.777,43.792,43.827,38.454
-2.96,-5.92,43.915,43.928,43.96,38.44
-2.88,-5.92,44.053,44.063,44.093,38.425
-2.8,-5.92,44.191,44.199,44.226,38.409
-2.72,-5.92,44.328,44.334,44.359,38.392
-2.64,-5.92,44.465,44.469,44.491,38.375
-2.56,-5.92,44.602,44.603,44.623,38.355
-2.48,-5.92,44.739,44.738,44.755,38.332
-2.4,-5.92,44.875,44.872,44.886,38.309
-2.32,-5.92,45.011,45.005,45.017,38.285
-2.24,-5.92,45.147,45.139,45.148,38.259
-2.16,-5.92,45.282,45.272,45.278,38.233
-2.08,-5.92,45.417,45.404,45.407,38.207
-2,-5.92,45.552,45.536,45.537,38.179
-1.92,-5.92,45.686,45.668,45.665,38.151
-1.84,-5.92,45.82,45.799,45.794,38.122
-1.76,-5.92,45.953,45.93,45.921,38.092
-1.68,-5.92,46.086,46.06,46.049,38.062
-1.6,-5.92,46.218,46.19,46.175,38.03
-1.52,-5.92,46.35,46.319,46.302,37.999
-1.44,-5.92,46.481,46.448,46.427,37.958
-1.36,-5.92,46.612,46.576,46.552,37.911
-1.28,-5.92,46.742,46.704,46.677,37.863
-1.2,-5.92,46.871,46.831,46.801,37.818
-1.12,-5.92,47,46.957,46.924,37.781
-1.04,-5.92,47.129,47.083,47.046,37.742
-0.96,-5.92,47.256,47.208,47.168,37.701
-0.88,-5.92,47.384,47.333,47.29,37.66
-0.8,-5.92,47.51,47.457,47.411,37.616
-0.72,-5.92,47.636,47.58,47.531,37.571
