X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),App(SEL)
-6,-6,49.641,49.709,49.795,49.964,50.229,50.345,44.217
-5.92,-6,49.737,49.805,49.89,50.058,50.322,50.437,44.214
-5.84,-6,49.834,49.901,49.986,50.152,50.416,50.53,44.21
-5.76,-6,49.931,49.997,50.081,50.247,50.509,50.623,44.206
-5.68,-6,50.028,50.093,50.176,50.341,50.602,50.715,44.2
-5.6,-6,50.125,50.19,50.272,50.436,50.695,50.808,44.193
-5.52,-6,50.222,50.286,50.367,50.53,50.788,50.901,44.186
-5.44,-6,50.319,50.382,50.463,50.625,50.882,50.994,44.178
-5.36,-6,50.416,50.479,50.558,50.719,50.975,51.087,44.168
-5.28,-6,50.514,50.575,50.654,50.813,51.068,51.179,44.159
-5.2,-6,50.611,50.671,50.75,50.908,51.161,51.272,44.148
-5.12,-6,50.708,50.768,50.845,51.002,51.254,51.365,44.136
-5.04,-6,50.805,50.864,50.94,51.096,51.347,51.457,44.124
-4.96,-6,50.902,50.96,51.036,51.191,51.44,51.549,44.111
-4.88,-6,50.999,51.056,51.131,51.285,51.533,51.642,44.098
-4.8,-6,51.096,51.152,51.226,51.379,51.625,51.734,44.083
-4.72,-6,51.193,51.248,51.321,51.472,51.718,51.826,44.068
-4.64,-6,51.289,51.343,51.416,51.566,51.81,51.917,44.053
-4.56,-6,51.386,51.439,51.51,51.659,51.902,52.009,44.036
-4.48,-6,51.482,51.534,51.604,51.752,51.993,52.1,44.02
-4.4,-6,51.578,51.629,51.698,51.845,52.085,52.191,44.002
-4.32,-6,51.673,51.724,51.792,51.938,52.176,52.281,43.985
-4.24,-6,51.769,51.818,51.886,52.03,52.266,52.371,43.969
-4.16,-6,51.864,51.912,51.979,52.122,52.357,52.461,43.953
-4.08,-6,51.959,52.006,52.072,52.213,52.447,52.551,43.937
-4,-6,52.054,52.1,52.164,52.304,52.536,52.64,43.92
-3.92,-6,52.148,52.193,52.256,52.395,52.626,52.728,43.902
-3.84,-6,52.241,52.286,52.348,52.485,52.714,52.816,43.884
-3.76,-6,52.335,52.378,52.439,52.575,52.803,52.904,43.866
-3.68,-6,52.428,52.47,52.53,52.665,52.89,52.991,43.847
-3.6,-6,52.52,52.561,52.62,52.753,52.977,53.078,43.828
-3.52,-6,52.612,52.652,52.71,52.842,53.064,53.164,43.807
-3.44,-6,52.703,52.742,52.799,52.929,53.15,53.249,43.785
-3.36,-6,52.794,52.831,52.887,53.016,53.235,53.334,43.762
-3.28,-6,52.884,52.92,52.975,53.102,53.32,53.418,43.74
-3.2,-6,52.974,53.009,53.062,53.188,53.404,53.501,43.717
-3.12,-6,53.063,53.096,53.149,53.273,53.487,53.583,43.694
-3.04,-6,53.151,53.183,53.234,53.357,53.569,53.665,43.672
-2.96,-6,53.238,53.269,53.319,53.441,53.651,53.746,43.649
-2.88,-6,53.325,53.355,53.404,53.523,53.731,53.826,43.626
-2.8,-6,53.411,53.439,53.487,53.605,53.811,53.905,43.606
-2.72,-6,53.496,53.523,53.569,53.686,53.89,53.983,43.586
-2.64,-6,53.58,53.606,53.651,53.766,53.968,54.061,43.564
-2.56,-6,53.663,53.688,53.732,53.845,54.045,54.137,43.542
-2.48,-6,53.746,53.769,53.812,53.923,54.121,54.212,43.52
-2.4,-6,53.827,53.849,53.89,54,54.196,54.286,43.498
-2.32,-6,53.908,53.928,53.968,54.076,54.27,54.359,43.476
-2.24,-6,53.987,54.006,54.045,54.151,54.343,54.432,43.454
-2.16,-6,54.066,54.083,54.12,54.225,54.414,54.502,43.433
-2.08,-6,54.143,54.159,54.195,54.297,54.485,54.572,43.411
-2,-6,54.219,54.234,54.268,54.369,54.554,54.641,43.389
