X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,44.731,44.828,44.918,45.094,45.29,45.472,45.692,45.926,46.083,44.485
-5.92,-6,44.823,44.92,45.01,45.185,45.379,45.56,45.78,46.013,46.169,44.449
-5.84,-6,44.916,45.012,45.101,45.275,45.469,45.649,45.868,46.099,46.255,44.413
-5.76,-6,45.009,45.105,45.193,45.366,45.558,45.738,45.955,46.186,46.341,44.376
-5.68,-6,45.103,45.198,45.285,45.457,45.648,45.826,46.043,46.273,46.428,44.338
-5.6,-6,45.196,45.291,45.377,45.548,45.737,45.915,46.131,46.36,46.514,44.3
-5.52,-6,45.29,45.384,45.47,45.639,45.827,46.004,46.219,46.447,46.6,44.26
-5.44,-6,45.384,45.477,45.562,45.731,45.917,46.093,46.307,46.534,46.687,44.221
-5.36,-6,45.478,45.57,45.654,45.822,46.007,46.182,46.395,46.621,46.773,44.18
-5.28,-6,45.572,45.663,45.747,45.913,46.097,46.271,46.483,46.708,46.859,44.139
-5.2,-6,45.666,45.757,45.84,46.005,46.187,46.36,46.57,46.795,46.946,44.097
-5.12,-6,45.76,45.85,45.932,46.096,46.277,46.449,46.658,46.881,47.032,44.055
-5.04,-6,45.854,45.944,46.025,46.188,46.367,46.538,46.746,46.968,47.118,44.013
-4.96,-6,45.948,46.037,46.118,46.279,46.457,46.627,46.834,47.055,47.204,43.97
-4.88,-6,46.043,46.131,46.21,46.371,46.547,46.716,46.922,47.141,47.29,43.926
-4.8,-6,46.137,46.225,46.303,46.462,46.637,46.805,47.009,47.228,47.376,43.883
-4.72,-6,46.231,46.318,46.396,46.554,46.727,46.893,47.097,47.314,47.461,43.839
-4.64,-6,46.326,46.412,46.489,46.645,46.816,46.982,47.184,47.4,47.547,43.795
-4.56,-6,46.42,46.505,46.581,46.736,46.906,47.07,47.271,47.486,47.632,43.75
-4.48,-6,46.514,46.599,46.674,46.828,46.995,47.159,47.358,47.572,47.717,43.706
-4.4,-6,46.609,46.692,46.766,46.919,47.084,47.247,47.445,47.657,47.802,43.661
-4.32,-6,46.703,46.786,46.858,47.01,47.174,47.335,47.531,47.743,47.886,43.616
-4.24,-6,46.797,46.879,46.951,47.1,47.262,47.422,47.618,47.828,47.97,43.572
-4.16,-6,46.891,46.972,47.043,47.191,47.351,47.51,47.704,47.912,48.054,43.527
-4.08,-6,46.984,47.065,47.135,47.281,47.44,47.597,47.789,47.996,48.138,43.482
-4,-6,47.078,47.158,47.226,47.371,47.528,47.684,47.875,48.08,48.221,43.437
-3.92,-6,47.171,47.25,47.318,47.461,47.616,47.771,47.96,48.164,48.304,43.393
-3.84,-6,47.265,47.342,47.409,47.551,47.703,47.857,48.044,48.247,48.386,43.349
-3.76,-6,47.358,47.435,47.5,47.64,47.791,47.943,48.129,48.33,48.468,43.304
-3.68,-6,47.45,47.526,47.59,47.729,47.877,48.028,48.213,48.412,48.549,43.26
-3.6,-6,47.543,47.618,47.681,47.818,47.964,48.113,48.296,48.494,48.63,43.216
-3.52,-6,47.635,47.709,47.771,47.906,48.05,48.198,48.379,48.576,48.71,43.173
-3.44,-6,47.727,47.8,47.86,47.994,48.136,48.282,48.461,48.656,48.79,43.13
-3.36,-6,47.818,47.89,47.95,48.082,48.221,48.366,48.543,48.737,48.87,43.087
-3.28,-6,47.909,47.981,48.038,48.169,48.306,48.449,48.625,48.816,48.948,43.044
-3.2,-6,48,48.07,48.127,48.255,48.39,48.532,48.706,48.895,49.026,43.001
-3.12,-6,48.09,48.159,48.215,48.342,48.474,48.614,48.786,48.974,49.104,42.959
-3.04,-6,48.18,48.248,48.302,48.427,48.557,48.696,48.865,49.052,49.18,42.918
-2.96,-6,48.269,48.336,48.389,48.512,48.639,48.776,48.944,49.129,49.256,42.876
-2.88,-6,48.358,48.424,48.475,48.597,48.721,48.857,49.023,49.205,49.331,42.837
-2.8,-6,48.446,48.511,48.561,48.681,48.802,48.936,49.1,49.281,49.406,42.8
-2.72,-6,48.534,48.598,48.646,48.764,48.883,49.015,49.177,49.355,49.479,42.762
-2.64,-6,48.621,48.684,48.731,48.846,48.963,49.094,49.253,49.429,49.552,42.722
-2.56,-6,48.707,48.77,48.815,48.928,49.042,49.171,49.328,49.503,49.624,42.681
-2.48,-6,48.793,48.854,48.898,49.01,49.121,49.248,49.403,49.575,49.695,42.638
-2.4,-6,48.878,48.938,48.981,49.09,49.198,49.324,49.476,49.646,49.765,42.595
-2.32,-6,48.963,49.022,49.063,49.17,49.275,49.399,49.549,49.717,49.834,42.55
-2.24,-6,49.047,49.104,49.144,49.249,49.351,49.473,49.621,49.786,49.903,42.503
-2.16,-6,49.13,49.186,49.224,49.327,49.427,49.546,49.692,49.855,49.97,42.456
-2.08,-6,49.212,49.267,49.304,49.404,49.501,49.619,49.762,49.923,50.036,42.407
-2,-6,49.293,49.348,49.382,49.481,49.575,49.69,49.831,49.989,50.101,42.357
-1.92,-6,49.374,49.427,49.46,49.557,49.647,49.761,49.899,50.055,50.165,42.305
-1.84,-6,49.453,49.506,49.537,49.631,49.719,49.831,49.966,50.12,50.228,42.253
-1.76,-6,49.532,49.583,49.613,49.705,49.789,49.899,50.032,50.183,50.29,42.199
-1.68,-6,49.61,49.66,49.688,49.778,49.859,49.967,50.097,50.246,50.351,42.144
-1.6,-6,49.687,49.736,49.762,49.85,49.928,50.034,50.161,50.307,50.411,42.088
-1.52,-6,49.763,49.811,49.835,49.921,49.995,50.099,50.224,50.367,50.47,42.031
-1.44,-6,49.838,49.884,49.907,49.99,50.062,50.164,50.286,50.426,50.527,41.973
-1.36,-6,49.911,49.957,49.978,50.059,50.128,50.227,50.347,50.484,50.583,41.913
-1.28,-6,49.984,50.029,50.048,50.127,50.192,50.29,50.406,50.541,50.638,41.853
-1.2,-6,50.056,50.1,50.117,50.193,50.255,50.351,50.465,50.597,50.692,41.791
-1.12,-6,50.127,50.169,50.185,50.259,50.318,50.411,50.522,50.651,50.745,41.729
-1.04,-6,50.196,50.237,50.251,50.323,50.379,50.47,50.578,50.704,50.796,41.665
-0.96,-6,50.264,50.305,50.317,50.386,50.438,50.528,50.633,50.756,50.846,41.599
-0.88,-6,50.331,50.371,50.381,50.448,50.497,50.584,50.687,50.807,50.895,41.533
-0.8,-6,50.397,50.435,50.444,50.509,50.555,50.64,50.739,50.857,50.943,41.465
-0.72,-6,50.462,50.499,50.506,50.569,50.611,50.694,50.791,50.905,50.989,41.396
-0.64,-6,50.525,50.561,50.566,50.627,50.666,50.747,50.841,50.952,51.034,41.326
-0.56,-6,50.587,50.623,50.625,50.684,50.72,50.799,50.889,50.998,51.078,41.254
-0.48,-6,50.648,50.682,50.683,50.74,50.772,50.849,50.937,51.042,51.121,41.181
-0.4,-6,50.707,50.741,50.74,50.795,50.824,50.898,50.983,51.086,51.162,41.106
-0.32,-6,50.765,50.798,50.795,50.848,50.874,50.946,51.028,51.128,51.202,41.029
-0.24,-6,50.822,50.854,50.849,50.9,50.922,50.993,51.072,51.168,51.241,40.951
-0.16,-6,50.877,50.908,50.902,50.951,50.97,51.038,51.115,51.208,51.278,40.87
-0.08,-6,50.931,50.962,50.953,51,51.016,51.082,51.156,51.246,51.315,40.788
0,-6,50.984,51.013,51.003,51.048,51.061,51.125,51.196,51.283,51.349,40.703
0.08,-6,50.832,50.855,50.834,50.868,50.863,50.94,50.996,51.069,51.126,40.637
