X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,39.147,39.332,39.511,39.852,40.209,40.581,40.916,45.999
-5.92,-6,39.284,39.469,39.648,39.989,40.345,40.717,41.052,45.97
-5.84,-6,39.421,39.606,39.785,40.125,40.481,40.853,41.187,45.942
-5.76,-6,39.559,39.743,39.921,40.262,40.618,40.989,41.323,45.914
-5.68,-6,39.696,39.88,40.058,40.398,40.754,41.125,41.459,45.887
-5.6,-6,39.833,40.018,40.195,40.535,40.89,41.261,41.595,45.86
-5.52,-6,39.971,40.155,40.332,40.672,41.026,41.397,41.731,45.835
-5.44,-6,40.108,40.292,40.469,40.808,41.163,41.533,41.866,45.81
-5.36,-6,40.245,40.428,40.606,40.944,41.299,41.669,42.002,45.785
-5.28,-6,40.382,40.565,40.742,41.08,41.434,41.804,42.137,45.762
-5.2,-6,40.519,40.702,40.878,41.216,41.57,41.94,42.273,45.739
-5.12,-6,40.656,40.838,41.015,41.352,41.706,42.075,42.408,45.717
-5.04,-6,40.792,40.975,41.151,41.488,41.841,42.21,42.542,45.696
-4.96,-6,40.928,41.111,41.286,41.623,41.976,42.344,42.677,45.676
-4.88,-6,41.065,41.246,41.422,41.758,42.11,42.479,42.811,45.657
-4.8,-6,41.2,41.382,41.557,41.893,42.245,42.613,42.945,45.643
-4.72,-6,41.336,41.517,41.692,42.027,42.379,42.746,43.078,45.628
-4.64,-6,41.471,41.652,41.826,42.161,42.512,42.879,43.211,45.612
-4.56,-6,41.606,41.786,41.96,42.295,42.645,43.012,43.344,45.594
-4.48,-6,41.74,41.92,42.094,42.428,42.778,43.144,43.476,45.574
-4.4,-6,41.874,42.053,42.227,42.56,42.91,43.276,43.607,45.552
-4.32,-6,42.007,42.186,42.359,42.692,43.041,43.407,43.738,45.53
-4.24,-6,42.14,42.319,42.491,42.824,43.172,43.537,43.868,45.506
-4.16,-6,42.272,42.45,42.623,42.954,43.302,43.667,43.998,45.48
-4.08,-6,42.404,42.582,42.754,43.084,43.432,43.796,44.126,45.454
-4,-6,42.535,42.712,42.884,43.214,43.561,43.924,44.254,45.427
-3.92,-6,42.665,42.842,43.013,43.342,43.688,44.052,44.382,45.398
